date, pm25, pm10
2020/1/2, 21, 23
2020/1/3, 72, 10
2020/1/4, 55, 14
2020/1/5, 52, 16
2020/1/6, 48, 12
2020/1/7, 53, 10
2020/1/8, 65, 8
2020/1/9, 57, 12
2020/1/10, 27, 12
2020/1/11, 31, 10
2020/1/12, 25, 13
2020/1/13, 19, 8
2020/1/14, 28, 8
2020/1/15, 32, 6
2020/1/16, 19, 
2019/10/1, 22, 10
2019/10/2, 27, 10
2019/10/3, 21, 8
2019/10/4, 26, 10
2019/10/5, 26, 12
2019/10/6, 30, 6
2019/10/7, 28, 8
2019/10/8, 21, 8
2019/10/9, 20, 6
2019/10/10, 23, 7
2019/10/11, 21, 8
2019/10/12, 33, 6
2019/10/13, 19, 5
2019/10/14, 20, 5
2019/10/15, 14, 6
2019/10/16, 16, 12
2019/10/17, 33, 7
2019/10/18, 18, 13
2019/10/19, 32, 13
2019/10/20, 24, 16
2019/10/21, 28, 13
2019/10/22, 28, 9
2019/10/23, 18, 10
2019/10/24, 26, 9
2019/10/25, 26, 14
2019/10/26, 37, 13
2019/10/27, 26, 16
2019/10/28, 29, 11
2019/10/29, 26, 12
2019/10/30, 29, 16
2019/10/31, 31, 15
2019/11/1, 35, 13
2019/11/2, 39, 12
2019/11/3, 38, 16
2019/11/4, 41, 12
2019/11/5, 25, 9
2019/11/6, 26, 10
2019/11/7, 24, 13
2019/11/8, 30, 11
2019/11/9, 24, 7
2019/11/10, 16, 7
2019/11/11, 23, 8
2019/11/12, 27, 12
2019/11/13, 27, 16
2019/11/14, 30, 13
2019/11/15, 34, 23
2019/11/16, 40, 14
2019/11/17, 35, 12
2019/11/18, 28, 11
2019/11/19, 31, 14
2019/11/20, 30, 5
2019/11/21, 19, 16
2019/11/22, 38, 17
2019/11/23, 39, 14
2019/11/24, 43, 16
2019/11/25, 34, 13
2019/11/26, 35, 10
2019/11/27, 32, 15
2019/11/28, 41, 17
2019/11/29, 33, 12
2019/11/30, 38, 14
2019/12/1, 31, 11
2019/12/2, 26, 18
2019/12/3, 32, 27
2019/12/4, 44, 25
2019/12/5, 52, 19
2019/12/6, 34, 32
2019/12/7, 61, 15
2019/12/8, 44, 9
2019/12/9, 26, 6
2019/12/10, 28, 7
2019/12/11, 34, 11
2019/12/12, 29, 8
2019/12/13, 31, 15
2019/12/15, 3, 9
2019/12/16, 19, 8
2019/12/17, 23, 10
2019/12/18, 27, 15
2019/12/19, 35, 19
2019/12/20, 35, 8
2019/12/21, 24, 7
2019/12/22, 28, 14
2019/12/23, 24, 13
2019/12/24, 27, 11
2019/12/25, 35, 8
2019/12/26, 26, 10
2019/12/27, 22, 14
2019/12/28, 27, 12
2019/12/29, 7, 
2019/7/1, 51, 9
2019/7/2, 31, 5
2019/7/3, 15, 9
2019/7/4, 12, 9
2019/7/5, 16, 12
2019/7/6, 22, 10
2019/7/7, 31, 14
2019/7/8, 39, 9
2019/7/9, 44, 10
2019/7/10, 19, 12
2019/7/11, 29, 8
2019/7/12, 20, 15
2019/7/13, 31, 11
2019/7/14, 24, 8
2019/7/15, 22, 9
2019/7/16, 20, 9
2019/7/17, 19, 8
2019/7/18, 25, 8
2019/7/19, 23, 5
2019/7/20, 19, 7
2019/7/21, 23, 10
2019/7/22, 37, 9
2019/7/23, 35, 12
2019/7/24, 41, 11
2019/7/25, 65, 9
2019/7/26, 55, 9
2019/7/27, 55, 10
2019/7/28, 26, 9
2019/7/29, 56, 6
2019/7/30, 57, 8
2019/7/31, 16, 12
2019/8/1, 22, 8
2019/8/2, 62, 9
2019/8/3, 23, 11
2019/8/4, 29, 8
2019/8/5, 45, 9
2019/8/6, 75, 9
2019/8/7, 46, 9
2019/8/8, 22, 10
2019/8/9, 37, 13
2019/8/10, 51, 14
2019/8/11, 28, 4
2019/8/12, 25, 7
2019/8/13, 23, 13
2019/8/14, 29, 9
2019/8/15, 33, 8
2019/8/16, 18, 12
2019/8/17, 25, 10
2019/8/18, 21, 7
2019/8/19, 38, 5
2019/8/20, 18, 6
2019/8/21, 22, 7
2019/8/22, 25, 10
2019/8/23, 24, 9
2019/8/24, 29, 12
2019/8/25, 56, 17
2019/8/26, 40, 7
2019/8/27, 22, 8
2019/8/28, 50, 12
2019/8/29, 28, 10
2019/8/30, 36, 10
2019/8/31, 51, 6
2019/9/1, 47, 14
2019/9/2, 27, 8
2019/9/3, 36, 6
2019/9/4, 16, 7
2019/9/5, 12, 9
2019/9/6, 14, 12
2019/9/7, 23, 8
2019/9/8, 27, 6
2019/9/9, 15, 7
2019/9/10, 26, 11
2019/9/11, 34, 16
2019/9/12, 39, 17
2019/9/13, 28, 8
2019/9/14, 24, 10
2019/9/15, 24, 11
2019/9/16, 25, 17
2019/9/17, 30, 8
2019/9/18, 36, 9
2019/9/19, 42, 8
2019/9/20, 43, 8
2019/9/21, 37, 8
2019/9/22, 40, 13
2019/9/23, 26, 10
2019/9/24, 25, 8
2019/9/25, 29, 8
2019/9/26, 24, 7
2019/9/27, 29, 16
2019/9/28, 30, 13
2019/9/29, 23, 10
2019/9/30, 21, 6
2019/4/1, 24, 11
2019/4/2, 16, 8
2019/4/3, 17, 6
2019/4/4, 30, 9
2019/4/5, 18, 13
2019/4/6, 17, 7
2019/4/7, 21, 10
2019/4/8, 31, 9
2019/4/9, 32, 12
2019/4/10, 20, 8
2019/4/11, 10, 12
2019/4/12, 17, 12
2019/4/13, 25, 10
2019/4/14, 31, 9
2019/4/15, 20, 7
2019/4/16, 15, 7
2019/4/17, 25, 10
2019/4/18, 34, 8
2019/4/19, 40, 9
2019/4/20, 23, 8
