date, pm25, o3, no2
2020/1/2, 14, 28, 
2020/1/3, 10, 34, 
2020/1/4, 10, 28, 
2020/1/5, 10, 26, 
2020/1/6, 4, 26, 
2020/1/7, 5, 29, 
2020/1/8, 13, 12, 
2020/1/9, 26, 26, 
2020/1/10, 9, 32, 
2020/1/11, 13, 31, 
2020/1/12, 11, 29, 
2020/1/13, 19, 29, 
2020/1/14, 18, 31, 
2020/1/15, 18, , 
2019/10/1, 25, 12, 
2019/10/2, 32, 20, 
2019/10/3, 15, 16, 
2019/10/4, 16, 17, 
2019/10/5, 23, 16, 
2019/10/6, 35, 19, 
2019/10/7, 24, 25, 
2019/10/8, 14, 20, 
2019/10/9, 29, 11, 
2019/10/10, 36, 14, 
2019/10/11, 43, 12, 
2019/10/12, 51, 20, 
2019/10/13, 43, 16, 
2019/10/14, 29, 11, 
2019/10/15, 49, 20, 
2019/10/16, 34, 21, 
2019/10/17, 25, 19, 
2019/10/18, 24, 26, 
2019/10/19, 9, 23, 
2019/10/20, 22, 19, 
2019/10/21, 24, 22, 
2019/10/22, 31, 13, 
2019/10/23, 33, 4, 
2019/10/24, 44, 24, 
2019/10/25, 33, 20, 
2019/10/26, 26, 15, 
2019/10/27, 40, 11, 
2019/10/28, 42, 22, 
2019/10/29, 36, 16, 
2019/10/30, 49, 10, 
2019/10/31, 52, 10, 
2019/11/1, 54, 8, 
2019/11/2, 60, 6, 
2019/11/3, 65, 7, 
2019/11/4, 54, 6, 
2019/11/5, 52, 2, 
2019/11/6, 61, 1, 
2019/11/7, 60, 5, 
2019/11/8, 57, 9, 
2019/11/9, 53, 6, 
2019/11/10, 34, 6, 
2019/11/11, 48, 7, 
2019/11/12, 50, 9, 
2019/11/13, 44, 5, 
2019/11/14, 51, 17, 
2019/11/15, 32, 8, 12
2019/11/16, 37, 11, 9
2019/11/17, 26, 10, 17
2019/11/18, 21, 24, 15
2019/11/19, 22, 10, 18
2019/11/20, 39, 2, 16
2019/11/21, 51, 1, 15
2019/11/22, 38, 12, 11
2019/11/23, 42, 28, 9
2019/11/24, 23, 24, 13
2019/11/25, 17, 25, 
2019/11/26, 30, 28, 
2019/11/27, 15, 23, 
2019/11/28, 24, 12, 
2019/11/29, 51, 9, 
2019/11/30, 57, 22, 
2019/12/1, 32, 4, 
2019/12/2, 53, 7, 
2019/12/3, 39, 7, 
2019/12/4, 43, 14, 
2019/12/5, 43, 1, 
2019/12/6, 48, 10, 
2019/12/7, 38, 7, 
2019/12/8, 42, 7, 
2019/12/9, 44, 8, 
2019/12/10, 33, 24, 
2019/12/11, 24, 31, 
2019/12/12, 19, 27, 
2019/12/13, 23, 9, 
2019/12/14, 42, 14, 
2019/12/15, 35, 7, 
2019/12/16, 37, 2, 
2019/12/17, 42, 19, 
2019/12/18, 34, 24, 
2019/12/19, 17, 31, 
2019/12/20, 6, 30, 
2019/12/21, 13, 14, 
2019/12/22, 29, 14, 
2019/12/23, 24, 14, 
2019/12/24, 25, 5, 
2019/12/25, 49, 6, 
2019/12/26, 35, 13, 
2019/12/27, 23, 2, 
2019/12/28, 49, , 
2019/7/1, 18, 21, 
2019/7/2, 9, 20, 
2019/7/3, 11, 19, 
2019/7/4, 18, 15, 
2019/7/5, 16, 22, 
2019/7/6, 12, 18, 
2019/7/7, 15, 22, 
2019/7/8, 15, 20, 
2019/7/9, 21, 9, 
2019/7/10, 11, 15, 
2019/7/11, 13, 21, 
2019/7/12, 17, 16, 
2019/7/13, 12, 20, 
2019/7/14, 17, 15, 
2019/7/15, 14, 16, 
2019/7/16, 17, 12, 
2019/7/17, 8, 18, 
2019/7/18, 12, 27, 
2019/7/19, 16, 28, 
2019/7/20, 15, 29, 
2019/7/21, 20, 19, 
2019/7/22, 12, 20, 
2019/7/23, 13, 21, 
2019/7/24, 13, 30, 
2019/7/25, 15, 18, 
2019/7/26, 12, 18, 
2019/7/27, 9, , 
2019/7/29, 20, , 
2019/8/1, 12, 16, 
2019/8/2, 12, 35, 
2019/8/3, 42, 39, 
2019/8/4, 43, 27, 
2019/8/5, 37, 26, 
2019/8/6, 36, 20, 
2019/8/7, 27, 23, 
2019/8/8, 15, 20, 
2019/8/9, 17, 19, 
2019/8/10, 23, 18, 
2019/8/11, 15, 23, 
2019/8/12, 15, 34, 
2019/8/13, 19, 25, 
2019/8/14, 18, 20, 
2019/8/15, 17, 21, 
2019/8/16, 22, 18, 
2019/8/17, 19, 16, 
2019/8/18, 17, 24, 
2019/8/19, 15, 26, 
2019/8/20, 24, 15, 
2019/8/21, 18, 17, 
2019/8/22, 20, 24, 
2019/8/23, 23, 21, 
2019/8/24, 15, 24, 
2019/8/25, 25, 29, 
2019/8/26, 36, 25, 
2019/8/27, 30, 30, 
2019/8/28, 25, 19, 
2019/8/29, 30, 20, 
2019/8/30, 24, 19, 
2019/8/31, 23, 21, 
2019/9/1, 16, 26, 
2019/9/2, 17, 20, 
2019/9/3, 19, 27, 
2019/9/4, 20, 23, 
