date, pm25, pm10, o3
2020/1/2, 9, 8, 20
2020/1/3, 23, 7, 32
2020/1/4, 26, 12, 31
2020/1/5, 16, 4, 31
2020/1/6, 12, 9, 7
2020/1/7, 34, 4, 31
2020/1/8, 18, 4, 31
2020/1/9, 11, 10, 30
2020/1/10, 16, 3, 28
2020/1/11, 8, 3, 33
2020/1/12, 7, 3, 33
2020/1/13, 7, 4, 29
2020/1/14, 14, 3, 34
2020/1/15, 14, , 32
2020/1/16, 13, , 
2019/10/1, 26, 12, 14
2019/10/2, 35, 13, 9
2019/10/3, 34, 10, 19
2019/10/4, 20, 6, 17
2019/10/5, 12, 8, 17
2019/10/6, 18, 10, 16
2019/10/7, 24, 8, 24
2019/10/8, 14, 7, 18
2019/10/9, 12, 9, 17
2019/10/10, 28, 10, 17
2019/10/11, 25, 16, 15
2019/10/12, 33, 15, 14
2019/10/13, 36, 13, 21
2019/10/14, 26, 19, 12
2019/10/15, 39, 25, 12
2019/10/16, 43, 22, 22
2019/10/17, 38, 8, 22
2019/10/18, 16, 7, 18
2019/10/19, 19, 5, 18
2019/10/20, 15, 5, 18
2019/10/21, 20, 9, 21
2019/10/22, 26, 13, 16
2019/10/23, 27, 18, 9
2019/10/24, 50, 13, 18
2019/10/25, 27, 6, 22
2019/10/26, 19, 7, 21
2019/10/27, 24, 9, 19
2019/10/28, 22, 7, 19
2019/10/29, 22, 16, 13
2019/10/30, 42, 22, 7
2019/10/31, 48, 24, 9
2019/11/1, 53, 33, 8
2019/11/2, 73, 39, 11
2019/11/3, 82, 36, 1
2019/11/4, 67, 23, 5
2019/11/5, 48, 15, 13
2019/11/6, 25, 26, 5
2019/11/7, 45, 33, 4
2019/11/8, 51, 31, 2
2019/11/9, 56, 9, 15
2019/11/10, 25, 9, 18
2019/11/11, 17, 18, 4
2019/11/12, 38, 10, 2
2019/11/13, 43, 13, 10
2019/11/14, 38, 10, 9
2019/11/15, 29, 11, 25
2019/11/16, 30, 12, 6
2019/11/17, 42, 21, 10
2019/11/18, 36, 10, 20
2019/11/19, 21, 8, 27
2019/11/20, 13, 17, 19
2019/11/21, 21, 27, 11
2019/11/22, 48, 29, 6
2019/11/23, 55, 9, 33
2019/11/24, 23, 9, 23
2019/11/25, 19, 14, 25
2019/11/26, 34, 11, 29
2019/11/27, 14, 5, 22
2019/11/28, 9, 6, 16
2019/11/29, 22, 10, 17
2019/11/30, 31, 10, 12
2019/12/1, 47, 14, 10
2019/12/2, 53, 16, 4
2019/12/3, 54, 17, 9
2019/12/4, 31, 22, 5
2019/12/5, 38, 23, 3
2019/12/6, 52, 14, 4
2019/12/7, 45, 12, 21
2019/12/8, 35, 16, 23
2019/12/9, 21, 29, 14
2019/12/10, 38, 32, 4
2019/12/11, 46, 11, 27
2019/12/12, 28, 5, 31
2019/12/13, 14, 5, 23
2019/12/14, 18, 6, 23
2019/12/15, 20, 5, 18
2019/12/16, 25, 14, 10
2019/12/17, 45, 26, 6
2019/12/18, 58, 23, 7
2019/12/19, 56, 4, 30
2019/12/20, 11, 10, 19
2019/12/21, 25, 17, 15
2019/12/22, 30, 24, 5
2019/12/23, 43, 10, 12
2019/12/24, 40, 9, 17
2019/12/25, 33, 15, 19
2019/12/26, 29, 14, 14
2019/12/27, 28, 14, 8
2019/12/28, 38, , 
2019/7/1, 27, 15, 18
2019/7/2, 23, 8, 21
2019/7/3, 13, 17, 22
2019/7/4, 38, 14, 23
2019/7/5, 29, 12, 19
2019/7/6, 24, 15, 16
2019/7/7, 28, 13, 18
2019/7/8, 27, 10, 21
2019/7/9, 23, 17, 16
2019/7/10, 31, 15, 9
2019/7/11, 26, 15, 11
2019/7/12, 27, 19, 8
2019/7/13, 32, 13, 16
2019/7/14, 26, 12, 18
2019/7/15, 21, 13, 16
2019/7/16, 18, 15, 16
2019/7/17, 21, 15, 18
2019/7/18, 15, 14, 18
2019/7/19, 16, 10, 20
2019/7/20, 18, 12, 18
2019/7/21, 22, 30, 14
2019/7/22, 43, 20, 21
2019/7/23, 39, 15, 22
2019/7/24, 19, 15, 23
2019/7/25, 21, 16, 23
2019/7/26, 29, 22, 20
2019/7/27, 37, 18, 24
2019/7/28, 24, 21, 22
2019/7/29, 33, 21, 20
2019/7/30, 33, 19, 17
2019/7/31, 40, 23, 17
2019/8/1, 46, 18, 20
2019/8/2, 38, 11, 13
2019/8/3, 26, 17, 12
2019/8/4, 35, 21, 16
2019/8/5, 41, 26, 23
2019/8/6, 48, 29, 19
2019/8/7, 54, 26, 19
2019/8/8, 49, 19, 16
2019/8/9, 43, 17, 10
2019/8/10, 36, 9, 12
2019/8/11, 20, 11, 9
2019/8/12, 22, 11, 14
2019/8/13, 26, 16, 15
2019/8/14, 27, 13, 12
2019/8/15, 28, 11, 19
2019/8/16, 25, 11, 13
2019/8/17, 27, 12, 18
2019/8/18, 27, 15, 19
2019/8/19, 24, 16, 18
2019/8/20, 26, 21, 15
2019/8/21, 32, 13, 16
2019/8/22, 21, 9, 10
2019/8/23, 17, 10, 16
2019/8/24, 23, 11, 19
2019/8/25, 21, 12, 18
2019/8/26, 20, 14, 20
2019/8/27, 22, 28, 21
2019/8/28, 60, 37, 14
2019/8/29, 69, 18, 15
2019/8/30, 27, 14, 13
2019/8/31, 29, 17, 13
2019/9/1, 39, 15, 15
2019/9/2, 32, 19, 19
2019/9/3, 34, 23, 23
2019/9/4, 36, 34, 24
2019/9/5, 65, 31, 15
2019/9/6, 61, 10, 13
2019/9/7, 29, 10, 8
2019/9/8, 30, 8, 10
2019/9/9, 20, 6, 13
2019/9/10, 19, 6, 14
2019/9/11, 12, 9, 14
2019/9/12, 17, 11, 14
2019/9/13, 21, 11, 16
2019/9/14, 21, 16, 17
2019/9/15, 38, 26, 16
2019/9/16, 46, 8, 14
2019/9/17, 14, 9, 4
2019/9/18, 18, 7, 16
2019/9/19, 15, 10, 10
2019/9/20, 23, 7, 16
2019/9/21, 18, 9, 15
2019/9/22, 23, 6, 17
2019/9/23, 14, 8, 20
2019/9/24, 13, 15, 19
2019/9/25, 19, 16, 10
2019/9/26, 33, 6, 15
2019/9/27, 15, 5, 18
2019/9/28, 9, 3, 17
2019/9/29, 11, 5, 14
2019/9/30, 13, 9, 13
2019/4/1, 18, 27, 27
2019/4/2, 22, 24, 22
2019/4/3, 23, 14, 20
2019/4/4, 14, 15, 21
2019/4/5, 17, 9, 31
2019/4/6, 14, 5, 24
2019/4/7, 13, 5, 22
2019/4/8, 12, 3, 15
2019/4/9, 10, 5, 21
2019/4/10, 10, 9, 28
2019/4/11, 14, 18, 27
2019/4/12, 16, 13, 29
2019/4/13, 14, 7, 33
2019/4/14, 9, 11, 32
2019/4/15, 12, 13, 28
2019/4/16, 15, 8, 28
2019/4/17, 12, 20, 26
2019/4/18, 19, 20, 16
2019/4/19, 19, 5, 23
2019/4/20, 10, 6, 22
2019/4/21, 11, 12, 25
2019/4/22, 16, 13, 20
2019/4/23, 15, 12, 33
2019/4/24, 13, 26, 35
2019/4/25, 30, 19, 30
