date, pm25, pm10, o3, no2, co
2020/1/2, 25, 7, , , 
2020/1/3, 34, 6, , , 
2020/1/4, 21, 5, , , 
2020/1/5, 14, 5, , , 
2020/1/6, 23, 6, , , 125
2020/1/7, 24, 4, , , 55
2020/1/8, 15, 9, , , 
2020/1/9, 23, 6, , , 
2020/1/10, 23, 5, , , 
2020/1/11, 32, 3, , , 
2020/1/12, 21, 3, , , 
2020/1/13, 20, 4, , , 
2020/1/14, 26, 5, , , 
2020/1/15, 30, , , , 
2019/10/1, 26, 11, , , 
2019/10/2, 33, 13, , , 
2019/10/3, 43, 12, , , 
2019/10/4, 40, 8, , , 
2019/10/5, 26, 9, , , 
2019/10/6, 29, 12, , , 
2019/10/7, 38, 9, , , 
2019/10/8, 14, 6, , , 
2019/10/9, 28, 13, , , 
2019/10/10, 47, 15, , , 
2019/10/11, 54, 17, , , 
2019/10/12, 62, 15, , , 
2019/10/13, 59, 11, , , 
2019/10/14, 45, 16, , , 
2019/10/15, 46, 24, , , 
2019/10/16, 59, 10, , , 
2019/10/17, 31, 8, , , 
2019/10/18, 25, 5, , , 
2019/10/19, 28, 8, , , 
2019/10/20, 39, 15, , , 
2019/10/21, 56, 10, , , 
2019/10/22, 34, 18, , , 
2019/10/23, 49, 26, , , 
2019/10/24, 72, 26, , , 
2019/10/25, 63, 8, , , 
2019/10/26, 31, 13, , , 
2019/10/27, 54, 8, , , 
2019/10/28, 30, 11, 8, , 
2019/10/29, 43, 23, , , 
2019/10/30, 65, 28, , , 
2019/10/31, 73, 29, , , 
2019/11/1, 81, 33, , , 
2019/11/2, 91, 24, , , 
2019/11/3, 76, 24, , , 
2019/11/4, 62, 27, , , 
2019/11/5, 73, 11, , , 
2019/11/6, 42, 16, , , 
2019/11/7, 45, 21, , , 
2019/11/8, 59, 26, , 19, 
2019/11/9, 70, 14, , , 
2019/11/10, 51, 8, , , 
2019/11/11, 32, 14, , , 
2019/11/12, 57, 34, , , 
2019/11/13, 107, 17, , , 
2019/11/14, 67, 15, , , 
2019/11/15, 52, 12, , , 
2019/11/16, 48, 9, , , 
2019/11/17, 48, 10, , , 
2019/11/18, 39, 9, , , 
2019/11/19, 43, 6, , , 
2019/11/20, 30, 14, , , 
2019/11/21, 52, 32, , , 
2019/11/22, 80, 25, , , 
2019/11/23, 84, 10, , , 
2019/11/24, 39, 18, , , 
2019/11/25, 47, 14, , , 
2019/11/26, 51, 11, , , 
2019/11/27, 26, 4, , , 
2019/11/29, 21, 15, , , 
2019/11/30, 48, 13, , , 
2019/12/1, 47, 12, , , 
2019/12/2, 55, 16, , , 
2019/12/3, 61, 16, , , 
2019/12/4, 65, 10, , , 
2019/12/5, 44, 16, , , 
2019/12/6, 61, 10, , , 
2019/12/7, 46, 7, , , 
2019/12/8, 25, 19, , , 
2019/12/9, 41, 12, , , 
2019/12/10, 41, 11, , , 
2019/12/11, 45, 10, , , 
2019/12/12, 47, 8, , , 
2019/12/13, 35, 7, , , 
2019/12/14, 32, 11, , , 
2019/12/15, 34, 13, , , 
2019/12/16, 32, 21, , , 
2019/12/17, 57, 21, , , 
2019/12/18, 57, 18, , , 
2019/12/19, 66, 11, , , 
2019/12/20, 43, 8, , , 
2019/12/21, 40, 4, , , 
2019/12/22, 23, 9, , , 
2019/12/23, 29, 11, , , 
2019/12/24, 37, 7, , , 
2019/12/25, 37, 14, , , 
2019/12/26, 30, 8, , , 
2019/12/27, 36, 4, , , 
2019/12/28, 26, , , , 
2019/7/1, 13, 20, 5, , 
2019/7/2, 22, 10, , , 
2019/7/3, 18, 11, , , 
2019/7/4, 19, 9, , , 
2019/7/5, 12, 12, , , 
2019/7/6, 15, 14, , , 
2019/7/7, 16, 13, , , 
2019/7/8, 17, 15, , , 
2019/7/9, 15, 15, 14, , 
2019/7/10, 18, 13, , , 
2019/7/11, 11, 13, , , 
2019/7/12, 11, 16, , , 
2019/7/13, 8, 15, , , 
2019/7/14, 8, 12, , , 
2019/7/15, 9, 10, , , 
2019/7/16, 14, 12, , , 
2019/7/17, 21, 14, , , 
2019/7/18, 15, 11, , , 
2019/7/19, 18, 7, 5, , 
2019/7/20, 13, 7, , , 
2019/7/21, 13, 13, , , 
2019/7/22, 26, 19, , , 
2019/7/23, 35, 10, , , 
2019/7/24, 23, 13, , , 
2019/7/25, 23, 14, , , 
2019/7/26, 29, 18, , , 
2019/7/27, 22, 13, , , 
2019/7/28, 15, 12, , , 
2019/7/29, 24, 18, , , 
2019/7/30, 30, , , , 
2019/7/31, 37, , , , 
2019/8/1, 34, , , , 
2019/8/2, 25, , , , 
2019/8/3, 40, , , , 
2019/8/4, 37, , , , 
2019/8/5, 31, , , , 
2019/8/6, 66, , , , 
2019/8/7, 80, , , , 
2019/8/8, 97, , , , 
2019/8/9, 75, , , , 
2019/8/10, 58, , , , 
2019/8/11, 23, , , , 
2019/8/12, 19, , , , 
2019/8/13, 23, , , , 
2019/8/14, 23, , , , 
2019/8/15, 24, , , , 
2019/8/16, 29, , , , 
2019/8/17, 16, , , , 
2019/8/18, 18, , , , 
2019/8/19, 22, , , , 
2019/8/20, 19, , , , 
2019/8/21, 25, , , , 
2019/8/22, 20, , , , 
2019/8/23, 24, , , , 
2019/8/24, 23, , , , 
2019/8/25, 15, , , , 
2019/8/26, 15, 42, , , 
2019/8/27, 19, 13, , , 
2019/8/28, 23, 25, , , 
2019/8/29, 27, 12, , , 
2019/8/30, 30, 9, , , 
2019/8/31, 27, 10, , , 
2019/9/1, 30, 11, , , 
2019/9/2, 20, 11, , , 
2019/9/3, 21, 22, , , 
2019/9/4, 29, 12, , , 
2019/9/5, 25, 13, , , 
2019/9/6, 36, 7, , , 
2019/9/7, 26, 9, , , 
2019/9/8, 27, 6, , , 
2019/9/9, 19, 4, , , 
2019/9/10, 10, 6, , , 
2019/9/11, 13, 9, , , 
2019/9/12, 17, 12, , , 
2019/9/13, 17, 5, , , 
2019/9/14, 13, 6, , , 
2019/9/15, 16, 8, , , 
2019/9/16, 11, 8, , , 
2019/9/17, 16, 6, , , 
2019/9/18, 18, 5, , , 
2019/9/19, 16, 7, , , 
2019/9/20, 20, 9, , , 
2019/9/21, 22, 7, , , 
2019/9/22, 20, 7, , , 
2019/9/23, 17, 10, , , 
2019/9/24, 16, 11, , , 
2019/9/25, 21, 10, , , 
2019/9/26, 21, 6, , , 
2019/9/27, 21, 7, , , 
2019/9/28, 13, 3, , , 
2019/9/29, 13, 4, , , 
2019/9/30, 22, 9, , , 
2019/4/1, 22, 14, , , 
2019/4/2, 25, 18, , , 
2019/4/3, 31, 10, , , 
2019/4/4, 21, 15, , , 
2019/4/5, 23, 7, , , 
2019/4/6, 12, 8, , , 
2019/4/7, 19, 7, , , 
2019/4/8, 11, 4, , , 
2019/4/9, 9, 8, , , 
2019/4/10, 9, 6, , , 
2019/4/11, 8, 15, , , 
2019/4/12, 17, 7, , , 
2019/4/13, 15, 6, , , 
2019/4/14, 8, 6, , , 
