date, aqi
2020/1/2, 33
2020/1/3, 35
2020/1/4, 35
2020/1/5, 35
2020/1/6, 35
2020/1/7, 35
2020/1/8, 35
2020/1/9, 35
2020/1/10, 35
2020/1/11, 35
2020/1/12, 35
2020/1/13, 35
2020/1/14, 35
2020/1/15, 35
2020/1/16, 38
2019/10/1, 63
2019/10/2, 65
2019/10/3, 72
2019/10/4, 66
2019/10/5, 58
2019/10/6, 60
2019/10/7, 61
2019/10/8, 57
2019/10/9, 58
2019/10/10, 65
2019/10/11, 71
2019/10/12, 62
2019/10/13, 65
2019/10/14, 67
2019/10/15, 62
2019/10/16, 60
2019/10/17, 70
2019/10/18, 59
2019/10/19, 55
2019/10/20, 59
2019/10/21, 59
2019/10/22, 56
2019/10/23, 55
2019/10/24, 66
2019/10/25, 66
2019/10/26, 58
2019/10/27, 54
2019/10/28, 51
2019/10/29, 50
2019/10/30, 56
2019/10/31, 60
2019/11/1, 57
2019/11/2, 60
2019/11/3, 55
2019/11/4, 54
2019/11/5, 58
2019/11/6, 62
2019/11/7, 64
2019/11/8, 64
2019/11/9, 63
2019/11/10, 60
2019/11/11, 62
2019/11/12, 63
2019/11/13, 77
2019/11/14, 72
2019/11/15, 57
2019/11/16, 58
2019/11/17, 55
2019/11/18, 59
2019/11/19, 56
2019/11/20, 55
2019/11/21, 52
2019/11/22, 35
2019/11/23, 35
2019/11/24, 43
2019/11/25, 48
2019/11/26, 41
2019/11/27, 34
2019/11/28, 36
2019/11/29, 35
2019/11/30, 30
2019/12/1, 30
2019/12/2, 31
2019/12/3, 28
2019/12/4, 42
2019/12/5, 52
2019/12/6, 52
2019/12/7, 55
2019/12/8, 49
2019/12/9, 37
2019/12/10, 47
2019/12/11, 48
2019/12/12, 46
2019/12/13, 52
2019/12/14, 38
2019/12/15, 26
2019/12/16, 23
2019/12/17, 27
2019/12/18, 35
2019/12/19, 35
2019/12/20, 35
2019/12/21, 35
2019/12/22, 35
2019/12/23, 35
2019/12/24, 35
2019/12/25, 35
2019/12/26, 35
2019/12/27, 35
2019/12/28, 38
2019/7/1, 58
2019/7/2, 59
2019/7/3, 63
2019/7/4, 67
2019/7/5, 64
2019/7/6, 60
2019/7/7, 54
2019/7/8, 54
2019/7/9, 53
2019/7/10, 55
2019/7/11, 57
2019/7/12, 59
2019/7/13, 60
2019/7/14, 60
2019/7/15, 60
2019/7/16, 56
2019/7/17, 61
2019/7/18, 63
2019/7/19, 61
2019/7/20, 63
2019/7/21, 66
2019/7/22, 64
2019/7/23, 56
2019/7/24, 53
2019/7/25, 60
2019/7/26, 65
2019/7/27, 67
2019/7/28, 66
