date, pm25, pm10, o3, no2, co
2020/1/2, 24, 7, , 12, 3
2020/1/3, 37, 10, , 17, 3
2020/1/4, 30, 6, , 10, 2
2020/1/5, 29, 7, , 6, 2
2020/1/6, 17, 6, , 11, 2
2020/1/7, 19, 5, , 11, 2
2020/1/8, 13, 5, , 12, 2
2020/1/9, 27, 6, , 9, 2
2020/1/10, 56, 12, , 12, 3
2020/1/11, 10, 3, , 4, 1
2020/1/13, 51, 11, , 15, 3
2020/1/14, 65, 12, , 13, 3
2020/1/15, 55, 11, , 15, 3
2020/1/16, 46, 12, , 5, 2
2019/10/1, 32, 7, 14, 6, 2
2019/10/2, 10, 6, 13, 7, 3
2019/10/3, 6, 6, 28, 8, 3
2019/10/4, 6, 8, 26, 3, 2
2019/10/5, 17, 10, 24, 5, 3
2019/10/6, 17, 19, 24, 16, 4
2019/10/7, 17, 20, 33, 17, 4
2019/10/8, 23, 20, 38, 12, 3
2019/10/9, 28, 13, 32, 7, 2
2019/10/10, 28, 10, 27, 6, 2
2019/10/11, 18, 12, 31, 5, 2
2019/10/12, 15, 6, 23, 4, 3
2019/10/13, 15, 10, 23, 16, 4
2019/10/14, 14, 20, 24, 16, 4
2019/10/15, 30, 8, 21, 10, 3
2019/10/16, 9, 10, 17, 15, 4
2019/10/17, 16, 15, 26, 12, 4
2019/10/18, 27, 20, 31, 12, 4
2019/10/19, 38, 15, 29, 5, 3
2019/10/20, 42, 14, 29, 6, 2
2019/10/21, 28, 10, 22, 6, 2
2019/10/22, 10, 13, 23, 14, 3
2019/10/23, 21, 9, 21, 16, 4
2019/10/24, 17, 14, 22, 20, 5
2019/10/25, 29, 17, 22, 10, 3
2019/10/26, 43, 15, 27, 11, 4
2019/10/27, 39, 13, 14, 14, 4
2019/10/28, 30, 16, 21, 17, 4
2019/10/29, 30, 19, 28, 21, 5
2019/10/30, 27, 10, 21, 13, 2
2019/10/31, 20, 17, 20, 15, 3
2019/11/1, 35, 11, 19, 6, 3
2019/11/2, 30, 12, 25, 10, 3
2019/11/3, 23, 11, 10, 15, 3
2019/11/4, 23, 16, , 15, 4
2019/11/5, 30, 17, , 18, 3
2019/11/6, 38, 25, , 15, 3
2019/11/7, 17, 19, , 17, 3
2019/11/8, 20, 27, , 10, 3
2019/11/9, 43, 21, , 9, 3
2019/11/10, 45, 18, , 13, 2
2019/11/11, 10, 43, , 17, 3
2019/11/12, 13, 37, , 18, 3
2019/11/13, 22, 31, , 17, 3
2019/11/14, 52, 38, , 17, 4
2019/11/15, 59, 12, , 5, 2
2019/11/16, 45, 23, , 17, 4
2019/11/17, 61, 22, , 14, 4
2019/11/18, 57, 20, , 13, 4
2019/11/19, 48, 27, , 14, 4
2019/11/20, 63, 13, , 10, 2
2019/11/22, 30, 16, , 10, 3
2019/11/23, 51, 18, , 8, 3
2019/11/24, 49, 30, , 17, 5
2019/11/25, 57, 13, , 12, 3
2019/11/26, 35, 9, , 6, 2
2019/11/27, 18, 5, , 8, 3
2019/11/28, 8, 9, , 10, 3
2019/11/29, 22, 11, , 3, 2
2019/11/30, 48, 7, , 7, 3
2019/12/1, 19, 11, , 19, 3
2019/12/2, 17, 15, , 13, 3
2019/12/3, 34, 11, , 12, 3
2019/12/4, 20, 21, , 21, 4
2019/12/5, 37, 19, , 21, 4
2019/12/6, 34, 18, , 14, 4
2019/12/7, 46, 24, , 8, 3
2019/12/8, 67, 22, , 12, 4
2019/12/9, 48, 12, , 12, 2
2019/12/10, 27, 17, , 17, 4
2019/12/11, 39, 23, , 18, 4
2019/12/12, 44, 23, , 15, 4
2019/12/13, 42, 30, , 11, 4
2019/12/14, 69, 11, , 10, 3
2019/12/15, 34, 40, , 25, 4
2019/12/16, 40, 37, , 15, 3
2019/12/17, 43, 38, , 16, 3
2019/12/18, 26, 32, , 20, 4
2019/12/19, 54, 34, , 16, 4
2019/12/20, 79, 29, , 12, 4
2019/12/21, 63, 20, , 6, 3
2019/12/22, 50, 17, , 11, 3
2019/12/23, 52, 24, , 10, 3
2019/12/24, 62, 18, , 10, 3
2019/12/25, 42, 18, , 12, 3
