date, pm25, pm10, o3, no2, so2
2020/1/2, 76, 25, 41, 6, 2
2020/1/3, 80, 12, 36, 5, 1
2020/1/4, 44, 12, 34, 5, 
2020/1/5, 41, 7, 32, 6, 
2020/1/6, 18, 10, 33, 2, 1
2020/1/7, 14, 15, 35, 3, 1
2020/1/8, 44, 14, 36, 3, 1
2020/1/9, 47, 16, 37, 6, 2
2020/1/10, 57, 13, 41, 5, 2
2020/1/11, 48, 18, 37, 5, 2
2020/1/12, 62, 10, 34, 3, 
2020/1/13, 34, 10, 32, 4, 
2020/1/14, 38, 15, 36, 5, 
2020/1/15, 60, 9, 29, 5, 
2020/1/16, 32, , , , 
2019/10/7, 22, 10, 55, 1, 
2019/10/8, 32, 11, 44, 3, 1
2019/10/9, 31, 12, 60, 3, 1
2019/10/10, 26, 11, 62, 3, 1
2019/10/11, 31, 12, 42, 3, 1
2019/10/12, 44, 20, 34, 1, 1
2019/10/13, 30, 15, 46, , 
2019/10/14, 28, 12, 40, 3, 1
2019/10/15, 24, 12, 38, 2, 
2019/10/16, 11, 7, 37, 1, 
2019/10/17, 18, 9, 37, 1, 
2019/10/18, 24, 11, 38, 1, 2
2019/10/19, 12, 8, 38, 2, 
2019/10/20, 10, 7, 41, 2, 1
2019/10/21, 15, 8, 42, 1, 
2019/10/22, 34, 12, 41, , 
2019/10/23, 32, 12, 39, 1, 
2019/10/24, 24, 11, 38, 1, 1
2019/10/25, 27, 10, , 2, 
2019/10/28, 27, 8, 50, 4, 
2019/10/29, 66, 31, 44, 2, 1
2019/10/30, 49, 17, 46, 4, 1
2019/10/31, 50, 10, 89, 5, 1
2019/11/1, 93, 43, 49, 6, 3
2019/11/2, 56, 24, 52, 2, 
2019/11/3, 61, 22, 34, 4, 1
2019/11/4, 25, 9, 40, 1, 
2019/11/5, 29, 8, 47, 3, 
2019/11/6, 55, 16, 42, 6, 1
2019/11/7, 49, 14, 47, 4, 2
2019/11/8, 58, 17, 47, 8, 1
2019/11/9, 56, 17, 40, 7, 2
2019/11/10, 32, 10, 40, 4, 1
2019/11/11, 56, 21, 47, 3, 1
2019/11/12, 51, 14, 45, 5, 1
2019/11/13, 40, 13, 29, 4, 1
2019/11/14, 34, 11, 35, 3, 
2019/11/15, 31, 11, 36, 5, 2
2019/11/16, 26, 10, 35, 4, 1
2019/11/17, 34, 13, 32, 4, 4
2019/11/18, 50, 24, 28, 3, 2
