date, pm25, o3, no2, so2, co
2020/1/2, 15, , 31, 1, 4
2020/1/3, 29, , 15, 1, 2
2020/1/4, 15, , 28, 1, 2
2020/1/5, 25, , 22, 1, 1
2020/1/6, 13, , 24, 1, 1
2020/1/7, 45, , 15, , 
2020/1/8, 42, , 12, 1, 
2020/1/9, 24, , 43, 1, 7
2020/1/10, 60, , 13, , 1
2020/1/11, 63, , 6, , 
2020/1/12, 23, , 13, , 1
2020/1/13, 24, , 23, , 2
2020/1/14, 43, , 28, , 3
2020/1/15, 54, , , , 
2019/10/1, 40, , 25, 1, 3
2019/10/2, 42, , 22, , 3
2019/10/3, 49, , 18, 2, 2
2019/10/4, 21, , 15, , 1
2019/10/5, 9, , 11, , 1
2019/10/6, 17, , 18, 1, 2
2019/10/7, 26, , 4, , 1
2019/10/8, 5, , 6, 1, 1
2019/10/9, 9, , 23, 1, 3
2019/10/10, 36, , 24, , 3
2019/10/11, 42, , 23, 1, 4
2019/10/12, 48, , 14, 2, 3
2019/10/13, 40, , 8, , 2
2019/10/14, 28, , 16, , 3
2019/10/15, 33, , 19, 1, 3
2019/10/16, 19, , 22, 2, 4
2019/10/17, 26, , 20, 2, 4
2019/10/18, 27, , 15, 1, 3
2019/10/19, 14, , 14, , 3
2019/10/20, 16, , 19, 1, 4
2019/10/21, 19, , 16, 1, 4
2019/10/22, 24, , 9, , 3
2019/10/23, 16, , 18, 1, 4
2019/10/24, 21, , 14, , 3
2019/10/25, 21, , 3, , 3
2019/10/26, 8, , 4, , 3
2019/10/27, 7, , 4, , 3
2019/10/28, 2, , 18, 1, 4
2019/10/29, 17, , 24, 2, 5
2019/10/30, 27, , 15, 1, 4
2019/10/31, 15, , 19, 1, 5
2019/11/1, 21, , 18, , 5
2019/11/2, 28, , 5, , 4
2019/11/3, 14, , 8, , 4
2019/11/4, 25, , 8, , 2
2019/11/5, 12, , 21, , 3
2019/11/6, 31, , 35, 1, 6
2019/11/7, 46, , 24, 1, 3
2019/11/8, 22, , 7, , 2
2019/11/9, 24, , 8, , 2
2019/11/10, 7, , 31, , 4
2019/11/11, 28, , 25, 1, 4
2019/11/12, 23, , 22, 2, 4
2019/11/13, 21, , 20, 1, 4
2019/11/14, 28, , , , 
2019/12/8, 36, , , , 
2019/12/14, 45, , 31, 1, 5
2019/12/15, 26, , 30, 1, 5
2019/12/16, 21, , 30, 1, 5
2019/12/17, 20, , 24, 1, 5
2019/12/18, 20, , 38, 1, 7
2019/12/19, 47, , 24, 2, 5
2019/12/20, 26, , 22, 1, 6
2019/12/21, 51, , 21, 1, 5
2019/12/22, 16, , 20, , 6
2019/12/23, 40, , 27, , 6
2019/12/24, 38, , 31, , 7
2019/12/25, 28, , 29, , 6
2019/12/26, 19, , 13, , 5
2019/12/27, 6, , 25, , 5
2019/12/28, 7, , , , 
2019/7/1, 21, , 4, 1, 
2019/7/2, 13, , 7, 1, 
2019/7/3, 18, , 4, 1, 
2019/7/4, 14, , 6, 1, 
2019/7/5, 23, , 4, 1, 
2019/7/6, 28, , 6, 1, 1
2019/7/7, 30, , 3, 1, 
2019/7/8, 17, , 6, , 1
2019/7/9, 31, , 5, , 1
2019/7/10, 31, , 6, , 1
2019/7/11, 34, , 6, , 1
2019/7/12, 21, , 6, , 2
2019/7/13, 30, , 6, 1, 1
2019/7/14, 22, , 6, , 1
2019/7/15, 25, , 6, , 1
2019/7/16, 16, , 10, , 2
2019/7/17, 15, , 6, , 1
2019/7/18, 8, , 5, 2, 1
2019/7/19, 6, , 5, 1, 2
2019/7/20, 28, , 6, , 2
2019/7/21, 25, , 9, , 2
2019/7/22, 33, , 8, 1, 2
2019/7/23, 35, , 5, , 1
2019/7/24, 9, , 4, 1, 2
2019/7/25, 13, , 9, , 2
2019/7/26, 26, , 8, , 2
2019/7/27, 32, , 5, , 2
2019/7/28, 5, , 5, 1, 2
2019/7/29, 19, , 8, , 2
2019/7/30, 30, , 8, 1, 3
2019/7/31, 38, , 7, , 3
2019/8/1, 42, , 10, , 2
2019/8/2, 35, , 4, , 3
2019/8/3, 32, , 6, , 3
2019/8/4, 23, , 7, , 3
2019/8/5, 36, , 4, , 2
2019/8/6, 18, , 4, , 3
2019/8/7, 37, , 6, , 3
2019/8/8, 32, , 4, , 3
2019/8/9, 29, , 2, , 3
2019/8/10, 18, , 4, , 3
2019/8/11, 28, , 4, , 2
2019/8/12, 14, , 9, , 1
2019/8/13, 18, , 11, 2, 2
2019/8/14, 23, , 7, , 1
2019/8/15, 23, , 5, , 1
2019/8/16, 10, , 5, , 1
2019/8/17, 3, , 5, , 1
2019/8/18, 9, , 5, , 1
2019/8/19, 18, , 7, , 1
2019/8/20, 32, , 10, , 2
2019/8/21, 38, , 7, , 2
2019/8/22, 23, , 9, , 2
2019/8/23, 25, , 7, , 1
2019/8/24, 16, , 7, , 2
2019/8/25, 7, , 6, , 2
2019/8/26, 14, , 10, , 3
2019/8/27, 27, , 7, , 2
2019/8/28, 21, , 5, , 2
2019/8/29, 18, , 9, , 2
2019/8/30, 18, , 9, , 3
2019/8/31, 30, , 4, , 2
2019/9/1, 30, , 5, , 2
2019/9/2, 17, , 10, 1, 3
2019/9/3, 28, , 9, , 3
2019/9/4, 29, , 7, , 3
2019/9/5, 24, , 9, , 3
2019/9/6, 33, , 4, , 2
2019/9/7, 30, , 4, , 2
2019/9/8, 29, , 4, , 2
2019/9/9, 19, , 4, , 1
2019/9/10, 7, , 5, , 1
2019/9/11, 15, , 9, , 1
2019/9/12, 22, , 3, 3, 1
2019/9/13, 8, , , , 
2019/9/19, 19, , 9, , 2
2019/9/20, 12, , 9, , 2
2019/9/21, 19, , 10, , 2
2019/9/22, 16, , 11, , 2
2019/9/23, 12, , 9, 1, 2
2019/9/24, 12, , 11, 2, 1
2019/9/25, 12, , 9, , 1
2019/9/26, 14, , 4, , 1
2019/9/27, 14, , 3, , 1
2019/9/28, 17, , 4, , 1
