date, pm25, pm10, o3, no2
2020/1/2, 4, 21, 3, 
2020/1/3, 6, 14, 13, 
2020/1/4, 5, 13, 17, 14
2020/1/5, 3, 18, 6, 17
2020/1/6, 5, 20, 3, 21
2020/1/7, 7, 23, 4, 21
2020/1/9, 6, 13, 23, 20
2020/1/10, 5, 14, 14, 18
2020/1/11, 6, 18, 10, 15
2020/1/12, 5, 22, 4, 23
2020/1/13, 6, 21, 5, 25
2020/1/14, 6, 22, 11, 23
2020/1/15, 6, 13, 7, 16
2020/1/16, 4, , , 
2019/10/1, 1, 4, 23, 10
2019/10/2, 1, 8, 23, 12
2019/10/3, 1, 10, 14, 16
2019/10/4, 1, 6, 19, 10
2019/10/5, 1, 5, 19, 8
2019/10/6, 1, 7, 22, 15
2019/10/7, 1, 10, 12, 15
2019/10/8, 1, 5, 21, 13
2019/10/9, 1, 9, 22, 15
2019/10/10, 1, 12, 14, 16
2019/10/11, 1, 12, 12, 16
2019/10/12, 1, 14, 14, 15
2019/10/13, 1, 20, 14, 17
2019/10/14, 1, 15, 21, 14
2019/10/15, 2, 8, 18, 15
2019/10/16, 1, 14, 12, 15
2019/10/17, 1, 13, 14, 14
2019/10/18, 2, 11, 16, 12
2019/10/19, 1, 12, 6, 8
2019/10/20, 1, 11, 6, 16
2019/10/21, 2, 15, 8, 14
2019/10/22, 1, 22, 5, 11
2019/10/23, 1, 21, 12, 14
2019/10/24, 2, 18, 15, 17
2019/10/25, 1, 21, 9, 12
2019/10/26, 1, 16, 13, 13
2019/10/27, 1, 18, 4, 13
2019/10/28, 1, 8, 5, 9
2019/10/29, 1, 13, 7, 10
2019/10/30, 1, 13, 2, 9
2019/10/31, 4, 12, 4, 15
2019/11/1, 7, 8, 22, 12
2019/11/2, 5, 4, 23, 11
2019/11/3, 3, 4, 24, 12
2019/11/4, 3, 5, 24, 15
2019/11/5, 4, 7, 21, 15
2019/11/6, 4, 8, 13, 15
2019/11/7, 4, 7, 16, 18
2019/11/8, 4, 17, 10, 14
2019/11/9, 6, 13, 11, 11
2019/11/10, 4, 16, 8, 13
2019/11/11, 4, 9, 22, 17
2019/11/12, 5, 12, 15, 18
2019/11/13, 5, 19, 3, 19
2019/11/14, 6, 16, 6, 20
2019/11/15, 7, 21, 7, 16
2019/11/16, 8, 17, 7, 12
2019/11/17, 5, 7, 19, 16
2019/11/18, 3, 15, 9, 18
2019/11/19, 5, 20, 10, 18
2019/11/20, 4, 20, 6, 15
2019/11/21, 4, 20, 5, 14
2019/11/22, 4, 28, 2, 15
2019/11/23, 7, 24, 3, 15
2019/11/24, 9, 25, 3, 14
2019/11/25, 10, 28, 1, 15
2019/11/26, 9, 11, 16, 16
2019/11/27, 5, 3, 24, 14
2019/11/28, 3, 3, 21, 16
2019/11/29, 3, 10, 15, 12
2019/11/30, 3, 16, 8, 13
2019/12/1, 4, 14, 10, 13
2019/12/2, 4, 21, 14, 15
2019/12/3, 4, 25, 9, 17
2019/12/4, 4, 21, 5, 16
2019/12/5, 5, 19, 3, 19
2019/12/6, 6, 14, 17, 20
2019/12/7, 6, 9, 20, 13
2019/12/8, 3, 4, 26, 9
2019/12/9, 2, 13, 20, 20
2019/12/10, 4, 19, 14, 21
2019/12/11, 5, 12, 20, 19
2019/12/12, 4, 6, 26, 16
2019/12/13, 3, 5, 32, 11
2019/12/14, 2, 7, 19, 18
2019/12/15, 4, 20, 5, 21
2019/12/16, 7, 30, , 21
2019/12/17, 12, 27, 1, 21
2019/12/18, 12, 28, 1, 19
2019/12/19, 11, 15, 17, 17
2019/12/20, 7, 7, 18, 18
2019/12/21, 4, 4, 25, 11
2019/12/22, 2, 2, 26, 11
2019/12/23, 2, 5, 22, 13
2019/12/24, 2, 6, 27, 8
2019/12/25, 2, 12, 11, 14
2019/12/26, 3, 6, 21, 14
2019/12/27, 3, 12, 12, 11
2019/12/28, 3, , , 
2019/7/1, 3, 18, 46, 12
2019/7/2, 3, 19, 44, 13
2019/7/3, 3, 20, 48, 13
2019/7/4, 3, 21, 52, 13
2019/7/5, 4, 17, 37, 13
2019/7/6, 4, 10, 49, 7
2019/7/7, 2, 14, 39, 12
2019/7/8, 3, 15, 40, 10
2019/7/9, 2, 13, 42, 10
2019/7/10, 2, 17, 32, 17
2019/7/11, 4, 17, 40, 12
2019/7/12, 3, 10, 36, 7
2019/7/13, 2, 11, 38, 6
2019/7/14, 2, 10, 25, 14
2019/7/15, 2, 14, 42, 11
2019/7/16, 3, 14, 45, 12
2019/7/17, 3, 17, 48, 13
2019/7/18, 3, 20, 46, 12
2019/7/19, 4, 17, 42, 11
2019/7/20, 3, 13, 43, 7
2019/7/21, 2, 16, 41, 12
2019/7/22, 3, 22, 52, 16
2019/7/23, 4, 29, 54, 18
2019/7/24, 4, 30, 66, 19
2019/7/25, 4, 20, 51, 13
2019/7/26, 3, 10, 42, 8
2019/7/27, 2, 4, 28, 6
2019/7/28, 1, 9, 27, 12
2019/7/29, 2, 12, 36, 9
2019/7/30, 3, 11, 28, 9
2019/7/31, 2, 13, 36, 7
2019/8/1, 2, 16, 29, 14
2019/8/2, 3, 11, 42, 9
2019/8/3, 2, 14, 43, 11
2019/8/4, 3, 18, 45, 14
2019/8/5, 4, 17, 29, 15
2019/8/6, 4, 10, 29, 13
2019/8/7, 3, 10, 31, 11
2019/8/8, 3, 17, 34, 14
2019/8/9, 4, 7, 25, 9
2019/8/10, 3, 8, 29, 7
2019/8/11, 2, 6, 24, 10
2019/8/12, 2, 8, 27, 10
2019/8/13, 3, 9, 31, 12
2019/8/14, 3, 11, 25, 10
2019/8/15, 3, 10, 30, 12
2019/8/16, 2, 13, 28, 14
2019/8/17, 3, 12, 38, 9
2019/8/18, 3, 6, 30, 11
2019/8/19, 3, 5, 20, 11
2019/8/20, 3, 6, 24, 14
2019/8/21, 2, 13, 19, 11
2019/8/22, 3, 19, 16, 12
2019/8/23, 4, 20, 32, 11
2019/8/24, 5, 16, 41, 12
2019/8/25, 4, 16, 38, 17
2019/8/26, 4, 22, 41, 17
2019/8/27, 5, 14, 39, 13
2019/8/28, 3, 14, 36, 17
2019/8/29, 3, 21, 39, 17
2019/8/30, 4, 18, 38, 12
2019/8/31, 4, 10, 30, 10
2019/9/1, 3, 9, 19, 13
2019/9/2, 2, 13, 29, 13
