date, pm25, pm10, o3, no2, so2, co, aqi
2019/11/5, 131, 72, 16, 24, 3, 5, 
2019/11/6, 114, 70, 18, 17, 4, 5, 
2019/11/7, 97, 82, 13, 23, 2, 6, 
2019/11/8, 119, 133, 12, 33, 3, 10, 
2019/11/9, 190, 87, 26, 13, 2, 3, 
2019/11/10, 98, 61, 21, 19, 2, 3, 
2019/11/11, 61, 86, 16, 28, 5, 7, 
2019/11/12, 137, 52, 17, 15, 2, 2, 
2019/11/13, 60, 47, 4, 24, 2, 3, 
2019/11/14, 53, 86, 3, 30, 4, 8, 
2019/11/15, 129, 78, 4, 24, 7, 14, 
2019/11/16, 139, 65, 3, 20, 4, 8, 
2019/11/17, 113, , , , , , 
2019/11/25, 19, 78, 7, 24, 8, 7, 
2019/11/26, 147, , , , , , 
2019/11/28, 146, 88, 2, 29, 5, 9, 
2019/11/29, 154, , , , , , 
2019/12/5, 60, 74, 12, 22, 5, 7, 
2019/12/6, 141, 89, 8, 29, 5, 8, 
2019/12/7, 152, 132, 3, 27, 4, 12, 
2019/12/8, 187, 144, 4, 28, 17, 14, 
2019/12/9, 202, 137, 4, 30, 1, 18, 
2019/12/10, 208, 57, 20, 14, 1, 6, 
2019/12/11, 80, 43, 17, 20, 1, 4, 
2019/12/12, 62, 54, 17, 20, 2, 5, 
2019/12/13, 93, 20, 11, 19, 1, 2, 
2019/12/14, 31, 88, 2, 34, 3, 11, 
2019/12/15, 161, 72, 2, 29, 1, 9, 
2019/12/16, 161, 35, 18, 9, 1, 2, 
2019/12/17, 64, 31, 14, 15, 2, 3, 
2019/12/18, 50, 29, 18, 11, 2, 2, 
2019/12/19, 44, 38, 15, 20, 3, 4, 
2019/12/20, 62, 68, 5, 28, 4, 7, 
2019/12/21, 132, 96, 3, 36, 7, 15, 
2019/12/22, 170, 78, 5, 22, 3, 11, 
2019/12/23, 135, 76, 6, 23, 4, 6, 
2019/12/24, 159, 78, 7, 24, 3, 6, 
2019/12/25, 151, 39, 15, 16, 2, 2, 
2019/12/26, 60, 96, 6, 27, 5, 8, 
2019/12/27, 154, 115, 3, 36, 8, 17, 
2019/12/28, 174, 136, 1, 45, 8, 26, 
2019/12/29, 191, , , , , , 
2019/7/1, 49, 59, 124, 13, 3, 11, 
2019/7/2, 89, 51, 125, 16, 2, 11, 
2019/7/3, 80, 62, 153, 14, 6, 11, 
2019/7/4, 107, 47, 101, 10, 2, 11, 
2019/7/5, 99, 28, 39, 7, 1, 9, 
2019/7/6, 52, 22, 52, 8, 1, 9, 
2019/7/7, 55, 43, 97, 13, 1, 9, 
2019/7/8, 86, 65, 70, 17, 2, 10, 
2019/7/9, 126, 56, 89, 8, 1, 11, 
2019/7/10, 112, 47, 98, 11, 1, 9, 
2019/7/11, 88, 63, 136, 12, 6, 10, 
2019/7/12, 125, 79, 146, 11, 2, 11, 
2019/7/13, 154, 41, 129, 6, 1, 9, 
2019/7/14, 79, 65, 162, 8, 1, 12, 
2019/7/15, 133, 57, 149, 7, 2, 10, 
2019/7/16, 106, 56, 43, 9, 1, 9, 
2019/7/17, 111, 67, 85, 10, 1, 9, 
2019/7/18, 136, 63, 81, 10, 1, 8, 
2019/7/19, 122, 57, 58, 10, 1, 8, 
2019/7/20, 107, 74, 132, 9, 1, 10, 
2019/7/21, 155, 81, 115, 10, 2, 11, 
2019/7/22, 159, 40, 101, 6, , 8, 
2019/7/23, 76, 61, 138, 10, 1, 10, 
2019/7/24, 114, 54, 99, 9, 1, 8, 
2019/7/25, 84, 68, 112, 10, 1, 9, 
2019/7/26, 109, 74, 131, 11, , 10, 
2019/7/27, 142, 62, 100, 5, , 10, 
2019/7/28, 121, 19, 46, 5, , 7, 
2019/7/29, 39, 40, 79, 7, , 9, 
2019/7/30, 79, 54, 101, 9, , 9, 
2019/7/31, 90, 46, 92, 8, 1, 8, 
2019/8/1, 72, 32, 61, 8, , 9, 
2019/8/2, 71, 47, 77, 16, , 8, 
2019/8/3, 83, 48, 51, 12, , 11, 
2019/8/4, 91, 40, 47, 7, , 9, 
2019/8/5, 88, 53, 66, 9, , 8, 
2019/8/6, 82, 37, 59, 6, , 7, 
2019/8/7, 68, 53, 65, 11, , 9, 
2019/8/8, 104, 56, 75, 9, 1, 8, 
2019/8/9, 118, 40, 50, 15, , 8, 
2019/8/10, 70, 29, 16, 15, 1, 8, 
2019/8/11, 44, 24, 37, 15, 1, 6, 
2019/8/12, 43, 20, 49, 12, , 7, 
2019/8/13, 31, 44, 62, 26, 1, 8, 
2019/8/14, 55, 59, 96, 30, 2, 8, 
2019/8/15, 84, 32, 39, 18, 1, 7, 
2019/8/16, 37, 31, 40, 20, 2, 7, 
2019/8/17, 42, 56, 83, 27, 2, 9, 
2019/8/18, 72, 65, 106, 14, 3, 10, 
2019/8/19, 110, 67, 47, 16, 2, 10, 
2019/8/20, 127, 49, 50, 18, 1, 8, 
2019/8/21, 91, 49, 40, 24, 2, 8, 
2019/8/22, 63, 44, 56, 20, 2, 8, 
2019/8/23, 62, 52, 72, 18, 3, 9, 
2019/8/24, 71, 52, 76, 16, 2, 9, 
2019/8/25, 90, 82, 59, 15, 2, 12, 
2019/8/26, 159, 65, 53, 22, 1, 9, 
2019/8/27, 100, 38, 33, 8, 1, 7, 
2019/8/28, 29, 29, 37, 15, 1, 7, 
2019/8/29, 34, 25, 46, 11, 1, 7, 
2019/8/30, 29, 54, 74, 21, 3, 8, 
2019/8/31, 68, 54, 86, 17, 6, 8, 
2019/9/1, 81, 70, 108, 21, 3, 9, 
2019/9/2, 118, 80, 109, 20, 4, 9, 
2019/9/3, 142, 79, 103, 15, 4, 10, 
2019/9/4, 137, 66, 100, 17, 5, 8, 
2019/9/5, 103, 81, 123, 20, 11, 19, 
2019/9/6, 145, 90, 121, 21, 3, 10, 
2019/9/7, 141, 78, 118, 15, 3, 9, 
2019/9/8, 125, 94, 133, 10, 3, 11, 
2019/9/9, 159, 37, 61, 6, , 7, 
2019/9/10, 62, 49, 19, 15, 6, 10, 
2019/9/11, 66, 43, 33, 7, 2, 7, 
2019/9/12, 63, 41, 40, 5, 1, 8, 
2019/9/13, 83, 46, 52, 11, 1, 8, 
2019/9/14, 65, 63, 54, 11, 3, 9, 
2019/9/15, 94, 52, 51, 10, 2, 8, 
2019/9/16, 67, 60, 86, 13, 2, 7, 
2019/9/17, 96, 34, 43, 9, 1, 1, 
2019/9/18, 34, 60, 43, 16, 3, 3, 
2019/9/19, 75, 74, 57, 19, 2, 5, 
2019/9/20, 110, 103, 128, 20, 5, 11, 
2019/9/21, 160, 77, 91, 16, 2, 4, 
2019/9/22, 128, 74, 78, 22, 2, 4, 
2019/9/23, 124, 52, 77, 15, 2, 3, 
2019/9/24, 66, 53, 90, 17, 1, 4, 
2019/9/25, 73, 66, 104, 23, 2, 4, 
2019/9/26, 109, 64, 93, 15, 2, 5, 
2019/9/27, 112, 79, 111, 17, 2, 5, 
2019/9/28, 149, 88, 114, 20, 1, 5, 
2019/9/29, 153, 89, 107, 13, 2, 4, 
2019/9/30, 150, 72, 89, 9, 2, 4, 
2019/4/1, 63, 63, 33, 17, 5, 6, 
2019/4/2, 105, 72, 54, 22, 6, 5, 
2019/4/3, 135, 120, 73, 22, 10, 8, 
2019/4/4, 172, 218, 36, 14, 3, 3, 
2019/4/5, 102, 91, 39, 15, 6, 6, 
2019/4/6, 83, 73, 43, 21, 5, 6, 
2019/4/7, 106, 62, 31, 17, 7, 9, 
2019/4/8, 80, 43, 28, 11, 2, 5, 
2019/4/9, 80, 46, 35, 19, 3, 3, 
2019/4/10, 96, 64, 44, 16, 5, 3, 
2019/4/11, 144, 77, 47, 18, 6, 4, 
2019/4/12, 147, 94, 37, 18, 4, 4, 
2019/4/13, 163, 54, 41, 14, 2, 1, 
2019/4/14, 58, 70, 44, 16, 9, 3, 
2019/4/15, 112, 80, 60, 14, 5, 4, 
2019/4/16, 149, 97, 70, 20, 7, 5, 
2019/4/17, 160, 192, 38, 15, 2, 2, 
2019/4/18, 115, 72, 30, 16, 2, 2, 
2019/4/19, 63, 54, 21, 22, 2, 3, 
2019/4/20, 92, 94, 43, 22, 4, 7, 
2019/4/21, 141, 86, 76, 17, 4, 6, 
2019/4/22, 165, 68, 31, 11, 5, 4, 
2019/4/23, 148, 50, 18, 12, 3, 3, 
2019/4/24, 104, 66, 36, 7, 1, 1, 
2019/4/25, 47, 41, 40, 9, 1, 2, 
2019/4/26, 91, 43, 31, 12, 1, 4, 
2019/4/27, 101, 50, 37, 11, 1, 5, 
2019/4/28, 121, 81, 58, 22, 3, 9, 
2019/4/29, 167, 106, 37, 16, 2, 6, 
2019/4/30, 117, 52, 47, 14, 1, 4, 
2019/5/1, 57, 88, 68, 21, 4, 7, 
2019/5/2, 88, 81, 89, 17, 9, 10, 
2019/5/3, 154, 81, 101, 16, 7, 9, 
2019/5/4, 134, 86, 44, 13, 2, 6, 
2019/5/5, 85, 63, 48, 18, 3, 7, 
2019/5/6, 66, 62, 49, 17, 4, 8, 
2019/5/7, 81, 87, 49, 18, 7, 11, 
2019/5/8, 134, 88, 68, 25, 6, 11, 
2019/5/9, 131, 76, 85, 16, 8, 12, 
2019/5/10, 130, 70, 97, 17, 4, 12, 
2019/5/11, 136, 155, 38, 17, 3, 14, 
2019/5/12, 166, 77, 45, 15, 2, 9, 
2019/5/13, 75, 83, 70, 21, 6, 12, 
2019/5/14, 121, 121, 99, 22, 7, 15, 
2019/5/15, 161, 86, 85, 10, 5, 12, 
2019/5/16, 144, 87, 87, 9, 4, 13, 
2019/5/17, 160, 55, 35, 13, 4, 19, 
2019/5/18, 98, 62, 39, 7, 2, 2, 
2019/5/19, 69, 47, 45, 15, 1, 1, 
2019/5/20, 49, 50, 52, 24, 2, 3, 
2019/5/21, 59, 63, 71, 25, 3, 5, 
2019/5/22, 77, 83, 114, 35, 6, 11, 
2019/5/23, 112, 77, 82, 14, 5, 7, 
2019/5/24, 97, 86, 114, 20, 5, 9, 
2019/5/25, 152, 52, 44, 12, 3, 8, 
2019/5/26, 101, 20, 46, 8, , 4, 
2019/5/27, 31, 46, 68, 20, 3, 5, 
2019/5/28, 50, 70, 122, 22, 5, 4, 
2019/5/29, 96, 58, 78, 10, 5, 3, 
2019/5/30, 73, 39, 57, 13, 3, 3, 
2019/5/31, 37, 64, 84, 16, 5, 6, 
2019/6/1, 93, 77, 115, 17, 5, 8, 
2019/6/2, 125, 60, 103, 10, 2, 7, 
2019/6/3, 100, 78, 99, 9, 3, 9, 
2019/6/4, 130, 80, 53, 17, 4, 9, 
2019/6/5, 151, 61, 52, 16, 1, 5, 
2019/6/6, 123, 69, 83, 13, 1, 5, 
2019/6/7, 146, 73, 74, 15, 1, 3, 23
2019/6/8, 107, 35, 56, 13, 1, 2, 6
2019/6/9, 37, 53, 89, 14, 3, 5, 29
2019/6/10, 83, 66, 124, 14, 3, 8, 27
2019/6/11, 118, 71, 118, 11, 4, 10, 21
2019/6/12, 124, 61, 92, 17, 2, 7, 20
2019/6/13, 102, 70, 92, 26, 2, 8, 92
2019/6/14, 115, 61, 102, 11, 4, 9, 
2019/6/15, 92, 45, 35, 11, 2, 8, 
2019/6/16, 78, 55, 119, 13, 3, 10, 
2019/6/17, 97, 86, 136, 16, 3, 11, 
2019/6/18, 152, 83, 85, 7, 2, 12, 
2019/6/19, 158, 81, 122, 11, 2, 9, 
2019/6/20, 146, 75, 91, 9, 2, 11, 
2019/6/21, 128, 45, 87, 17, 1, 7, 
2019/6/22, 59, 73, 128, 15, 5, 10, 
2019/6/23, 113, 70, 121, 16, 3, 11, 
2019/6/24, 114, 72, 146, 9, 4, 12, 
2019/6/25, 130, 70, 126, 11, 4, 8, 
2019/6/26, 119, 70, 118, 13, 3, 8, 
2019/6/27, 118, 58, 93, 13, 2, 8, 
2019/6/28, 119, 55, 59, 8, 2, 8, 
2019/6/29, 94, 21, 47, 7, 1, 5, 
2019/6/30, 31, 40, 59, 16, 1, 7, 
2019/1/1, 148, 111, 8, 21, 13, 20, 
2019/1/2, 187, 138, 4, 25, 16, 24, 
2019/1/3, 216, 60, 22, 14, 4, 10, 
2019/1/4, 86, 52, 17, 16, 3, 10, 
2019/1/5, 89, 91, 8, 23, 12, 18, 
2019/1/6, 166, 88, 12, 21, 10, 17, 
2019/1/7, 146, 46, 23, 15, 3, 9, 
2019/1/8, 68, 75, 18, 25, 20, 15, 
2019/1/9, 146, 129, 8, 39, 34, 24, 
2019/1/10, 205, 182, 5, 48, 23, 33, 
2019/1/11, 278, 335, 5, 47, 14, 40, 
2019/1/12, 401, 189, 10, 40, 5, 40, 
2019/1/13, 287, 269, 17, 43, 13, 35, 
2019/1/14, 296, 48, 23, 13, 3, 10, 
2019/1/15, 49, 87, 11, 26, 21, 15, 
2019/1/16, 154, 99, 7, 36, 18, 16, 
2019/1/17, 174, 128, 4, 43, 20, 19, 
2019/1/18, 198, 44, 19, 20, 4, 5, 
2019/1/19, 78, 31, 24, 12, 4, 2, 
2019/1/20, 61, 72, 19, 27, 13, 10, 
2019/1/21, 138, 82, 3, 40, 12, 12, 
2019/1/22, 160, 55, 11, 22, 6, 7, 
2019/1/23, 109, 74, 15, 23, 11, 12, 
2019/1/24, 151, 42, 22, 15, 3, 5, 
2019/1/25, 76, 39, 19, 18, 3, 6, 
2019/1/26, 78, 89, 12, 26, 9, 12, 
2019/1/27, 161, 60, 21, 15, 6, 7, 
2019/1/28, 101, 101, 11, 32, 13, 16, 
2019/1/29, 180, 82, 22, 21, 6, 9, 
2019/1/30, 102, 30, 21, 9, 4, 4, 
2019/1/31, 65, 90, 20, 20, 10, 11, 
2019/2/1, 159, 101, 11, 16, 4, 12, 
2019/2/2, 181, 90, 24, 9, 2, 6, 
2019/2/3, 116, 95, 24, 10, 6, 7, 
2019/2/4, 141, 190, 12, 14, 10, 9, 
2019/2/5, 236, 67, 19, 8, 6, 8, 
2019/2/6, 138, 36, 27, 4, 1, 2, 
2019/2/7, 45, 49, 27, 11, 4, 6, 
2019/2/8, 104, 23, 25, 7, 2, 4, 
2019/2/9, 56, 52, 21, 16, 6, 8, 
2019/2/10, 124, 67, 20, 19, 9, 12, 
2019/2/11, 140, 28, 10, 19, 1, 7, 
2019/2/12, 72, , , , , , 
2019/2/18, 179, 129, 16, 17, 3, 13, 
2019/2/19, 241, 113, 28, 25, 8, 20, 
2019/2/20, 223, 190, 38, 35, 5, 21, 
2019/2/21, 301, 196, 16, 44, 7, 24, 
2019/2/22, 293, 169, 20, 48, 8, 24, 
2019/2/23, 292, , , , , , 
2019/3/29, 71, 35, 32, 5, 1, 1, 
2019/3/30, 39, 38, 37, 16, 3, 2, 
2019/3/31, 58, 43, 37, 14, 2, 2, 
2018/10/1, 54, 30, 39, 19, 1, 3, 37
2018/10/2, 62, 42, 39, 26, 2, 3, 48
2018/10/3, 68, 77, 79, 34, 6, 8, 102
2018/10/4, 136, 94, 77, 41, 6, 8, 136
2018/10/5, 163, 48, 28, 20, 1, 2, 55
2018/10/6, 59, 42, 33, 23, 3, 3, 47
2018/10/7, 66, 60, 27, 29, 3, 4, 63
2018/10/8, 91, 33, 24, 8, 1, 2, 35
2018/10/9, 41, 36, 20, 19, 2, 3, 39
2018/10/10, 51, 33, 28, 24, 2, 3, 40
2018/10/11, 55, 77, 40, 34, 6, 6, 98
2018/10/12, 136, 105, 38, 51, 6, 12, 135
2018/10/13, 166, 148, 24, 59, 6, 12, 186
2018/10/14, 194, 146, 19, 46, 5, 14, 193
2018/10/15, 200, 66, 26, 24, 3, 9, 102
2018/10/16, 149, 68, 25, 32, 3, 9, 93
2018/10/17, 124, 75, 31, 36, 3, 7, 96
2018/10/18, 134, 88, 11, 42, 4, 8, 119
2018/10/19, 159, , , , , , 
2018/10/28, 41, 34, 24, 16, 1, 3, 38
2018/10/29, 37, 38, 22, 11, 2, 3, 55
2018/10/30, 76, , , , , , 
2018/11/14, 133, 81, 11, 10, 1, 11, 110
2018/11/15, 116, 32, 16, 18, 2, 6, 41
2018/11/16, 57, 72, 10, 28, 17, 11, 110
2018/11/17, 151, 72, 15, 25, 5, 11, 90
2018/11/18, 136, 107, 4, 44, 9, 15, 149
2018/11/19, 173, 96, 11, 39, 5, 15, 111
2018/11/20, 143, 60, 15, 25, 4, 11, 73
2018/11/21, 104, 81, 1, 35, 5, 15, 118
2018/11/22, 139, 94, 3, 41, 12, 23, 118
2018/11/23, 164, 114, 17, 38, 11, 20, 162
2018/11/24, 186, 133, 12, 53, 11, 22, 193
2018/11/25, 204, 288, 5, 67, 8, 34, 355
2018/11/26, 354, 142, 23, 21, 2, 15, 147
2018/11/27, 131, 112, 11, 34, 8, 16, 115
2018/11/28, 142, 111, 8, 37, 13, 25, 116
2018/11/29, 156, 134, 8, 44, 9, 22, 161
2018/11/30, 177, 175, 14, 55, 7, 27, 201
2018/12/1, 204, 170, 4, 51, 6, 33, 217
2018/12/2, 218, 186, 24, 23, 2, 16, 191
2018/12/3, 139, 68, 24, 27, 2, 12, 70
2018/12/4, 73, 86, 28, 34, 5, 19, 110
2018/12/5, 141, 47, 25, 11, 1, 14, 53
2018/12/6, 57, 29, 25, 12, 2, 13, 33
2018/12/7, 45, 31, 27, 15, 4, 14, 44
2018/12/8, 58, 78, 13, 34, 25, 24, 122
2018/12/9, 159, 86, 7, 43, 13, 24, 112
2018/12/10, 163, 50, 24, 21, 4, 17, 58
2018/12/11, 74, 116, 14, 37, 21, 26, 151
2018/12/12, 163, 44, 25, 22, 5, 17, 56
2018/12/13, 67, 74, 15, 40, 17, 24, 114
2018/12/14, 146, 136, 5, 55, 17, 33, 200
2018/12/15, 221, 200, 9, 68, 30, 41, 304
2018/12/16, 304, 64, 20, 32, 7, 20, 94
2018/12/17, 114, 86, 12, 31, 9, 15, 96
2018/12/18, 128, 78, 9, 38, 8, 9, 101
2018/12/19, 135, 93, 9, 49, 10, 14, 116
2018/12/20, 165, 107, 5, 49, 11, 16, 138
2018/12/21, 168, 119, 8, 44, 14, 15, 161
2018/12/22, 177, 62, 20, 13, 2, 4, 64
2018/12/23, 53, 98, 10, 37, 16, 14, 133
2018/12/24, 163, 89, 17, 30, 8, 11, 102
2018/12/25, 121, 39, 16, 17, 5, 6, 41
2018/12/26, 57, 49, 21, 9, 2, 5, 52
2018/12/27, 47, 34, 21, 13, 5, 5, 40
2018/12/28, 52, 57, 19, 26, 14, 10, 86
2018/12/29, 117, 40, 16, 26, 3, 8, 47
2018/12/30, 73, , , , , , 
2018/7/1, 108, 49, , 8, 1, 11, 90
2018/7/2, 111, 51, , 11, 2, 10, 84
2018/7/3, 111, 61, , 12, 3, 11, 85
2018/7/4, 125, 70, , 14, 4, 12, 102
2018/7/5, 141, 58, , 12, 3, 12, 100
2018/7/6, 128, 51, , 13, 2, 10, 88
2018/7/7, 111, 44, , 10, , 9, 78
2018/7/8, 110, 54, , 12, 2, 10, 68
2018/7/9, 122, 32, , 8, 1, 6, 45
2018/7/10, 80, 33, , 15, 2, 6, 42
2018/7/11, 72, 28, , 13, , 7, 39
2018/7/12, 69, 33, , 13, , 7, 45
2018/7/13, 75, 42, , 11, 1, 8, 77
2018/7/14, 97, 52, , 15, 1, 9, 77
2018/7/15, 108, 28, , 10, , 8, 44
2018/7/16, 63, 26, , 12, , 8, 32
2018/7/17, 62, 48, , 12, 1, 10, 70
2018/7/18, 112, 38, , 12, , 7, 73
2018/7/19, 95, 55, , 8, 1, 8, 74
2018/7/20, 109, 57, , 8, 2, 8, 75
2018/7/21, 116, 55, , 9, 1, 9, 81
2018/7/22, 106, 55, , 10, 3, 13, 89
2018/7/23, 113, 21, , 9, 1, 8, 28
2018/7/24, 43, 38, , 10, 1, 8, 44
2018/7/25, 48, 39, , 17, 1, 9, 46
2018/7/26, 54, 50, , 8, 1, 14, 83
2018/7/27, 110, 55, , 12, 2, 15, 87
2018/7/28, 120, 68, , 14, 2, 17, 106
2018/7/29, 142, 56, , 11, 1, 13, 82
2018/7/30, 123, 64, , 15, 3, 16, 98
2018/7/31, 133, 65, , 23, 1, 15, 94
2018/8/1, 132, 76, , 11, 4, 20, 118
2018/8/2, 152, 57, , 13, 5, 7, 86
2018/8/3, 118, 72, , 13, 3, 28, 111
2018/8/4, 151, 45, , 12, 1, 19, 52
2018/8/5, 71, 47, , 16, 3, 10, 53
2018/8/6, 81, 35, , 11, 1, 5, 54
2018/8/7, 66, 31, , 13, , 5, 45
2018/8/8, 68, 34, , 15, 1, 6, 45
2018/8/9, 61, 53, , 16, 1, 5, 60
2018/8/10, 83, 61, , 11, 3, 9, 99
2018/8/11, 128, 38, , 8, , 16, 58
2018/8/12, 92, 45, , 9, 1, 4, 74
2018/8/13, 94, 46, , 16, 1, 4, 66
2018/8/14, 94, 35, 40, 8, 1, 3, 41
2018/8/15, 53, 37, 23, 14, 1, 4, 44
2018/8/16, 54, 58, , 20, 3, 7, 73
2018/8/17, 97, 44, , 15, 2, 4, 63
2018/8/18, 83, 51, , 21, 1, 6, 61
2018/8/19, 83, 39, , 10, 1, 6, 50
2018/8/20, 84, 46, , 23, 1, 5, 54
2018/8/21, 68, 67, , 28, 3, 11, 80
2018/8/22, 114, 51, , 21, 2, 16, 66
2018/8/23, 84, 52, , 34, 1, 3, 57
2018/8/24, 73, 67, , 27, 3, 4, 70
2018/8/25, 97, 57, 69, 13, 3, 5, 90
2018/8/26, 121, 72, 78, 13, 5, 19, 108
2018/8/27, 130, 68, 84, 22, 3, 5, 92
2018/8/28, 128, 43, 114, 18, 12, 2, 93
2018/8/29, 85, 44, 40, 16, 2, 34, 64
2018/8/30, 83, 43, 59, 23, 1, 3, 51
2018/8/31, 74, 57, 69, 18, 4, 7, 88
2018/9/1, 121, 56, 71, 13, 7, 6, 104
2018/9/2, 130, 54, 35, 14, 1, 5, 72
2018/9/3, 108, 25, 40, 15, 1, 1, 33
2018/9/4, 46, 45, 52, 20, 2, 4, 49
2018/9/5, 61, 48, 32, 13, 3, 4, 54
2018/9/6, 64, 27, 16, 17, 1, 2, 31
2018/9/7, 46, , , , , , 
2018/9/9, 89, , , , , , 
2018/9/16, 42, 57, 13, 21, 3, 6, 58
2018/9/17, 79, , , , , , 
2018/9/20, 159, 53, 35, 17, 2, 1, 59
2018/9/21, 70, 59, 30, 22, 2, 2, 62
2018/9/22, 63, 37, 29, 11, 1, 3, 40
2018/9/23, 38, 31, 35, 17, 1, 5, 36
2018/9/24, 48, 52, 34, 19, 4, 7, 62
2018/9/25, 92, 81, 3, 29, 4, 8, 100
2018/9/26, 146, , , , , , 
2018/9/29, 32, 31, 25, 20, 3, 2, 36
2018/9/30, 46, 28, 38, 21, 1, 3, 37
2018/4/1, 202, 205, 61, 30, 9, 25, 185
2018/4/2, 248, 108, 26, 9, 4, 13, 111
2018/4/3, 78, 29, 21, 14, 2, 8, 35
2018/4/4, 66, 56, 16, 18, 3, 6, 79
2018/4/5, 127, 45, 26, 7, 1, 3, 49
2018/4/6, 52, 38, 32, 13, 4, 6, 43
2018/4/7, 53, 66, 30, 24, 7, 9, 72
2018/4/8, 105, 95, 34, 32, 13, 14, 117
2018/4/9, 153, 102, 29, 22, 11, 14, 112
2018/4/10, 119, 55, 35, 21, 6, 6, 58
2018/4/11, 66, 84, 29, 22, 6, 6, 90
2018/4/12, 105, 45, 18, 23, 4, 7, 64
2018/4/13, 89, 82, 29, 9, 2, 2, 88
2018/4/14, 69, 69, 33, 15, 2, 2, 72
2018/4/15, 74, 111, 43, 18, 14, 6, 114
2018/4/16, 136, 126, 45, 19, 8, 7, 129
2018/4/17, 155, 129, 19, 20, 7, 9, 135
2018/4/18, 163, 133, , 32, 7, 9, 142
2018/4/19, 170, 107, 83, 25, 7, 8, 136
2018/4/20, 168, 61, 25, 23, 5, 10, 91
2018/4/21, 124, 20, , 12, 2, 1, 23
2018/4/22, 39, 33, , 22, 2, 2, 36
2018/4/23, 54, 52, 31, 29, 3, 2, 55
2018/4/24, 66, 63, 45, 29, 5, 4, 69
2018/4/25, 92, 87, 35, 22, 11, 9, 118
2018/4/26, 164, , , , , , 
2018/4/29, 171, 70, 39, 11, 4, 5, 77
2018/4/30, 82, 142, 25, 22, 2, 4, 146
2018/5/1, 96, 52, 35, 12, 1, 3, 54
2018/5/2, 43, 50, 31, 18, 2, 4, 53
2018/5/3, 38, 57, 18, 19, 5, 7, 60
2018/5/4, 84, 177, 22, 22, 3, 8, 187
2018/5/5, 138, 95, 32, 19, 3, 10, 97
2018/5/6, 122, , , , , , 
2018/5/8, 87, 80, , 39, 6, 11, 83
2018/5/9, 123, , , , , , 
2018/5/17, 87, 57, , 23, 4, 4, 73
2018/5/18, 88, 54, , 20, 5, 7, 62
2018/5/19, 90, 42, , 15, 3, 13, 70
2018/5/20, 94, 47, , 17, 2, 11, 64
2018/5/21, 101, 59, , 16, 2, 8, 78
2018/5/22, 88, 133, , 19, 7, 11, 135
2018/5/23, 136, 82, , 16, 11, 20, 88
2018/5/24, 140, 95, , 13, 4, 7, 108
2018/5/25, 136, 96, , 13, 8, 11, 128
2018/5/26, 166, 86, , 22, 3, 2, 88
2018/5/27, 104, 139, , 16, 3, 2, 142
