date, pm25, o3, no2, so2, co
2020/1/2, 5, , 14, 1, 2
2020/1/3, 8, , 16, 2, 3
2020/1/4, 21, , 16, 4, 2
2020/1/5, 19, , 19, 1, 3
2020/1/6, 28, , 17, 1, 3
2020/1/7, 39, , 10, 2, 2
2020/1/8, 15, , 22, 1, 3
2020/1/9, 28, , 9, 1, 2
2020/1/10, 22, , 7, , 2
2020/1/11, 16, , 17, 2, 3
2020/1/12, 13, , 24, 3, 4
2020/1/13, 21, , 30, 4, 4
2020/1/14, 24, , 30, 2, 5
2020/1/15, 28, , , , 
2019/10/1, 31, , 10, 2, 4
2019/10/2, 31, , 9, 6, 3
2019/10/3, 45, , 5, 12, 3
2019/10/4, 3, , 3, 9, 3
2019/10/5, 14, , 3, 1, 3
2019/10/6, 13, , 3, 2, 3
2019/10/7, 8, , 3, 1, 3
2019/10/8, 3, , 6, 2, 
2019/10/9, 12, , 11, 3, 1
2019/10/10, 31, , 17, 1, 2
2019/10/11, 47, , 10, 3, 
2019/10/12, 24, , 9, 4, 
2019/10/13, 23, , 5, 1, 
2019/10/14, 17, , 5, , 
2019/10/15, 12, , 13, 1, 2
2019/10/16, 27, , 13, 1, 1
2019/10/17, 19, , 10, 2, 2
2019/10/18, 26, , 3, 1, 
2019/10/19, 7, , 10, 2, 1
2019/10/20, 25, , 8, 1, 
2019/10/21, 27, , 6, 2, 1
2019/10/22, 13, , 10, 1, 1
2019/10/23, 15, , 6, 1, 
2019/10/24, 9, , 4, 5, 
2019/10/25, 8, , 7, 1, 1
2019/10/26, 8, , 4, 2, 
2019/10/27, 5, , 8, 1, 1
2019/10/28, 10, , 15, 3, 2
2019/10/29, 22, , 9, 3, 1
2019/10/30, 12, , 10, 1, 2
2019/10/31, 20, , 13, 1, 2
2019/11/1, 35, , 17, 1, 4
2019/11/2, 41, , 5, 1, 1
2019/11/3, 12, , 5, , 2
2019/11/4, 16, , 9, 1, 2
2019/11/5, 14, , 19, 1, 3
2019/11/6, 39, , 24, 1, 5
2019/11/7, 45, , 11, 1, 3
2019/11/8, 24, , 4, 2, 2
2019/11/9, 9, , 22, 3, 3
2019/11/10, 23, , 27, 2, 4
2019/11/11, 54, , 23, 5, 4
2019/11/12, 51, , 20, 1, 4
2019/11/13, 36, , 8, 10, 3
