date, pm25, pm10, no2, so2, co
2020/1/2, 112, 32, 13, 9, 3
2020/1/3, 66, 77, 19, 4, 7
2020/1/4, 167, 54, 17, 3, 6
2020/1/5, 108, 54, 22, 4, 6
2020/1/6, 98, 51, 17, 3, 10
2020/1/7, 98, 39, 14, 3, 7
2020/1/8, 106, 39, 15, 3, 10
2020/1/9, 97, 24, 10, 8, 2
2020/1/10, 40, 40, 14, 3, 5
2020/1/11, 105, 93, 22, 4, 10
2020/1/12, 192, 120, 30, 4, 14
2020/1/13, 228, 113, 24, 5, 12
2020/1/14, 221, 50, 13, 3, 5
2020/1/15, 124, 10, 7, , 2
2020/1/16, 29, , , , 
2019/10/1, 61, 21, 5, 4, 5
2019/10/2, 48, 35, 10, 5, 6
2019/10/3, 83, 40, 17, 6, 5
2019/10/4, 74, 27, 7, 4, 5
2019/10/5, 39, 36, 9, 5, 6
2019/10/6, 58, 34, 18, 6, 5
2019/10/7, 85, 68, 23, 6, 9
2019/10/8, 145, 63, 18, 6, 7
2019/10/9, 89, 57, 23, 6, 6
2019/10/10, 98, 76, 17, 6, 9
2019/10/11, 141, 50, 10, 5, 8
2019/10/12, 81, 45, 9, 5, 5
2019/10/13, 74, 47, 12, 6, 9
2019/10/14, 76, 29, 8, 4, 4
2019/10/15, 56, 32, 10, 5, 4
2019/10/16, 64, 34, 9, 5, 4
2019/10/17, 72, 41, 11, 11, 5
2019/10/18, 89, 54, 15, 5, 8
2019/10/19, 110, 59, 15, 5, 7
2019/10/20, 119, 50, 15, 6, 5
2019/10/21, 98, 43, 12, 5, 5
2019/10/22, 85, 51, 10, 7, 6
2019/10/23, 101, 50, 12, 6, 5
2019/10/24, 97, 65, 14, 6, 6
2019/10/25, 117, 38, 9, 6, 4
2019/10/26, 62, 61, 22, 11, 11
2019/10/27, 115, 75, 27, 8, 10
2019/10/28, 156, 141, 27, 8, 8
2019/10/29, 147, 152, 29, 7, 6
2019/10/30, 160, 139, 31, 7, 6
2019/10/31, 155, 119, 26, 10, 7
2019/11/1, 154, 108, 15, 7, 9
2019/11/2, 147, 42, 10, 6, 6
2019/11/3, 65, 59, 14, 7, 8
2019/11/4, 103, 50, 13, 8, 5
2019/11/5, 74, 42, 15, 6, 5
