date, pm25, pm10, o3, no2, so2
2020/1/2, 50, 16, 4, 16, 2
2020/1/3, 63, 7, 18, 21, 1
2020/1/4, 41, 4, 26, 10, 
2020/1/5, 10, 5, 22, 3, 
2020/1/6, 39, , 18, 9, 
2020/1/7, 36, , 28, , 
2020/1/8, 35, , 22, , 
2020/1/9, 24, , 14, , 
2020/1/10, 42, 15, 28, , 
2020/1/11, 31, 6, 26, 2, 1
2020/1/12, 10, 14, 14, 3, 
2020/1/13, 33, 17, , 11, 3
2020/1/14, 57, 10, 21, 15, 1
2020/1/15, 53, 13, 7, 14, 
2020/1/16, 66, , , 20, 
2019/10/1, 34, 26, 42, 6, 1
2019/10/2, 40, 2, 9, 4, 
2019/10/3, 13, 6, 23, 4, 
2019/10/4, 14, 7, 25, 1, 
2019/10/5, 18, 14, 24, 3, 
2019/10/6, 25, 11, 23, 3, 1
2019/10/7, 17, 8, 22, 5, 2
2019/10/8, 17, 8, 19, 1, 
2019/10/9, 20, 7, 30, 10, 2
2019/10/10, 16, 9, 30, 7, 2
2019/10/11, 15, 14, 21, 8, 1
2019/10/12, 26, 9, 25, 5, 1
2019/10/13, 23, 16, 35, 8, 1
2019/10/14, 32, 14, 25, 8, 2
2019/10/15, 28, 8, 29, 7, 1
2019/10/16, 28, 8, 18, , 1
2019/10/17, 6, 7, 24, 7, 2
2019/10/18, 16, 11, 28, 10, 3
2019/10/19, 33, 14, 12, 5, 4
2019/10/20, 54, 10, 30, 7, 3
2019/10/21, 31, 14, 11, 8, 1
2019/10/22, 29, 12, 29, 9, 1
2019/10/23, 22, 12, 31, 12, 1
2019/10/24, 20, 19, 27, 12, 1
2019/10/25, 14, 17, 26, 7, 1
2019/10/26, 14, 5, 25, , 1
2019/10/27, 3, 8, 30, 11, 1
2019/10/28, 4, 7, 14, 7, 
2019/10/29, 7, 7, 14, 6, 1
2019/10/30, 12, 7, 21, 2, 
2019/10/31, 3, 7, 21, 5, 
2019/11/1, 3, 10, 24, 9, 1
2019/11/2, 10, 11, 24, 10, 1
2019/11/3, 5, 12, 25, 8, 1
2019/11/4, 11, 16, 22, 11, 1
2019/11/5, 10, 12, 27, 13, 1
2019/11/6, 23, 16, 16, 12, 1
2019/11/7, 43, 5, 22, 4, 3
2019/11/8, 12, 6, 19, 13, 1
2019/11/9, 21, 18, 14, 10, 1
2019/11/10, 55, 26, 24, 14, 2
2019/11/11, 71, 8, 25, 6, 1
2019/11/12, 23, 6, 26, 9, 1
2019/11/13, 15, 10, 21, 19, 1
2019/11/14, 34, 18, 23, 16, 2
2019/11/15, 62, 6, 29, 2, 2
2019/11/16, 17, 8, 24, 1, 
2019/11/17, 18, 7, 20, 9, 2
2019/11/18, 22, 13, 20, 13, 1
2019/11/19, 49, 10, 26, 8, 3
2019/11/20, 33, 14, 24, 9, 3
2019/11/21, 57, 13, 16, 8, 1
2019/11/22, 45, , , 10, 1
2019/11/25, 58, 22, 18, 19, 2
2019/11/26, 61, 19, 23, 11, 2
2019/11/27, 54, 5, 21, 1, 2
2019/11/28, 5, 4, 23, 4, 3
2019/11/29, 16, 7, 22, 9, 2
2019/11/30, 25, 6, 19, 9, 1
