date, pm25, o3, no2, so2, co
2020/1/2, 26, 23, 7, 2, 1
2020/1/3, 13, 21, 7, 1, 2
2020/1/4, 13, 25, 3, 2, 1
2020/1/5, 15, 22, 9, 3, 2
2020/1/6, 8, 23, 9, 1, 2
2020/1/7, 10, 26, 3, 1, 2
2020/1/8, 12, 20, 6, 1, 2
2020/1/9, 26, 20, 7, 4, 2
2020/1/10, 36, 29, 3, 1, 2
2020/1/11, 18, 26, 3, , 2
2020/1/12, 20, 16, 7, 2, 3
2020/1/13, 38, 23, 4, 1, 3
2020/1/14, 18, 22, 10, 3, 3
2020/1/15, 30, 11, 17, , 4
2020/1/16, 32, , , , 
2019/10/1, 8, 14, 1, , 1
2019/10/2, 7, 15, 2, 1, 1
2019/10/3, 8, 15, 1, , 1
2019/10/4, 32, 21, 2, 1, 1
2019/10/5, 21, 23, 2, 2, 1
2019/10/6, 9, 24, 3, , 1
2019/10/7, 8, 27, 3, , 1
2019/10/8, 11, 16, 1, , 1
2019/10/9, 11, 24, 1, , 1
2019/10/10, 7, 27, 2, 3, 1
2019/10/11, 15, 23, 2, 1, 1
2019/10/12, 9, 23, 5, 2, 1
2019/10/13, 12, 22, 7, 2, 2
2019/10/14, 16, 18, 4, 2, 1
2019/10/15, 20, 19, 4, , 1
2019/10/16, 16, 24, 4, , 1
2019/10/17, 16, 23, 4, 1, 1
2019/10/18, 16, 25, 5, , 2
2019/10/19, 9, 22, 7, , 2
2019/10/20, 13, 24, 2, , 1
2019/10/21, 11, 20, 4, 1, 1
2019/10/22, 11, 20, 3, 2, 1
2019/10/23, 11, 12, 5, 1, 1
2019/10/24, 9, 22, 5, , 2
2019/10/25, 9, 19, 3, 1, 1
2019/10/26, 17, 22, 2, 2, 1
2019/10/27, 11, 22, 3, 1, 1
2019/10/28, 9, 21, 3, 2, 1
2019/10/29, 10, 20, 6, 1, 1
2019/10/30, 10, 19, 7, 3, 2
2019/10/31, 12, 19, 5, 3, 1
2019/11/1, 11, 21, 4, 1, 1
2019/11/2, 7, 15, 6, 2, 1
2019/11/3, 19, 22, 4, 1, 1
2019/11/4, 14, 17, 10, 1, 2
2019/11/5, 15, 23, 4, 1, 1
2019/11/6, 19, 18, 13, 2, 2
2019/11/7, 21, 18, 6, 4, 2
2019/11/8, 12, 18, 7, 2, 2
2019/11/9, 16, 21, 2, 1, 1
2019/11/10, 14, 21, 8, 2, 1
2019/11/11, 20, 21, 9, , 2
2019/11/12, 12, 23, 9, 2, 2
2019/11/13, 19, 21, 10, 2, 2
2019/11/14, 20, 12, 6, , 1
2019/11/15, 13, 18, 4, 3, 1
2019/11/16, 13, 17, 4, 2, 1
2019/11/17, 26, 23, 6, 2, 1
2019/11/18, 6, 21, 6, 2, 2
2019/11/19, 10, 16, 2, , 1
2019/11/20, 13, 21, 8, 2, 2
2019/11/21, 21, 19, 5, 2, 2
2019/11/22, 9, 22, 5, 3, 1
2019/11/23, 10, 25, 4, 2, 1
2019/11/24, 8, 22, 3, 2, 1
2019/11/25, 15, 23, 3, 2, 2
2019/11/26, 13, 21, 2, , 1
2019/11/27, 11, 20, 1, , 1
2019/11/28, 12, 14, 2, , 1
2019/11/29, 14, 19, 1, 76, 1
2019/11/30, 11, 17, 4, 10, 2
2019/12/1, 19, 24, 7, , 2
2019/12/2, 9, 24, 5, 3, 2
2019/12/3, 7, 19, 8, 7, 2
2019/12/4, 6, 19, 6, 2, 2
2019/12/5, 20, 20, 6, 1, 2
2019/12/6, 31, 17, 6, 38, 2
2019/12/7, 11, 24, 3, 1, 2
2019/12/8, 23, 22, 7, 14, 2
2019/12/9, 34, 19, 7, 1, 2
2019/12/10, 30, 24, 11, 1, 2
2019/12/11, 28, 22, 4, , 1
2019/12/12, 36, 20, 6, 2, 1
2019/12/13, 47, 24, 4, , 1
2019/12/14, 20, 21, 7, 1, 2
2019/12/15, 28, 21, 11, 1, 2
2019/12/16, 41, 21, 8, 3, 1
2019/12/17, 18, 21, 11, 1, 2
2019/12/18, 18, 20, 8, 1, 2
2019/12/19, 29, 19, 11, 6, 2
2019/12/20, 42, 20, 8, , 2
2019/12/21, 8, 19, 10, 1, 2
2019/12/22, 11, 17, 6, , 2
2019/12/23, 27, 15, 5, 1, 1
2019/12/24, 33, 19, 2, , 1
2019/12/25, 13, 16, 7, 2, 1
2019/12/26, 35, 17, 12, , 2
2019/12/27, 23, 10, 18, , 3
2019/12/28, 29, , , , 
2019/7/1, 12, 41, 3, 2, 1
2019/7/2, 17, 41, 2, , 1
2019/7/3, 10, 34, 2, , 1
2019/7/4, 14, 31, 2, , 1
2019/7/5, 29, 36, 2, , 1
2019/7/6, 16, 42, 2, , 1
2019/7/7, 16, 36, 2, , 1
2019/7/8, 14, 38, 2, , 1
2019/7/9, 12, 35, 2, , 1
2019/7/10, 24, 29, 3, 1, 1
2019/7/11, 20, 31, 2, 1, 1
2019/7/12, 12, 34, 1, , 1
2019/7/13, 12, 34, 1, , 1
2019/7/14, 15, 40, 3, 1, 1
2019/7/15, 13, 34, 3, 1, 1
2019/7/16, 16, 37, 2, 2, 1
2019/7/17, 10, 31, 3, , 1
2019/7/18, 13, 37, 3, 1, 1
2019/7/19, 11, 34, 2, 1, 1
2019/7/20, 13, 25, 2, 1, 1
2019/7/21, 12, 31, 3, , 1
2019/7/22, 10, 32, 2, , 1
2019/7/23, 24, 30, 1, , 1
2019/7/24, 21, 43, 3, 1, 1
2019/7/25, 24, 31, 4, 1, 1
2019/7/26, 18, 31, 4, 1, 1
2019/7/27, 18, 34, 2, 1, 1
2019/7/28, 15, 32, 2, 1, 1
2019/7/29, 9, 28, 2, , 1
2019/7/30, 15, 26, 1, , 1
2019/7/31, 18, 26, 2, , 1
2019/8/1, 31, 37, 3, , 1
2019/8/2, 21, 31, 1, , 1
2019/8/3, 11, 39, 2, 1, 1
2019/8/4, 13, 39, 3, 1, 1
2019/8/5, 19, 32, 5, , 2
2019/8/6, 22, 20, 3, 1, 1
2019/8/7, 14, 36, 4, 1, 1
2019/8/8, 14, 27, 2, , 1
2019/8/9, 18, 31, 2, , 1
2019/8/10, 21, 23, 1, , 1
2019/8/11, 13, 38, 2, 1, 1
2019/8/12, 12, 20, 2, 1, 1
2019/8/13, 10, 28, 3, 2, 1
2019/8/14, 12, 25, 5, 3, 1
2019/8/15, 11, 36, 3, 1, 1
2019/8/16, 14, 23, 3, 2, 1
2019/8/17, 13, 23, 3, 2, 1
2019/8/18, 9, 29, 2, 2, 1
2019/8/19, 13, 23, 2, 1, 1
2019/8/20, 18, 31, 2, 1, 1
2019/8/21, 14, 26, 2, , 1
2019/8/22, 14, 25, 1, , 1
2019/8/23, 20, 26, 1, , 1
2019/8/24, 24, 28, 2, 1, 1
2019/8/25, 19, 26, 3, 2, 1
2019/8/26, 13, 19, 2, 2, 1
2019/8/27, 12, 27, 3, 1, 1
2019/8/28, 11, 24, 2, 1, 1
2019/8/29, 12, 25, 5, , 1
2019/8/30, 15, 22, 1, , 1
2019/8/31, 15, 24, 2, 1, 1
2019/9/1, 18, 19, 2, , 1
2019/9/2, 19, 21, 4, 3, 1
2019/9/3, 14, 25, 3, , 1
2019/9/4, 17, 30, 3, 1, 1
2019/9/5, 18, 22, 4, 1, 1
2019/9/6, 25, 18, 1, , 1
2019/9/7, 10, 17, 1, , 1
2019/9/8, 7, 11, 2, 1, 1
2019/9/9, 8, 18, 4, 2, 1
2019/9/10, 12, 12, 1, , 1
2019/9/11, 7, 10, 1, , 1
2019/9/12, 12, 20, 2, 2, 1
2019/9/13, 9, 28, 3, 1, 1
2019/9/14, 7, 27, 2, , 1
2019/9/15, 10, 28, 2, , 1
2019/9/16, 22, 25, 2, , 1
2019/9/17, 36, 32, 3, 1, 1
