date, pm25, pm10, o3, no2, co
2017/2/15, 13, 6, , , 
2017/2/16, 11, 12, , , 
2017/2/17, 52, 8, , , 
2017/2/18, 20, 2, , , 
2017/2/19, 12, 4, , , 
2017/2/20, 15, 2, , , 
2017/2/21, 10, 2, , , 
2017/2/22, 12, 1, , , 
2017/2/23, 14, 2, , , 
2017/2/24, 9, 3, , , 
2017/2/25, 11, 4, , , 
2017/2/26, 13, 2, , , 
2017/2/27, 11, 2, , , 
2017/2/28, 11, 2, , , 
2017/3/1, 8, 2, , , 
2017/3/2, 9, 102, , , 
2017/3/3, 58, 8, , , 
2017/3/4, 15, , , , 
2017/3/21, 12, 5, , , 
2017/3/22, 9, 3, , , 
2017/3/23, 12, 5, , , 
2017/3/24, 12, 4, , , 
2017/3/25, 14, 3, , , 
2017/3/26, 11, 6, , , 
2017/3/27, 15, 1, , , 
2017/3/28, 12, 3, , , 
2017/3/29, 9, 88, , , 
2017/3/30, 88, 43, , , 
2017/3/31, 18, 3, , , 
2018/3/11, , 44, 16, , 
2017/11/22, , 5, , , 
2017/8/28, , 49, , , 
2017/9/9, , 4, , , 
2017/1/1, , 8, , , 
2017/1/22, , 1, , , 
2017/3/20, , 8, , , 
