date, pm25, pm10, o3
2018/3/11, 20, , 36
2018/3/12, 37, , 44
2018/3/13, 35, , 48
2018/3/14, 41, , 44
2018/3/15, 44, , 43
2018/3/16, 27, , 30
2018/3/17, 14, , 33
2018/3/18, 45, , 35
2018/3/19, 10, , 32
2018/3/20, 24, , 40
2018/3/21, 28, , 43
2018/3/22, 33, , 35
2018/3/23, 30, , 37
2018/3/24, 30, , 37
2018/3/25, 59, , 20
2018/3/26, 40, , 12
2018/3/27, 21, , 26
2018/3/28, 17, , 31
2018/3/29, 29, , 36
2018/3/30, 28, , 41
2018/3/31, 30, , 26
2017/10/1, 35, , 45
2017/10/2, 53, , 35
2017/10/3, 46, , 20
2017/10/4, 32, , 33
2017/10/5, 41, , 35
2017/10/6, 42, , 35
2017/10/7, 22, , 41
2017/10/8, 17, , 30
2017/10/9, 30, , 28
2017/10/10, 5, , 34
2017/10/11, 15, , 31
2017/10/12, 31, , 31
2017/10/13, 39, , 22
2017/10/14, 26, , 32
2017/10/15, 13, , 33
2017/10/16, 20, , 40
2017/10/17, 13, , 41
2017/10/18, 28, , 54
2017/10/19, 49, , 35
2017/10/20, 35, , 25
2017/10/21, 22, , 31
2017/10/22, 12, , 31
2017/10/23, 10, , 31
2017/10/24, 8, , 33
2017/10/25, 16, , 37
2017/10/26, 22, , 30
2017/10/27, 10, , 32
2017/10/28, 13, , 30
2017/10/29, 21, , 28
2017/10/30, 22, , 20
2017/10/31, 11, , 37
2017/11/1, 30, , 34
2017/11/2, 35, , 24
2017/11/3, 33, , 26
2017/11/4, 42, , 26
2017/11/5, 40, , 14
2017/11/6, 19, , 17
2017/11/7, 22, , 13
2017/11/8, 24, , 23
2017/11/9, 26, , 17
2017/11/10, 36, , 23
2017/11/11, 34, , 17
2017/11/12, 40, , 22
2017/11/13, 32, , 22
2017/11/14, 48, , 27
2017/11/15, 20, , 21
2017/11/16, 23, , 28
2017/11/17, 52, , 28
2017/11/18, 16, , 30
2017/11/19, 5, , 32
2017/11/20, 11, , 26
2017/11/21, 17, , 25
2017/11/22, 21, , 22
2017/11/23, 33, , 
2017/11/24, 28, , 
2017/11/25, 19, , 
2017/11/26, 24, , 32
2017/11/27, 35, , 34
2017/11/28, 36, , 28
2017/11/29, 18, , 25
2017/11/30, 23, , 33
2017/12/1, 25, , 36
2017/12/2, 48, , 29
2017/12/3, 44, , 29
2017/12/4, 31, , 28
2017/12/5, 4, , 26
2017/12/6, 14, , 28
2017/12/7, 13, , 23
2017/12/8, 18, , 30
2017/12/9, 19, , 29
2017/12/10, 29, , 26
2017/12/11, 24, , 26
2017/12/12, 11, , 
2017/12/13, 28, , 22
2017/12/14, 25, , 30
2017/12/15, 16, , 31
2017/12/16, 16, , 19
2017/12/17, 29, , 10
2017/12/18, 25, , 7
2017/12/19, 24, , 15
2017/12/20, 21, , 21
2017/12/21, 23, , 15
2017/12/22, 10, , 23
2017/12/23, 18, , 21
2017/12/24, 21, , 26
2017/12/25, 13, , 19
2017/12/26, 15, , 22
2017/12/27, 17, , 16
2017/12/28, 36, , 11
2017/12/29, 34, , 16
2017/12/30, 38, , 24
2017/12/31, 19, , 26
2017/7/1, 24, , 39
2017/7/2, 36, , 42
2017/7/3, 30, , 43
2017/7/4, 20, , 46
2017/7/5, 22, , 50
2017/7/6, 32, , 41
2017/7/7, 31, , 42
2017/7/8, 33, , 34
2017/7/9, 22, , 35
2017/7/10, 32, , 28
2017/7/11, 38, , 27
2017/7/12, 40, , 29
2017/7/13, 28, , 32
2017/7/14, 26, , 37
2017/7/15, 34, , 41
2017/7/16, 32, , 43
2017/7/17, 43, , 45
2017/7/18, 42, , 38
2017/7/19, 39, , 33
2017/7/20, 28, , 33
2017/7/21, 42, , 36
2017/7/22, 39, , 37
2017/7/23, 34, , 50
2017/7/24, 22, , 40
2017/7/25, 57, , 29
2017/7/26, 41, , 38
2017/7/27, 13, , 48
2017/7/28, 40, , 42
2017/7/29, 28, , 43
2017/7/30, 47, , 43
2017/7/31, 45, , 30
2017/8/1, 39, , 50
2017/8/2, 45, , 53
2017/8/3, 43, , 51
2017/8/4, 37, , 45
2017/8/5, 44, , 38
2017/8/6, 30, , 38
2017/8/7, 29, , 38
2017/8/8, 38, , 40
2017/8/9, 53, , 41
2017/8/10, 35, , 41
2017/8/11, 21, , 31
2017/8/12, 27, , 30
2017/8/13, 29, , 40
2017/8/14, 10, , 34
2017/8/15, 22, , 29
2017/8/16, 42, , 36
2017/8/17, 29, , 38
2017/8/18, 40, , 28
2017/8/19, 30, , 29
2017/8/20, 34, , 29
2017/8/21, 33, , 28
2017/8/22, 28, , 35
2017/8/23, 23, , 30
2017/8/24, 37, , 28
2017/8/25, 40, , 38
2017/8/26, 46, , 35
2017/8/27, 43, , 42
2017/8/28, 40, , 41
2017/8/29, 33, , 39
2017/8/30, 24, , 40
2017/8/31, 39, , 45
2017/9/1, 39, , 48
2017/9/2, 48, , 44
2017/9/3, 52, , 42
2017/9/4, 43, , 30
2017/9/5, 36, , 
2017/9/10, 44, , 46
2017/9/11, 44, , 48
2017/9/12, 35, , 55
2017/9/13, 36, , 66
2017/9/14, 46, , 44
2017/9/15, 52, , 35
2017/9/16, 42, , 36
2017/9/17, 41, , 43
2017/9/18, 24, , 34
2017/9/19, 31, , 31
2017/9/20, 42, , 29
2017/9/21, 42, , 28
2017/9/22, 35, , 43
2017/9/23, 41, , 35
2017/9/24, 46, , 30
2017/9/25, 32, , 10
2017/9/26, 18, , 7
2017/9/27, 14, , 19
2017/9/28, 13, , 30
2017/9/29, 28, , 43
2017/9/30, 42, , 46
2017/4/1, 33, , 17
2017/4/2, 62, , 35
2017/4/3, 21, , 32
2017/4/4, 20, , 36
