date, pm25, o3, no2, co
2020/1/2, 48, , , 
2020/1/3, 53, , , 
2020/1/4, 39, , , 
2020/1/5, 25, , , 
2020/1/6, 38, , , 
2020/1/7, 40, , , 
2020/1/8, 36, , , 
2020/1/9, 37, , , 
2020/1/10, 42, , , 
2020/1/11, 33, , , 
2020/1/12, 28, , , 
2020/1/13, 43, , , 
2020/1/14, 45, , , 
2020/1/15, 47, , , 
2020/1/16, 42, , , 
2019/10/1, 23, 39, , 
2019/10/2, 39, 15, , 
2019/10/3, 4, 20, , 
2019/10/4, 7, 26, , 
2019/10/5, 5, 28, , 
2019/10/6, 7, 29, , 
2019/10/7, 7, 17, , 
2019/10/8, 10, 14, , 
2019/10/9, 11, 23, , 
2019/10/10, 6, 23, , 
2019/10/11, 7, 24, , 
2019/10/12, 15, 24, , 
2019/10/13, 19, 36, , 
2019/10/14, 23, 24, , 
2019/10/15, 23, 36, , 
2019/10/16, 12, 19, , 
2019/10/17, 8, 20, , 
2019/10/18, 10, 25, , 
2019/10/19, 24, 22, , 
2019/10/20, 40, 25, , 
2019/10/21, 28, 24, , 
2019/10/22, 17, 27, , 
2019/10/23, 20, 31, , 
2019/10/24, 32, 27, , 
2019/10/25, 38, 27, , 
2019/10/26, 27, 29, , 
2019/10/27, 10, 23, , 
2019/10/28, 17, 21, , 
2019/10/29, 17, 4, , 
2019/10/30, 20, 25, , 
2019/10/31, 10, 22, , 
2019/11/1, 12, 23, , 
2019/11/2, 18, 23, , 
2019/11/3, 26, 27, , 
2019/11/4, 26, 22, , 
2019/11/5, 33, 15, , 
2019/11/6, 28, , , 
2019/11/7, 28, , , 
2019/11/8, 11, , , 
2019/11/9, 16, , , 
2019/11/10, 35, , , 
2019/11/11, 55, , , 
2019/11/12, 18, , , 
2019/11/13, 16, , , 
2019/11/14, 26, , , 
2019/11/15, 43, , , 
2019/11/16, 15, , , 
2019/11/17, 17, , , 
2019/11/18, 17, , , 
2019/11/19, 22, , , 
2019/11/20, 23, , , 
2019/11/21, 33, , , 
2019/11/22, 29, , , 
2019/11/23, 18, , , 
2019/11/24, 20, , , 
2019/11/25, 49, , , 
2019/11/26, 51, , , 
2019/11/27, 39, , , 
2019/11/28, 12, , , 
2019/11/29, 12, , , 
2019/11/30, 20, , , 
2019/12/1, 18, , , 
2019/12/2, 17, , , 
2019/12/3, 19, , , 
2019/12/4, 38, , , 
2019/12/5, 27, , , 
2019/12/6, 28, , , 
2019/12/7, 19, , , 
2019/12/9, 6, , , 
2019/12/10, 37, , , 
2019/12/11, 24, , , 
2019/12/12, 36, , , 
2019/12/13, 48, , , 
2019/12/14, 21, , , 
2019/12/15, 31, , , 
2019/12/16, 33, , , 
2019/12/17, 22, , , 
2019/12/18, 28, , , 
2019/12/19, 28, , , 
2019/12/20, 34, , , 
2019/12/21, 45, , , 
2019/12/22, 61, , , 
2019/12/23, 60, , , 
2019/12/24, 38, , , 
2019/12/25, 41, , , 
2019/12/26, 62, , , 
2019/12/27, 37, , , 
2019/12/28, 50, , , 
2019/7/1, 19, 500, , 
2019/7/2, 37, 500, , 
2019/7/3, 44, , 7, 
2019/7/4, 56, 500, 6, 
2019/7/5, 31, 500, 4, 
2019/7/6, 31, 500, , 
2019/7/7, 32, 500, 3, 
2019/7/8, 24, 500, 6, 
2019/7/9, 41, 59, , 
2019/7/10, 47, 37, , 
2019/7/11, 24, 32, , 
2019/7/12, 18, 37, , 
2019/7/13, 22, 36, , 
2019/7/14, 27, 32, , 
2019/7/15, 12, 59, , 
2019/7/16, 41, 58, , 
2019/7/17, 50, 36, , 
2019/7/18, 28, 45, , 
2019/7/19, 36, 38, , 
2019/7/20, 41, 36, , 
2019/7/21, 40, 21, , 
2019/7/22, 24, 18, , 
2019/7/23, 10, 40, , 
2019/7/24, 17, 31, , 
2019/7/25, 21, 43, , 
2019/7/26, 33, 49, , 
2019/7/27, 31, 42, , 
2019/7/28, 38, 48, , 
2019/7/29, 48, 56, , 
2019/7/30, 60, 49, , 
2019/7/31, 66, 51, , 
2019/8/1, 40, 42, , 
2019/8/2, 28, 40, , 
2019/8/3, 19, 45, , 
2019/8/4, 24, 31, , 
2019/8/5, 19, 40, , 
2019/8/6, 33, 34, , 
2019/8/7, 23, 44, , 
2019/8/8, 27, 34, , 
2019/8/9, 28, 25, , 
2019/8/10, 11, 23, , 
2019/8/11, 16, 39, , 
2019/8/12, 28, 35, , 
2019/8/13, 47, 37, , 
2019/8/14, 51, 35, , 
2019/8/15, 30, 30, , 
2019/8/16, 16, 30, , 
2019/8/17, 19, 35, , 
2019/8/18, 33, 38, , 
2019/8/19, 30, 45, , 
2019/8/20, 30, 40, , 
2019/8/21, 36, 43, , 
2019/8/22, 35, 20, , 
2019/8/23, 24, 24, , 
2019/8/24, 9, 22, , 
2019/8/25, 5, 32, , 
2019/8/26, 12, 27, , 
2019/8/27, 9, 15, , 
2019/8/28, 19, 30, , 
2019/8/29, 13, 46, , 
2019/8/30, 35, 30, , 
2019/8/31, 22, 30, , 
2019/9/1, 11, 26, , 
2019/9/2, 13, 45, , 
2019/9/3, 19, 41, , 
2019/9/4, 29, 26, , 
2019/9/5, 11, 18, , 
2019/9/6, 8, 28, , 
2019/9/7, 14, 29, , 
2019/9/8, 29, 34, , 
2019/9/9, 18, 26, , 
2019/9/10, 11, 48, , 
2019/9/11, 34, 26, , 
2019/9/12, 41, 23, , 
2019/9/13, 6, 26, , 
2019/9/14, 16, 32, , 
2019/9/15, 20, 26, , 
2019/9/16, 35, 28, , 
2019/9/17, 13, 12, , 
2019/9/18, 14, 22, , 
2019/9/19, 20, 41, , 
2019/9/20, 30, 52, , 
2019/9/21, 45, 48, , 
2019/9/22, 48, 53, , 
2019/9/23, 39, 24, , 
2019/9/24, 8, 33, , 
2019/9/25, 21, 35, , 
2019/9/26, 33, 33, , 
2019/9/27, 24, 38, , 
2019/9/28, 28, 29, , 
2019/9/29, 15, 24, , 
2019/9/30, 10, 38, , 
2019/4/1, 18, 500, , 
2019/4/2, 17, 500, 7, 
2019/4/3, 27, 500, 4, 
2019/4/4, 23, 500, 3, 
2019/4/5, 22, 500, 3, 
2019/4/6, 28, 500, 6, 
2019/4/7, 34, 500, 7, 
2019/4/8, 29, 500, 9, 
2019/4/9, 20, 500, 2, 
2019/4/10, 15, 500, 4, 
2019/4/11, 18, 500, 4, 
2019/4/12, 30, 500, 7, 
2019/4/13, 32, 500, 4, 
2019/4/14, 23, 500, 3, 
2019/4/15, 14, 500, 6, 
2019/4/16, 19, 500, 3, 
2019/4/17, 16, 500, 7, 
2019/4/18, 29, 500, 8, 
2019/4/19, 26, 500, 1, 
2019/4/20, 24, 500, 5, 
