date, pm10, o3, no2, so2, co
2020/1/1, 54, 2, 24, , 
2020/1/2, 42, 17, 30, , 
2020/1/3, 31, 24, 19, , 
2020/1/4, 14, 23, 22, , 
2020/1/5, 19, 10, 30, , 
2020/1/6, 25, 10, 40, , 
2020/1/7, 28, 3, 38, , 
2020/1/8, 43, 16, 44, , 
2020/1/9, 47, 25, 34, , 
2020/1/10, 35, 23, 25, , 
2020/1/11, 31, 12, 26, , 
2020/1/12, 37, 9, 32, , 
2020/1/13, 27, 16, 47, , 
2020/1/14, 37, 12, 40, , 
2020/1/15, 37, , , , 
2019/10/1, 20, 23, 30, , 
2019/10/2, 14, 24, 25, , 
2019/10/3, 11, 17, 28, , 
2019/10/4, 15, 23, 23, , 
2019/10/5, 12, 15, 16, , 
2019/10/6, 13, 8, 24, , 
2019/10/7, 13, 11, 30, , 
2019/10/8, 17, 20, 32, , 
2019/10/9, 16, 22, 29, , 
2019/10/10, 13, 20, 31, , 
2019/10/11, 18, 26, 38, , 
2019/10/12, 26, 17, 27, , 
2019/10/13, 22, 14, 32, , 
2019/10/14, 28, 14, 27, , 
2019/10/15, 27, 27, 33, , 
2019/10/16, 13, 24, 33, , 
2019/10/17, 19, 22, 36, , 
2019/10/18, 23, 19, 24, , 
2019/10/19, 21, 16, 21, , 
2019/10/20, 17, 19, 24, , 
2019/10/21, 29, 3, 25, , 
2019/10/22, 39, 5, 16, , 
2019/10/23, 24, 1, 22, , 
2019/10/24, 27, 18, 33, , 
2019/10/25, 23, 15, 30, , 
2019/10/26, 26, 29, 29, , 
2019/10/27, 23, 16, 22, , 
2019/10/28, 15, 9, 17, , 
2019/10/29, 20, 17, 14, , 
2019/10/30, 16, 14, 15, , 
2019/10/31, 25, 4, 12, , 
2019/11/1, 15, 12, 30, , 
2019/11/2, 17, 16, 18, , 
2019/11/3, 14, 22, 33, , 
2019/11/4, 12, 23, 32, , 
2019/11/5, 12, 14, 33, , 
2019/11/6, 16, 13, 26, , 
