date, pm25, pm10
2020/1/4, 55, 18
2020/1/5, 64, 22
2020/1/6, 74, 23
2020/1/7, 77, 18
2020/1/8, 64, 26
2020/1/9, 81, 20
2020/1/10, 70, 19
2020/1/11, 66, 23
2020/1/12, 75, 33
2020/1/13, 98, 
2019/10/20, 57, 15
2019/10/21, 55, 13
2019/10/22, 52, 
2019/11/2, 48, 9
2019/11/3, 36, 8
2019/11/4, 30, 
2019/11/7, 51, 13
2019/11/8, 51, 22
2019/11/9, 72, 29
2019/11/10, 89, 31
2019/11/11, 92, 
2019/12/4, 44, 
2019/12/12, 52, 
2019/12/16, 114, 
2019/12/18, 63, 16
2019/12/19, 54, 36
2019/12/20, 96, 19
2019/12/21, 61, 21
2019/12/22, 69, 15
2019/12/23, 53, 
2019/12/25, 18, 
2019/12/27, 91, 43
2019/12/28, 124, 54
2019/12/29, 150, 
2019/7/1, 17, 10
2019/7/2, 26, 11
2019/7/3, 33, 10
2019/7/4, 29, 6
2019/7/5, 12, 5
2019/7/6, 10, 7
2019/7/7, 19, 9
2019/7/8, 27, 10
2019/7/9, 28, 10
2019/7/10, 28, 7
2019/7/11, 19, 15
2019/7/12, 43, 13
2019/7/13, 34, 6
2019/7/14, 13, 9
2019/7/15, 25, 
2019/7/19, 29, 9
2019/7/20, 28, 
2019/7/30, 11, 
2019/8/2, 10, 6
2019/8/3, 12, 6
2019/8/4, 15, 5
2019/8/5, 10, 6
2019/8/6, 11, 6
2019/8/7, 13, 7
2019/8/8, 19, 9
2019/8/9, 25, 9
2019/8/10, 25, 6
2019/8/11, 12, 7
2019/8/12, 17, 8
2019/8/13, 23, 11
2019/8/14, 33, 13
2019/8/15, 37, 13
2019/8/16, 39, 7
2019/8/17, 19, 7
2019/8/18, 19, 5
2019/8/19, 12, 6
2019/8/20, 14, 5
2019/8/21, 12, 5
2019/8/22, 10, 5
2019/8/23, 9, 
2019/8/26, 13, 9
2019/8/27, 30, 9
2019/8/28, 30, 7
2019/8/29, 24, 7
2019/8/30, 22, 7
2019/8/31, 22, 5
2019/9/1, 9, 5
2019/9/2, 9, 5
2019/9/3, 9, 5
2019/9/4, 11, 5
2019/9/5, 9, 5
2019/9/6, 9, 5
2019/9/7, 11, 7
2019/9/8, 20, 7
2019/9/9, 20, 6
2019/9/10, 15, 5
2019/9/11, 11, 6
2019/9/12, 14, 5
2019/9/13, 11, 6
2019/9/14, 17, 9
2019/9/15, 35, 12
2019/9/16, 44, 13
2019/9/17, 48, 11
2019/9/18, 43, 10
2019/9/19, 37, 11
2019/9/20, 43, 12
2019/9/21, 49, 13
2019/9/22, 51, 15
2019/9/23, 58, 20
2019/9/24, 69, 26
2019/9/25, 82, 30
2019/9/26, 92, 
2019/4/1, 311, 297
2019/4/2, 394, 240
2019/4/3, 330, 148
2019/4/4, 271, 205
2019/4/5, 337, 
2019/4/9, 139, 78
2019/4/10, 178, 85
2019/4/11, 190, 94
2019/4/12, 203, 98
2019/4/13, 206, 85
2019/4/14, 190, 86
2019/4/15, 191, 75
2019/4/16, 174, 77
2019/4/17, 174, 55
2019/4/18, 145, 53
2019/4/19, 134, 47
2019/4/20, 131, 53
2019/4/21, 145, 56
2019/4/22, 150, 64
2019/4/23, 155, 57
2019/4/24, 152, 56
2019/4/25, 146, 61
2019/4/26, 155, 70
2019/4/27, 161, 82
2019/4/28, 182, 85
2019/4/29, 186, 62
2019/4/30, 151, 55
2019/5/1, 146, 49
2019/5/2, 132, 55
2019/5/3, 142, 
2019/5/7, 123, 48
2019/5/8, 132, 50
2019/5/9, 135, 45
2019/5/10, 125, 48
2019/5/11, 131, 39
2019/5/12, 111, 23
2019/5/13, 71, 22
2019/5/14, 68, 21
2019/5/15, 65, 28
2019/5/16, 82, 31
2019/5/17, 90, 34
2019/5/18, 97, 31
2019/5/19, 90, 33
2019/5/20, 94, 33
2019/5/21, 95, 20
2019/5/22, 63, 17
2019/5/23, 57, 19
2019/5/24, 62, 23
2019/5/25, 72, 23
2019/5/26, 71, 20
2019/5/27, 63, 22
2019/5/28, 69, 28
2019/5/29, 81, 
2019/5/31, 18, 14
2019/6/1, 50, 12
2019/6/2, 38, 8
2019/6/3, 21, 6
2019/6/4, 16, 8
2019/6/5, 20, 8
2019/6/6, 23, 7
2019/6/7, 21, 8
2019/6/8, 24, 9
2019/6/9, 29, 6
2019/6/10, 14, 6
2019/6/11, 12, 8
2019/6/12, 22, 7
2019/6/13, 20, 8
2019/6/14, 27, 15
2019/6/15, 54, 12
2019/6/16, 40, 7
2019/6/17, 16, 6
2019/6/18, 14, 8
2019/6/19, 22, 8
2019/6/20, 21, 8
2019/6/21, 21, 9
2019/6/22, 28, 11
2019/6/23, 36, 11
2019/6/24, 36, 11
2019/6/25, 35, 9
2019/6/26, 26, 6
2019/6/27, 16, 6
2019/6/28, 10, 5
2019/6/29, 8, 7
2019/6/30, 16, 7
2019/2/15, 129, 62
2019/2/16, 151, 49
2019/2/17, 129, 58
2019/2/18, 142, 59
2019/2/19, 145, 57
2019/2/20, 146, 55
2019/2/21, 142, 61
2019/2/22, 151, 75
2019/2/23, 174, 87
2019/2/24, 194, 80
2019/2/25, 178, 76
2019/2/26, 174, 106
2019/2/27, 213, 200
2019/2/28, 311, 41
2019/3/1, 119, 71
2019/3/2, 167, 59
2019/3/3, 143, 60
2019/3/4, 144, 36
2019/3/5, 102, 37
2019/3/6, 104, 41
2019/3/7, 118, 49
2019/3/8, 126, 44
2019/3/9, 124, 69
2019/3/10, 168, 95
2019/3/11, 203, 124
2019/3/12, 244, 219
2019/3/13, 331, 208
2019/3/14, 322, 158
2019/3/15, 283, 111
2019/3/16, 230, 106
2019/3/17, 220, 109
2019/3/18, 221, 92
2019/3/19, 200, 91
2019/3/20, 196, 97
2019/3/21, 209, 187
2019/3/22, 313, 228
2019/3/23, 356, 262
2019/3/24, 356, 111
2019/3/25, 228, 141
2019/3/26, 275, 252
2019/3/27, 405, 
2019/3/29, 271, 364
2019/3/30, 435, 167
2019/3/31, 287, 184
2020/1/3, , 14
2019/10/19, , 15
2019/11/1, , 14
2019/11/6, , 13
2019/12/3, , 11
2019/12/11, , 13
2019/12/15, , 39
2019/12/17, , 18
2019/12/24, , 5
2019/12/26, , 30
2019/7/18, , 9
2019/7/29, , 5
2019/8/1, , 5
2019/8/25, , 5
2019/4/8, , 49
2019/5/6, , 47
2019/5/30, , 7
2019/2/14, , 46
2019/3/28, , 151
