date, pm25, o3, no2, so2, co
2020/1/2, 339, 19, 1, 5, 20
2020/1/3, 257, 11, 1, 5, 10
2020/1/4, 199, , , , 
2020/1/6, 289, 20, 1, 4, 19
2020/1/7, 314, 23, 1, 3, 20
2020/1/8, 299, 18, 1, 4, 11
2020/1/9, 201, 14, 1, 4, 10
2020/1/10, 185, 27, 1, 3, 12
2020/1/11, 201, 26, 4, 10, 13
2020/1/12, 242, 17, 11, 7, 30
2020/1/13, 316, 23, 1, 11, 24
2020/1/14, 256, 11, 10, 6, 20
2020/1/15, 292, 8, 2, 6, 8
2020/1/16, 241, , , , 
2019/10/1, 90, , 28, 31, 9
2019/10/2, 119, , 23, 29, 10
2019/10/3, 128, , 29, 27, 13
2019/10/4, 123, , 39, 26, 16
2019/10/5, 151, , 22, 24, 12
2019/10/6, 153, , 11, 23, 12
2019/10/7, 132, , , , 
2019/10/9, 121, , 21, 28, 13
2019/10/10, 131, 16, 27, 29, 13
2019/10/11, 145, 26, 22, 29, 15
2019/10/12, 150, 11, 12, 30, 9
2019/10/13, 160, , , , 
2019/10/15, 168, 22, 11, 29, 29
2019/10/16, 177, 33, 11, 30, 25
2019/10/17, 194, 32, 17, 28, 24
2019/10/18, 205, 33, 21, 37, 9
2019/10/19, 190, 25, 9, 36, 11
2019/10/20, 158, 32, 6, 35, 10
2019/10/21, 207, 55, 12, 27, 11
2019/10/22, 198, 44, 12, 26, 14
2019/10/23, 201, 44, 8, 26, 15
2019/10/24, 200, 33, 6, 26, 8
2019/10/25, 137, 37, 5, 26, 6
2019/10/26, 133, 49, 5, 34, 7
2019/10/27, 206, 55, 12, 31, 14
2019/10/28, 306, 53, 11, 35, 19
2019/10/29, 252, 50, 11, 30, 20
2019/10/30, 243, 63, 10, 34, 15
2019/10/31, 225, 52, 10, 34, 26
2019/11/1, 286, 41, 9, 31, 25
2019/11/2, 327, 59, 9, 33, 19
2019/11/3, 321, 61, 9, 32, 16
2019/11/4, 282, 40, 10, 32, 19
2019/11/5, 302, 70, 10, 33, 15
2019/11/6, 233, 67, 10, 32, 21
2019/11/7, 233, 37, 9, 33, 23
2019/11/8, 258, 30, 31, 29, 14
2019/11/9, 189, 39, 45, 28, 12
2019/11/10, 175, 76, 44, 31, 7
2019/11/11, 190, 66, 56, 31, 18
2019/11/12, 215, 68, 52, 36, 17
2019/11/13, 281, 61, 49, 33, 19
2019/11/14, 269, 92, 41, 29, 16
2019/11/15, 213, 97, 38, 31, 13
2019/11/16, 195, 90, 39, 25, 13
2019/11/17, 209, 95, 36, 21, 14
2019/11/18, 198, 73, 41, 18, 18
2019/11/19, 203, 53, 36, 19, 15
2019/11/20, 219, 31, 33, 7, 23
2019/11/21, 232, 31, 20, 7, 22
2019/11/22, 284, 49, 20, 15, 15
2019/11/23, 307, 33, 28, 11, 14
2019/11/24, 282, 12, 23, 7, 21
2019/11/25, 314, 21, 18, 6, 15
2019/11/26, 351, 17, 17, 8, 14
2019/11/27, 338, 15, 26, 11, 19
2019/11/28, 266, 25, 32, 13, 17
2019/11/29, 291, 13, 31, 7, 11
2019/11/30, 206, 12, 29, 5, 11
2019/12/1, 202, 26, 34, 6, 17
2019/12/2, 266, 51, 36, 6, 19
2019/12/3, 267, 20, 35, 7, 26
2019/12/4, 293, 17, 24, 9, 29
2019/12/5, 331, 11, 8, 7, 29
2019/12/6, 292, 8, 11, 11, 16
2019/12/7, 210, 14, 20, 6, 11
2019/12/8, 211, 14, 10, 6, 23
2019/12/9, 268, 12, 12, 6, 20
2019/12/10, 275, 12, 17, 6, 26
2019/12/11, 313, 16, 10, 5, 17
2019/12/12, 287, 12, 6, 7, 9
2019/12/13, 207, 13, 4, 4, 14
2019/12/14, 195, 9, 5, 3, 15
