date, pm10, o3, no2, so2, co
2020/1/2, 57, 14, 16, 21, 
2020/1/3, 80, 12, 16, 15, 
2020/1/4, 102, 31, 3, 4, 
2020/1/5, 50, 31, 6, 6, 
2020/1/6, 17, 17, 15, 23, 
2020/1/7, 59, 7, 19, 22, 
2020/1/8, 86, 16, 16, 23, 
2020/1/9, 79, 5, 20, 27, 
2020/1/10, 107, 2, 23, 19, 
2020/1/11, 126, 11, 13, 14, 
2020/1/12, 79, 3, 15, 18, 
2020/1/13, 83, 8, 16, 22, 
2020/1/14, 86, 8, 15, 25, 
2020/1/15, 87, , 10, 15, 
2020/1/16, 100, , , , 
2019/10/1, 2, 10, 1, 2, 
2019/10/2, 1, 31, 3, 1, 
2019/10/3, 3, 30, 2, , 
2019/10/4, 5, 8, 3, 2, 
2019/10/5, 3, 43, 3, 1, 
2019/10/6, 3, 39, 2, 1, 
2019/10/7, 3, 39, 7, 6, 
2019/10/8, 6, 47, 5, 2, 
2019/10/9, 5, 29, 5, 3, 
2019/10/10, 5, 35, 4, , 
2019/10/11, 3, 26, 4, , 
2019/10/12, 4, 28, 4, , 
2019/10/13, 5, 25, 4, , 
2019/10/14, 4, 29, 4, , 
2019/10/15, 3, 40, 4, , 
2019/10/16, 4, 21, 6, , 
2019/10/17, 3, 26, 6, , 
2019/10/18, 4, 37, 5, , 
2019/10/19, 3, 34, 5, , 
2019/10/20, 5, 32, 5, , 
2019/10/21, 10, 35, 6, , 
2019/10/22, 10, 28, 6, , 
2019/10/23, 10, 31, 6, , 
2019/10/24, 10, 43, 8, , 
2019/12/4, 30, 23, 10, 9, 
2019/12/5, 45, 10, 16, 13, 
2019/12/6, 71, 6, 11, 9, 
2019/12/7, 71, 12, 6, 5, 
2019/12/8, 39, 13, 15, 9, 
2019/12/9, 61, 24, 6, 4, 
2019/12/10, 44, 26, 6, 3, 
2019/12/11, 23, 7, 9, 6, 
2019/12/12, 49, 30, 8, 7, 
2019/12/13, 45, 15, 7, 6, 
2019/12/14, 33, 13, 12, 9, 
2019/12/15, 57, 31, 9, 10, 
2019/12/16, 84, 35, 7, 6, 
2019/12/17, 32, 35, 10, 9, 
2019/12/18, 55, 23, 13, 14, 
2019/12/19, 57, 15, 8, 6, 
2019/12/20, 49, 34, 4, 4, 
2019/12/21, 8, 35, 4, 4, 
2019/12/22, 21, 29, 9, 5, 
2019/12/23, 24, 18, 13, 12, 
2019/12/24, 54, 10, 16, 12, 
2019/12/25, 61, 24, 9, 6, 
2019/12/26, 47, 17, 9, 9, 
2019/12/27, 53, 25, 2, 1, 
2019/12/28, 17, , , , 
2019/7/1, 12, 77, 2, 2, 
2019/7/2, 7, 91, 2, , 
2019/7/3, 10, 20, 1, , 
2019/7/4, 7, , , , 
2019/7/8, 4, 47, 2, 1, 
2019/7/9, 6, 69, 2, 1, 
2019/7/10, 6, 57, 2, 1, 
2019/7/11, 5, 50, 2, 1, 
2019/7/12, 5, 31, 2, 1, 
2019/7/13, 6, 55, 1, , 
2019/7/14, 3, 61, 2, , 
2019/7/15, 2, 91, 3, , 
2019/7/16, 11, 81, 3, 2, 
2019/7/17, 3, 71, 2, 2, 
2019/7/18, 7, 77, 3, , 
2019/7/19, 8, 81, 3, 3, 
2019/7/20, 4, 83, 3, 1, 
2019/7/21, 5, 82, 2, , 
2019/7/22, 6, 82, 3, , 
2019/7/23, 4, 80, 4, , 
2019/7/24, 8, 63, 4, 3, 
2019/7/25, 4, 63, 3, 2, 
2019/7/26, 4, 78, 3, 2, 
2019/7/27, 11, 64, 4, 2, 
2019/7/28, 3, 52, 2, , 
2019/7/29, 5, 60, 3, , 
2019/7/30, 7, 65, 2, 1, 
2019/7/31, 4, 72, 2, , 
2019/8/1, 8, 58, 2, 1, 
2019/8/2, 2, 73, 3, 1, 
2019/8/3, 4, 83, 4, , 
2019/8/4, 7, 70, 3, 2, 
2019/8/5, 8, 79, 4, 2, 
2019/8/6, 3, 90, 4, 2, 
2019/8/7, 7, 88, 3, 1, 
2019/8/8, 3, 96, 2, , 
2019/8/9, 3, 82, 4, , 
2019/8/10, 6, 99, 3, , 
2019/8/11, 4, 84, 3, , 
2019/8/12, 9, 62, 1, , 
2019/8/13, 8, 49, 2, , 
2019/8/14, 9, 71, 3, , 
2019/8/15, 9, 84, 3, 2, 
2019/8/16, 5, 65, 4, 2, 
2019/8/17, 8, 58, 3, 2, 
2019/8/18, 4, 63, 3, 2, 
2019/8/19, 4, 45, 3, 3, 
2019/8/20, 2, 76, 2, 2, 
2019/8/21, 10, 67, 2, , 
2019/8/22, 3, 63, 2, 1, 
2019/8/23, 5, 64, 2, 1, 
2019/8/24, 2, 49, 2, 5, 
2019/8/25, 5, 51, 1, 2, 
2019/8/26, 6, 64, 1, , 
2019/8/27, 9, 58, 2, 1, 
2019/8/28, 3, 62, 2, 2, 
2019/8/29, 5, 84, 3, 3, 
2019/8/30, 4, 86, 2, 4, 
2019/8/31, 5, 63, 1, 3, 
2019/9/1, 5, 69, 1, 1, 
2019/9/2, 3, 35, 3, 1, 
2019/9/3, 3, 41, 2, 2, 
2019/9/4, 4, 49, 1, 3, 
2019/9/5, 6, 44, 2, 1, 
2019/9/6, 5, 44, 2, 1, 
2019/9/7, 6, 41, 4, 1, 
2019/9/8, 9, 45, 4, 2, 
2019/9/9, 6, 23, 2, 2, 
2019/9/10, 5, 38, 2, 2, 
2019/9/11, 5, 66, 2, 4, 
2019/9/12, 5, 50, 4, , 
2019/9/13, 2, 48, 3, 2, 
2019/9/14, 2, 42, 3, 1, 
2019/9/15, 3, 44, 3, 1, 
2019/9/16, 5, 51, 4, 1, 
2019/9/17, 2, 32, 2, , 
2019/9/18, 5, 41, 2, 4, 
2019/9/19, 3, 52, 3, 2, 
2019/9/20, 5, 48, 4, 2, 
2019/9/21, 4, 2, 3, , 
2019/9/22, 1, , , , 
2019/9/25, 5, 35, 4, 1, 
2019/9/26, 7, 26, 3, 1, 
2019/9/27, 6, 31, 3, 1, 
2019/9/28, 3, 36, 4, 1, 
2019/9/29, 3, 31, 5, 1, 
2019/9/30, 3, 37, 3, 2, 
2019/4/1, 15, 95, 7, 13, 
2019/4/2, 11, 102, 5, 13, 
2019/4/3, 13, 99, 4, 13, 
2019/4/4, 6, 80, 2, 5, 
2019/4/5, 7, 95, 3, 4, 
2019/4/6, 4, 56, 3, 10, 
2019/4/7, 4, 47, 3, 11, 
2019/4/8, 3, 48, 4, 7, 
2019/4/9, 3, 14, 2, 10, 
2019/4/10, 2, 53, 2, 3, 
2019/4/11, 10, 34, 1, 1, 
2019/4/12, 4, , , , 
2019/4/15, 5, 104, 4, 5, 
2019/4/16, 5, 118, 5, 12, 
2019/4/17, 5, 71, 6, 10, 
2019/4/18, 7, 81, 6, 7, 
2019/4/19, 4, 110, 8, 8, 
2019/4/20, 7, 103, 7, 11, 
2019/4/21, 7, 84, 7, 13, 
2019/4/22, 3, 89, 1, 4, 
2019/4/23, 8, 88, 4, 6, 
2019/4/24, 7, 86, 4, 4, 
2019/4/25, 5, 71, 3, 3, 
2019/4/26, 5, 72, 3, 2, 
2019/4/27, 9, , , , 
2019/4/29, 2, 34, 3, 1, 
2019/4/30, 4, 12, 2, 1, 
2019/5/1, 2, , , , 
2019/5/3, 2, , , , 
2019/5/6, 5, 80, 4, 2, 
2019/5/7, 3, 83, 4, 4, 
2019/5/8, 3, 87, 2, 2, 
2019/5/9, 2, 18, 3, 1, 
2019/5/10, 2, , , , 
2019/5/13, 3, 56, 1, , 
2019/5/14, 8, 40, 1, 1, 
2019/5/15, 4, 23, 1, 2, 
2019/5/16, 2, 59, 1, 2, 
2019/5/17, 34, 79, 1, 1, 
2019/5/18, 41, 83, 1, 2, 
2019/5/19, 41, 44, 3, 2, 
2019/5/20, 41, 60, 2, 5, 
2019/5/21, 41, 87, 2, 4, 
2019/5/26, 4, 46, 2, 1, 
2019/5/27, 11, 42, 3, 1, 
2019/5/28, 17, 51, 2, 1, 
2019/5/29, 14, 44, 1, , 
2019/5/30, 19, 32, , , 
