date, pm25, pm10, no2, so2, co
2020/1/2, 173, 63, 19, 5, 6
2020/1/3, 123, 97, 31, 8, 11
2020/1/4, 182, 67, 25, 6, 9
2020/1/5, 142, 77, 23, 6, 10
2020/1/6, 149, 44, 20, 4, 13
2020/1/7, 97, 48, 17, 6, 9
2020/1/8, 112, 48, 24, 6, 10
2020/1/9, 119, 32, 23, 4, 7
2020/1/10, 86, 45, 19, 3, 6
2020/1/11, 117, 88, 24, 3, 11
2020/1/12, 174, 117, 37, 4, 16
2020/1/13, 211, 114, 30, 5, 14
2020/1/14, 220, 58, 25, 5, 8
2020/1/15, 136, 13, 15, 2, 4
2020/1/16, 42, , , , 
2019/10/1, 78, 25, 9, 3, 4
2019/10/2, 57, 53, 17, 4, 7
2019/10/3, 110, 54, 20, 6, 10
2019/10/4, 102, 33, 11, 4, 6
2019/10/5, 67, 42, 18, 5, 6
2019/10/6, 59, 56, 16, 5, 6
2019/10/7, 85, 59, 17, 4, 7
2019/10/8, 104, 66, 24, 5, 8
2019/10/9, 98, 53, 23, 5, 7
2019/10/10, 93, 79, 26, 6, 10
2019/10/11, 142, 49, 19, 5, 7
2019/10/12, 91, 44, 11, 4, 4
2019/10/13, 84, 40, 7, 4, 3
2019/10/14, 69, 27, 7, 4, 2
2019/10/15, 53, 35, 9, 4, 2
2019/10/16, 65, 39, 11, 5, 3
2019/10/17, 70, 49, 16, 5, 4
2019/10/18, 83, 72, 25, 5, 6
2019/10/19, 128, 78, 24, 5, 8
2019/10/20, 136, 72, 21, 6, 7
2019/10/21, 121, 63, 22, 6, 7
2019/10/22, 103, 62, 15, 5, 4
2019/10/23, 108, 63, 22, 5, 6
2019/10/24, 121, 79, 23, 6, 8
2019/10/25, 131, 35, 12, 5, 3
2019/10/26, 62, 65, 23, 8, 7
2019/10/27, 122, 81, 26, 6, 7
2019/10/28, 153, 98, 32, 6, 6
2019/10/29, 141, 146, 32, 7, 7
2019/10/30, 162, 145, 36, 8, 8
2019/10/31, 166, 125, 40, 7, 8
2019/11/1, 156, 141, 25, 7, 9
2019/11/2, 158, 62, 17, 6, 6
2019/11/3, 89, 63, 15, 5, 4
2019/11/4, 96, 48, 17, 6, 4
2019/11/5, 82, 57, 28, 6, 7
2019/11/6, 99, 73, 22, 6, 7
2019/11/7, 132, 53, 15, 6, 5
2019/11/8, 92, 69, 31, 7, 7
2019/11/9, 131, 77, 29, 7, 7
2019/11/10, 141, 79, 33, 7, 8
2019/11/11, 135, 80, 35, 7, 8
2019/11/12, 129, 79, 22, 6, 7
2019/11/13, 144, 67, 15, 6, 5
2019/11/14, 107, 73, 26, 6, 5
2019/11/15, 140, 81, 42, 8, 8
2019/11/16, 157, 100, 34, 7, 8
2019/11/17, 166, 67, 12, 4, 5
2019/11/18, 89, 94, 22, 6, 6
2019/11/19, 123, 77, 25, 6, 7
2019/11/20, 119, 51, 22, 5, 5
2019/11/21, 83, 75, 31, 7, 9
2019/11/22, 134, 62, 24, 5, 6
2019/11/23, 103, 62, 14, 4, 4
2019/11/24, 119, 29, 10, 4, 2
2019/11/25, 65, 37, 15, 5, 3
2019/11/26, 72, 50, 15, 4, 4
2019/11/27, 92, 26, 9, 5, 2
2019/11/28, 67, 41, 17, 5, 3
2019/11/29, 70, 70, 29, 5, 9
2019/11/30, 119, 52, 18, 3, 7
2019/12/1, 105, 70, 22, 7, 7
2019/12/2, 149, 110, 32, 7, 11
2019/12/3, 173, 81, 36, 8, 12
2019/12/4, 161, 75, 28, 9, 10
2019/12/5, 153, 39, 15, 5, 3
2019/12/6, 75, 74, 37, 9, 10
2019/12/7, 144, 94, 33, 8, 10
2019/12/8, 173, 82, 38, 8, 8
2019/12/9, 147, 82, 42, 8, 9
2019/12/10, 159, 97, 37, 8, 9
2019/12/11, 178, 64, 29, 7, 9
2019/12/12, 129, 80, 35, 7, 10
2019/12/13, 137, 82, 28, 7, 9
2019/12/14, 146, 48, 21, 6, 6
2019/12/15, 83, 75, 30, 6, 9
2019/12/16, 135, 72, 22, 5, 10
2019/12/17, 148, 31, 14, 5, 4
2019/12/18, 71, 45, 18, 5, 5
2019/12/19, 105, 73, 30, 7, 9
2019/12/20, 157, 61, 24, 5, 8
2019/12/21, 130, 43, 20, 5, 8
2019/12/22, 113, 69, 20, 6, 11
2019/12/23, 156, 51, 21, 5, 8
2019/12/24, 125, 47, 25, 6, 7
2019/12/25, 101, 44, 16, 5, 8
2019/12/26, 107, 75, 24, 6, 10
2019/12/27, 163, 82, 35, 7, 11
2019/12/28, 170, 88, 37, 5, 12
2019/12/29, 173, , , , 
2019/7/1, 66, 37, 22, 4, 9
2019/7/2, 73, 51, 19, 5, 11
2019/7/3, 100, 57, 19, 4, 10
2019/7/4, 110, 45, 14, 3, 7
2019/7/5, 95, 37, 12, 3, 7
2019/7/6, 84, 28, 10, 3, 8
2019/7/7, 70, 40, 16, 4, 9
2019/7/8, 94, 24, 11, 3, 7
2019/7/9, 62, 23, 12, 3, 3
2019/7/10, 63, 45, 22, 4, 7
2019/7/11, 94, 42, 24, 3, 7
2019/7/12, 91, 20, 14, 4, 6
2019/7/13, 54, 46, 15, 3, 7
2019/7/14, 108, 38, 12, 4, 6
2019/7/15, 86, 32, 16, 3, 6
2019/7/16, 67, 35, 10, 3, 5
2019/7/17, 80, 18, 7, 3, 4
2019/7/18, 41, 19, 7, 3, 3
2019/7/19, 44, 29, 9, 3, 4
2019/7/20, 67, 55, 19, 4, 8
2019/7/21, 116, 52, 14, 4, 9
2019/7/22, 106, 36, 9, 3, 5
2019/7/23, 77, 36, 9, 4, 6
2019/7/24, 73, 39, 13, 4, 6
2019/7/25, 84, 44, 17, 4, 8
2019/7/26, 89, 51, 23, 4, 9
2019/7/27, 108, 40, 9, 3, 4
2019/7/28, 80, 38, 8, 4, 4
2019/7/29, 77, 32, 10, 4, 5
2019/7/30, 68, 41, 18, 4, 5
2019/7/31, 74, 25, 9, 3, 3
2019/8/1, 46, 24, 8, 3, 3
2019/8/2, 42, 30, 10, 3, 4
2019/8/3, 58, 19, 7, 3, 4
2019/8/4, 38, 23, 8, 3, 5
2019/8/5, 42, 32, 11, 3, 5
2019/8/6, 57, 42, 13, 3, 4
2019/8/7, 84, 27, 12, 3, 5
2019/8/8, 56, 28, 7, 3, 3
2019/8/9, 49, 15, 5, 2, 4
2019/8/10, 30, 13, 5, 2, 4
2019/8/11, 39, 21, 8, 2, 5
2019/8/12, 51, 31, 12, 3, 6
2019/8/13, 71, 46, 14, 3, 7
2019/8/14, 98, 34, 8, 3, 7
2019/8/15, 78, 43, 12, 3, 7
2019/8/16, 96, 51, 12, 5, 8
2019/8/17, 108, 36, 15, 5, 9
2019/8/18, 74, 34, 11, 4, 6
2019/8/19, 64, 38, 12, 4, 6
2019/8/20, 71, 46, 14, 5, 7
2019/8/21, 86, 47, 16, 5, 8
2019/8/22, 86, 50, 15, 6, 9
2019/8/23, 102, 52, 19, 7, 10
2019/8/24, 100, 30, 11, 3, 6
2019/8/25, 101, 32, 12, 3, 6
2019/8/26, 72, 38, 16, 2, 8
2019/8/27, 94, 23, 14, 3, 5
2019/8/28, 48, 30, 18, 3, 11
2019/8/29, 65, 45, 18, 4, 9
2019/8/30, 103, 47, 18, 4, 8
2019/8/31, 116, 24, 12, 2, 6
2019/9/1, 61, 32, 14, 2, 6
2019/9/2, 62, 24, 13, 3, 5
2019/9/3, 80, 35, 19, 3, 7
2019/9/4, 57, 23, 16, 3, 7
2019/9/5, 60, 15, 10, 2, 5
2019/9/6, 38, 39, 16, 3, 6
2019/9/7, 81, 64, 30, 5, 10
2019/9/8, 131, 27, 13, 3, 5
2019/9/9, 63, 22, 12, 3, 5
2019/9/10, 53, 44, 16, 4, 7
2019/9/11, 93, 38, 15, 5, 7
2019/9/12, 78, 38, 13, 4, 5
