date, pm25, o3
2020/1/2, 33, 16
2020/1/3, 23, 28
2020/1/4, 18, 24
2020/1/5, 34, 25
2020/1/6, 22, 29
2020/1/7, 25, 29
2020/1/8, 31, 24
2020/1/9, 19, 25
2020/1/10, 23, 24
2020/1/11, 14, 20
2020/1/12, 15, 14
2020/1/13, 21, 9
2020/1/14, 24, 5
2020/1/15, 30, 11
2020/1/16, 31, 
2019/10/1, 28, 41
2019/10/2, 40, 35
2019/10/3, 50, 30
2019/10/4, 25, 41
2019/10/5, 49, 37
2019/10/6, 65, 27
2019/10/7, 13, 31
2019/10/8, 20, 30
2019/10/9, 33, 32
2019/10/10, 34, 19
2019/10/11, 17, 31
2019/10/12, 16, 30
2019/10/13, 34, 27
2019/10/14, 36, 5
2019/10/15, 35, 26
2019/10/16, 19, 26
2019/10/17, 26, 29
2019/10/18, 30, 27
2019/10/19, 41, 32
2019/10/20, 51, 27
2019/10/21, 12, 29
2019/10/22, 17, 29
2019/10/23, 25, 24
2019/10/24, 30, 16
2019/10/25, 25, 17
2019/10/26, 11, 22
2019/10/27, 20, 18
2019/10/28, 27, 16
2019/10/29, 20, 7
2019/10/30, 9, 25
2019/10/31, 16, 24
2019/11/1, 25, 25
2019/11/2, 25, 24
2019/11/3, 27, 32
2019/11/4, 32, 25
2019/11/5, 41, 14
2019/11/6, 41, 14
2019/11/7, 34, 22
2019/11/8, 19, 23
2019/11/9, 35, 30
2019/11/10, 46, 16
2019/11/11, 30, 24
2019/11/12, 17, 21
2019/11/13, 22, 28
2019/11/14, 43, 28
2019/11/15, 29, 25
2019/11/16, 38, 23
2019/11/17, 49, 24
2019/11/18, 43, 28
2019/11/19, 38, 27
2019/11/20, 44, 28
2019/11/21, 43, 11
2019/11/22, 17, 17
2019/11/23, 7, 23
2019/11/24, 32, 30
2019/11/25, 42, 21
2019/11/26, 39, 27
2019/11/27, 17, 22
2019/11/28, 14, 11
2019/11/29, 14, 25
2019/11/30, 21, 25
2019/12/1, 13, 26
2019/12/2, 18, 23
2019/12/3, 40, 28
2019/12/4, 24, 28
2019/12/5, 42, 27
2019/12/6, 39, 16
2019/12/7, 37, 16
