date, pm25, pm10, o3, no2
2020/1/2, 57, 16, 21, 9
2020/1/3, 31, 20, 20, 9
2020/1/4, 24, 13, 20, 10
2020/1/5, 39, 16, 18, 12
2020/1/6, 50, 24, 12, 14
2020/1/7, 55, 14, 13, 14
2020/1/8, 42, 13, 12, 11
2020/1/9, 35, 15, 24, 13
2020/1/10, 21, 13, 18, 11
2020/1/11, 44, 12, 22, 7
2020/1/12, 29, 17, 17, 10
2020/1/13, 36, 8, 21, 7
2020/1/14, 21, 10, 23, 8
2020/1/15, 21, 13, 17, 8
2020/1/16, 45, , , 
2019/10/1, 20, 10, 23, 9
2019/10/2, 14, 10, 19, 12
2019/10/3, 18, 10, 15, 11
2019/10/4, 30, 9, 19, 6
2019/10/5, 30, 10, 15, 7
2019/10/6, 35, 14, 13, 9
2019/10/7, 51, 16, 13, 10
2019/10/8, 32, 12, 19, 10
2019/10/9, 22, 13, 17, 9
2019/10/10, 21, 14, 17, 8
2019/10/11, 32, 8, 23, 8
2019/10/12, 18, 18, 22, 6
2019/10/13, 35, 19, 18, 11
2019/10/14, 28, 16, 16, 14
2019/10/15, 35, 12, 14, 11
2019/10/16, 27, 14, 17, 14
2019/10/17, 28, 10, 24, 8
2019/10/18, 22, 12, 20, 8
2019/10/19, 22, 19, 9, 10
2019/10/20, 49, 9, 13, 9
2019/10/21, 28, 20, 13, 13
2019/10/22, 48, 18, 8, 11
2019/10/23, 56, 18, 19, 11
2019/10/24, 48, 12, 17, 9
2019/10/25, 27, 10, 21, 6
2019/10/26, 21, 14, 24, 8
2019/10/27, 24, 14, 18, 16
2019/10/28, 34, 13, 20, 13
2019/10/29, 34, 14, 13, 11
2019/10/30, 55, 20, 12, 13
2019/10/31, 67, 19, 4, 14
2019/11/1, 61, 11, 23, 6
2019/11/2, 20, 8, 16, 6
2019/11/3, 20, 14, 13, 15
2019/11/4, 38, 16, 9, 17
2019/11/5, 44, 12, 20, 15
2019/11/6, 32, 14, 11, 14
2019/11/7, 40, 17, 11, 16
2019/11/8, 42, 18, 20, 12
2019/11/9, 46, 26, 12, 16
2019/11/10, 78, 17, 15, 12
2019/11/11, 51, 11, 17, 11
2019/11/12, 28, 10, 15, 16
2019/11/13, 30, 12, 8, 13
2019/11/14, 37, 24, 9, 10
2019/11/15, 74, 21, 7, 16
2019/11/16, 63, 22, 8, 11
2019/11/17, 69, 10, 23, 9
2019/11/18, 32, 10, 23, 6
2019/11/19, 29, 28, 7, 20
2019/11/20, 76, 26, 10, 12
2019/11/21, 77, 16, 10, 16
2019/11/22, 58, 15, 6, 10
2019/11/23, 57, 28, 4, 13
2019/11/24, 80, 18, 6, 15
2019/11/25, 57, 12, 13, 11
2019/11/26, 38, 9, 18, 8
2019/11/27, 20, 10, 18, 9
2019/11/28, 20, 21, 22, 19
2019/11/29, 29, 18, 14, 23
2019/11/30, 50, 23, 11, 16
2019/12/1, 79, 16, 17, 23
2019/12/2, 37, 22, 13, 19
2019/12/3, 60, 25, 3, 25
2019/12/4, 72, 29, 1, 20
2019/12/5, 87, 11, 13, 12
2019/12/6, 49, 13, 20, 9
2019/12/7, 23, 16, 26, 5
2019/12/8, 29, 17, 26, 9
2019/12/9, 25, 16, 22, 13
2019/12/10, 34, 17, 16, 15
2019/12/11, 44, 13, 18, 12
2019/12/12, 34, 10, 20, 12
2019/12/13, 23, 14, 27, 9
2019/12/14, 26, 15, 28, 6
2019/12/15, 28, 15, 18, 16
2019/12/16, 38, 13, 14, 15
2019/12/17, 40, 16, 17, 16
2019/12/18, 49, 22, 11, 11
