date, pm25, pm10, o3
2020/1/2, 28, , 
2020/1/3, 53, , 
2020/1/4, 32, , 
2020/1/5, 23, , 
2020/1/6, 19, , 
2020/1/7, 30, , 
2020/1/8, 20, , 
2020/1/9, 26, , 
2020/1/10, 23, , 
2020/1/11, 12, , 
2020/1/12, 21, , 
2020/1/13, 36, , 
2020/1/14, 45, , 
2020/1/15, 64, , 
2019/10/1, 38, , 16
2019/10/2, 36, , 15
2019/10/3, 11, , 20
2019/10/4, 15, , 25
2019/10/5, 20, , 25
2019/10/6, 28, , 24
2019/10/7, 27, , 30
2019/10/8, 32, , 28
2019/10/9, 23, , 33
2019/10/10, 26, , 21
2019/10/11, 31, , 27
2019/10/12, 20, , 31
2019/10/13, 18, , 20
2019/10/14, 32, , 
2019/10/16, 18, , 22
2019/10/17, 15, , 24
2019/10/18, 29, , 29
2019/10/19, 41, , 33
2019/10/20, 51, , 23
2019/10/21, 38, , 22
2019/10/22, 15, , 25
2019/10/23, 20, , 26
2019/10/24, 28, , 15
2019/10/25, 30, , 18
2019/10/26, 36, , 25
2019/10/27, 21, , 31
2019/10/28, 38, , 18
2019/10/29, 37, , 13
2019/10/30, 14, , 17
2019/10/31, 10, , 18
2019/11/1, 33, , 
2019/11/2, 34, , 
2019/11/3, 22, , 
2019/11/4, 25, , 
2019/11/5, 28, , 
2019/11/6, 45, , 
2019/11/7, 24, , 
2019/11/8, 33, , 
2019/11/9, 41, , 
2019/11/19, 80, , 
2019/11/20, 71, , 
2019/11/21, 52, , 
2019/11/22, 16, , 
2019/11/23, 43, , 
2019/11/24, 52, , 
2019/11/25, 55, , 
2019/11/26, 69, , 
2019/11/27, 27, , 
2019/11/28, 11, , 
2019/11/29, 26, , 
2019/11/30, 43, , 
2019/12/1, 28, , 
2019/12/2, 15, , 
2019/12/3, 35, , 
2019/12/4, 74, , 
2019/12/5, 42, , 
2019/12/6, 35, , 
2019/12/7, 35, , 
2019/12/8, 54, , 
2019/12/9, 39, , 
2019/12/10, 30, , 
2019/12/11, 45, , 
2019/12/12, 54, , 
2019/12/13, 51, , 
2019/12/14, 72, , 
2019/12/15, 32, , 
2019/12/16, 56, , 
2019/12/17, 40, , 
2019/12/18, 33, , 
2019/12/19, 35, , 
