date, pm25, pm10, no2, so2, co
2019/7/29, 46, 23, 10, 12, 2
2019/7/30, 57, 21, 8, 11, 2
2019/7/31, 57, 21, 8, 11, 2
2019/8/1, 52, 20, 7, 11, 2
2019/8/2, 50, 15, 6, 11, 1
2019/8/3, 43, 12, 6, 11, 1
2019/8/4, 36, 14, 8, 11, 1
2019/8/5, 32, 16, 9, 11, 2
2019/8/6, 39, 25, 12, 14, 3
2019/8/7, 64, 17, 9, 11, 2
2019/8/8, 39, 16, 7, 11, 1
2019/8/9, 41, 21, 6, 12, 2
2019/8/10, 50, 12, 5, 11, 1
2019/8/11, 35, 25, 10, 12, 2
2019/8/12, 59, 18, 6, 11, 2
2019/8/13, 48, 8, 5, 11, 1
2019/8/14, 24, 12, 7, 11, 1
2019/8/15, 31, 16, 10, 11, 2
2019/8/16, 43, 15, 6, 12, 2
2019/8/17, 44, 17, 9, 12, 2
2019/8/18, 48, 26, 12, 15, 3
2019/8/19, 60, 26, 10, 12, 2
2019/8/20, 64, 19, 6, 11, 2
2019/8/21, 49, 9, 5, 11, 1
2019/8/22, 23, 15, 6, 11, 1
2019/8/23, 34, 17, 3, 11, 2
2019/8/24, 49, 17, 4, 11, 2
2019/8/25, 47, 18, 7, 12, 2
2019/8/26, 47, 22, 12, 12, 2
2019/8/27, 51, 22, 10, 12, 3
2019/8/28, 50, 20, 6, 12, 3
2019/8/29, 50, 21, 7, 12, 3
2019/8/30, 55, 18, 6, 12, 2
2019/8/31, 51, 20, 6, 12, 3
2019/9/1, 57, 22, 8, 12, 3
2019/9/2, 50, 6, 5, 11, 2
2019/9/3, 17, 11, 9, 12, 2
2019/9/4, 24, 13, 11, 13, 2
2019/9/5, 29, 13, 7, 12, 2
2019/9/6, 30, 13, 6, 12, 2
2019/9/7, 33, 14, 9, 12, 2
2019/9/8, 44, 18, 16, 12, 3
2019/9/9, 40, 11, 10, 12, 2
2019/9/10, 23, 13, 10, 12, 2
2019/9/11, 27, 13, 10, 12, 2
2019/9/12, 37, 16, 12, 12, 2
2019/9/13, 49, 10, 6, 11, 1
2019/9/14, 30, 10, 7, 12, 1
2019/9/15, 28, 15, 10, 13, 2
2019/9/16, 41, 11, 7, 12, 1
2019/9/17, 33, 10, 10, 12, 1
2019/9/18, 26, 11, 10, 12, 1
2019/9/19, 25, 11, 11, 12, 1
2019/9/20, 26, 15, 11, 12, 1
2019/9/21, 36, 19, 12, 14, 2
2019/9/22, 42, 25, 14, 13, 2
2019/9/23, 52, 26, 7, 13, 2
2019/9/24, 60, 29, 13, 13, 3
2019/9/25, 71, 30, 10, 12, 3
2019/9/26, 63, 15, 10, 13, 3
2019/9/27, 33, 18, 10, 13, 3
2019/9/28, 43, 14, 8, 14, 4
2019/9/29, 33, 16, 9, 13, 2
2019/9/30, 38, 13, 13, 13, 2
2019/4/1, 74, 28, 10, 11, 10
2019/4/2, 72, 46, 19, 10, 10
2019/4/3, 92, 51, 24, 12, 10
2019/4/4, 99, 46, 19, 11, 10
2019/4/5, 94, 27, 16, 11, 9
2019/4/6, 69, 29, 13, 12, 9
2019/4/7, 78, 30, 9, 11, 9
2019/4/8, 72, 31, 9, 11, 9
2019/4/9, 72, 38, 8, 11, 9
2019/4/10, 80, 26, 7, 10, 8
2019/4/11, 68, 17, 7, 10, 8
2019/4/12, 49, 26, 7, 10, 9
2019/4/13, 71, 26, 6, 11, 8
2019/4/14, 75, 26, 9, 10, 8
2019/4/15, 64, 21, 8, 10, 8
2019/4/16, 50, 20, 7, 10, 9
2019/4/17, 49, 25, 10, 10, 9
2019/4/18, 59, 25, 10, 10, 9
2019/4/19, 67, 22, 12, 10, 9
2019/4/20, 55, 20, 10, 10, 9
2019/4/21, 52, 13, 6, 10, 9
2019/4/22, 33, 19, 11, 10, 9
2019/4/23, 53, 26, 17, 10, 9
2019/4/24, 51, 42, 16, 11, 10
2019/4/25, 68, 49, 18, 13, 10
2019/4/26, 75, 31, 13, 12, 10
2019/4/27, 53, 5, 5, 11, 9
2019/4/28, 19, 15, 13, 11, 10
2019/4/29, 30, 14, 8, 11, 10
2019/4/30, 31, 18, 8, 11, 9
2019/5/1, 42, 29, 17, 11, 10
2019/5/2, 61, 23, 12, 11, 10
2019/5/3, 54, 11, 9, 10, 10
2019/5/4, 29, 9, 5, 11, 10
2019/5/5, 30, 7, 6, 10, 9
2019/5/6, 21, 17, 12, 10, 9
2019/5/7, 41, 21, 13, 11, 10
2019/5/8, 50, 27, 19, 10, 11
2019/5/9, 62, 19, 14, 11, 10
2019/5/10, 50, 15, 11, 11, 10
2019/5/11, 36, 15, 7, 10, 10
2019/5/12, 42, 14, 6, 10, 9
2019/5/13, 37, 5, 6, 10, 9
2019/5/14, 12, 7, 6, 10, 10
2019/5/15, 18, 17, 12, 11, 10
2019/5/16, 36, 23, 15, 11, 10
2019/5/17, 47, 18, 9, 10, 10
2019/5/18, 46, 18, 8, 10, 10
2019/5/19, 47, 15, 11, 11, 10
2019/5/20, 35, 14, 10, 11, 10
2019/5/21, 36, 7, 9, 10, 10
2019/5/22, 19, 10, 9, 10, 10
2019/5/23, 18, 10, 7, 10, 10
2019/5/24, 26, 17, 9, 10, 10
2019/5/25, 47, 19, 7, 11, 10
2019/5/26, 53, 25, 14, 12, 11
2019/5/27, 57, 16, 11, 10, 10
2019/5/28, 43, 15, 8, 11, 10
2019/5/29, 34, 7, 5, 10, 9
2019/5/30, 14, 15, 6, 10, 10
2019/5/31, 33, 17, 5, 10, 9
2019/6/1, 46, 15, 5, 10, 10
2019/6/2, 47, 16, 6, 10, 10
2019/6/3, 50, 17, 6, 10, 10
2019/6/4, 47, 17, 7, 10, 10
2019/6/5, 45, 18, 12, 11, 10
2019/6/6, 46, 21, 11, 11, 10
2019/6/7, 51, 24, 7, 11, 10
2019/6/8, 62, 19, 5, 10, 10
2019/6/9, 56, 24, 7, 10, 10
2019/6/10, 63, 24, 9, 10, 10
2019/6/11, 58, 27, 10, 11, 11
2019/6/12, 60, 29, 10, 11, 6
2019/6/13, 64, 31, 9, 10, 1
2019/6/14, 65, 32, 6, 11, 
2019/6/15, 67, 34, 5, 11, 
2019/6/16, 71, 18, 6, 10, 
2019/6/17, 37, 31, 8, 10, 
2019/6/18, 49, 34, 12, 10, 1
2019/6/19, 52, 31, 11, 11, 1
2019/6/20, 46, 31, 12, 11, 1
2019/6/21, 44, 25, 4, 10, 
2019/6/22, 44, 23, 4, 10, 
2019/6/23, 39, 24, 4, 10, 
2019/6/24, 40, 39, 8, 10, 
2019/6/25, 62, 29, 8, 11, 1
2019/6/26, 66, 27, 11, 11, 1
2019/6/27, 61, 16, 7, 10, 
2019/6/28, 33, 13, 6, 10, 
2019/6/29, 36, 16, 5, 12, 1
2019/6/30, 46, 28, 9, 13, 1
2019/1/1, 65, 16, 13, 10, 8
2019/1/2, 29, 18, 9, 10, 6
2019/1/3, 22, 30, 13, 10, 7
2019/1/4, 45, 30, 12, 10, 8
2019/1/5, 73, 17, 8, 10, 7
2019/1/6, 39, 19, 12, 10, 7
2019/1/7, 51, 39, 19, 10, 9
2019/1/8, 90, 38, 17, 11, 9
2019/1/9, 88, 42, 12, 11, 9
2019/1/10, 102, 59, 18, 12, 11
2019/1/11, 131, 55, 20, 11, 11
2019/1/12, 129, 42, 15, 10, 9
2019/1/13, 88, 22, 19, 11, 8
2019/1/14, 46, 20, 25, 10, 9
2019/1/15, 42, 33, 25, 11, 11
2019/1/16, 70, 38, 17, 10, 10
2019/1/17, 81, 38, 21, 11, 11
2019/1/18, 98, 24, 15, 10, 8
2019/1/19, 63, 35, 10, 10, 8
2019/1/20, 84, 51, 13, 10, 9
2019/1/21, 127, 60, 19, 10, 11
2019/1/22, 140, 33, 9, 10, 9
2019/1/23, 87, 35, 7, 12, 8
2019/1/24, 87, 40, 11, 14, 9
2019/1/25, 113, 49, 14, 13, 10
2019/1/26, 123, 53, 17, 11, 10
2019/1/27, 148, 44, 31, 12, 11
2019/1/28, 114, 44, 25, 11, 12
2019/1/29, 113, 35, 21, 11, 10
2019/1/30, 98, 50, 25, 11, 13
2019/1/31, 127, 41, 25, 11, 12
2019/2/1, 110, 30, 26, 11, 12
2019/2/2, 84, 30, 19, 11, 12
2019/2/3, 83, 22, 11, 9, 9
2019/2/4, 58, 30, 13, 9, 9
2019/2/5, 69, 26, 10, 9, 8
2019/2/6, 64, 44, 21, 11, 10
2019/2/7, 88, 56, 25, 12, 11
2019/2/8, 127, 51, 16, 10, 11
2019/2/9, 134, 43, 13, 12, 9
2019/2/10, 107, 33, 20, 11, 10
2019/2/11, 92, 16, 10, 10, 8
2019/2/12, 30, 33, 21, 9, 9
2019/2/13, 65, 39, 19, 10, 9
2019/2/14, 81, 32, 15, 10, 9
2019/2/15, 61, 40, 18, 13, 11
2019/2/16, 92, 53, 19, 13, 12
2019/2/17, 127, 57, 19, 10, 13
2019/2/18, 138, 60, 24, 10, 13
2019/2/19, 147, 51, 23, 10, 10
2019/2/20, 106, 50, 26, 10, 10
2019/2/21, 92, 23, 12, 9, 8
2019/2/22, 61, 14, 4, 8, 7
2019/2/23, 43, 27, 17, 9, 9
2019/2/24, 67, 57, 24, 10, 11
2019/2/25, 120, 52, 18, 11, 10
2019/2/26, 108, 37, 20, 9, 9
2019/2/27, 61, 54, 26, 13, 11
2019/2/28, 101, 55, 19, 11, 9
2019/3/1, 111, 22, 10, 10, 8
2019/3/2, 59, 32, 12, 10, 9
2019/3/3, 83, 53, 21, 13, 11
2019/3/4, 117, 28, 19, 10, 9
2019/3/5, 55, 25, 20, 11, 9
2019/3/6, 51, 53, 27, 12, 11
2019/3/7, 87, 30, 17, 10, 9
2019/3/8, 61, 20, 13, 10, 8
2019/3/9, 47, 14, 8, 10, 8
2019/3/10, 38, 16, 13, 10, 8
2019/3/11, 35, 21, 15, 9, 9
2019/3/12, 48, 36, 20, 10, 10
2019/3/13, 80, 19, 12, 10, 8
2019/3/14, 55, 21, 16, 10, 9
2019/3/15, 60, 17, 14, 10, 9
2019/3/16, 47, 31, 16, 11, 10
2019/3/17, 66, 24, 15, 10, 9
2019/3/18, 52, 21, 10, 10, 8
2019/3/19, 50, 32, 13, 9, 9
2019/3/20, 63, 40, 19, 9, 9
2019/3/21, 78, 40, 19, 9, 10
2019/3/22, 79, 41, 16, 10, 10
2019/3/23, 80, 41, 9, 10, 10
2019/3/24, 102, 30, 9, 10, 9
2019/3/25, 72, 19, 12, 10, 9
2019/3/26, 54, 18, 12, 9, 9
2019/3/27, 43, 32, 19, 10, 9
2019/3/28, 67, 34, 17, 10, 9
2019/3/29, 79, 45, 21, 12, 11
2019/3/30, 99, 34, 15, 12, 10
2019/3/31, 81, 32, 7, 10, 8
2018/10/1, 58, 19, 14, 10, 5
2018/10/2, 47, 16, 11, 10, 4
2018/10/3, 34, 21, 14, 10, 4
2018/10/4, 38, 26, 16, 10, 5
2018/10/5, 46, 34, 18, 12, 7
2018/10/6, 69, 39, 18, 12, 6
2018/10/7, 80, 27, 8, 10, 4
2018/10/8, 57, 35, 17, 10, 5
2018/10/9, 75, 35, 19, 10, 5
2018/10/10, 71, 28, 15, 10, 4
2018/10/11, 56, 32, 19, 10, 5
2018/10/12, 59, 29, 16, 10, 5
2018/10/13, 62, 27, 14, 10, 5
2018/10/14, 65, 29, 17, 10, 5
2018/10/15, 60, 42, 24, 14, 6
2018/10/16, 73, 46, 27, 11, 6
2018/10/17, 82, 43, 22, 11, 6
2018/10/18, 77, 42, 13, 11, 5
2018/10/19, 88, 46, 8, 10, 5
2018/10/20, 112, 13, 4, 9, 4
2018/10/21, 42, 17, 13, 10, 4
2018/10/22, 43, 18, 11, 10, 4
2018/10/23, 42, 11, 11, 11, 4
2018/10/24, 24, 15, 14, 10, 5
2018/10/25, 31, 21, 17, 11, 5
2018/10/26, 52, 31, 15, 11, 6
2018/10/27, 76, 24, 13, 11, 7
2018/10/28, 57, 31, 16, 11, 7
2018/10/29, 67, 28, 11, 11, 6
2018/10/30, 58, 30, 19, 11, 7
2018/10/31, 64, 40, 19, 12, 7
2018/11/1, 66, 57, 17, 11, 8
2018/11/2, 103, 50, 15, 11, 7
2018/11/3, 95, 41, 13, 10, 7
2018/11/4, 86, 46, 18, 10, 7
2018/11/5, 92, 47, 24, 11, 9
2018/11/6, 97, 50, 24, 11, 8
2018/11/7, 102, 50, 22, 12, 8
2018/11/8, 113, 51, 18, 12, 8
2018/11/9, 118, 55, 15, 10, 9
2018/11/10, 122, 42, 17, 11, 9
2018/11/11, 101, 58, 21, 11, 9
2018/11/12, 136, 61, 25, 12, 9
2018/11/13, 145, 26, 17, 10, 5
2018/11/14, 60, 16, 15, 10, 6
2018/11/15, 40, 12, 6, 10, 6
2018/11/16, 26, 15, 5, 10, 5
2018/11/17, 48, 21, 7, 10, 6
2018/11/18, 63, 25, 8, 12, 7
2018/11/19, 69, 17, 10, 10, 8
2018/11/20, 54, 19, 8, 10, 8
2018/11/21, 58, 28, 11, 10, 9
2018/11/22, 77, 44, 13, 10, 10
2018/11/23, 96, 24, 10, 10, 8
2018/11/24, 68, 21, 9, 11, 8
2018/11/25, 64, 6, 6, 11, 7
2018/11/26, 17, 9, 5, 10, 6
2018/11/27, 35, 17, 6, 10, 6
2018/11/28, 54, 21, 13, 9, 7
2018/11/29, 57, 30, 17, 10, 8
2018/11/30, 73, 36, 13, 10, 8
2018/12/1, 92, 36, 12, 10, 7
2018/12/2, 89, 40, 18, 10, 9
2018/12/3, 103, 40, 15, 11, 10
2018/12/4, 100, 23, 16, 10, 6
2018/12/5, 43, 39, 22, 10, 9
2018/12/6, 81, 30, 16, 11, 7
2018/12/7, 77, 35, 16, 12, 8
2018/12/8, 94, 24, 11, 11, 8
2018/12/9, 68, 24, 17, 11, 9
2018/12/10, 69, 25, 17, 10, 8
2018/12/11, 71, 23, 12, 10, 7
2018/12/12, 67, 34, 15, 10, 8
2018/12/13, 76, 22, 9, 9, 7
2018/12/14, 51, 17, 7, 10, 7
2018/12/15, 44, 29, 14, 10, 9
2018/12/16, 81, 39, 16, 11, 10
2018/12/17, 100, 43, 22, 11, 10
2018/12/18, 108, 51, 22, 10, 12
2018/12/19, 131, 55, 18, 10, 12
2018/12/20, 135, 61, 19, 10, 11
2018/12/21, 156, 54, 16, 11, 11
2018/12/22, 144, 35, 18, 11, 11
2018/12/23, 93, 12, 10, 10, 9
2018/12/24, 34, 11, 10, 10, 8
2018/12/25, 25, 31, 15, 10, 11
2018/12/26, 71, 46, 17, 10, 12
2018/12/27, 92, 49, 14, 11, 12
2018/12/28, 88, 29, 17, 11, 13
2018/12/29, 63, 34, 12, 10, 10
2018/12/30, 77, , , , 
2018/7/1, 30, 16, 8, 8, 3
2018/7/2, 43, 24, 9, 8, 3
2018/7/3, 47, 25, 12, 8, 4
2018/7/4, 57, 25, 8, 9, 4
2018/7/5, 62, 27, 11, 8, 4
2018/7/6, 67, 22, 6, 8, 3
2018/7/7, 59, 22, 5, 8, 3
2018/7/8, 50, 23, 8, 8, 4
2018/7/9, 53, 21, 10, 8, 4
2018/7/10, 52, 16, 8, 8, 3
2018/7/11, 44, 16, 8, 8, 3
2018/7/12, 40, 18, 12, 8, 3
2018/7/13, 45, 18, 10, 8, 3
2018/7/14, 44, 15, 6, 8, 3
2018/7/15, 36, 18, 11, 9, 3
2018/7/16, 43, 21, 11, 9, 4
2018/7/17, 49, 10, 12, 8, 4
2018/7/18, 22, 13, 8, 8, 4
2018/7/19, 28, 21, 12, 8, 4
2018/7/20, 51, 28, 10, 9, 4
2018/7/21, 61, 22, 6, 9, 4
2018/7/22, 57, 25, 8, 9, 4
2018/7/23, 55, 24, 7, 9, 3
2018/7/24, 56, 21, 7, 9, 3
2018/7/25, 55, 17, 6, 8, 3
2018/7/26, 49, 20, 7, 9, 4
2018/7/27, 55, 18, 5, 9, 4
2018/7/28, 51, 21, 4, 9, 4
2018/7/29, 56, 23, 5, 8, 4
2018/7/30, 58, 25, 7, 9, 4
2018/7/31, 58, 30, 6, 8, 4
2018/8/1, 65, 23, 7, 8, 4
2018/8/2, 56, 27, 9, 9, 4
2018/8/3, 63, 26, 7, 10, 4
2018/8/4, 63, 23, 7, 10, 4
2018/8/5, 57, 20, 9, 9, 4
2018/8/6, 46, 20, 8, 9, 3
2018/8/7, 43, 25, 12, 12, 4
2018/8/8, 51, 31, 13, 10, 4
2018/8/9, 63, 32, 12, 11, 5
2018/8/10, 67, 20, 6, 10, 4
2018/8/11, 53, 13, 7, 9, 4
2018/8/12, 41, 26, 12, 11, 5
2018/8/13, 58, 33, 12, 10, 4
2018/8/14, 69, 20, 8, 9, 4
2018/8/15, 47, 18, 6, 9, 4
2018/8/16, 47, 17, 10, 9, 4
2018/8/17, 43, 18, 9, 9, 4
2018/8/18, 50, 19, 8, 9, 4
2018/8/19, 54, 20, 11, 9, 4
2018/8/20, 53, 24, 8, 9, 4
2018/8/21, 51, 20, 8, 9, 3
2018/8/22, 43, 25, 11, 11, 4
2018/8/23, 52, 28, 15, 11, 4
2018/8/24, 62, 18, 8, 11, 4
2018/8/25, 48, 8, 3, 10, 3
2018/8/26, 20, 14, 5, 10, 3
2018/8/27, 30, 17, 9, 11, 4
2018/8/28, 43, 21, 8, 9, 4
2018/8/29, 51, 24, 12, 10, 4
2018/8/30, 56, 23, 9, 10, 4
2018/8/31, 56, 24, 5, 9, 4
2018/9/1, 65, 32, 4, 10, 4
2018/9/2, 78, 24, 8, 10, 4
2018/9/3, 55, 19, 8, 10, 4
2018/9/4, 40, 26, 10, 10, 4
2018/9/5, 57, 24, 9, 10, 4
2018/9/6, 59, 34, 11, 10, 4
2018/9/7, 63, 27, 8, 10, 4
2018/9/8, 60, 20, 8, 9, 4
2018/9/9, 53, 24, 11, 9, 4
2018/9/10, 48, 28, 15, 11, 5
2018/9/11, 61, 23, 17, 12, 5
2018/9/12, 50, 29, 17, 12, 5
2018/9/13, 59, 29, 12, 11, 5
2018/9/14, 65, 16, 5, 10, 4
2018/9/15, 47, 16, 8, 9, 4
2018/9/16, 39, 24, 16, 12, 5
2018/9/17, 48, 29, 18, 13, 5
2018/9/18, 56, 34, 18, 12, 5
2018/9/19, 64, 37, 18, 11, 4
2018/9/20, 73, 42, 19, 14, 5
2018/9/21, 79, 22, 12, 10, 4
2018/9/22, 45, 14, 7, 10, 4
2018/9/23, 30, 14, 12, 10, 4
2018/9/24, 30, 15, 14, 9, 4
2018/9/25, 26, 14, 12, 9, 4
2018/9/26, 35, 25, 18, 11, 5
2018/9/27, 47, 33, 19, 13, 6
2018/9/28, 63, 16, 6, 10, 3
2018/9/29, 30, 12, 7, 10, 4
2018/9/30, 29, 31, 15, 13, 5
2018/4/1, 24, 18, 12, 6, 3
2018/4/2, 52, 47, 21, 7, 4
2018/4/3, 76, 47, 21, 8, 4
2018/4/4, 73, 45, 22, 7, 4
2018/4/5, 63, 21, 8, 6, 2
2018/4/6, 46, 33, 16, 6, 3
2018/4/7, 63, 43, 13, 6, 4
2018/4/8, 78, 57, 24, 8, 5
2018/4/9, 91, 44, 20, 7, 4
2018/4/10, 65, 39, 18, 7, 3
2018/4/11, 64, 42, 15, 6, 3
2018/4/12, 71, 50, 18, 7, 3
2018/4/13, 77, 36, 14, 7, 4
2018/4/14, 57, 33, 11, 6, 3
2018/4/15, 53, 48, 15, 6, 3
2018/4/16, 76, 45, 10, 6, 3
2018/4/17, 79, 28, 10, 6, 3
2018/4/18, 60, 38, 15, 6, 3
2018/4/19, 64, 25, 10, 6, 3
2018/4/20, 48, 29, 12, 10, 4
2018/4/21, 59, 31, 11, 7, 4
2018/4/22, 65, 30, 16, 7, 4
2018/4/23, 56, 30, 12, 6, 4
2018/4/24, 53, 27, 11, 7, 4
2018/4/25, 60, 23, 13, 6, 3
2018/4/26, 46, 18, 13, 7, 3
2018/4/27, 43, 26, 14, 7, 4
2018/4/28, 61, 30, 12, 7, 4
2018/4/29, 65, 36, 14, 7, 4
2018/4/30, 73, 30, 10, 8, 4
2018/5/1, 66, 33, 10, 6, 3
2018/5/2, 61, 38, 12, 8, 4
2018/5/3, 68, 34, 10, 6, 3
2018/5/4, 70, 33, 4, 6, 3
2018/5/5, 72, 19, 3, 6, 2
2018/5/6, 50, 20, 5, 6, 3
2018/5/7, 43, 16, 3, 6, 3
2018/5/8, 39, 35, 10, 7, 3
2018/5/9, 57, 28, 7, 6, 3
2018/5/10, 53, 29, 9, 6, 3
2018/5/11, 55, 22, 6, 7, 3
2018/5/12, 51, 18, 4, 7, 3
2018/5/13, 47, 20, 8, 7, 3
2018/5/14, 46, 19, 11, 7, 3
2018/5/15, 43, 14, 14, 7, 4
2018/5/16, 33, 15, 11, 7, 3
2018/5/17, 39, 19, 10, 6, 3
2018/5/18, 42, 24, 9, 6, 3
2018/5/19, 59, 17, 5, 6, 3
2018/5/20, 45, 18, 7, 7, 3
2018/5/21, 41, 18, 11, 7, 4
2018/5/22, 35, 24, 10, 7, 4
2018/5/23, 53, 24, 8, 6, 3
2018/5/24, 56, 20, 11, 7, 3
2018/5/25, 46, 18, 6, 7, 3
2018/5/26, 46, 18, 5, 6, 3
2018/5/27, 53, 25, 7, 6, 3
2018/5/28, 55, 25, 9, 7, 3
2018/5/29, 57, 28, 12, 8, 3
2018/5/30, 58, 30, 8, 8, 3
2018/5/31, 64, 29, 9, 7, 3
2018/6/1, 70, 27, 7, 7, 3
2018/6/2, 67, 19, 10, 7, 3
2018/6/3, 49, 26, 11, 7, 3
2018/6/4, 64, 23, 9, 7, 3
2018/6/5, 60, 20, 7, 7, 3
2018/6/6, 46, 21, 13, 11, 4
2018/6/7, 42, 27, 11, 8, 4
2018/6/8, 57, 23, 7, 7, 3
2018/6/9, 62, 22, 5, 7, 3
2018/6/10, 57, 21, 12, 8, 4
2018/6/11, 44, 26, 8, 8, 4
2018/6/12, 53, 21, 7, 8, 3
2018/6/13, 52, 12, 5, 7, 3
2018/6/14, 29, 21, 6, 7, 3
2018/6/15, 46, 17, 4, 7, 3
2018/6/16, 47, 15, 4, 8, 3
2018/6/17, 38, 18, 6, 7, 3
