date, pm25, o3
2020/1/2, 28, 27
2020/1/3, 21, 28
2020/1/4, 19, 30
2020/1/5, 22, 28
2020/1/6, 27, 34
2020/1/7, 33, 30
2020/1/8, 24, 26
2020/1/9, 23, 23
2020/1/10, 42, 30
2020/1/11, 23, 28
2020/1/12, 36, 21
2020/1/13, 32, 15
2020/1/14, 39, 17
2020/1/15, 43, 14
2020/1/16, 17, 
2019/10/1, 26, 28
2019/10/2, 31, 27
2019/10/3, 28, 25
2019/10/4, 19, 28
2019/10/5, 25, 30
2019/10/6, 25, 27
2019/10/7, 21, 36
2019/10/8, 34, 26
2019/10/9, 34, 18
2019/10/10, 23, 17
2019/10/11, 27, 30
2019/10/12, 13, 32
2019/10/13, 22, 23
2019/10/14, 31, 18
2019/10/15, 21, 28
2019/10/16, 21, 32
2019/10/17, 30, 33
2019/10/18, 35, 27
2019/10/19, 33, 14
2019/10/20, 33, 30
2019/10/21, 43, 35
2019/10/22, 22, 33
2019/10/23, 26, 25
2019/10/24, 23, 28
2019/10/25, 14, 29
2019/10/26, 23, 32
2019/10/27, 27, 26
2019/10/28, 17, 16
2019/10/29, 33, 16
2019/10/30, 51, 22
2019/10/31, 18, 30
2019/11/1, 22, 36
2019/11/2, 20, 38
2019/11/3, 26, 25
2019/11/4, 27, 22
2019/11/5, 26, 31
2019/11/6, 27, 20
2019/11/7, 34, 7
2019/11/8, 11, 28
2019/11/9, 38, 27
2019/11/10, 37, 24
2019/11/11, 28, 17
2019/11/12, 12, 20
2019/11/13, 10, 21
2019/11/14, 18, 33
2019/11/15, 30, 37
2019/11/16, 47, 31
2019/11/17, 41, 38
2019/11/18, 41, 34
2019/11/19, 48, 25
2019/11/20, 36, 25
2019/11/21, 45, 23
2019/11/22, 61, 19
2019/11/23, 35, 34
2019/11/24, 43, 27
2019/11/25, 44, 21
2019/11/26, 68, 24
2019/11/27, 59, 24
2019/11/28, 41, 13
2019/11/29, 47, 18
2019/11/30, 51, 27
2019/12/1, 30, 28
2019/12/2, 13, 28
2019/12/3, 37, 30
2019/12/4, 35, 25
2019/12/5, 46, 21
2019/12/6, 51, 38
2019/12/7, 40, 32
2019/12/8, 61, 21
2019/12/9, 61, 21
2019/12/10, 40, 23
2019/12/11, 14, 29
2019/12/12, 34, 28
2019/12/13, 49, 29
2019/12/14, 68, 26
2019/12/15, 73, 26
2019/12/16, 63, 26
2019/12/17, 10, 31
2019/12/18, 24, 31
2019/12/19, 27, 21
2019/12/20, 28, 19
2019/12/21, 21, 26
2019/12/22, 37, 31
2019/12/23, 54, 37
2019/12/24, 34, 30
2019/12/25, 27, 27
2019/12/26, 19, 25
2019/12/27, 16, 21
2019/12/28, 17, 
2019/7/1, 50, 24
2019/7/2, 33, 24
2019/7/3, 59, 19
2019/7/4, 71, 17
2019/7/5, 44, 16
2019/7/6, 35, 15
2019/7/7, 24, 20
2019/7/8, 65, 25
2019/7/9, 57, 20
2019/7/10, 41, 27
2019/7/11, 48, 41
2019/7/12, 32, 44
2019/7/13, 53, 25
2019/7/14, 68, 18
2019/7/15, 58, 16
2019/7/16, 38, 15
2019/7/17, 32, 19
2019/7/18, 36, 20
2019/7/19, 40, 19
2019/7/20, 59, 18
2019/7/21, 54, 19
2019/7/22, 43, 26
2019/7/23, 28, 39
2019/7/24, 30, 40
2019/7/25, 39, 35
2019/7/26, 34, 25
2019/7/27, 41, 17
2019/7/28, 50, 23
2019/7/29, 39, 15
2019/7/30, 59, 16
2019/7/31, 52, 18
2019/8/1, 29, 22
2019/8/2, 26, 23
2019/8/3, 31, 20
2019/8/4, 24, 18
2019/8/5, 23, 15
2019/8/6, 51, 15
2019/8/7, 49, 15
2019/8/8, 54, 15
2019/8/9, 49, 16
2019/8/10, 37, 17
2019/8/11, 38, 15
2019/8/12, 34, 18
2019/8/13, 36, 17
2019/8/14, 47, 20
2019/8/15, 50, 18
2019/8/16, 43, 15
2019/8/17, 58, 13
2019/8/18, 50, 14
2019/8/19, 48, 16
2019/8/20, 62, 19
2019/8/21, 30, 20
2019/8/22, 23, 21
2019/8/23, 35, 27
2019/8/24, 63, 23
2019/8/25, 52, 21
2019/8/26, 62, 16
2019/8/27, 52, 20
2019/8/28, 46, 16
2019/8/29, 35, 19
2019/8/30, 52, 20
2019/8/31, 41, 30
2019/9/1, 30, 25
2019/9/2, 36, 21
2019/9/3, 28, 17
2019/9/4, 21, 23
2019/9/5, 28, 25
2019/9/6, 34, 26
2019/9/7, 29, 21
2019/9/8, 25, 18
2019/9/9, 28, 18
2019/9/10, 32, 24
2019/9/11, 24, 19
2019/9/12, 21, 21
2019/9/13, 30, 28
2019/9/14, 34, 31
2019/9/15, 29, 28
2019/9/16, 26, 36
2019/9/17, 28, 18
2019/9/18, 46, 20
2019/9/19, 55, 22
2019/9/20, 27, 29
2019/9/21, 37, 22
2019/9/22, 30, 20
2019/9/23, 30, 23
2019/9/24, 20, 23
2019/9/25, 22, 26
2019/9/26, 22, 22
2019/9/27, 23, 20
2019/9/28, 31, 19
2019/9/29, 31, 13
