date, pm25, o3, no2
2019/9/22, 68, 14, 11
2019/9/23, 68, , 
2019/4/30, 68, 20, 61
2019/5/1, 68, , 
2018/4/1, 58, 22, 
2018/4/2, 56, 23, 
2018/4/3, 45, 25, 
2018/4/4, 56, 24, 
2018/4/5, 60, , 
2018/1/4, 95, 19, 2
2018/1/5, 93, 11, 2
2018/1/6, 92, 15, 2
2018/1/7, 105, 12, 2
2018/1/8, 103, 19, 2
2018/1/9, 43, 22, 2
2018/1/10, 38, 15, 2
2018/1/11, 79, 11, 4
2018/1/12, 94, 16, 2
2018/1/13, 60, 16, 1
2018/1/14, 68, 15, 2
2018/1/15, 75, 16, 
2018/1/16, 84, 13, 
2018/1/17, 96, 14, 
2018/1/18, 92, 16, 
2018/1/19, 74, 18, 
2018/1/20, 39, 17, 
2018/1/21, 63, 21, 
2018/1/22, 77, 21, 
2018/1/23, 90, 17, 
2018/1/24, 58, 18, 
2018/1/25, 62, 20, 
2018/1/26, 65, 15, 
2018/1/27, 77, 18, 
2018/1/28, 63, 23, 
2018/1/29, 66, 19, 
2018/1/30, 63, 13, 
2018/1/31, 75, 23, 
2018/2/1, 91, 25, 
2018/2/2, 75, 23, 
2018/2/3, 82, 26, 
2018/2/4, 77, 22, 
2018/2/5, 88, 20, 
2018/2/6, 89, 29, 
2018/2/7, 65, 20, 
2018/2/8, 79, 19, 
2018/2/9, 92, 21, 
2018/2/10, 65, 20, 
2018/2/11, 65, 30, 
2018/2/12, 41, 28, 
2018/2/13, 51, 23, 
2018/2/14, 62, 27, 
2018/2/15, 56, 27, 
2018/2/16, 57, 26, 
2018/2/17, 58, 15, 
2018/2/18, 64, 1, 
2018/2/19, 34, 24, 
2018/2/20, 55, 22, 
2018/2/21, 53, 32, 
2018/2/22, 73, 26, 
2018/2/23, 42, 24, 
2018/2/24, 66, 23, 
2018/2/25, 65, 41, 
2018/2/26, 59, 28, 
2018/2/27, 41, 32, 
2018/2/28, 55, 28, 
2018/3/1, 75, 25, 
2018/3/2, 61, 21, 
2018/3/3, 56, 25, 
2018/3/4, 36, 28, 
2018/3/5, 62, 28, 
2018/3/6, 56, 28, 
2018/3/7, 67, 24, 
2018/3/8, 72, 20, 
2018/3/9, 69, 12, 
2018/3/10, 65, 18, 
2018/3/11, 48, 25, 
2018/3/12, 52, 17, 
2018/3/13, 57, 26, 
2018/3/14, 46, 32, 
2018/3/15, 40, 30, 
2018/3/16, 55, 23, 
2018/3/17, 58, 25, 
2018/3/18, 48, 24, 
2018/3/19, 63, 35, 
2018/3/20, 65, 34, 
2018/3/21, 65, 26, 
2018/3/22, 67, 30, 
2018/3/23, 51, 25, 
2018/3/24, 41, 27, 
2018/3/25, 47, 41, 
2018/3/26, 55, 36, 
2018/3/27, 61, 26, 
2018/3/28, 68, 21, 
2018/3/29, 72, 22, 
2018/3/30, 66, 24, 
2018/3/31, 65, 23, 
2017/10/8, 55, 21, 2
2017/10/9, 57, 21, 2
2017/10/10, 61, 24, 2
2017/10/11, 108, 22, 2
2017/10/12, 58, 22, 2
2017/10/13, 66, 22, 2
2017/10/14, 84, 22, 2
2017/10/15, 71, 27, 2
2017/10/16, 75, 23, 2
2017/10/17, 78, 20, 2
2017/10/18, 79, 18, 2
2017/10/19, 74, 22, 8
2017/10/20, 50, 19, 14
2017/10/21, 64, 18, 10
2017/10/22, 73, 17, 9
2017/10/23, 74, 18, 
2017/10/24, 86, 19, 
2017/10/25, 70, 22, 
2017/10/26, 84, 18, 
2017/10/27, 83, 20, 
2017/10/28, 82, 22, 
2017/10/29, 66, 20, 
2017/10/30, 50, 18, 
2017/10/31, 46, 13, 
2017/11/1, 30, 24, 
2017/11/2, 41, 17, 
2017/11/3, 68, 18, 
2017/11/4, 59, 16, 
2017/11/5, 58, 15, 
2017/11/6, 61, 9, 
2017/11/7, 80, 11, 
2017/11/8, 66, 18, 
2017/11/9, 56, 26, 
2017/11/10, 63, 24, 
2017/11/11, 64, 23, 
2017/11/12, 78, 20, 
2017/11/13, 84, 20, 
2017/11/14, 92, 13, 
2017/11/15, 87, 23, 
2017/11/16, 84, 15, 
2017/11/17, 75, 14, 
2017/11/18, 75, 18, 
2017/11/19, 79, 19, 
2017/11/20, 76, 23, 
2017/11/21, 91, 16, 
2017/11/22, 78, 20, 
2017/11/23, 71, 23, 
2017/11/24, 72, 15, 
2017/11/25, 82, 17, 
2017/11/26, 89, 19, 
2017/11/27, 71, 18, 
2017/11/28, 73, 20, 
2017/11/29, 77, 7, 
2017/11/30, 99, 19, 
2017/12/1, 99, , 
2017/12/7, 59, 18, 
2017/12/8, 76, 17, 
2017/12/9, 64, 19, 
2017/12/10, 56, 22, 
2017/12/11, 67, 17, 
2017/12/12, 72, 19, 
2017/12/13, 76, 14, 
2017/12/14, 86, 20, 
2017/12/15, 85, 17, 
2017/12/16, 79, 18, 
2017/12/17, 77, 22, 
2017/12/18, 66, 20, 
2017/12/19, 76, 18, 
2017/12/20, 100, , 
2017/4/1, 83, 23, 4
2017/4/2, 47, 20, 5
2017/4/3, 60, 24, 5
2017/4/4, 61, 25, 5
2017/4/5, 78, 24, 6
2017/4/6, 75, 28, 5
2017/4/7, 66, 30, 6
2017/4/8, 57, 34, 3
2017/4/9, 54, 33, 5
2017/4/10, 61, 36, 4
2017/4/11, 66, 40, 4
2017/4/12, 59, 39, 8
2017/4/13, 40, 43, 8
2017/4/14, 47, 93, 6
2017/4/15, 62, 185, 4
2017/4/16, 62, 63, 4
2017/4/17, 52, 17, 1
2017/4/18, 41, 18, 1
2017/4/19, 45, 28, 1
2017/4/20, 68, 27, 2
2017/4/21, 66, 23, 2
2017/4/22, 82, 18, 1
2017/4/23, 74, 21, 
2017/4/24, 55, 24, 
2017/4/25, 53, 27, 1
2017/4/26, 62, 19, 
2017/4/27, 57, 28, 
2017/4/28, 67, 29, 
2017/4/29, 57, 28, 
2017/4/30, 66, 23, 
2017/5/1, 83, 26, 
2017/5/2, 75, 24, 
2017/5/3, 71, 24, 
2017/5/4, 64, 19, 
2017/5/5, 63, 27, 
2017/5/6, 46, 24, 
2017/5/7, 47, 29, 
2017/5/8, 47, 24, 
2017/5/9, 59, 19, 
2017/5/10, 44, 26, 
2017/5/11, 48, 24, 
2017/5/12, 52, 28, 
2017/5/13, 53, 27, 
2017/5/14, 50, 30, 
2017/5/15, 44, 28, 
2017/5/16, 43, 24, 
2017/5/17, 42, 30, 
2017/5/18, 51, 37, 
2017/5/19, 57, 53, 
2017/5/20, 68, 70, 
2017/5/21, 67, 112, 
2017/5/22, 65, 23, 
2017/5/23, 72, 25, 
2017/5/24, 67, 18, 
2017/5/25, 44, , 
2017/5/26, 36, , 
2017/5/27, 38, , 
2017/5/28, 50, 10, 
2017/5/29, 54, , 
2017/1/2, 60, 7, 
2017/1/3, 67, 6, 
2017/1/4, 101, , 
2017/1/10, 61, 6, 
2017/1/11, 57, 9, 
2017/1/12, 53, 10, 
2017/1/13, 39, 7, 
2017/1/14, 61, 8, 
2017/1/15, 68, , 
2017/1/16, 68, , 
2017/1/17, 84, , 1
2017/1/18, 53, , 
2017/1/19, 61, , 
2017/1/20, 56, , 
2017/1/21, 49, , 
2017/1/22, 55, , 1
2017/1/23, 47, 18, 1
2017/1/24, 66, 22, 1
2017/1/25, 62, 22, 1
2017/1/26, 70, 31, 1
2017/1/27, 58, 27, 
2017/1/28, 71, 110, 
2017/1/29, 78, 316, 1
2017/1/30, 54, 12, 1
2017/1/31, 72, 12, 1
2017/2/1, 84, 14, 
2017/2/2, 72, 12, 2
2017/2/3, 72, 17, 5
2017/2/4, 54, 17, 4
2017/2/5, 58, 13, 4
2017/2/6, 58, 13, 6
2017/2/7, 51, 10, 7
2017/2/8, 67, 9, 7
2017/2/9, 74, 11, 6
2017/2/10, 70, 17, 6
2017/2/11, 63, 17, 4
2017/2/12, 64, 14, 3
2017/2/13, 70, 14, 4
2017/2/14, 65, 12, 4
2017/2/15, 72, 17, 4
2017/2/16, 76, 28, 4
2017/2/17, 65, , 
2017/2/19, 39, 420, 6
2017/2/20, 51, 14, 8
2017/2/21, 58, 23, 5
2017/2/22, 63, 27, 2
2017/2/23, 60, 25, 
2017/2/24, 64, 27, 
2017/2/25, 66, 24, 
2017/2/26, 42, 23, 
2017/2/27, 44, 23, 
2017/2/28, 42, 21, 1
2017/3/1, 67, 12, 3
2017/3/2, 60, , 4
2017/3/3, 55, , 3
2017/3/4, 67, , 1
2017/3/5, 56, , 2
2017/3/6, 40, 19, 4
2017/3/7, 64, 15, 4
2017/3/8, 71, 18, 5
2017/3/9, 79, 19, 4
2017/3/10, 81, 20, 3
2017/3/11, 88, 19, 2
2017/3/12, 88, 14, 3
2017/3/13, 94, 16, 3
2017/3/14, 81, 17, 4
2017/3/15, 79, 19, 2
2017/3/16, 86, 19, 3
2017/3/17, 81, 17, 2
2017/3/18, 80, 21, 1
2017/3/19, 68, 20, 1
2017/3/20, 49, 19, 1
2017/3/21, 49, 23, 1
2017/3/22, 45, 27, 1
2017/3/23, 34, 23, 1
2017/3/24, 66, 27, 1
2017/3/25, 46, 24, 1
2017/3/26, 47, 24, 1
2017/3/27, 40, 20, 2
2017/3/28, 71, , 
2017/3/30, 58, 25, 4
2017/3/31, 55, 15, 4
2019/9/21, , 33, 7
2019/4/29, , 22, 78
2018/1/3, , 23, 2
2017/10/7, , 19, 2
2017/12/6, , 21, 
2017/1/1, , , 1
2017/1/9, , 8, 
2017/2/18, , 420, 
2017/3/29, , 21, 7
