date, pm10, o3, no2, so2, co
2018/10/7, 19, 34, 3, 2, 
2018/10/8, 13, 33, 2, , 
2018/10/16, 27, 27, 10, 6, 
2018/10/17, 25, 34, 19, 8, 
2018/10/18, 41, 46, 6, 7, 
2018/10/19, 23, 40, 1, 2, 
2018/10/22, 14, 29, 1, , 
2018/10/23, 10, 31, 6, , 
2018/10/24, 15, 32, 8, 5, 
2018/10/25, 11, 24, 7, 4, 
2018/10/26, 25, 28, 6, 4, 
2018/10/30, 16, 33, 1, , 
2018/10/31, 24, 27, 6, 3, 
2018/11/1, 46, 32, 3, 2, 
2018/11/2, 41, 23, 5, 2, 
2018/7/10, 11, 42, 4, 2, 
2018/8/21, 13, 52, 1, 1, 
2018/8/25, 39, 46, 5, , 
2018/4/1, 13, 41, 3, 1, 
2018/4/2, 13, 43, 4, 2, 
2018/4/3, 28, 44, 5, 1, 
2018/4/4, 34, 43, 6, 1, 
2018/4/5, 17, 38, 3, 1, 
2018/4/6, 8, 42, 4, 1, 
2018/4/7, 7, 42, 5, 2, 
2018/4/8, 7, 38, 6, 3, 
2018/4/9, 19, 36, 5, 2, 
2018/4/10, 15, , 9, 4, 
2018/4/11, 14, , 10, 1, 
2018/4/12, 27, , 6, 10, 
2018/4/13, 16, , 4, 4, 
2018/4/14, 10, , , 4, 
2018/4/15, 27, , 7, 2, 
2018/4/16, 55, , 8, 3, 
2018/4/17, 28, , 2, , 
2018/4/18, 9, , 3, , 
2018/4/19, 11, , 4, 2, 
2018/4/20, 12, , 7, 4, 
2018/4/21, 12, , 8, 8, 
2018/4/22, 13, , 13, 7, 
2018/4/23, 16, 36, 16, 4, 
2018/4/24, 18, 45, 12, 5, 
2018/4/25, 21, 46, 7, 4, 
2018/4/26, 18, 38, 5, 1, 
2018/4/27, 9, 49, 7, 5, 
2018/4/28, 19, 46, 5, 2, 
2018/4/29, 22, 45, 4, 3, 
2018/4/30, 20, 39, 4, 4, 
2018/5/1, 11, 41, 3, 1, 
2018/5/2, 17, 42, 2, 1, 
2018/5/3, 22, 46, 4, , 
2018/5/4, 30, 39, 2, , 
2018/5/5, 15, 44, 1, 1, 
2018/5/6, 14, 50, 2, 1, 
2018/5/7, 12, 48, 2, , 
2018/5/8, 11, 45, 7, 1, 
2018/5/9, 13, 40, 8, 2, 
2018/5/10, 11, 41, 1, , 
2018/5/11, 10, 40, 5, 3, 
2018/5/12, 20, 42, 4, 4, 
2018/5/13, 13, 39, 6, 2, 
2018/5/14, 29, 40, 2, 2, 
2018/5/15, 17, 37, 3, 3, 
2018/5/16, 19, 34, 5, 4, 
2018/5/17, 13, 40, 7, 8, 
2018/5/18, 25, 43, 2, , 
2018/5/19, 9, 44, , , 
2018/5/20, 25, 46, 1, 2, 
2018/5/21, 10, 42, 4, 2, 
2018/5/22, 21, 34, 3, 3, 
2018/5/23, 18, 38, 5, 1, 
2018/5/24, 18, 41, 2, , 
2018/5/25, 13, 43, 1, , 
2018/5/26, 12, 44, 3, 2, 
2018/5/27, 16, 45, 6, 5, 
2018/5/28, 27, 43, 8, 5, 
