date, pm25, pm10
2020/1/2, 108, 30
2020/1/3, 114, 27
2020/1/4, 112, 26
2020/1/5, 115, 35
2020/1/6, 119, 29
2020/1/7, 107, 40
2020/1/8, 133, 27
2020/1/9, 104, 15
2020/1/10, 82, 30
2020/1/11, 96, 20
2020/1/12, 90, 
2020/1/13, 108, 
2020/1/14, 88, 
2020/1/15, 102, 39
2020/1/16, 155, 
2019/10/1, 156, 73
2019/10/2, 155, 
2019/10/3, 155, 62
2019/10/4, 143, 53
2019/10/5, 131, 51
2019/10/6, 140, 56
2019/10/7, 136, 78
2019/10/8, 152, 
2019/10/9, 151, 
2019/10/10, 165, 
2019/10/11, 161, 
2019/10/12, 152, 
2019/10/13, 154, 
2019/10/14, 156, 
2019/10/15, 147, 
2019/10/16, 147, 
2019/10/17, 144, 
2019/10/18, 132, 
2019/10/19, 146, 
2019/10/20, 146, 
2019/10/21, 144, 64
2019/10/22, 150, 59
2019/10/23, 144, 64
2019/10/24, 151, 60
2019/10/25, 153, 70
2019/10/26, 155, 64
2019/10/27, 150, 51
2019/10/28, 141, 58
2019/10/29, 147, 62
2019/10/30, 155, 53
2019/10/31, 129, 45
2019/11/1, 121, 42
2019/11/2, 129, 39
2019/11/3, 123, 39
2019/11/4, 129, 53
2019/11/5, 144, 55
2019/11/6, 142, 60
2019/11/7, 151, 70
2019/11/8, 155, 53
2019/11/9, 141, 67
2019/11/10, 159, 55
2019/11/11, 143, 64
2019/11/12, 163, 66
2019/11/13, 156, 59
2019/11/14, 136, 60
2019/11/15, 135, 53
2019/11/16, 123, 55
2019/11/17, 138, 58
2019/11/18, 130, 43
2019/11/19, 117, 50
2019/11/20, 128, 54
2019/11/21, 128, 54
2019/11/22, 157, 65
2019/11/23, 157, 60
2019/11/24, 150, 68
2019/11/25, 160, 54
2019/11/26, 153, 52
2019/11/27, 144, 51
2019/11/28, 144, 48
2019/11/29, 141, 34
2019/11/30, 120, 48
2019/12/1, 133, 46
2019/12/2, 133, 54
2019/12/3, 144, 
2019/12/4, 127, 
2019/12/5, 131, 
2019/12/6, 122, 
2019/12/7, 122, 
2019/12/8, 125, 
2019/12/9, 143, 
2019/12/10, 136, 
2019/12/11, 145, 
2019/12/12, 133, 
2019/12/13, 141, 
2019/12/14, 125, 
2019/12/15, 142, 
2019/12/16, 151, 
2019/12/17, 116, 
2019/12/18, 128, 27
2019/12/19, 137, 
2019/12/20, 145, 51
2019/12/21, 139, 46
2019/12/22, 130, 47
2019/12/23, 127, 60
2019/12/24, 138, 23
2019/12/25, 113, 40
2019/12/26, 132, 40
2019/12/27, 123, 30
2019/12/28, 114, 60
2019/12/29, 158, 
2019/7/1, 152, 73
2019/7/2, 155, 68
2019/7/3, 154, 61
2019/7/4, 147, 65
2019/7/5, 160, 56
2019/7/6, 129, 57
2019/7/7, 137, 63
2019/7/8, 143, 67
2019/7/9, 153, 59
2019/7/10, 138, 66
2019/7/11, 139, 64
2019/7/12, 143, 64
2019/7/13, 152, 66
2019/7/14, 148, 62
2019/7/15, 145, 70
2019/7/16, 148, 66
2019/7/17, 149, 64
2019/7/18, 135, 58
2019/7/19, 140, 
2019/7/20, 147, 56
2019/7/21, 131, 66
2019/7/22, 157, 63
2019/7/23, 135, 60
2019/7/24, 143, 71
2019/7/25, 164, 69
2019/7/26, 149, 55
2019/7/27, 146, 69
2019/7/28, 167, 64
2019/7/29, 157, 54
2019/7/30, 162, 62
2019/7/31, 147, 57
2019/8/1, 145, 65
2019/8/2, 150, 74
2019/8/3, 163, 59
2019/8/4, 149, 53
2019/8/5, 128, 54
2019/8/6, 122, 60
2019/8/7, 142, 62
2019/8/8, 148, 59
2019/8/9, 137, 66
2019/8/10, 147, 60
2019/8/11, 147, 61
2019/8/12, 147, 59
2019/8/13, 137, 56
2019/8/14, 132, 64
2019/8/15, 156, 70
2019/8/16, 171, 63
2019/8/17, 151, 56
2019/8/18, 135, 68
2019/8/19, 159, 62
2019/8/20, 132, 58
2019/8/21, 127, 60
2019/8/22, 145, 69
2019/8/23, 153, 63
2019/8/24, 147, 61
2019/8/25, 151, 61
2019/8/26, 147, 60
2019/8/27, 147, 55
2019/8/28, 137, 68
2019/8/29, 148, 62
2019/8/30, 143, 64
2019/8/31, 152, 61
2019/9/1, 154, 67
2019/9/2, 159, 60
2019/9/3, 155, 64
2019/9/4, 159, 59
2019/9/5, 157, 60
2019/9/6, 146, 60
2019/9/7, 148, 61
2019/9/8, 149, 59
2019/9/9, 152, 54
2019/9/10, 133, 69
