date, pm25, pm10, no2, co
2017/4/13, 61, 28, 33, 
2017/4/14, 62, 27, 18, 
2017/4/15, 63, 19, 17, 
2017/4/16, 46, 14, 23, 
2017/4/17, 49, 25, 27, 
2017/4/18, 52, 26, 33, 
2017/4/19, 53, 15, 34, 
2017/4/20, 30, 25, 37, 
2017/4/21, 59, 29, 39, 
2017/4/22, 62, 25, 16, 
2017/4/23, 50, 31, 20, 
2017/4/24, 58, 35, 21, 
2017/4/25, 73, 18, 33, 
2017/4/26, 53, 19, 39, 
2017/4/27, 56, 13, 29, 
2017/4/28, 38, 21, 33, 
2017/4/29, 60, 20, 23, 
2017/4/30, 57, 20, 20, 
2017/5/1, 58, 12, 34, 
2017/5/2, 46, 12, 38, 
2017/5/3, 38, 16, 31, 
2017/5/4, 45, 23, 53, 
2017/5/5, 67, 35, 42, 
2017/5/6, 71, 20, 34, 
2017/5/7, 61, 16, 36, 
2017/5/8, 31, 14, 37, 
2017/5/9, 30, 23, 25, 
2017/5/10, 53, 26, 43, 
2017/5/11, 60, 25, 29, 
2017/5/12, 55, 16, 20, 
2017/5/13, 46, 18, 17, 
2017/5/14, 54, 15, 26, 
2017/5/15, 18, 15, 32, 
2017/5/16, 33, 23, 39, 
2017/5/17, 52, 22, 35, 
2017/5/18, 46, 29, 30, 
2017/5/19, 58, 12, 23, 
2017/5/20, 26, 14, 35, 
2017/5/21, 29, 18, 39, 
2017/5/22, 49, 19, 27, 
2017/5/23, 30, 22, 40, 
2017/5/24, 52, 31, 22, 
2017/5/25, 60, 19, 28, 
2017/5/26, 26, 26, 34, 
2017/5/27, 48, 23, 26, 
2017/5/28, 52, 26, 35, 
2017/5/29, 50, 21, 26, 
2017/5/30, 42, 18, 30, 
2017/5/31, 34, 19, 21, 
2017/6/1, 37, 16, 11, 
2017/6/2, 30, 18, 14, 
2017/6/3, 52, 19, 12, 
2017/6/4, 46, 19, 29, 
2017/6/5, 42, 21, 29, 
2017/6/6, 49, 10, 29, 
2017/6/7, 14, 10, 22, 
2017/6/8, 33, , 32, 
2017/6/9, 34, 39, 32, 
2017/6/10, 74, 34, 23, 
2017/6/11, 77, 30, 29, 
2017/6/12, 63, 28, 33, 
2017/6/13, 55, 31, 36, 
2017/6/14, 55, 34, 30, 
2017/6/15, 73, 23, 28, 
2017/6/16, 55, 23, 25, 
2017/6/17, 46, 16, 18, 
2017/6/18, 22, 17, 34, 
2017/6/19, 29, 24, 35, 
2017/6/20, 49, 22, 26, 
2017/6/21, 26, 22, 31, 
2017/6/22, 25, 26, 18, 
2017/6/23, 57, 27, 18, 
2017/6/24, 73, 23, 17, 
2017/6/25, 35, 20, 26, 
2017/6/26, 13, 16, 33, 
2017/6/27, 33, 18, 30, 
2017/6/28, 45, 17, 33, 
2017/6/29, 34, 13, 32, 
2017/6/30, 17, 13, 23, 
2017/1/2, 151, 59, 45, 
2017/1/3, 152, 64, 42, 
2017/1/4, 109, 12, 28, 
2017/1/5, 17, 12, 37, 
2017/1/6, 42, 36, 40, 
2017/1/7, 82, 37, 34, 
2017/1/8, 59, 64, 43, 
2017/1/9, 154, 55, 37, 
2017/1/10, 124, 47, 40, 
2017/1/11, 93, 55, 32, 
2017/1/12, 139, 31, 39, 
2017/1/13, 87, 19, 42, 
2017/1/14, 30, 33, 41, 
2017/1/15, 78, 28, 59, 
2017/1/16, 61, 32, 52, 
2017/1/17, 63, 47, 55, 
2017/1/18, 97, 50, 60, 
2017/1/19, 109, 61, 77, 
2017/1/20, 149, 67, 58, 
2017/1/21, 159, 49, 54, 
2017/1/22, 139, 54, 69, 
2017/1/23, 117, 61, 73, 
2017/1/24, 144, 51, 58, 
2017/1/25, 107, 54, 52, 
2017/1/26, 132, 57, 48, 
2017/1/27, 139, 75, 43, 
2017/1/28, 164, 96, 56, 
2017/1/29, 184, 105, 44, 
2017/1/30, 209, 102, 40, 
2017/1/31, 162, 98, 55, 
2017/2/1, 191, 80, 50, 
2017/2/2, 166, 51, 37, 
2017/2/3, 117, 36, 35, 
2017/2/4, 91, 32, 33, 
2017/2/5, 87, 37, 50, 
2017/2/6, 99, 40, 46, 
2017/2/7, 89, 37, 35, 
2017/2/8, 82, 36, 35, 
2017/2/9, 70, 38, 37, 
2017/2/10, 89, 50, 35, 
2017/2/11, 119, , 30, 
2017/2/13, 127, 43, 38, 
2017/2/14, 99, 52, 43, 
2017/2/15, 134, 55, 52, 
2017/2/16, 91, 35, 40, 
2017/2/17, 85, 70, 28, 
2017/2/18, 159, 65, 32, 
2017/2/19, 154, 59, 37, 
2017/2/20, 147, 54, 46, 
2017/2/21, 129, 69, 44, 
2017/2/22, 112, 58, 47, 
2017/2/23, 152, 64, 49, 
2017/2/24, 157, 31, 38, 
2017/2/25, 70, 40, 47, 
2017/2/26, 95, 44, 47, 
2017/2/27, 97, 44, 40, 
2017/2/28, 104, 21, 52, 
2017/3/1, 55, 35, 44, 
2017/3/2, 72, 50, 39, 
2017/3/3, 104, 32, 26, 
2017/3/4, 78, 14, 26, 
2017/3/6, 68, 10, 42, 
2017/3/7, 25, 18, 56, 
2017/3/8, 38, 41, 64, 
2017/3/9, 59, , 58, 
2017/3/12, 42, 31, , 
2017/3/13, 59, 53, , 
2017/3/14, 109, 64, 48, 
2017/3/15, 151, 78, 60, 
2017/3/16, 162, 76, 58, 
2017/3/17, 163, 31, 27, 
2017/3/18, 68, 42, 28, 
2017/3/19, 85, 64, 39, 
2017/3/20, 153, 71, 37, 
2017/3/21, 158, 55, 26, 
2017/3/22, 124, 45, 36, 
2017/3/23, 102, 32, 34, 
2017/3/24, 68, 48, 28, 
2017/3/25, 122, 18, 19, 
2017/3/26, 65, 29, 33, 
2017/3/27, 69, 40, 48, 
2017/3/28, 84, 42, 55, 
2017/3/29, 78, 37, 55, 
2017/3/30, 79, 43, 46, 
2017/3/31, 96, 30, 36, 
2020/1/1, , 64, 36, 
2019/9/30, , 33, 37, 
2019/8/13, , 8, 17, 
2019/9/3, , 22, 36, 
2019/6/4, , 19, 9, 
2019/6/12, , 13, 22, 
2019/6/28, , 25, 13, 
2018/12/31, , 70, 31, 
2019/3/19, , 24, 32, 
2018/12/4, , 61, 57, 
2018/7/12, , 24, , 
2018/9/11, , 47, 38, 
2018/5/10, , 30, 39, 
2018/1/4, , 54, 40, 
2018/2/28, , 55, 44, 
2018/3/9, , 13, 34, 
2017/8/2, , 37, 38, 
2017/8/24, , 28, 25, 
2017/1/1, , 58, 42, 
2017/2/12, , 52, 24, 
2017/3/5, , 27, 44, 
2017/3/11, , 16, , 
2019/6/3, , , 11, 
2018/2/26, , , 42, 
2018/2/27, , , 43, 
2018/3/8, , , 48, 
