date, pm25, pm10, no2
2017/8/11, 45, 10, 7
2017/8/12, 30, 13, 10
2017/8/13, 35, 14, 12
2017/8/14, 38, 12, 16
2017/8/15, 38, 14, 11
2017/8/16, 34, 11, 15
2017/8/17, 26, 10, 7
2017/8/18, 26, 10, 5
2017/8/19, 24, 14, 7
2017/8/20, 35, 18, 11
2017/8/21, 38, 19, 13
2017/8/22, 41, 25, 12
2017/8/23, 58, 19, 9
2017/8/24, 41, 21, 21
2017/8/25, 41, 31, 16
2017/8/26, 72, 26, 7
2017/8/27, 66, 42, 18
2017/8/28, 78, 44, 22
2017/8/29, 95, 28, 14
2017/8/30, 73, 9, 11
2017/8/31, 26, 21, 18
2017/9/1, 51, 10, 10
2017/9/2, 31, 16, 16
2017/9/3, 51, 18, 18
2017/9/4, 51, 17, 13
2017/9/5, 46, 6, 11
2017/9/6, 15, , 
2017/9/10, 17, 10, 5
2017/9/11, 22, 10, 8
2017/9/12, 23, 11, 5
2017/9/13, 22, 8, 8
2017/9/14, 21, 13, 10
2017/9/15, 35, 23, 
2017/9/16, 64, 14, 
2017/9/17, 46, 13, 
2017/9/18, 34, 12, 12
2017/9/19, 34, 17, 13
2017/9/20, 47, 14, 17
2017/9/21, 36, 22, 25
2017/9/22, 51, 24, 23
2017/9/23, 68, 35, 14
2017/9/24, 97, 40, 15
2017/9/25, 101, 39, 15
2017/9/26, 98, 38, 22
2017/9/27, 89, 20, 19
2017/9/28, 52, 18, 15
2017/9/29, 45, 15, 14
2017/9/30, 41, 11, 10
2017/4/1, 64, 21, 13
2017/4/2, 61, 23, 16
2017/4/3, 68, 39, 28
2017/4/4, 90, 32, 14
2017/4/5, 75, 26, 14
2017/4/6, 53, 37, 20
2017/4/7, 84, 33, 16
2017/4/8, 88, 53, 19
2017/4/9, 133, 27, 12
2017/4/10, 53, 23, 17
2017/4/11, 51, 31, 12
2017/4/12, 70, 19, 9
2017/4/13, 44, 29, 16
2017/4/14, 68, 15, 9
2017/4/15, 44, 16, 9
2017/4/16, 41, 10, 7
2017/4/17, 30, 8, 13
2017/4/18, 22, 14, 11
2017/4/19, 40, 36, 25
2017/4/20, 86, 41, 21
2017/4/21, 96, 16, 8
2017/4/22, 37, 10, 7
2017/4/23, 24, 25, 18
2017/4/24, 59, 12, 9
2017/4/25, 22, 14, 13
2017/4/26, 29, 14, 16
2017/4/27, 31, 17, 13
2017/4/28, 46, 19, 16
2017/4/29, 56, 18, 8
2017/4/30, 48, 9, 5
2017/5/1, 21, 28, 23
2017/5/2, 71, 19, 12
2017/5/3, 62, 23, 11
2017/5/4, 66, 19, 9
2017/5/5, 56, 30, 9
2017/5/6, 85, 27, 9
2017/5/7, 78, 18, 11
2017/5/8, 37, 18, 11
2017/5/9, 35, 29, 12
2017/5/10, 62, 31, 17
2017/5/11, 67, 17, 13
2017/5/12, 42, 13, 9
2017/5/13, 41, 15, 13
2017/5/14, 41, 13, 11
2017/5/15, 28, 14, 12
2017/5/16, 26, 23, 18
2017/5/17, 44, 23, 11
2017/5/18, 65, 15, 9
2017/5/19, 46, 10, 9
2017/5/20, 28, 9, 10
2017/5/21, 27, 17, 13
2017/5/22, 41, 19, 14
2017/5/23, 43, 19, 15
2017/5/24, 45, 14, 7
2017/5/25, 39, 15, 8
2017/5/26, 30, 16, 11
2017/5/27, 36, 12, 10
2017/5/28, 33, 22, 14
2017/5/29, 50, 20, 9
2017/5/30, 51, 15, 9
2017/5/31, 35, 16, 11
2017/6/1, 30, 23, 17
2017/6/2, 39, 23, 11
2017/6/3, 57, 13, 7
2017/6/4, 30, 12, 6
2017/6/5, 22, 12, 5
2017/6/6, 20, 18, 5
2017/6/7, 34, 14, 7
2017/6/8, 27, 12, 11
2017/6/9, 28, 11, 
2017/6/10, 27, 12, 6
2017/6/11, 28, 17, 6
2017/6/12, 37, 18, 10
2017/6/13, 38, 18, 10
2017/6/14, 45, 24, 14
2017/6/15, 39, 20, 7
2017/6/16, 36, 16, 10
2017/6/17, 38, 20, 5
2017/6/18, 58, 23, 12
2017/6/19, 56, 25, 10
2017/6/20, 59, 22, 9
2017/6/21, 43, 38, 13
2017/6/22, 64, 27, 7
2017/6/23, 50, 11, 4
2017/6/24, 24, 10, 3
2017/6/25, 25, 16, 8
2017/6/26, 27, 27, 14
2017/6/27, 51, 23, 13
2017/6/28, 58, 16, 11
2017/6/29, 38, 14, 12
2017/6/30, 26, 16, 10
2017/1/2, 54, 15, 19
2017/1/3, 46, 18, 14
2017/1/4, 44, 16, 22
2017/1/5, 34, 26, 25
2017/1/6, 72, 23, 16
2017/1/7, 75, 27, 25
2017/1/8, 84, 19, 16
2017/1/9, 66, 20, 20
2017/1/10, 52, 17, 14
2017/1/11, 50, 15, 16
2017/1/12, 41, 10, 15
2017/1/13, 25, 10, 15
2017/1/14, 25, 12, 20
2017/1/15, 37, 26, 23
2017/1/16, 78, 44, 19
2017/1/17, 120, 52, 22
2017/1/18, 143, 41, 27
2017/1/19, 100, 43, 31
2017/1/20, 96, 37, 32
2017/1/21, 91, 70, 47
2017/1/22, 165, 64, 27
2017/1/23, 160, 66, 25
2017/1/24, 162, 43, 21
2017/1/25, 117, 43, 22
2017/1/26, 115, 43, 29
2017/1/27, 110, 21, 17
2017/1/28, 63, 18, 13
2017/1/29, 61, 10, 15
2017/1/30, 34, 23, 14
2017/1/31, 70, 22, 18
2017/2/1, 69, 18, 15
2017/2/2, 59, 14, 14
2017/2/3, 38, 11, 16
2017/2/4, 36, 24, 13
2017/2/5, 72, 34, 21
2017/2/6, 89, 31, 22
2017/2/7, 89, 44, 14
2017/2/8, 121, 59, 15
2017/2/9, 156, 62, 17
2017/2/10, 158, 76, 14
2017/2/11, 173, 58, 15
2017/2/12, 153, 45, 16
2017/2/13, 125, 45, 24
2017/2/14, 118, , 28
2017/2/17, 57, 27, 20
2017/2/18, 79, 27, 13
2017/2/19, 81, 16, 12
2017/2/20, 53, 14, 10
2017/2/21, 48, 9, 11
2017/2/22, 27, 12, 7
2017/2/23, 25, 11, 16
2017/2/24, 25, 16, 15
2017/2/25, 51, 14, 9
2017/2/26, 49, 9, 9
2017/2/27, 22, 7, 12
2017/2/28, 18, 11, 15
2017/3/1, 30, 18, 11
2017/3/2, 44, 17, 24
2017/3/3, 45, 9, 13
2017/3/4, 30, 10, 8
2017/3/5, 29, 9, 13
2017/3/6, 25, 15, 17
2017/3/7, 43, 14, 19
2017/3/8, 41, 20, 14
2017/3/9, 48, 19, 21
2017/3/10, 48, 23, 24
2017/3/11, 61, 24, 21
2017/3/12, 64, 37, 26
2017/3/13, 77, 29, 19
2017/3/14, 72, 36, 21
2017/3/15, 77, 45, 30
2017/3/16, 94, 27, 12
2017/3/17, 56, 11, 7
2017/3/18, 36, 15, 6
2017/3/19, 46, 14, 8
2017/3/20, 39, 13, 10
2017/3/21, 32, 16, 17
2017/3/22, 43, 25, 14
2017/3/23, 69, 34, 10
2017/3/24, 91, 23, 7
2017/3/25, 58, 19, 6
2017/3/26, 58, 34, 15
2017/3/27, 71, 47, 28
2017/3/28, 87, 22, 9
2017/3/29, 54, 21, 16
2017/3/30, 46, 23, 17
2017/3/31, 47, 21, 14
2020/1/1, , 21, 14
2018/12/31, , 21, 8
2018/11/8, , 22, 22
2017/12/31, , 10, 8
2017/9/9, , 9, 
2017/1/1, , 18, 21
2017/2/16, , 19, 18
2017/2/15, , , 18
