date, pm10, o3, no2, so2, co
2020/1/2, 6, 49, 10, 182, 81
2020/1/3, 8, 45, 11, 184, 83
2020/1/4, 15, 47, 10, 114, 85
2020/1/5, 17, 46, 13, 81, 86
2020/1/6, 21, 43, 12, 71, 86
2020/1/7, 16, 45, 13, 69, 88
2020/1/8, 23, 34, 12, 69, 90
2020/1/9, 24, 59, 8, 69, 85
2020/1/10, 13, 39, 10, 68, 83
2020/1/11, 11, 45, 12, 68, 87
2020/1/12, 20, 34, 14, 68, 89
2020/1/13, 29, 35, 14, 68, 91
2020/1/14, 35, 30, 15, 68, 93
2020/1/15, 31, 17, 12, 67, 98
2020/1/16, 35, , , , 
2019/10/1, 8, , 8, 4, 
2019/10/2, 21, , 9, 4, 
2019/10/3, 11, , 21, 3, 
2019/10/4, 15, , 12, 4, 
2019/10/5, 22, , 11, 5, 
2019/10/6, 16, , 8, 6, 
2019/10/7, 17, , 8, 5, 
2019/10/8, 15, , 5, 6, 
2019/10/9, 28, , 49, 6, 50
2019/10/10, 98, , 136, 3, 49
2019/10/11, 26, , 116, 3, 49
2019/10/12, 15, , 114, 3, 53
2019/10/13, 13, , 108, 3, 54
2019/10/14, 15, , 69, 4, 59
2019/10/15, 28, , 34, 4, 60
2019/10/16, 28, , , , 
2019/10/26, 23, 107, 68, 85, 
2019/10/27, 32, 101, 39, 88, 
2019/10/28, 28, 95, 36, 88, 
2019/10/29, 26, 110, 39, 87, 
2019/10/30, 26, 106, 29, 87, 
2019/10/31, 20, 59, 37, 87, 
2019/11/1, 20, 101, 24, 87, 
2019/11/2, 20, 110, 20, 87, 
2019/11/3, 18, 79, 14, 86, 
2019/11/4, 16, 46, 11, 86, 
2019/11/5, 15, , , , 
2019/11/11, 9, 43, 16, 84, 
2019/11/12, 4, 49, 17, 84, 
2019/11/13, 7, 75, 16, 84, 63
2019/11/14, 14, 62, 19, 83, 55
2019/11/15, 17, 70, 19, 83, 57
2019/11/16, 22, 66, 17, 83, 59
2019/11/17, 19, 80, 14, 83, 58
2019/11/18, 17, 78, 14, 83, 61
2019/11/19, 25, 49, 10, 83, 60
2019/11/20, 17, 28, 11, 83, 60
2019/11/21, 20, 58, 14, 82, 63
2019/11/22, 21, 58, 14, 82, 64
2019/11/23, 23, 56, 16, 81, 66
2019/11/24, 23, 49, 18, 81, 69
2019/11/25, 36, 41, 16, 81, 69
2019/11/26, 37, 35, 13, 81, 70
2019/11/27, 27, 50, 12, 80, 68
2019/11/28, 29, 45, 14, 80, 74
2019/11/29, 25, 38, 11, 80, 72
2019/11/30, 19, 4, 14, 80, 76
2019/12/1, 24, 58, 16, 79, 72
2019/12/2, 27, 52, 17, 79, 74
2019/12/3, 32, 48, 16, 79, 73
2019/12/4, 27, 49, 17, 79, 76
2019/12/5, 36, 46, 16, 78, 75
2019/12/6, 30, 42, 16, 78, 78
2019/12/7, 29, 48, 16, 77, 77
2019/12/8, 473, 48, 15, 83, 77
2019/12/9, 882, 45, 12, 77, 74
2019/12/10, 882, 51, 12, 79, 73
2019/12/11, 460, 52, 15, 86, 77
2019/12/12, 26, 49, 16, 174, 80
2019/12/13, 32, 42, 15, 172, 82
2019/12/14, 33, 40, 14, 178, 81
2019/12/15, 23, 39, 16, 183, 83
2019/12/16, 28, 45, 11, 173, 77
2019/12/17, 14, 65, 13, 202, 76
2019/12/18, 14, 54, 15, 201, 81
2019/12/19, 24, 35, 13, 196, 81
2019/12/20, 15, 38, 12, 192, 80
2019/12/21, 11, 45, 12, 192, 82
