date, pm25, pm10
2020/1/2, 13, 25
2020/1/3, 27, 20
2020/1/4, 16, 14
2020/1/5, 13, 19
2020/1/6, 13, 13
2020/1/7, 16, 15
2020/1/8, 17, 14
2020/1/9, 13, 14
2020/1/10, 27, 12
2020/1/11, 29, 11
2020/1/12, 29, 23
2020/1/13, 23, 17
2020/1/14, 39, 28
2020/1/15, 35, 18
2020/1/16, 37, 
2019/10/1, 30, 13
2019/10/2, 11, 7
2019/10/3, 15, 14
2019/10/4, 16, 17
2019/10/5, 15, 6
2019/10/6, 12, 11
2019/10/7, 7, 35
2019/10/8, 23, 56
2019/10/9, 22, 12
2019/10/10, 11, 15
2019/10/11, 15, 17
2019/10/12, 17, 9
2019/10/13, 14, 47
2019/10/14, 26, 62
2019/10/15, 31, 30
2019/10/16, 24, 29
2019/10/17, 19, 38
2019/10/18, 24, 10
2019/10/19, 13, 13
2019/10/20, 9, 17
2019/10/21, 10, 12
2019/10/22, 15, 15
2019/10/23, 16, 14
2019/10/24, 17, 12
2019/10/25, 13, 43
2019/10/26, 19, 22
2019/10/27, 13, 26
2019/10/28, 16, 34
2019/10/29, 20, 11
2019/10/30, 18, 16
2019/10/31, 19, 29
2019/11/1, 14, 12
2019/11/2, 14, 24
2019/11/3, 18, 30
2019/11/4, 22, 37
2019/11/5, 23, 53
2019/11/6, 30, 16
2019/11/7, 23, 49
2019/11/8, 37, 47
2019/11/9, 26, 31
2019/11/10, 24, 12
2019/11/11, 30, 22
2019/11/12, 25, 30
2019/11/13, 25, 12
2019/11/14, 15, 32
2019/11/15, 25, 16
2019/11/16, 9, 7
2019/11/17, 8, 42
2019/11/18, 21, 22
2019/11/19, 16, 43
2019/11/20, 22, 27
2019/11/21, 23, 47
2019/11/22, 29, 50
2019/11/23, 31, 26
2019/11/24, 20, 47
2019/11/25, 19, 45
2019/11/26, 22, 11
2019/11/27, 18, 8
2019/11/28, 22, 3
2019/11/29, 7, 9
2019/11/30, 10, 9
2019/12/1, 26, 30
2019/12/2, 42, 13
2019/12/3, 18, 21
2019/12/4, 25, 21
2019/12/5, 24, 23
2019/12/6, 34, 17
2019/12/7, 14, 21
2019/12/8, 14, 23
2019/12/9, 21, 22
2019/12/10, 29, 17
2019/12/11, 19, 30
2019/12/12, 31, 26
2019/12/13, 19, 10
2019/12/14, 33, 16
2019/12/15, 34, 15
2019/12/16, 15, 18
2019/12/17, 19, 30
2019/12/18, 29, 35
2019/12/19, 27, 30
2019/12/20, 33, 22
2019/12/21, 23, 29
2019/12/22, 25, 49
2019/12/23, 44, 28
2019/12/24, 24, 9
2019/12/25, 18, 21
2019/12/26, 25, 30
2019/12/27, 27, 18
2019/12/28, 13, 
2019/7/1, 14, 23
2019/7/2, 16, 34
2019/7/3, 26, 29
2019/7/8, 32, 19
2019/7/9, 19, 26
2019/7/10, 22, 31
2019/7/11, 26, 25
2019/7/12, 22, 38
2019/7/13, 32, 34
2019/7/14, 29, 25
2019/7/15, 23, 13
2019/7/16, 15, 18
2019/7/17, 18, 50
2019/7/18, 37, 58
2019/7/19, 35, 56
2019/7/20, 29, 12
2019/7/21, 19, 12
2019/7/22, 16, 19
2019/7/23, 20, 27
2019/7/24, 34, 32
2019/7/25, 29, 41
2019/7/26, 35, 16
2019/7/27, 16, 59
2019/7/28, 38, 20
2019/7/29, 21, 27
2019/7/30, 25, 19
2019/7/31, 26, 50
2019/8/1, 28, 49
2019/8/2, 34, 16
2019/8/3, 25, 41
2019/8/4, 28, 27
2019/8/5, 26, 26
2019/8/6, 28, 58
2019/8/7, 48, 16
2019/8/8, 23, 23
2019/8/9, 24, 20
2019/8/10, 27, 
2019/8/12, 26, 63
2019/8/13, 35, 14
