date, aqi
2019/2/25, 
2019/2/26, 
2019/2/27, 
2019/2/28, 
2019/3/1, 
2019/3/2, 
2019/3/3, 
2019/3/4, 
2019/3/5, 
2019/3/6, 
2019/3/7, 
2019/3/8, 
2019/3/9, 
2019/3/10, 
2019/3/11, 
2019/3/12, 
2019/3/13, 
2019/3/14, 
2019/3/15, 
2019/3/16, 
2019/3/17, 
2019/3/18, 
2019/3/19, 
2019/3/20, 
2019/3/21, 
2019/3/22, 
2019/3/23, 
2019/3/24, 
2019/3/25, 
2019/3/26, 
2019/3/27, 
2019/3/28, 
2019/3/29, 
2019/3/30, 
2019/3/31, 
2018/10/1, 73
2018/10/2, 70
2018/10/3, 55
2018/10/4, 54
2018/10/5, 55
2018/10/6, 61
2018/10/7, 56
2018/10/8, 53
2018/10/9, 53
2018/10/10, 51
2018/10/11, 56
2018/10/12, 59
2018/10/13, 53
2018/10/14, 52
2018/10/15, 53
2018/10/16, 54
2018/10/17, 53
2018/10/18, 48
2018/10/19, 42
2018/10/20, 51
2018/10/21, 54
2018/10/22, 55
2018/10/23, 57
2018/10/24, 57
2018/10/25, 53
2018/10/26, 51
2018/10/27, 55
2018/10/28, 57
2018/10/29, 57
2018/10/30, 58
2018/10/31, 59
2018/11/1, 61
2018/11/2, 58
2018/11/3, 57
2018/11/4, 57
2018/11/5, 57
2018/11/6, 58
2018/11/7, 58
2018/11/8, 60
2018/11/9, 57
2018/11/10, 55
2018/11/11, 54
2018/11/12, 53
2018/11/13, 54
2018/11/14, 53
2018/11/15, 55
2018/11/16, 53
2018/11/17, 56
2018/11/18, 62
2018/11/19, 51
2018/11/20, 52
2018/11/21, 53
2018/11/22, 53
2018/11/23, 55
2018/11/24, 60
2018/11/25, 59
2018/11/26, 58
2018/11/27, 62
2018/11/28, 63
2018/11/29, 67
2018/11/30, 62
2018/12/1, 62
2018/12/2, 62
2018/12/3, 59
2018/12/4, 59
2018/12/5, 57
2018/12/6, 58
2018/12/7, 55
2018/12/8, 51
2018/12/9, 53
2018/12/10, 54
2018/12/11, 53
2018/12/12, 54
2018/12/13, 52
2018/12/14, 55
2018/12/15, 63
2018/12/16, 41
2018/12/17, 42
2018/12/18, 52
2018/12/19, 57
2018/12/20, 54
2018/12/21, 54
2018/12/22, 55
2018/12/23, 55
2018/12/24, 60
2018/12/25, 58
2018/12/26, 56
2018/12/27, 58
2018/12/28, 58
2018/12/29, 56
2018/12/30, 55
2018/7/1, 22
2018/7/2, 18
2018/7/3, 27
2018/7/4, 38
2018/7/5, 37
2018/7/6, 29
2018/7/7, 34
2018/7/8, 40
2018/7/9, 27
2018/7/10, 14
2018/7/11, 25
2018/7/12, 35
2018/7/13, 33
2018/7/14, 33
2018/7/15, 26
2018/7/16, 27
2018/7/17, 31
2018/7/18, 38
2018/7/19, 43
2018/7/20, 39
2018/7/21, 41
2018/7/22, 32
2018/7/23, 40
2018/7/24, 41
2018/7/25, 45
2018/7/26, 44
2018/7/27, 47
2018/7/28, 47
2018/7/29, 41
2018/7/30, 24
2018/7/31, 13
2018/8/1, 24
2018/8/2, 24
2018/8/3, 38
2018/8/4, 42
2018/8/5, 43
2018/8/6, 43
2018/8/7, 47
2018/8/8, 36
2018/8/9, 37
2018/8/10, 34
2018/8/11, 39
2018/8/12, 44
2018/8/13, 47
2018/8/14, 50
2018/8/15, 65
2018/8/16, 92
2018/8/17, 72
2018/8/18, 63
2018/8/19, 75
2018/8/20, 69
2018/8/21, 71
2018/8/22, 59
2018/8/23, 44
2018/8/24, 55
2018/8/25, 63
2018/8/26, 64
2018/8/27, 69
2018/8/28, 71
2018/8/29, 68
2018/8/30, 65
2018/8/31, 65
2018/9/1, 59
2018/9/2, 58
2018/9/3, 57
2018/9/4, 57
2018/9/5, 54
2018/9/6, 51
2018/9/7, 52
2018/9/8, 52
2018/9/9, 54
2018/9/10, 52
2018/9/11, 54
2018/9/12, 51
2018/9/13, 55
2018/9/14, 57
2018/9/15, 50
2018/9/16, 33
2018/9/17, 51
2018/9/18, 59
2018/9/19, 61
2018/9/20, 64
2018/9/21, 59
2018/9/22, 55
2018/9/23, 52
2018/9/24, 54
2018/9/25, 60
2018/9/26, 66
2018/9/27, 69
2018/9/28, 68
2018/9/29, 65
2018/9/30, 67
2018/4/1, 25
2018/4/2, 27
2018/4/3, 28
2018/4/4, 29
2018/4/5, 33
2018/4/6, 33
2018/4/7, 35
2018/4/8, 25
2018/4/9, 27
2018/4/10, 26
2018/4/11, 21
2018/4/12, 32
2018/4/13, 24
2018/4/14, 20
2018/4/15, 17
2018/4/16, 23
2018/4/17, 24
2018/4/18, 24
2018/4/19, 19
2018/4/20, 26
2018/4/21, 22
2018/4/22, 26
2018/4/23, 22
2018/4/24, 18
2018/4/25, 22
2018/4/26, 21
2018/4/27, 20
2018/4/28, 28
2018/4/29, 27
2018/4/30, 16
2018/5/1, 21
2018/5/2, 25
2018/5/3, 23
2018/5/4, 25
2018/5/5, 30
2018/5/6, 24
2018/5/7, 23
2018/5/8, 25
2018/5/9, 23
2018/5/10, 19
2018/5/11, 25
2018/5/12, 20
2018/5/13, 23
2018/5/14, 19
2018/5/15, 24
2018/5/16, 25
2018/5/17, 22
2018/5/18, 18
2018/5/19, 17
2018/5/20, 14
2018/5/21, 19
2018/5/22, 21
2018/5/23, 24
2018/5/24, 20
2018/5/25, 24
2018/5/26, 17
2018/5/27, 13
2018/5/28, 24
2018/5/29, 24
2018/5/30, 25
2018/5/31, 21
2018/6/1, 22
2018/6/2, 17
2018/6/3, 21
2018/6/4, 20
2018/6/5, 30
2018/6/6, 39
2018/6/7, 45
2018/6/8, 43
2018/6/9, 31
2018/6/10, 35
2018/6/11, 31
2018/6/12, 38
2018/6/13, 43
2018/6/14, 30
2018/6/15, 33
2018/6/16, 27
2018/6/17, 27
2018/6/18, 15
2018/6/19, 13
2018/6/20, 25
2018/6/21, 28
2018/6/22, 28
2018/6/23, 21
2018/6/24, 16
2018/6/25, 16
2018/6/26, 17
2018/6/27, 17
2018/6/28, 28
2018/6/29, 22
2018/6/30, 25
2018/1/1, 17
2018/1/2, 15
2018/1/3, 20
2018/1/4, 15
2018/1/5, 13
2018/1/6, 24
2018/1/7, 29
2018/1/8, 23
2018/1/9, 20
2018/1/10, 17
2018/1/11, 18
2018/1/12, 17
2018/1/13, 20
2018/1/14, 23
2018/1/15, 27
2018/1/16, 34
2018/1/17, 31
2018/1/18, 33
2018/1/19, 29
2018/1/20, 21
2018/1/21, 21
2018/1/22, 17
2018/1/23, 20
2018/1/24, 18
2018/1/25, 23
2018/1/26, 22
2018/1/27, 21
2018/1/28, 20
2018/1/29, 22
2018/1/30, 27
2018/1/31, 25
2018/2/1, 31
2018/2/2, 32
2018/2/3, 32
2018/2/4, 32
2018/2/5, 24
2018/2/6, 27
2018/2/7, 31
2018/2/8, 34
2018/2/9, 36
2018/2/10, 41
2018/2/11, 43
2018/2/12, 41
2018/2/13, 37
2018/2/14, 26
2018/2/15, 26
2018/2/16, 38
2018/2/17, 35
2018/2/18, 38
2018/2/19, 39
2018/2/20, 33
2018/2/21, 29
2018/2/22, 30
2018/2/23, 29
2018/2/24, 22
2018/2/25, 24
2018/2/26, 23
2018/2/27, 33
2018/2/28, 33
2018/3/1, 29
2018/3/2, 33
2018/3/3, 25
2018/3/4, 21
2018/3/5, 23
2018/3/6, 23
2018/3/7, 23
2018/3/8, 27
2018/3/9, 22
2018/3/10, 18
2018/3/11, 24
2018/3/12, 27
2018/3/13, 27
2018/3/14, 31
2018/3/15, 27
2018/3/16, 31
2018/3/17, 29
2018/3/18, 28
2018/3/19, 25
2018/3/20, 25
2018/3/21, 21
2018/3/22, 24
2018/3/23, 28
2018/3/24, 32
2018/3/25, 26
2018/3/26, 26
2018/3/27, 24
2018/3/28, 26
2018/3/29, 26
2018/3/30, 26
2018/3/31, 26
2017/10/5, 29
2017/10/6, 26
2017/10/7, 21
2017/10/8, 21
2017/10/9, 16
2017/10/10, 18
2017/10/11, 20
2017/10/12, 21
2017/10/13, 19
2017/10/14, 21
2017/10/15, 28
2017/10/16, 26
2017/10/17, 33
2017/10/18, 43
2017/10/19, 44
2017/10/20, 33
2017/10/21, 26
2017/10/22, 21
2017/10/23, 18
2017/10/24, 23
2017/10/25, 25
2017/10/26, 24
2017/10/27, 24
2017/10/28, 23
2017/10/29, 21
2017/12/12, 29
2017/12/13, 32
2017/12/14, 34
2017/12/15, 35
2017/12/16, 30
2017/12/17, 26
2017/12/18, 27
2017/12/19, 23
2017/12/20, 29
2017/12/21, 28
2017/12/22, 24
2017/12/23, 27
2017/12/24, 22
2017/12/25, 25
2017/12/26, 28
2017/12/27, 27
2017/12/28, 36
2017/12/29, 27
2017/12/30, 29
2017/7/7, 28
2017/7/8, 27
2017/7/9, 25
2017/7/10, 30
2017/7/11, 24
2017/7/12, 25
2017/7/13, 31
2017/7/14, 28
2017/7/15, 32
2017/7/16, 37
2017/7/17, 41
2017/7/18, 43
2017/8/28, 22
2017/8/29, 23
2017/8/30, 32
2017/8/31, 29
2017/9/1, 27
2017/9/2, 22
2017/9/3, 20
2017/9/4, 11
2017/9/5, 16
2017/9/6, 21
2017/9/11, 15
2017/9/12, 32
2017/9/13, 29
2017/9/14, 18
2017/9/15, 14
2017/9/16, 11
2017/4/1, 60
2017/4/2, 50
2017/4/3, 46
2017/4/4, 49
2017/4/5, 52
2017/4/6, 53
2017/4/7, 55
2017/4/8, 58
2017/4/9, 57
2017/4/10, 52
2017/4/11, 53
2017/4/12, 55
2017/4/13, 60
2017/4/14, 57
2017/1/2, 50
2017/1/3, 46
2017/1/4, 51
2017/1/5, 52
2017/1/6, 58
2017/1/7, 54
2017/1/8, 44
2017/1/9, 51
2017/1/10, 53
2017/1/11, 63
2017/1/12, 61
2017/1/13, 58
2017/1/14, 61
2017/1/15, 55
2017/1/16, 52
2017/1/17, 49
2017/1/18, 50
2017/1/19, 49
2017/1/20, 47
2017/1/21, 42
2017/1/22, 41
2017/1/23, 47
2017/1/24, 48
2017/1/25, 50
2017/1/26, 50
2017/1/27, 49
2017/1/28, 52
2017/1/29, 55
2017/1/30, 53
2017/1/31, 51
2017/2/1, 44
2017/2/2, 45
2017/2/3, 45
2017/2/4, 52
2017/2/5, 57
2017/2/6, 47
2017/2/7, 53
2017/2/8, 56
2017/2/9, 53
2017/2/10, 52
2017/2/11, 53
2017/2/12, 55
2017/2/13, 55
2017/2/14, 54
2017/2/15, 52
2017/2/16, 52
2017/2/17, 51
2017/2/18, 53
2017/2/19, 47
2017/2/20, 53
2017/2/21, 56
2017/2/22, 57
2017/2/23, 58
2017/2/24, 52
2017/2/25, 49
2017/2/26, 52
2017/2/27, 50
2017/2/28, 53
2017/3/1, 54
2017/3/2, 55
2017/3/3, 56
2017/3/4, 54
2017/3/5, 55
2017/3/6, 57
2017/3/7, 60
2017/3/8, 65
2017/3/9, 61
2017/3/10, 68
2017/3/11, 68
2017/3/12, 69
2017/3/13, 58
2017/3/14, 60
2017/3/15, 61
2017/3/16, 60
2017/3/17, 59
2017/3/18, 58
2017/3/19, 54
2017/3/20, 51
2017/3/21, 50
2017/3/22, 51
2017/3/23, 55
2017/3/24, 57
2017/3/25, 55
2017/3/26, 57
2017/3/27, 55
2017/3/28, 57
2017/3/29, 52
2017/3/30, 49
2017/3/31, 58
