date, pm25, pm10, o3, so2
2019/7/20, 29, 16, 12, 
2019/7/21, 30, 20, 12, 
2019/7/22, 31, 20, 11, 1
2019/7/23, 26, 19, 9, 16
2019/7/24, 22, , 13, 
2019/7/25, 18, 14, 9, 
2019/7/26, 26, 18, 16, 
2019/7/27, 27, 16, 17, 1
2019/7/28, 35, 19, 18, 1
2019/7/29, 35, 21, 19, 1
2019/7/30, 36, 16, 21, 
2019/7/31, 29, 14, 15, 
2019/8/1, 24, 15, 14, 
2019/8/2, 24, 14, 17, 
2019/8/3, 22, 15, 12, 
2019/8/4, 22, 12, 11, 
2019/8/5, 21, 12, 11, 
2019/8/6, 18, 13, 9, 
2019/8/7, 21, 22, 10, 
2019/8/8, 29, 26, 9, 
2019/8/9, 38, 24, 11, 
2019/8/10, 34, 23, 12, 
2019/8/11, 36, 18, 13, 
2019/8/12, 34, 17, 13, 
2019/8/13, 34, 15, 8, 1
2019/8/14, 27, 11, 7, 
2019/8/15, 22, 14, 10, 
2019/8/16, 27, 17, 10, 
2019/8/17, 31, 29, 10, 
2019/8/18, 50, 35, 15, 
2019/8/19, 59, 23, 11, 
2019/8/20, 37, 18, 12, 
2019/8/21, 29, 16, 16, 
2019/8/22, 22, 16, 10, 
2019/8/23, 25, 13, 11, 1
2019/8/24, 27, 13, 10, 
2019/8/25, 23, 18, 13, 1
2019/8/26, 28, 25, 8, 
2019/8/27, 23, 19, 12, 
2019/8/28, 26, 20, 15, 1
2019/8/29, 38, 14, 14, 
2019/8/30, 32, 21, 7, 
2019/8/31, 40, 19, 9, 1
2019/9/1, 38, 15, 10, 1
2019/9/2, 32, 15, 10, 
2019/9/3, 31, 24, 10, 
2019/9/4, 33, 42, 19, 
2019/9/5, 47, 41, 17, 
2019/9/6, 49, 32, 23, 
2019/9/7, 42, 37, 26, 
2019/9/8, 54, 33, 17, 
2019/9/9, 47, 13, 15, 1
2019/9/10, 27, 19, 16, 
2019/9/11, 37, 21, 15, 
2019/9/12, 37, 21, 14, 
2019/9/13, 34, 16, 11, 
2019/9/14, 29, 14, 9, 
2019/9/15, 25, 18, 11, 1
2019/9/16, 30, 27, 17, 1
2019/9/17, 41, 22, 22, 
2019/9/18, 51, 21, 16, 
2019/9/19, 26, 19, 15, 
2019/9/20, 25, 19, 15, 
2019/9/21, 26, 17, 15, 
2019/9/22, 26, 20, 18, 1
2019/9/23, 30, 31, 19, 
2019/9/24, 33, 25, 19, 
2019/9/25, 38, 33, 25, 
2019/9/26, 40, 21, 19, 
2019/9/27, 38, 17, 16, 
2019/9/28, 42, 14, 15, 
2019/9/29, 31, 23, 17, 
2019/9/30, 40, 20, 17, 
2019/4/1, 35, 13, 14, 
2019/4/2, 30, 19, 20, 
2019/4/3, 33, 20, 16, 1
2019/4/4, 38, 18, 12, 
2019/4/5, 28, 16, 14, 
2019/4/6, 30, 14, 11, 
2019/4/7, 34, 21, 10, 
2019/4/8, 26, 16, 14, 
2019/4/9, 22, 16, 16, 
2019/4/10, 23, 21, 19, 
2019/4/11, 31, 23, 18, 
2019/4/12, 41, 20, 11, 
2019/4/13, 35, 22, 12, 
2019/4/14, 35, 16, 17, 
2019/4/15, 24, 14, 26, 1
2019/4/16, 33, , 18, 
2019/4/17, 35, 30, 15, 
2019/4/18, 31, 25, 18, 
2019/4/19, 26, 25, 19, 
2019/4/20, 25, 18, 19, 
2019/4/21, 22, 18, 23, 
2019/4/22, 30, 23, 23, 
2019/4/23, 41, 21, 19, 
2019/4/24, 29, 27, 12, 
2019/4/25, 27, 17, 14, 
2019/4/26, 33, 17, 26, 
2019/4/27, 34, 27, 18, 
2019/4/28, 46, 23, 21, 
2019/4/29, 38, 21, 12, 
2019/4/30, 37, 18, 14, 
2019/5/1, 29, 15, 14, 
2019/5/2, 28, 13, 12, 
2019/5/3, 23, 22, 9, 
2019/5/4, 34, 20, 18, 
2019/5/5, 31, 15, 17, 
2019/5/6, 28, 20, 24, 1
2019/5/7, 36, 18, 17, 
2019/5/8, 36, 19, 14, 
2019/5/9, 35, 16, 14, 
2019/5/10, 29, 18, 11, 
2019/5/11, 21, 19, 10, 
2019/5/12, 30, 17, 12, 
2019/5/13, 33, 21, 15, 
2019/5/14, 30, 26, 29, 
2019/5/15, 46, 23, 22, 
2019/5/16, 48, 21, 25, 
2019/5/17, 37, 18, 24, 
2019/5/18, 34, 18, 22, 
2019/5/19, 30, 24, 25, 
2019/5/20, 32, 17, 20, 
2019/5/21, 30, 17, 21, 
2019/5/22, 37, 18, 17, 
2019/5/23, 34, 24, 23, 
2019/5/24, 40, 22, 19, 
2019/5/25, 41, 23, 17, 
2019/5/26, 47, 30, 20, 
2019/5/27, 52, 23, 23, 
2019/5/28, 45, 23, 20, 
2019/5/29, 38, 33, 18, 
2019/5/30, 37, 27, 15, 
2019/5/31, 27, 24, 9, 
2019/6/1, 20, 18, 8, 
2019/6/2, 21, 28, 9, 
2019/6/3, 24, 27, 18, 
2019/6/4, 33, 23, 15, 
2019/6/5, 37, 17, 10, 
2019/6/6, 28, 21, 8, 
2019/6/7, 41, 24, 8, 
2019/6/8, 41, 20, 9, 
2019/6/9, 32, 15, 12, 
2019/6/10, 27, 34, 8, 
2019/6/11, 53, 27, 9, 
2019/6/12, 42, 22, 8, 
2019/6/13, 39, 16, 13, 
2019/6/14, 29, 15, 15, 
2019/6/15, 38, 12, 11, 
2019/6/16, 20, 15, 11, 
2019/6/17, 23, 19, 8, 
2019/6/18, 35, 18, 9, 
2019/6/19, 34, 29, 9, 
2019/6/20, 49, 53, 10, 
2019/6/21, 70, 53, 10, 
2019/6/22, 73, 53, 11, 
2019/6/23, 72, 48, 12, 
2019/6/24, 68, 63, 11, 
2019/6/25, 74, 47, 20, 
2019/6/26, 70, 26, 22, 
2019/6/27, 48, 24, 17, 
2019/6/28, 44, 12, 11, 
2019/6/29, 24, 13, 13, 
2019/6/30, 26, 21, 10, 
2019/1/1, 33, 22, 12, 
2019/1/2, 30, 23, 9, 
2019/1/3, 33, 20, 11, 
2019/1/4, 24, 20, 16, 
2019/1/5, 23, 15, 14, 1
2019/1/6, 25, 20, 13, 1
2019/1/7, 41, 30, 15, 
2019/1/8, 35, 22, 15, 
2019/1/9, 20, 21, 15, 2
2019/1/10, 23, 20, 15, 
2019/1/11, 35, 26, 14, 
2019/1/12, 33, 22, 12, 
2019/1/13, 32, , , 
2019/1/15, 38, 28, 10, 1
2019/1/16, 42, 26, 15, 1
2019/1/17, 40, 30, 15, 1
2019/1/18, 37, 21, 16, 
2019/1/19, 34, 16, 12, 
2019/1/20, 25, 11, 13, 1
2019/1/21, 29, 18, 15, 1
2019/1/22, 27, 21, 14, 
2019/1/23, 28, 22, 13, 
2019/1/24, 27, 15, 13, 
2019/1/25, 28, 16, 12, 
2019/1/26, 35, 7, 14, 
2019/1/27, 19, 13, 17, 
2019/1/28, 26, 25, 18, 
2019/1/29, 44, 16, 13, 1
2019/1/30, 30, 18, 13, 1
2019/1/31, 28, 22, 13, 1
2019/2/1, 32, 20, 12, 
2019/2/2, 29, 12, 9, 
2019/2/3, 26, 18, 11, 1
2019/2/4, 30, 25, 16, 1
2019/2/5, 44, 22, 17, 
2019/2/6, 37, 21, 15, 
2019/2/7, 36, 30, 18, 
2019/2/8, 43, 21, 14, 1
2019/2/9, 44, 11, 11, 
2019/2/10, 23, 16, 13, 
2019/2/11, 28, 19, 8, 
2019/2/12, 31, 11, 14, 1
2019/2/13, 22, 18, 17, 1
2019/2/14, 30, 26, 18, 
2019/2/15, 38, 21, 14, 
2019/2/16, 30, 17, 11, 
2019/2/17, 36, 28, 8, 
2019/2/18, 51, 24, 11, 
2019/2/19, 46, 20, 8, 
2019/2/20, 32, 22, 9, 
2019/2/21, 27, 22, 13, 
2019/2/22, 38, 19, 8, 
2019/2/23, 30, 22, 10, 
2019/2/24, 32, 21, 18, 
2019/2/25, 31, 21, 11, 1
2019/2/26, 37, 14, 11, 
2019/2/27, 20, 15, 14, 1
2019/2/28, 19, 21, 14, 
2019/3/1, 35, 21, 13, 
2019/3/2, 40, 23, 11, 
2019/3/3, 28, 12, 9, 
2019/3/4, 28, 12, 13, 
2019/3/5, 25, 14, 18, 
2019/3/6, 25, 16, 18, 1
2019/3/7, 31, 21, 18, 
2019/3/8, 29, 24, 14, 
2019/3/9, 38, 20, 10, 
2019/3/10, 32, 26, 11, 
2019/3/11, 31, 20, 10, 
2019/3/12, 33, 24, 17, 
2019/3/13, 32, 28, 16, 
2019/3/14, 37, 26, 15, 
2019/3/15, 39, 20, 13, 
2019/3/16, 34, 16, 12, 
2019/3/17, 42, 17, 15, 
2019/3/18, 31, 14, 14, 
2019/3/19, 35, 21, 18, 
2019/3/20, 42, 34, 23, 
2019/3/21, 64, 26, 19, 
2019/3/22, 43, 27, 23, 
2019/3/23, 55, 26, 19, 
2019/3/24, 50, 29, 18, 
2019/3/25, 38, 32, 15, 
2019/3/26, 29, 23, 17, 
2019/3/27, 30, 24, 17, 
2019/3/28, 28, 23, 18, 
2019/3/29, 23, 21, 17, 1
2019/3/30, 25, 27, 17, 
2019/3/31, 28, 18, 12, 
2018/10/1, 26, 21, 16, 
2018/10/2, 36, 21, 17, 
2018/10/3, 35, 22, 16, 
2018/10/4, 40, 22, 16, 1
2018/10/5, 41, 16, 14, 1
2018/10/6, 32, 15, 14, 
2018/10/7, 33, 17, 8, 
2018/10/8, 27, 17, 9, 1
2018/10/9, 31, 16, 7, 
2018/10/10, 35, 20, 9, 
2018/10/11, 36, 18, 17, 
2018/10/12, 19, 19, 17, 1
2018/10/13, 32, 16, 13, 
2018/10/14, 32, 15, 11, 
2018/10/15, 24, 19, 9, 
2018/10/16, 24, 20, 11, 
2018/10/17, 26, 17, 11, 
2018/10/18, 25, 19, 14, 
2018/10/19, 25, 22, 11, 
2018/10/20, 25, 17, 13, 1
2018/10/21, 28, 22, 17, 
2018/10/22, 29, 31, 15, 
2018/10/23, 34, 19, 15, 1
2018/10/24, 29, 19, 16, 
2018/10/25, 31, 20, 12, 
2018/10/26, 27, 16, 14, 
2018/10/27, 23, 17, 15, 1
2018/10/28, 33, 30, 19, 
2018/10/29, 48, 23, 20, 
2018/10/30, 49, 22, 18, 1
2018/10/31, 29, 26, 15, 
2018/11/1, 27, 13, 12, 
2018/11/2, 20, 15, 13, 
2018/11/3, 24, 16, 10, 
2018/11/4, 31, 15, 14, 
2018/11/5, 22, 22, 15, 
2018/11/6, 28, 22, 17, 
2018/11/7, 34, 17, 15, 
2018/11/8, 26, 22, 13, 
2018/11/14, 31, 9, 12, 
2018/11/15, 15, 10, 12, 
2018/11/16, 25, 14, 16, 
2018/11/17, 41, 14, 15, 
2018/11/18, 38, 20, 16, 1
2018/11/19, 38, 21, 13, 1
2018/11/20, 39, 22, 16, 1
2018/11/21, 54, 13, 14, 
2018/11/22, 35, 17, 15, 
2018/11/23, 26, 22, 13, 
2018/11/24, 34, 16, 14, 
2018/11/25, 20, 17, 10, 
2018/11/26, 27, 12, 13, 
2018/11/27, 19, 13, 14, 
2018/11/28, 23, 18, 10, 1
2018/11/29, 39, 31, 15, 1
2018/11/30, 39, 17, 13, 
2018/12/1, 27, 20, 10, 
2018/12/2, 38, 21, 9, 
2018/12/3, 40, 18, 12, 
2018/12/4, 34, 13, 14, 1
2018/12/5, 21, 20, 13, 
2018/12/6, 21, 19, 14, 1
2018/12/7, 34, 19, 13, 
2018/12/8, 32, 14, 11, 
2018/12/9, 20, 11, 11, 
2018/12/10, 19, 14, 12, 1
2018/12/11, 22, 16, 11, 1
2018/12/12, 34, 17, 14, 1
2018/12/13, 38, 13, 11, 
2018/12/14, 23, 11, 14, 
2018/12/15, 26, 14, 12, 
2018/12/16, 30, 14, 11, 
2018/12/17, 22, 22, 12, 1
2018/12/18, 41, 16, 12, 
2018/12/19, 34, 7, 14, 
2018/12/20, 16, 27, 16, 
2018/12/21, 33, 16, 12, 
2018/12/22, 27, 18, 12, 
2018/12/23, 36, 24, 13, 1
2018/12/24, 48, 22, 14, 
2018/12/25, 51, 15, 15, 1
2018/12/26, 32, 18, 13, 
2018/12/27, 27, 20, 10, 
2018/12/28, 28, 18, 9, 1
2018/12/29, 30, 21, 11, 
2018/12/30, 38, , , 
2018/7/1, 24, 16, 14, 
2018/7/2, 33, 18, 16, 
2018/7/3, 30, 22, 15, 
2018/7/4, 44, 17, 16, 
2018/7/5, 27, 20, 17, 
2018/7/6, 29, 28, 15, 2
2018/7/7, 47, 30, 13, 
2018/7/8, 51, 21, 15, 1
2018/7/9, 40, 24, 24, 
2018/7/10, 27, 15, 16, 
2018/7/11, 27, 21, 18, 
2018/7/12, 32, 26, 13, 
2018/7/13, 42, 22, 12, 
2018/7/14, 33, 24, 12, 1
2018/7/15, 36, 28, 10, 
2018/7/16, 35, 25, 10, 
2018/7/17, 29, 22, 7, 
2018/7/18, 23, 20, 9, 
2018/7/19, 30, 20, 9, 
2018/7/20, 33, 24, 15, 
2018/7/21, 46, 50, 12, 
2018/7/22, 67, 25, 22, 
2018/7/23, 36, 23, 20, 
2018/7/24, 36, 19, 12, 
2018/7/25, 27, 32, 11, 
2018/7/26, 49, 34, 13, 
2018/7/27, 49, 23, 14, 
2018/7/28, 32, 18, 13, 
2018/7/29, 27, 15, 13, 
2018/7/30, 24, 20, 10, 
2018/7/31, 26, 25, 10, 
2018/8/1, 36, 24, 9, 
2018/8/2, 38, 18, 13, 
2018/8/3, 28, 15, 13, 
2018/8/4, 25, 14, 10, 
2018/8/5, 24, 15, 14, 
2018/8/6, 23, 20, 13, 1
2018/8/7, 25, 36, 11, 
2018/8/8, 49, 44, 9, 
2018/8/9, 62, 47, 8, 
2018/8/10, 56, 20, 11, 
2018/8/11, 30, 16, 12, 
2018/8/12, 26, 18, 13, 
2018/8/13, 34, 21, 11, 
2018/8/14, 39, 21, 12, 1
2018/8/15, 32, 23, 12, 
2018/8/16, 34, 19, 12, 
2018/8/17, 30, 21, 16, 1
2018/8/18, 35, 16, 16, 
2018/8/19, 25, 19, 18, 1
2018/8/20, 25, 18, 13, 
2018/8/21, 21, 18, 9, 
2018/8/22, 18, 20, 16, 
2018/8/23, 31, 17, 12, 
2018/8/24, 25, 15, 12, 1
2018/8/25, 26, 15, 10, 
2018/8/26, 28, 18, 14, 1
2018/8/27, 29, 16, 11, 
2018/8/28, 24, 15, 11, 
2018/8/29, 23, 20, 6, 
2018/8/30, 33, 22, 10, 
2018/8/31, 29, 21, 10, 
2018/9/1, 34, 15, 9, 
2018/9/2, 27, 13, 9, 
2018/9/3, 23, 17, 8, 
2018/9/4, 27, 21, 12, 
2018/9/5, 40, 20, 13, 1
2018/9/6, 36, 23, 13, 2
2018/9/7, 29, 19, 16, 1
2018/9/8, 27, 16, 16, 
2018/9/9, 22, 18, 12, 
2018/9/10, 24, 26, 17, 1
2018/9/11, 34, 17, 19, 
2018/9/12, 30, 22, 16, 1
2018/9/13, 29, 23, 12, 
2018/9/14, 19, 33, 11, 
2018/9/15, 24, 24, 11, 
2018/9/16, 28, 21, 12, 
2018/9/17, 30, 31, 15, 
2018/9/18, 35, 22, 17, 
2018/9/19, 30, 20, 19, 
2018/9/20, 39, 17, 16, 
2018/9/21, 33, 21, 16, 
2018/9/22, 36, 16, 13, 
2018/9/23, 29, 18, 14, 
2018/9/24, 29, 21, 13, 
2018/9/25, 32, 26, 12, 
2018/9/26, 44, 28, 11, 4
2018/9/27, 46, 17, 12, 2
2018/9/28, 28, 15, 12, 
2018/9/29, 24, 14, 10, 1
2018/9/30, 23, 17, 12, 
2018/5/15, 22, 13, 10, 
2018/5/16, 23, 12, 12, 
2018/5/17, 26, 13, 13, 
2018/5/18, 25, 15, 14, 
2018/5/19, 25, 12, 10, 
2018/5/20, 17, 7, 9, 
2018/5/21, 26, 15, 9, 
2018/5/22, 26, 19, 15, 
2018/5/23, 29, 20, 14, 
2018/5/24, 31, 18, 10, 
2018/5/25, 26, 18, 9, 
2018/5/26, 19, 11, 10, 
2018/5/27, 22, 11, 10, 
2018/5/28, 25, 14, 11, 
2018/5/29, 24, 15, 16, 
2018/5/30, 25, 13, 9, 
2018/5/31, 40, 27, 11, 
2018/6/1, 45, 31, 8, 
2018/6/2, 39, 34, 10, 
2018/6/3, 35, 30, 11, 
2018/6/4, 33, 32, 17, 
2018/6/5, 39, 27, 18, 
2018/6/6, 23, 17, 18, 
2018/6/7, 25, 18, 14, 
2018/6/8, 24, 15, 15, 
2018/6/9, 36, 26, 12, 1
2018/6/10, 47, 30, 12, 
2018/6/11, 42, 33, 14, 
2018/6/12, 36, 27, 21, 
2018/6/13, 37, 23, 12, 
2018/6/14, 26, 18, 12, 
2018/6/15, 25, 21, 13, 
2018/6/16, 37, 26, 11, 1
2018/6/17, 44, 24, 19, 
2018/6/18, 34, 18, 21, 1
2018/6/19, 40, 29, 12, 
2018/6/20, 43, 37, 11, 
2018/6/21, 37, 35, 10, 
2018/6/22, 37, 33, 8, 
2018/6/23, 46, 40, 9, 
2018/6/24, 29, 16, 14, 
2018/6/25, 26, 16, 15, 1
2018/6/26, 30, 21, 12, 
2018/6/29, 20, 14, 13, 
2018/6/30, 15, 14, 11, 
2019/12/31, , 26, 17, 1
2018/12/31, , 38, 12, 
2019/1/14, , 22, 12, 1
2018/11/9, , 17, 11, 
2018/11/10, , 14, 13, 
2018/11/11, , 20, 13, 
2018/11/12, , 20, 8, 
2018/11/13, , 21, 10, 
2018/4/1, , 19, , 
2018/4/2, , 18, , 
2018/4/3, , 29, , 
2018/4/4, , 29, , 
2018/4/5, , 23, , 
2018/4/6, , 32, , 
2018/4/7, , 36, , 
2018/4/8, , 16, , 
2018/4/9, , 23, , 
2018/4/10, , 18, , 
2018/4/11, , 14, , 
2018/4/12, , 25, , 
2018/4/13, , 23, , 
2018/4/14, , 29, , 
2018/4/15, , 26, , 
2018/4/16, , 23, , 
2018/4/17, , 20, , 
2018/4/18, , 34, , 
2018/4/19, , 28, , 
2018/4/20, , 39, , 
2018/4/21, , 29, , 
2018/4/22, , 21, , 
2018/4/23, , 19, , 
2018/4/24, , 17, , 
2018/4/25, , 19, , 
2018/4/26, , 28, , 
2018/4/27, , 27, , 
2018/4/28, , 25, , 
2018/4/29, , 29, , 
2018/4/30, , 25, , 
2018/5/1, , 28, , 
2018/5/2, , 25, , 
2018/5/3, , 24, , 
2018/5/4, , 28, , 
2018/5/5, , 23, , 
2018/5/6, , 17, , 
2018/5/7, , 24, , 
2018/5/8, , 22, , 
2018/5/9, , 22, , 
2018/5/10, , 22, , 
2018/5/11, , 32, , 
2018/5/12, , 20, , 
2018/5/13, , 12, , 
2018/5/14, , 6, 10, 
2018/6/27, , 16, 8, 
2018/6/28, , 18, 11, 
2018/1/1, , 26, , 
2018/1/2, , 16, , 
2018/1/3, , 9, , 
2018/1/4, , 14, , 
2018/1/5, , 16, , 
2018/1/6, , 18, , 
2018/1/7, , 14, , 
2018/1/8, , 18, , 
2018/1/9, , 12, , 
2018/1/10, , 13, , 
2018/1/11, , 12, , 
2018/1/12, , 18, , 
2018/1/13, , 18, , 
2018/1/14, , 11, , 
2018/1/15, , 16, , 
2018/1/16, , 19, , 
2018/1/17, , 28, , 
2018/1/18, , 18, , 
2018/1/19, , 33, , 
2018/1/20, , 35, , 
2018/1/21, , 20, , 
2018/1/22, , 22, , 
2018/1/23, , 17, , 
2018/1/24, , 22, , 
2018/1/25, , 21, , 
2018/1/26, , 24, , 
2018/1/27, , 22, , 
2018/1/28, , 18, , 
2018/1/29, , 10, , 
2018/1/30, , 13, , 
2018/1/31, , 19, , 
2018/2/1, , 23, , 
2018/2/2, , 36, , 
2018/2/3, , 16, , 
2018/2/4, , 19, , 
2018/2/5, , 16, , 
2018/2/6, , 21, , 
2018/2/7, , 28, , 
2018/2/8, , 20, , 
2018/2/9, , 17, , 
2018/2/10, , 18, , 
2018/2/11, , 20, , 
2018/2/12, , 29, , 
2018/2/13, , 25, , 
2018/2/14, , 25, , 
2018/2/15, , 30, , 
2018/2/16, , 26, , 
2018/2/17, , 20, , 
2018/2/18, , 26, , 
2018/2/19, , 15, , 
2018/2/20, , 20, , 
2018/2/21, , 19, , 
2018/2/22, , 23, , 
2018/2/23, , 22, , 
2018/2/24, , 20, , 
2018/2/25, , 18, , 
2018/2/26, , 28, , 
2018/2/27, , 25, , 
2018/2/28, , 33, , 
2018/3/1, , 36, , 
2018/3/2, , 30, , 
2018/3/3, , 23, , 
2018/3/4, , 19, , 
2018/3/5, , 26, , 
2018/3/6, , 36, , 
2018/3/7, , 36, , 
2018/3/8, , 26, , 
2018/3/9, , 24, , 
2018/3/10, , 19, , 
2018/3/11, , 18, , 
2018/3/12, , 15, , 
2018/3/13, , 15, , 
2018/3/14, , 21, , 
2018/3/15, , 27, , 
2018/3/16, , 31, , 
2018/3/17, , 33, , 
2018/3/18, , 25, , 
2018/3/19, , 29, , 
2018/3/20, , 33, , 
2018/3/21, , 21, , 
2018/3/22, , 21, , 
2018/3/23, , 33, , 
2018/3/24, , 24, , 
2018/3/25, , 26, , 
2018/3/26, , 24, , 
2018/3/27, , 22, , 
2018/3/28, , 26, , 
2018/3/29, , 33, , 
2018/3/30, , 36, , 
2018/3/31, , 14, , 
2017/10/1, , 22, , 
2017/10/2, , 17, , 
2017/10/3, , 21, , 
2017/10/4, , 21, , 
2017/10/5, , 13, , 
2017/10/6, , 17, , 
2017/10/7, , 15, , 
2017/10/8, , 13, , 
2017/10/9, , 13, , 
2017/10/10, , 13, , 
2017/10/11, , 16, , 
2017/10/12, , 18, , 
2017/10/13, , 16, , 
2017/10/14, , 12, , 
2017/10/15, , 14, , 
2017/10/16, , 15, , 
2017/10/17, , 16, , 
2017/10/18, , 18, , 
2017/10/19, , 16, , 
2017/10/20, , 16, , 
2017/10/21, , 17, , 
2017/10/22, , 34, , 
2017/10/23, , 34, , 
2017/10/24, , 13, , 
2017/10/25, , 17, , 
2017/10/26, , 18, , 
2017/10/27, , 19, , 
2017/10/28, , 15, , 
2017/10/29, , 15, , 
2017/10/30, , 17, , 
2017/10/31, , 22, , 
2017/11/1, , 20, , 
2017/11/2, , 20, , 
2017/11/3, , 17, , 
2017/11/4, , 19, , 
2017/11/5, , 19, , 
2017/11/6, , 19, , 
2017/11/7, , 28, , 
2017/11/8, , 31, , 
2017/11/9, , 34, , 
2017/11/10, , 20, , 
2017/11/11, , 16, , 
2017/11/12, , 11, , 
2017/11/13, , 17, , 
2017/11/14, , 18, , 
2017/11/15, , 26, , 
2017/11/16, , 28, , 
2017/11/17, , 28, , 
2017/11/18, , 33, , 
2017/11/19, , 20, , 
2017/11/20, , 14, , 
2017/11/21, , 17, , 
2017/11/22, , 17, , 
2017/11/23, , 9, , 
2017/11/24, , 7, , 
2017/11/25, , 18, , 
2017/11/26, , 18, , 
2017/11/27, , 24, , 
2017/11/28, , 19, , 
2017/11/29, , 19, , 
2017/11/30, , 22, , 
2017/12/1, , 23, , 
2017/12/2, , 31, , 
2017/12/3, , 27, , 
2017/12/4, , 23, , 
2017/12/5, , 18, , 
2017/12/6, , 34, , 
2017/12/7, , 18, , 
2017/12/8, , 23, , 
2017/12/9, , 12, , 
2017/12/10, , 10, , 
2017/12/11, , 18, , 
2017/12/12, , 26, , 
2017/12/13, , 20, , 
2017/12/14, , 19, , 
