date, pm25, pm10, o3, no2
2020/1/2, 103, 23, 17, 15
2020/1/3, 75, 11, 23, 12
2020/1/4, 39, 12, 18, 14
2020/1/5, 39, 18, 4, 16
2020/1/6, 59, 16, 12, 23
2020/1/7, 58, 15, 7, 21
2020/1/8, 51, 13, 17, 24
2020/1/9, 42, 8, 24, 15
2020/1/10, 22, 7, 23, 19
2020/1/11, 21, 13, 18, 13
2020/1/12, 48, 14, 14, 20
2020/1/13, 52, 15, 21, 25
2020/1/14, 48, 11, 25, 23
2020/1/15, 29, , , 
2019/10/1, 18, 7, 21, 13
2019/10/2, 15, 8, 21, 11
2019/10/3, 17, 8, 18, 15
2019/10/4, 23, 7, 18, 9
2019/10/5, 19, 8, 7, 10
2019/10/6, 23, 8, 16, 12
2019/10/7, 23, 8, 19, 11
2019/10/8, 20, 7, 20, 13
2019/10/9, 16, 6, 19, 12
2019/10/10, 13, 9, 20, 18
2019/10/11, 19, 13, 24, 21
2019/10/12, 29, 16, 24, 20
2019/10/13, 42, 20, 22, 23
2019/10/14, 47, 22, 23, 16
2019/10/15, 45, 9, 22, 14
2019/10/16, 19, 9, 22, 19
2019/10/17, 19, 9, 17, 18
2019/10/18, 21, 10, 16, 16
2019/10/19, 21, 9, 12, 10
2019/10/20, 21, 14, 13, 17
2019/10/21, 38, 13, 15, 11
2019/10/22, 33, 18, 7, 10
2019/10/23, 51, 21, 10, 16
2019/10/24, 56, 16, 20, 18
2019/10/25, 36, 15, 14, 18
2019/10/26, 30, 15, 21, 12
2019/10/27, 37, 11, 18, 9
2019/10/28, 33, 14, 10, 10
2019/10/29, 42, 16, 13, 9
2019/10/30, 52, 21, 12, 12
2019/10/31, 62, 21, 5, 13
2019/11/1, 64, 8, 21, 11
2019/11/2, 27, 5, 22, 11
2019/11/3, 9, 4, 21, 14
2019/11/4, 8, 6, 22, 19
2019/11/5, 13, 10, 11, 17
2019/11/6, 25, 7, 13, 18
2019/11/7, 19, 8, 17, 21
2019/11/8, 20, 8, 15, 16
2019/11/9, 27, 14, 6, 12
2019/11/10, 47, 19, 4, 16
2019/11/11, 63, 12, 18, 18
2019/11/12, 41, 10, 13, 21
2019/11/13, 28, 11, 9, 18
2019/11/14, 34, 17, 8, 13
