date, pm25, o3, no2, co
2019/4/26, 16, 30, 10, 4
2019/4/27, 20, 33, 6, 3
2019/4/28, 25, 28, 9, 4
2019/4/29, 26, 21, 11, 4
2019/4/30, 22, 19, 12, 4
2019/5/1, 18, 18, 15, 5
2019/5/2, 22, 30, 15, 6
2019/5/3, 32, 40, 9, 4
2019/5/4, 36, 28, 11, 5
2019/5/5, 30, 29, 11, 4
2019/5/6, 14, 33, 11, 4
2019/5/7, 15, 28, 8, 3
2019/5/8, 13, 28, 11, 4
2019/5/9, 15, 31, 17, 5
2019/5/10, 25, 38, 13, 5
2019/5/11, 34, 36, 8, 4
2019/5/12, 26, 38, 20, 7
2019/5/13, 34, 36, 13, 5
2019/5/14, 30, 44, 13, 4
2019/5/15, 26, 33, 12, 5
2019/5/16, 29, 29, 9, 4
2019/5/17, 14, 24, 5, 4
2019/5/18, 11, 21, 4, 4
2019/5/19, 9, 21, 14, 4
2019/5/20, 23, 25, 10, 4
2019/5/21, 18, 24, 4, 3
2019/5/22, 16, 21, 11, 4
2019/5/23, 17, 25, 12, 5
2019/5/24, 20, 28, 6, 4
2019/5/25, 11, 34, 8, 5
2019/5/26, 24, 20, 8, 5
2019/5/27, 28, 23, 10, 4
2019/5/28, 17, 27, 19, 6
2019/5/29, 37, 34, 22, 8
2019/5/30, 57, 44, 10, 5
2019/5/31, 62, 27, 8, 4
2019/6/1, 31, 36, 11, 4
2019/6/2, 36, 42, 10, 4
2019/6/3, 36, 42, 8, 4
2019/6/4, 28, 35, 14, 5
2019/6/5, 26, 55, 9, 4
2019/6/6, 25, 49, 6, 4
2019/6/7, 25, 52, 3, 3
2019/6/8, 28, 34, 6, 4
2019/6/9, 19, 28, 15, 4
2019/6/10, 20, 25, 13, 5
2019/6/11, 24, 25, 10, 4
2019/6/12, 15, 35, 13, 4
2019/6/13, 17, 39, 7, 4
2019/6/14, 20, 27, 4, 4
2019/6/15, 21, 31, 3, 3
2019/6/16, 12, 27, 8, 4
2019/6/17, 12, 24, 15, 5
2019/6/18, 18, 24, 15, 5
2019/6/19, 20, 26, 6, 4
2019/6/20, 21, 29, 5, 3
2019/6/21, 20, 33, 4, 3
2019/6/22, 23, 25, 8, 5
2019/6/23, 30, 24, 15, 5
2019/6/24, 21, 32, 14, 5
2019/6/25, 21, 40, 10, 4
2019/6/26, 22, 31, 13, 5
2019/6/27, 17, 35, 14, 5
2019/6/28, 21, 42, 9, 4
2019/6/29, 29, 30, 5, 4
2019/6/30, 22, 27, 12, 5
2019/1/1, 37, , 12, 4
2019/1/2, 29, , 15, 4
2019/1/3, 29, , 21, 5
2019/1/4, 32, , 18, 5
2019/1/5, 34, , 11, 4
2019/1/6, 30, , 12, 5
2019/1/7, 48, , 10, 4
2019/1/8, 30, , 16, 4
2019/1/9, 31, , 12, 4
2019/1/10, 31, , 12, 5
2019/1/11, 52, , 13, 6
2019/1/12, 72, , 8, 4
2019/1/13, 51, , 13, 5
2019/1/14, 41, , 9, 5
2019/1/15, 35, , 17, 5
2019/1/16, 32, , 23, 6
2019/1/17, 54, , 16, 5
2019/1/18, 34, , 11, 5
2019/1/19, 40, , 12, 5
2019/1/20, 37, , 11, 4
2019/1/21, 33, , 17, 6
2019/1/22, 49, , 18, 6
2019/1/23, 60, , 14, 5
2019/1/24, 44, , 20, 6
2019/1/25, 46, , 22, 6
2019/1/26, 60, , 12, 5
2019/1/27, 37, , 14, 5
2019/1/28, 31, , 14, 5
2019/1/29, 39, , 9, 4
2019/1/30, 38, , 19, 6
2019/1/31, 45, , 13, 5
2019/2/1, 58, , 22, 8
2019/2/2, 78, , 12, 8
2019/2/3, 58, , 13, 6
2019/2/4, 34, , 20, 6
2019/2/5, 32, , 23, 7
2019/2/6, 36, , 16, 6
2019/2/7, 32, , 14, 5
2019/2/8, 26, , 21, 6
2019/2/9, 52, , 18, 7
2019/2/10, 58, , 18, 6
2019/2/11, 52, , 18, 6
2019/2/12, 31, 19, 15, 5
2019/2/13, 51, 21, 22, 4
2019/2/14, 56, 22, 20, 3
2019/2/15, 40, 20, 26, 4
2019/2/16, 53, 30, 10, 3
2019/2/17, 32, 22, 22, 3
2019/2/18, 47, 24, 23, 4
2019/2/19, 65, 31, 15, 3
2019/2/20, 59, 32, 16, 3
2019/2/21, 66, 30, 24, 4
2019/2/22, 77, 34, 14, 4
2019/2/23, 72, 36, 7, 3
2019/2/24, 47, 20, 18, 4
2019/2/25, 43, 19, 20, 3
2019/2/26, 40, 24, 19, 4
2019/2/27, 45, 30, 22, 4
2019/2/28, 50, 21, 33, 6
2019/3/1, 70, 22, 16, 4
2019/3/2, 50, 25, 11, 3
2019/3/3, 46, 31, 13, 3
2019/3/4, 44, 26, 18, 4
2019/3/5, 45, 28, 21, 4
2019/3/6, 56, 29, 25, 4
2019/3/7, 47, 37, 14, 4
2019/3/8, 64, 34, 10, 4
2019/3/9, 76, 38, 11, 4
2019/3/10, 51, 37, 22, 4
2019/3/11, 60, 29, 21, 4
2019/3/12, 64, 19, 16, 5
2019/3/13, 43, 22, 20, 7
2019/3/14, 40, 29, 11, 4
2019/3/15, 23, 31, 12, 4
2019/3/16, 32, 36, 12, 4
2019/3/17, 57, 35, 18, 5
2019/3/18, 53, 33, 19, 5
2019/3/19, 43, 31, 13, 5
2019/3/20, 42, 32, 19, 5
2019/3/21, 39, 32, 21, 6
2019/3/22, 38, 40, 24, 8
2019/3/23, 49, 31, 20, 6
2019/3/24, 50, 28, 19, 5
2019/3/25, 35, 36, 21, 7
2019/3/26, 42, 35, 7, 5
2019/3/27, 49, 23, 14, 5
2019/3/28, 33, 28, 17, 5
2019/3/29, 22, 32, 6, 4
2019/3/30, 18, 31, 7, 4
2019/3/31, 20, 26, 13, 5
2018/10/1, 19, 10, 8, 2
2018/10/2, 8, 14, 7, 3
2018/10/3, 14, 17, 12, 2
2018/10/4, 11, 11, 9, 2
2018/10/5, 11, 13, 7, 2
2018/10/6, 7, 9, 5, 2
2018/10/7, 8, 4, 7, 4
2018/10/8, 29, 6, 6, 3
2018/10/9, 6, 9, 6, 2
2018/10/10, 8, 16, 10, 2
2018/10/11, 11, 18, 15, 3
2018/10/12, 23, 16, 7, 2
2018/10/13, 15, 16, 7, 2
2018/10/14, 12, 21, 9, 2
2018/10/15, 11, 21, 10, 3
2018/10/16, 8, 17, 17, 4
2018/10/17, 16, 24, 13, 4
2018/10/18, 25, 23, 9, 3
2018/10/19, 11, 23, 8, 2
2018/10/20, 9, 23, 16, 5
2018/10/21, 32, 18, 17, 5
2018/10/22, 44, 14, 16, 4
2018/10/23, 15, 18, 15, 5
2018/10/24, 35, 14, 14, 5
2018/10/25, 27, 14, 10, 3
2018/10/26, 8, 13, 7, 3
2018/10/27, 5, 21, 7, 3
2018/10/28, 5, 16, 13, 4
2018/10/29, 11, 15, 15, 5
2018/10/30, 25, 17, 18, 5
2018/10/31, 23, 14, 18, 5
2018/11/1, 23, 13, 16, 4
2018/11/2, 19, 15, 11, 3
2018/11/3, 23, 17, 8, 3
2018/11/4, 12, 12, 10, 3
2018/11/5, 12, 11, 11, 4
2018/11/6, 18, 12, 12, 3
2018/11/7, 24, 15, 12, 3
2018/11/8, 27, 16, 14, 3
2018/11/9, 36, 20, 10, 3
2018/11/10, 20, 17, 9, 3
2018/11/11, 32, 18, 15, 3
2018/11/12, 27, 17, 22, 4
2018/11/13, 35, 2, 16, 4
2018/11/14, 50, , 11, 4
2018/11/15, 39, , 14, 5
2018/11/16, 43, , 10, 4
2018/11/17, 25, , 10, 3
2018/11/18, 22, , 15, 4
2018/11/19, 41, , 12, 4
2018/11/20, 46, , 10, 3
2018/11/21, 41, , 6, 3
2018/11/22, 56, , 8, 4
2018/11/23, 37, , 8, 5
2018/11/24, 46, , 8, 4
2018/11/25, 27, , 13, 4
2018/11/26, 21, , 16, 5
2018/11/27, 28, , 14, 5
2018/11/28, 39, , 11, 4
2018/11/29, 57, , 11, 4
2018/11/30, 60, , 6, 4
2018/12/1, 42, , 5, 4
2018/12/2, 16, , 16, 5
2018/12/3, 25, , 10, 4
2018/12/4, 24, , 13, 5
2018/12/5, 43, , 15, 5
2018/12/6, 33, , 19, 5
2018/12/7, 41, , 21, 7
2018/12/8, 76, , 17, 6
2018/12/9, 68, , 14, 5
2018/12/10, 69, , 24, 8
2018/12/11, 94, , 16, 6
2018/12/12, 98, , 12, 6
2018/12/13, 80, , 16, 7
2018/12/14, 41, , 17, 8
2018/12/15, 58, , 14, 6
2018/12/16, 26, , 19, 6
2018/12/17, 35, , 15, 6
2018/12/18, 42, , 14, 7
2018/12/19, 68, , 10, 5
2018/12/20, 39, , 12, 4
2018/12/21, 30, , 9, 3
2018/12/22, 47, , 8, 3
2018/12/23, 28, , 13, 3
2018/12/24, 32, , 14, 4
2018/12/25, 48, , 14, 5
2018/12/26, 58, , 14, 5
2018/12/27, 35, , 8, 3
2018/12/28, 23, , 8, 3
2018/12/29, 34, , 11, 3
2018/12/30, 37, , , 
2018/7/1, 14, 29, 4, 1
2018/7/2, 13, 25, 7, 2
2018/7/3, 19, 27, 5, 2
2018/7/4, 43, 20, 11, 2
2018/7/5, 32, 27, 7, 1
2018/7/6, 15, 34, 3, 1
2018/7/7, 11, 35, 2, 1
2018/7/8, 7, 26, 13, 2
2018/7/9, 15, 32, 13, 2
2018/7/10, 13, 31, 5, 2
2018/7/11, 17, 33, 7, 2
2018/7/12, 18, 26, 14, 3
2018/7/13, 17, 32, 10, 3
2018/7/14, 27, 26, 8, 3
2018/7/15, 25, 19, 11, 2
2018/7/16, 10, 21, 9, 1
2018/7/17, 10, 37, 8, 1
2018/7/18, 17, 22, 5, 1
2018/7/19, 11, 19, 9, 2
2018/7/20, 15, 28, 3, 2
2018/7/21, 23, 22, 2, 3
2018/7/22, 32, 20, 11, 4
2018/7/23, 40, 18, 12, 2
2018/7/24, 13, 17, 11, 2
2018/7/25, 10, 11, 9, 2
2018/7/26, 9, 16, 11, 2
2018/7/27, 13, 21, 12, 3
2018/7/28, 28, 24, 10, 3
2018/7/29, 32, 19, 17, 3
2018/7/30, 33, 25, 14, 3
2018/7/31, 23, 16, 7, 2
2018/8/1, 11, 18, 9, 1
2018/8/2, 10, 29, 6, 2
2018/8/3, 11, 30, 5, 2
2018/8/4, 24, 36, 5, 2
2018/8/5, 21, 20, 15, 3
2018/8/6, 22, 29, 13, 3
2018/8/7, 17, 31, 8, 2
2018/8/8, 18, 17, 17, 4
2018/8/9, 53, 24, 17, 3
2018/8/10, 34, 32, 10, 4
2018/8/11, 60, 29, 8, 3
2018/8/12, 48, 35, 4, 2
2018/8/13, 34, 31, 9, 3
2018/8/14, 43, 25, 14, 3
2018/8/15, 25, 28, 14, 3
2018/8/16, 21, 18, 20, 4
2018/8/17, 33, 41, 12, 3
2018/8/18, 56, 32, 4, 2
2018/8/19, 51, 20, 14, 3
2018/8/20, 48, 17, 12, 4
2018/8/21, 55, 26, 16, 3
2018/8/22, 39, 32, 5, 2
2018/8/23, 48, 23, 11, 3
2018/8/24, 27, 28, 11, 4
2018/8/25, 29, 27, 7, 3
2018/8/26, 31, 27, 7, 2
2018/8/27, 28, 11, 11, 4
2018/8/28, 18, 20, 15, 4
2018/8/29, 29, 27, 8, 3
2018/8/30, 21, 29, 3, 1
2018/8/31, 7, 26, 8, 3
2018/9/1, 15, 26, 7, 2
2018/9/2, 17, 21, 4, 2
2018/9/3, 15, 14, 9, 2
2018/9/5, 18, 22, 16, 2
2018/9/6, 14, 23, 16, 3
2018/9/7, 19, 30, 8, 1
2018/9/8, 18, 24, 3, 1
2018/9/9, 16, 30, 7, 2
2018/9/10, 11, 33, 5, 2
2018/9/11, 13, 33, 4, 1
2018/9/12, 11, 30, 4, 2
2018/9/13, 16, 29, 6, 2
2018/9/14, 14, 32, 5, 2
2018/9/15, 13, 33, 3, 1
2018/9/16, 14, 24, 11, 3
2018/9/17, 20, 3, 8, 3
2018/9/18, 11, 2, 5, 3
2018/9/19, 15, 12, 7, 2
2018/9/20, 7, 15, 10, 3
2018/9/21, 21, 28, 7, 2
2018/9/22, 24, 30, 5, 2
2018/9/23, 16, 29, 5, 2
2018/9/24, 12, 12, 11, 3
2018/9/25, 14, 21, 10, 2
2018/9/26, 12, 20, 11, 2
2018/9/27, 6, 15, 11, 2
2018/9/28, 10, 16, 10, 2
2018/9/29, 15, 12, 9, 2
2018/9/30, 19, 8, 11, 3
2018/4/1, 18, 26, 16, 4
2018/4/2, 26, 28, 10, 3
2018/4/3, 25, 36, 12, 3
2018/4/4, 25, 36, 16, 4
2018/4/5, 43, 33, 6, 3
2018/4/6, 19, 31, 7, 3
2018/4/7, 23, 31, 13, 4
2018/4/8, 31, 28, 18, 4
2018/4/9, 39, 30, 7, 3
2018/4/10, 37, 35, 14, 4
2018/4/11, 50, 30, 14, 5
2018/4/12, 37, 34, 8, 4
2018/4/13, 22, 35, 1, 3
2018/4/14, 14, 30, 2, 3
2018/4/15, 10, 32, 7, 3
2018/4/16, 16, 35, 11, 4
2018/4/17, 18, 33, 14, 4
2018/4/18, 20, 34, 19, 5
2018/4/19, 21, 43, 20, 5
2018/4/20, 34, 42, 22, 6
2018/4/21, 45, 45, 23, 6
2018/4/22, 44, 39, 20, 7
2018/4/23, 49, 28, 23, 7
2018/4/24, 36, 31, 9, 4
2018/4/25, 13, 30, 11, 5
2018/4/26, 18, 33, 8, 4
2018/4/27, 14, 31, 5, 4
2018/4/28, 15, 41, 5, 4
2018/4/29, 22, 45, 6, 5
2018/4/30, 39, 33, 11, 5
2018/5/1, 31, 30, 14, 5
2018/5/2, 30, 34, 24, 5
2018/5/3, 30, 36, 17, 4
2018/5/4, 25, 42, 8, 3
2018/5/5, 22, 37, 10, 4
2018/5/6, 29, 41, 9, 3
2018/5/7, 17, 38, 7, 2
2018/5/8, 17, 31, 16, 3
2018/5/9, 29, 27, 14, 2
2018/5/10, 15, 26, 9, 1
2018/5/11, 11, 31, 8, 2
2018/5/12, 16, 39, 9, 2
2018/5/13, 20, 28, 15, 3
2018/5/14, 26, 41, 17, 3
2018/5/15, 34, 45, 18, 4
2018/5/16, 36, 49, 10, 2
2018/5/17, 39, 45, 5, 2
2018/5/18, 29, 27, 4, 2
2018/5/19, 28, 37, 4, 1
2018/5/20, 13, 27, 6, 2
2018/5/21, 18, 34, 6, 2
2018/5/22, 22, 42, 7, 2
2018/5/23, 16, 41, 5, 2
2018/5/24, 20, 39, 7, 2
2018/5/25, 11, 51, 12, 3
2018/5/26, 24, , 16, 6
2018/5/27, 45, , 7, 2
2018/5/28, 34, 42, 8, 2
2018/5/29, 13, 28, 13, 4
2018/5/30, 13, 37, 14, 3
2018/5/31, 19, 25, 8, 2
2018/6/1, 10, 17, 6, 2
2018/6/2, 9, 27, 4, 1
2018/6/3, 10, 37, 15, 2
2018/6/4, 14, 35, 7, 1
2018/6/5, 14, 30, 13, 3
2018/6/6, 21, 29, 12, 2
2018/6/7, 17, 26, 5, 1
2018/6/8, 14, 22, 6, 2
2018/6/9, 14, 30, 3, 2
2018/6/10, 21, 25, 10, 3
2018/6/11, 19, 21, 11, 3
2018/6/12, 19, 26, 13, 2
2018/6/13, 14, 37, 8, 2
2018/6/14, 14, 29, 5, 2
2018/6/15, 13, 23, 5, 2
2018/6/16, 13, 25, 4, 2
2018/6/17, 13, 12, 8, 3
2018/6/18, 13, 13, 8, 2
2018/6/19, 18, 16, 12, 3
2018/6/20, 20, 15, 11, 3
2018/6/21, 21, 26, 12, 3
2018/6/22, 30, 27, 12, 4
2018/6/23, 48, 24, 10, 3
2018/6/24, 35, 27, 4, 1
2018/6/25, 11, 19, 10, 2
2018/6/26, 20, 23, 13, 3
2018/6/27, 22, 33, 7, 2
2018/6/28, 11, 28, 3, 1
2018/6/29, 10, 27, 5, 2
2018/6/30, 8, 24, 5, 2
2018/1/1, 38, , 15, 3
2018/1/2, 43, , 18, 3
2018/1/3, 43, , 28, 5
2018/1/4, 53, , 31, 5
2018/1/5, 65, , 24, 6
2018/1/6, 56, , 14, 4
2018/1/7, 58, , 22, 6
2018/1/8, 38, , 17, 6
2018/1/9, 46, , 9, 4
2018/1/10, 45, , 12, 2
2018/1/11, 26, , 20, 3
2018/1/12, 31, , 20, 3
2018/1/13, 46, , 21, 4
2018/1/14, 40, , 14, 2
2018/1/15, 28, , 19, 3
2018/1/16, 26, , 16, 3
2018/1/17, 30, , 18, 4
2018/1/18, 27, , 16, 5
2018/1/19, 38, , 23, 6
2018/1/20, 36, , 19, 5
2018/1/21, 43, , 11, 3
2018/1/22, 13, , 21, 4
2018/1/23, 22, , 22, 4
2018/1/24, 42, , 10, 3
2018/1/25, 58, , 10, 3
2018/1/26, 35, , 10, 3
2018/1/27, 45, , 13, 3
2018/1/28, 23, , 25, 4
2018/1/29, 27, , 18, 4
2018/1/30, 39, , 14, 4
2018/1/31, 36, , 18, 4
2018/2/1, 37, , 18, 4
2018/2/2, 22, , 17, 4
2018/2/3, 37, , 13, 3
2018/2/4, 19, , 19, 4
2018/2/5, 28, , 16, 4
2018/2/6, 29, , 18, 5
2018/2/7, 40, , 21, 5
2018/2/8, 58, , 18, 5
2018/2/9, 42, , 12, 4
2018/2/10, 44, , 14, 4
2018/2/11, 39, , 27, 6
2018/2/12, 46, , 16, 5
2018/2/13, 51, , 18, 5
2018/2/14, 63, , 18, 5
2018/2/15, 32, , 11, 4
2018/2/16, 29, , 10, 5
2018/2/17, 16, , 19, 5
2018/2/18, 21, , 12, 5
2018/2/19, 13, , 16, 5
2018/2/20, 20, , 18, 5
2018/2/21, 26, 16, 32, 6
2018/2/22, 47, 27, 21, 4
2018/2/23, 46, 22, 32, 5
2018/2/24, 72, 30, 9, 3
2018/2/25, 34, 28, 29, 5
2018/2/26, 33, 21, 38, 6
2018/2/27, 59, 18, 37, 6
2018/2/28, 47, 28, 19, 5
2018/3/1, 44, 28, 22, 5
2018/3/2, 60, 32, 4, 4
2018/3/3, 23, 30, 3, 4
2018/3/4, 15, 30, 2, 3
2018/3/5, 9, 27, 10, 4
2018/3/6, 20, 24, 18, 5
2018/3/7, 27, 26, 18, 5
2018/3/8, 36, 31, 20, 5
2018/3/9, 59, 34, 10, 4
2018/3/10, 55, 27, 9, 5
2018/3/11, 49, 29, 15, 5
2018/3/12, 32, 28, 13, 5
2018/3/13, 21, 27, 16, 5
2018/3/14, 32, 29, 16, 5
2018/3/15, 21, 32, 10, 5
2018/3/16, 12, 30, 16, 6
2018/3/17, 31, 27, 25, 8
2018/3/18, 50, 29, 12, 5
2018/3/19, 22, 27, 11, 5
2018/3/20, 15, 22, 21, 6
2018/3/21, 35, 23, 21, 7
2018/3/22, 47, 34, 16, 5
2018/3/23, 22, 33, 3, 4
2018/3/24, 11, 33, 5, 5
2018/3/25, 18, 27, 11, 5
2018/3/26, 30, 28, 10, 6
2018/3/27, 46, 28, 11, 4
2018/3/28, 37, 28, 11, 3
2018/3/29, 17, 26, 12, 3
2018/3/30, 33, 31, 4, 2
2018/3/31, 19, 33, 4, 2
2017/10/1, 21, 25, 11, 5
2017/10/2, 34, 16, 15, 5
2017/10/3, 20, 9, 9, 4
2017/10/4, 22, 12, 12, 5
2017/10/5, 22, 10, 14, 5
2017/10/6, 25, 15, 9, 4
2017/10/7, 17, 25, 9, 4
2017/10/8, 21, 17, 12, 3
2017/10/9, 18, 13, 19, 5
2017/10/10, 30, 14, 13, 3
2017/10/11, 26, 21, 5, 2
2017/10/12, 11, 16, 16, 4
2017/10/13, 32, 17, 9, 3
2017/10/14, 25, 22, 9, 3
2017/10/15, 30, 23, 10, 3
2017/10/16, 19, 22, 16, 4
2017/10/17, 33, 24, 13, 4
2017/10/18, 38, 29, 14, 3
