date, pm25, pm10, no2, so2
2017/4/12, , 10, 1, 
2017/4/13, , 14, , 
2017/4/14, , 9, , 
2017/4/15, , 9, , 
2017/4/16, , 11, 1, 
2017/4/17, , 12, 3, 
2017/4/18, , 24, 5, 
2017/4/19, , 32, 2, 
2017/4/20, , 43, , 
2017/4/21, , 5, , 
2017/4/22, , 7, , 
2017/4/23, , 5, 4, 
2017/4/24, , 29, 4, 
2017/4/25, , 14, 1, 
2017/4/26, , 2, , 
2017/4/27, , 6, 2, 
2017/4/28, , 15, 1, 
2017/4/29, , 11, 1, 
2017/4/30, , 3, , 
2017/5/1, , 6, 1, 
2017/5/2, , 8, 1, 
2017/5/3, , 8, 1, 
2017/5/4, , 6, 1, 
2017/5/5, , 8, 1, 
2017/5/6, , 5, 1, 
2017/5/7, , 5, 1, 
2017/5/8, , 6, 1, 
2017/5/9, , 7, 1, 
2017/5/10, , 6, 1, 
2017/5/11, , 6, , 
2017/5/12, , 6, 2, 
2017/5/13, , 7, 1, 
2017/5/14, , 8, 1, 
2017/5/15, , 7, 1, 
2017/5/16, , 10, 2, 
2017/5/17, , 10, 3, 
2017/5/18, , 15, 2, 
2017/5/19, , 11, 1, 
2017/5/20, , 3, 1, 
2017/5/21, , 5, 3, 
2017/5/22, , 13, 1, 
2017/5/23, , 6, 1, 
2017/5/24, , 10, 1, 
2017/5/25, , 7, , 
2017/5/26, , 5, 1, 
2017/5/27, , 5, 1, 
2017/5/28, , 6, 1, 
2017/5/29, , 4, 3, 
2017/5/30, , 9, 2, 
2017/5/31, , 3, , 
2017/6/1, , 5, , 
2017/6/2, , 4, , 
2017/6/3, , 3, 1, 
2017/6/4, , 5, 2, 
2017/6/5, , 9, 1, 
2017/6/6, , 6, 3, 
2017/6/7, , 9, 4, 
2017/6/8, , 14, 3, 
2017/6/9, , 9, 1, 
2017/6/10, , 8, 1, 
2017/6/11, , 7, 3, 
2017/6/12, , 6, 2, 
2017/6/13, , 4, 1, 
2017/6/14, , 7, 2, 
2017/6/15, , 10, 1, 
2017/6/16, , 10, , 
2017/6/17, , 8, , 
2017/6/18, , 6, , 
2017/6/19, , 5, 2, 
2017/6/20, , 4, , 
2017/6/21, , 4, , 
2017/6/22, , 3, , 
2017/6/23, , 4, , 
2017/6/24, , 6, 1, 
2017/6/25, , 5, 1, 
2017/6/26, , 4, , 
2017/6/27, , 4, , 
2017/6/28, , 4, 2, 
2017/6/29, , 6, 2, 
2017/6/30, , 7, 2, 
2017/1/2, , 7, 6, 
2017/1/3, , 9, 5, 
2017/1/4, , 6, 8, 
2017/1/5, , 8, 13, 
2017/1/6, , 11, 2, 
2017/1/7, , 8, 3, 
2017/1/8, , 4, 5, 
2017/1/9, , 6, 2, 
2017/1/10, , 3, 2, 
2017/1/11, , 15, 2, 
2017/1/12, , 12, 7, 
2017/1/13, , 10, 3, 
2017/1/14, , 9, 3, 
2017/1/15, , 5, 3, 
2017/1/16, , 6, 3, 
2017/1/17, , 5, 5, 
2017/1/18, , 4, 6, 
2017/1/19, , 4, 5, 
2017/1/20, , 7, 3, 
2017/1/21, , 5, , 
2017/1/23, , 3, 9, 
2017/1/24, , 10, 10, 
2017/1/25, , 9, 6, 
2017/1/26, , 5, 16, 
2017/1/27, , 8, 7, 
2017/1/28, , 8, 2, 
2017/1/29, , 14, 4, 
2017/1/30, , 16, 4, 
2017/1/31, , 4, 5, 
2017/2/1, , 5, 4, 
2017/2/2, , 6, 6, 
2017/2/3, , 10, 7, 
2017/2/4, , 14, 6, 
2017/2/5, , 5, 11, 
2017/2/6, , 12, 23, 
2017/2/7, , 22, 17, 
2017/2/8, , 16, 10, 
2017/2/9, , 10, 10, 
2017/2/10, , 12, 6, 
2017/2/11, , 11, , 
2017/2/12, , 5, , 
2017/2/13, , 3, 1, 
2017/2/14, , 5, 13, 
2017/2/15, , 9, 3, 
2017/2/16, , 5, 2, 
2017/2/17, , 6, 7, 
2017/2/18, , 6, 1, 
2017/2/19, , 2, 6, 
2017/2/20, , 6, 3, 
2017/2/21, , 7, 11, 
2017/2/22, , 13, 3, 
2017/2/23, , 7, 1, 
2017/2/24, , 7, , 
2017/2/25, , 6, 13, 
2017/2/26, , 11, 13, 
2017/2/27, , 10, 5, 
2017/2/28, , 7, 3, 
2017/3/1, , 7, 5, 
2017/3/2, , 4, 1, 
2017/3/3, , 4, , 
2017/3/4, , 6, 3, 
2017/3/5, , 7, 5, 
2017/3/6, , 9, 3, 
2017/3/7, , 8, 3, 
2017/3/8, , 5, , 
2017/3/13, , 6, 2, 
2017/3/14, , 5, 1, 
2017/3/15, , 3, , 
2017/3/16, , 4, 2, 
2017/3/17, , 4, 3, 
2017/3/18, , 7, 4, 
2017/3/19, , 7, 9, 
2017/3/20, , 15, 8, 
2017/3/21, , 14, 1, 
2017/3/22, , 6, , 
2017/3/23, , 6, 5, 
2017/3/24, , 11, 4, 
2017/3/25, , 17, 2, 
2017/3/26, , 4, 1, 
2017/3/27, , 5, 1, 
2017/3/28, , 8, 3, 
2017/3/29, , 16, 5, 
2017/3/30, , 22, 6, 
2017/3/31, , 13, 2, 
2018/12/31, , , 4, 
2018/11/25, , , 2, 
2017/12/31, , , 2, 
2018/2/1, , , 3, 
2017/11/8, , , 3, 
2017/11/9, , , 3, 
2017/9/10, , , 2, 
2017/9/11, , , 2, 
2017/9/12, , , 3, 
2017/9/13, , , 2, 
2017/9/14, , , , 
2017/1/1, , , 6, 
2017/1/22, , , 7, 
2017/3/12, , , 5, 
