date, pm10, o3, no2, so2, co
2020/1/2, 10, , 23, , 7
2020/1/3, 11, , 16, , 6
2020/1/4, 17, , 15, 1, 5
2020/1/5, 27, , 4, , 2
2020/1/6, 26, , 19, , 6
2020/1/7, 30, , 22, , 7
2020/1/8, 14, , 19, , 7
2020/1/9, 29, , 16, , 4
2020/1/10, 27, , 15, , 5
2020/1/11, 24, , 12, , 4
2020/1/12, 16, , 21, 1, 5
2020/1/13, 29, , 19, , 6
2020/1/14, 34, , 19, 1, 4
2020/1/15, 31, , 8, 1, 2
2020/1/16, 16, , , , 
2019/10/1, 22, , 13, , 3
2019/10/2, 26, , 11, , 3
2019/10/3, 22, , 14, , 4
2019/10/4, 23, , 11, , 3
2019/10/5, 15, , 6, , 2
2019/10/6, 20, , 9, , 2
2019/10/7, 18, , 12, , 3
2019/10/8, 21, , 14, , 4
2019/10/9, 23, , 14, , 4
2019/10/10, 24, , 18, , 4
2019/10/11, 29, , 21, , 5
2019/10/12, 36, , 18, , 5
2019/10/13, 35, , 30, 2, 6
2019/10/14, 48, , 23, 1, 4
2019/10/15, 44, , 19, 1, 2
2019/10/16, 36, , 18, , 4
2019/10/17, 37, , 16, , 4
2019/10/18, 40, , 12, , 3
2019/10/19, 37, , 13, , 4
2019/10/20, 35, , 16, , 6
2019/10/21, 34, , 24, 1, 6
2019/10/22, 39, , 20, 1, 5
2019/10/23, 30, , 18, , 4
2019/10/24, 28, , 20, , 4
2019/10/25, 30, , 21, , 5
2019/10/26, 41, , 16, , 4
2019/10/27, 33, , 12, , 2
2019/10/28, 18, , 16, 1, 4
2019/10/29, 28, , 14, 1, 3
2019/10/30, 33, , 15, , 3
2019/10/31, 28, , 14, , 3
2019/11/1, 25, , 12, 1, 3
2019/11/2, 21, , 15, , 4
2019/11/3, 18, , 18, 1, 4
2019/11/4, 29, , 20, 1, 5
2019/11/5, 35, , 22, 1, 5
2019/11/6, 37, , 24, 1, 6
2019/11/7, 47, , 23, , 5
2019/11/8, 48, , 22, 1, 5
2019/11/9, 52, , 18, , 4
2019/11/11, 58, , 25, 2, 5
2019/11/12, 48, , 25, 2, 5
2019/11/13, 49, , 17, 1, 4
2019/11/14, 56, , 19, , 4
2019/11/15, 51, , 20, , 6
2019/11/16, 40, , 12, 3, 3
2019/11/17, 42, , 22, 3, 5
2019/11/18, 46, , 21, 2, 5
2019/11/19, 35, , 18, 1, 4
2019/11/20, 35, , 19, 1, 4
2019/11/21, 35, , 20, 1, 5
2019/11/22, 33, , 22, 1, 5
2019/11/23, 41, , 17, , 4
2019/11/24, 35, , 23, 3, 4
2019/11/25, 48, , 16, 1, 4
2019/11/26, 53, , 18, , 3
2019/11/27, 22, , 16, 2, 4
2019/11/28, 25, , 16, , 5
2019/11/29, 22, , 14, , 4
2019/11/30, 19, , 11, , 3
2019/12/1, 18, , 17, 1, 5
2019/12/2, 22, , 16, 1, 5
2019/12/3, 22, , 15, 1, 4
2019/12/4, 18, , 16, 1, 4
2019/12/5, 20, , 18, 1, 5
2019/12/6, 23, , 14, 1, 3
2019/12/7, 16, , 11, , 4
2019/12/8, 16, , 18, 1, 5
2019/12/9, 21, , 19, 1, 5
2019/12/10, 26, , 19, , 6
2019/12/11, 23, , 18, , 6
2019/12/12, 19, , 20, 1, 6
2019/12/13, 25, , 16, , 4
2019/12/14, 16, , 16, 1, 5
2019/12/15, 36, , 20, 1, 7
2019/12/16, 42, , 20, 1, 6
2019/12/17, 34, , 17, 1, 6
2019/12/18, 32, , 18, 2, 7
2019/12/19, 38, , 19, 2, 6
2019/12/20, 40, , 17, 1, 6
2019/12/21, 35, , 13, 2, 4
2019/12/22, 25, , 13, 1, 3
2019/12/23, 29, , 8, , 2
2019/12/24, 32, , 12, , 4
2019/12/25, 10, , 12, 1, 4
2019/12/26, 10, , 14, , 5
2019/12/27, 19, , 14, , 4
2019/12/28, 13, , , , 
2019/7/1, 22, , 14, , 2
2019/7/2, 21, , 13, , 1
2019/7/3, 29, , 13, , 2
2019/7/4, 34, , 15, , 3
2019/7/5, 38, , 12, , 4
2019/7/6, 32, , 9, , 3
2019/7/7, 30, , 14, , 4
2019/7/8, 34, , 11, , 3
2019/7/9, 33, , 8, , 4
2019/7/10, 36, , 14, , 3
2019/7/11, 44, , 6, , 2
2019/7/12, 40, , 5, , 2
2019/7/13, 32, , 7, , 3
2019/7/14, 28, , 6, 1, 2
2019/7/15, 30, , 8, 1, 2
2019/7/16, 23, , 10, , 2
2019/7/17, 24, , 6, , 2
2019/7/18, 28, , 9, , 5
2019/7/19, 30, , 10, , 4
2019/7/20, 29, , 11, , 3
2019/7/21, 29, , 17, , 4
2019/7/22, 33, , 14, , 3
2019/7/23, 29, , 13, , 3
2019/7/24, 30, , 10, , 3
2019/7/25, 34, , 11, , 4
2019/7/26, 39, , 11, , 3
2019/7/27, 35, , 6, , 3
2019/7/28, 29, , 9, , 12
2019/7/29, 35, , 9, 2, 39
2019/7/30, 32, , 11, , 3
2019/7/31, 30, , 11, , 2
2019/8/1, 36, , 11, , 3
2019/8/2, 40, , 7, , 2
2019/8/3, 35, , 8, , 3
2019/8/4, 40, , 11, , 3
2019/8/5, 42, , 7, , 2
2019/8/6, 39, , 8, 2, 3
2019/8/7, 40, , 14, , 3
2019/8/8, 31, , 15, , 3
2019/8/9, 35, , 13, , 3
2019/8/10, 35, , 11, 1, 2
2019/8/11, 31, , 14, , 3
2019/8/12, 27, , 15, , 4
2019/8/13, 34, , 10, , 2
2019/8/14, 31, , 6, , 2
2019/8/15, 26, , 6, , 1
2019/8/16, 26, , 7, , 3
2019/8/17, 38, , 4, , 2
2019/8/18, 31, , 9, , 2
2019/8/19, 33, , 9, , 2
2019/8/20, 26, , 12, , 2
2019/8/21, 26, , 11, , 3
2019/8/22, 29, , 12, , 3
2019/8/23, 28, , 13, , 3
2019/8/24, 27, , 12, , 3
2019/8/25, 27, , 14, , 3
2019/8/26, 37, , 14, , 4
2019/8/27, 34, , 13, , 4
2019/8/28, 39, , 16, , 4
2019/8/29, 35, , 15, , 3
2019/8/30, 38, , 16, , 3
2019/8/31, 33, , 10, , 2
2019/9/1, 28, , 13, , 3
2019/9/2, 33, , 11, , 4
2019/9/3, 37, , 9, , 2
2019/9/4, 39, , 9, , 3
2019/9/5, 39, , 10, , 3
2019/9/6, 39, , 8, 1, 3
2019/9/7, 38, , 8, , 3
2019/9/8, 34, , 14, , 4
2019/9/9, 37, , 12, , 3
2019/9/10, 39, , 11, , 4
2019/9/11, 37, , 18, 1, 5
2019/9/12, 41, , 14, , 4
2019/9/13, 37, , 10, , 3
2019/9/14, 36, , 9, , 3
2019/9/15, 27, , 13, , 3
2019/9/16, 26, , 13, , 3
2019/9/17, 30, , 15, 1, 4
2019/9/18, 29, , 17, , 3
2019/9/19, 31, , 15, , 4
2019/9/20, 30, , 11, 1, 3
2019/9/21, 27, , 11, , 3
2019/9/22, 28, , 14, , 4
2019/9/23, 29, , 12, 1, 3
2019/9/24, 25, , 12, , 3
2019/9/25, 23, , 10, , 3
2019/9/26, 30, , 11, , 3
2019/9/27, 33, , 9, 1, 3
2019/9/28, 28, , 9, , 3
2019/9/29, 25, , 16, , 4
2019/9/30, 28, , 12, , 3
2019/4/1, 18, , 14, , 4
2019/4/2, 25, , 12, 1, 3
2019/4/3, 24, , 17, 2, 5
2019/4/4, 24, , 17, 1, 5
2019/4/5, 27, , 15, 1, 4
2019/4/6, 28, , 14, , 4
2019/4/7, 23, , 17, 1, 4
2019/4/8, 33, , 12, , 3
2019/4/9, 45, , 11, , 3
2019/4/10, 22, , 11, , 3
2019/4/11, 26, , 13, , 3
2019/4/12, 26, , 15, 1, 3
2019/4/13, 28, , 8, , 2
2019/4/14, 37, , 10, , 2
2019/4/15, 28, , 13, , 4
2019/4/16, 16, , 9, 1, 2
2019/4/17, 22, , 12, , 2
2019/4/18, 33, , 14, , 3
2019/4/19, 23, , 8, 1, 2
2019/4/20, 22, , 7, , 1
2019/4/21, 10, , 12, , 2
2019/4/22, 17, , 12, , 1
2019/4/23, 19, , 15, , 2
2019/4/24, 20, , 20, , 4
2019/4/25, 34, , 13, 1, 3
2019/4/26, 32, , 11, 1, 3
2019/4/27, 38, , 10, 1, 3
2019/4/28, 57, , 12, , 3
2019/4/29, 54, , 15, 1, 4
2019/4/30, 54, , 16, 1, 4
2019/5/1, 52, , 12, 1, 4
2019/5/2, 48, , 10, , 3
2019/5/3, 27, , 12, , 3
2019/5/4, 21, , 12, , 2
2019/5/5, 18, , 15, , 3
2019/5/6, 34, , 7, , 1
2019/5/7, 35, , 8, , 2
2019/5/8, 23, , 11, , 2
2019/5/9, 23, , 11, 1, 2
2019/5/10, 20, , 8, , 1
2019/5/11, 16, , 11, , 2
2019/5/12, 18, , 19, 2, 3
2019/5/13, 25, , 18, 1, 4
2019/5/14, 26, , 24, 2, 3
2019/5/15, 39, , 21, 1, 4
2019/5/16, 41, , 17, 1, 3
2019/5/17, 35, , 7, , 1
2019/5/18, 23, , 9, , 2
2019/5/19, 26, , 14, , 4
2019/5/20, 34, , 19, 1, 4
2019/5/21, 35, , 12, 1, 3
2019/5/22, 24, , 18, 2, 4
2019/5/23, 39, , 18, 1, 4
2019/5/24, 44, , 6, , 2
2019/5/25, 25, , 8, , 2
2019/5/26, 20, , 15, 1, 4
2019/5/27, 28, , 20, , 4
2019/5/28, 29, , 23, , 4
2019/5/29, 29, , 22, 1, 4
2019/5/30, 51, , 21, 2, 4
2019/5/31, 44, , 16, 1, 3
2019/6/1, 35, , 12, 1, 3
2019/6/2, 35, , 18, 1, 3
2019/6/3, 44, , 18, 1, 4
2019/6/4, 50, , 17, 1, 6
2019/6/5, 44, , 15, 1, 3
2019/6/6, 38, , 11, 3, 2
2019/6/7, 30, , 11, 1, 2
2019/6/8, 26, , 10, 1, 2
2019/6/9, 30, , 9, , 3
2019/6/10, 36, , 7, , 3
2019/6/11, 34, , 8, , 3
2019/6/12, 36, , 9, , 3
2019/6/13, 36, , 9, , 3
2019/6/14, 35, , 8, , 3
2019/6/15, 28, , 4, 1, 2
2019/6/16, 29, , 4, 1, 2
2019/6/17, 33, , 7, , 3
2019/6/18, 37, , 7, , 3
2019/6/19, 33, , 8, , 3
2019/6/20, 37, , 9, , 3
2019/6/21, 33, , 6, , 3
2019/6/22, 34, , 7, , 2
2019/6/23, 30, , 13, , 3
2019/6/24, 28, , 14, , 2
2019/6/25, 28, , 14, 1, 2
2019/6/26, 32, , 12, , 2
2019/6/27, 42, , 8, , 2
2019/6/28, 44, , 7, 1, 2
2019/6/29, 42, , 6, , 2
2019/6/30, 32, , 11, , 2
2019/1/1, 21, 22, 14, 1, 3
2019/1/2, 17, 22, 12, , 3
2019/1/3, 14, 28, 12, 2, 5
2019/1/4, 36, 21, 13, 1, 4
2019/1/5, 13, 26, 7, 1, 3
2019/1/6, 10, 18, 17, , 5
2019/1/7, 16, 21, 12, , 4
2019/1/8, 11, 23, 16, 1, 5
2019/1/9, 24, 18, 25, 2, 5
2019/1/10, 30, 23, 22, 3, 5
2019/1/11, 32, 25, 18, 2, 5
2019/1/12, 34, 27, 15, 2, 4
2019/1/13, 39, 23, 19, 2, 4
2019/1/14, 24, 28, 5, 1, 2
2019/1/15, 59, 28, 17, 1, 4
2019/1/16, 19, 23, 21, 1, 6
2019/1/17, 29, 20, 26, 4, 6
2019/1/18, 31, 21, 19, 2, 4
2019/1/19, 21, 27, 16, 1, 5
2019/1/20, 24, 23, 21, 2, 5
2019/1/21, 36, 25, 23, 1, 6
2019/1/22, 45, 22, 21, 1, 5
2019/1/23, 44, 28, 13, 2, 2
2019/1/24, 57, 26, 16, 1, 4
2019/1/25, 106, 31, 15, , 3
2019/1/26, 92, 32, 10, 1, 4
2019/1/27, 134, 27, 16, 2, 3
2019/1/28, 28, 25, 20, 1, 4
2019/1/29, 25, 31, 19, 1, 4
2019/1/30, 31, 21, 20, 2, 4
2019/1/31, 30, 27, 13, , 3
2019/2/1, 29, 27, 17, 1, 5
2019/2/2, 28, 32, 16, 1, 5
2019/2/3, 24, 28, 19, 1, 4
2019/2/4, 30, 29, 12, 1, 3
2019/2/5, 34, 29, 17, 1, 4
2019/2/6, 32, 26, 17, 1, 6
2019/2/7, 32, 23, 16, , 4
2019/2/8, 50, , , , 
2019/3/6, 22, , 16, 1, 2
2019/3/7, 30, , 15, 1, 
2019/3/8, 28, , 14, , 
2019/3/9, 30, , 12, 1, 
2019/3/10, 38, , 7, , 
2019/3/11, 21, , 8, 1, 
2019/3/12, 20, , 10, 2, 3
2019/3/13, 19, , 13, 1, 3
2019/3/14, 17, , 22, 1, 5
2019/3/15, 23, , 16, , 3
2019/3/16, 17, , 11, , 3
2019/3/17, 23, , 17, 1, 3
2019/3/18, 32, , 11, 1, 3
2019/3/19, 34, , 17, 2, 4
2019/3/20, 38, , 16, 1, 4
2019/3/21, 37, , 20, , 5
2019/3/22, 31, , 13, , 3
2019/3/23, 22, , 10, 1, 3
2019/3/24, 22, , 6, , 2
2019/3/25, 18, , 13, 1, 2
2019/3/26, 21, , 9, , 2
2019/3/27, 28, , 11, , 3
2019/3/28, 31, , 16, 1, 4
2019/3/29, 24, , 17, , 4
2019/3/30, 21, , 12, , 4
2019/3/31, 22, , 8, , 3
2018/10/1, 29, 24, 13, 1, 4
2018/10/2, 30, 25, 14, 1, 3
2018/10/3, 22, 28, 15, , 4
2018/10/4, 26, 30, 19, 1, 5
2018/10/5, 36, 35, 16, 1, 4
2018/10/6, 31, 32, 13, , 4
2018/10/7, 25, 30, 17, 2, 4
2018/10/8, 32, 30, 15, 1, 4
2018/10/9, 32, 28, 16, 1, 5
2018/10/10, 31, 29, 15, 1, 4
2018/10/11, 31, 28, 14, 1, 4
2018/10/12, 35, 32, 16, , 4
2018/10/13, 35, 34, 10, 1, 4
2018/10/14, 22, 32, 16, 1, 5
2018/10/15, 37, 32, 14, , 4
2018/10/16, 31, 31, 14, , 4
2018/10/17, 29, 25, 16, , 4
2018/10/18, 137, 27, 21, 2, 4
