date, pm25, pm10, o3, no2, so2
2020/1/2, 15, , 17, 12, 6
2020/1/3, 17, , 20, 12, 6
2020/1/4, 16, , 15, 12, 6
2020/1/5, 8, , 16, 15, 7
2020/1/6, 13, 7, 13, 14, 7
2020/1/7, 16, 25, 16, 19, 7
2020/1/8, 50, 9, 14, 15, 7
2020/1/9, 22, 14, 16, 21, 8
2020/1/10, 29, 6, 21, 11, 8
2020/1/11, 14, 6, 18, 12, 8
2020/1/12, 19, 9, 18, 13, 8
2020/1/13, 20, 8, 18, 15, 9
2020/1/14, 20, 14, 12, 17, 9
2020/1/15, 27, 9, , , 
2020/1/16, 21, , , , 
2019/10/1, 11, , 14, 17, 1
2019/10/2, 27, , 6, 23, 1
2019/10/3, 30, , 9, 19, 1
2019/10/4, 26, , 3, 24, 
2019/10/5, 28, , 15, 12, 1
2019/10/6, 13, , 9, 16, 1
2019/10/7, 14, , 13, 14, 
2019/10/8, 16, , 12, 15, 
2019/10/9, 15, , 9, 16, 1
2019/10/10, 18, , 12, 19, 1
2019/10/11, 16, , 6, 16, 1
2019/10/12, 18, , 13, 17, 1
2019/10/13, 9, , 9, 20, 2
2019/10/14, 19, , 9, 20, 
2019/10/15, 20, , 12, 19, 1
2019/10/16, 14, , 10, 21, 1
2019/10/17, 15, , 11, 21, 2
2019/10/18, 8, , 13, 14, 1
2019/10/19, 21, , 15, 10, 1
2019/10/20, 7, , 14, 15, 1
2019/10/21, 9, , 4, 22, 1
2019/10/22, 25, , 9, 23, 1
2019/10/23, 46, , 5, 20, 1
2019/10/24, 44, , 3, 22, 2
2019/10/25, 18, , 9, 18, 1
2019/10/26, 20, , 17, 15, 1
2019/10/27, 15, , 10, 24, 2
2019/10/28, 31, , 14, 20, 1
2019/10/29, 15, , 13, 19, 2
2019/10/30, 35, , 11, 20, 4
2019/10/31, 54, , 3, 20, 3
2019/11/1, 22, , 13, 17, 3
2019/11/2, 29, , 2, 23, 4
2019/11/3, 84, , 3, 20, 4
