date, pm10, o3, no2, so2, co
2020/1/2, 12, 7, 14, 2, 
2020/1/3, 14, 18, 7, 2, 
2020/1/4, 14, 16, 6, 1, 
2020/1/5, 12, 16, 8, 1, 4
2020/1/6, 38, 15, 9, 2, 4
2020/1/7, 32, 14, 12, 2, 5
2020/1/8, 32, 20, 14, 2, 5
2020/1/9, 33, 21, 16, 1, 5
2020/1/10, 32, 24, 14, 1, 4
2020/1/11, 20, 22, 10, 1, 4
2020/1/12, 26, 19, 15, 2, 4
2020/1/13, 27, 21, 14, 1, 4
2020/1/14, 27, 17, 17, 2, 
2020/1/15, 22, 10, 11, , 
2019/10/1, 31, 31, 10, 1, 2
2019/10/2, 21, 34, 8, 1, 2
2019/10/3, 27, 38, 9, 1, 2
2019/10/4, 29, 33, 9, 1, 2
2019/10/5, 30, 36, 10, 1, 2
2019/10/6, 27, 38, 15, 1, 2
2019/10/7, 30, 36, 10, 1, 2
2019/10/8, 26, 39, 16, 1, 3
2019/10/9, 34, 34, 12, 1, 3
2019/10/10, 36, 29, 10, 1, 3
2019/10/11, 24, 37, 7, 1, 3
2019/10/12, 32, 31, 6, 1, 3
2019/10/13, 31, 25, 7, 1, 2
2019/10/14, 36, 27, 7, 1, 3
2019/10/15, 11, 31, 12, 1, 3
2019/10/16, 17, 32, 14, 1, 3
2019/10/17, 25, 22, 8, 1, 3
2019/10/18, 25, 22, 3, 1, 2
2019/10/19, 11, 27, 4, 1, 2
2019/10/20, 8, 31, 8, 1, 2
2019/10/21, 12, 26, 10, 2, 1
2019/10/22, 16, 20, 6, 1, 1
2019/10/23, 10, 31, 5, 1, 2
2019/10/24, 11, 28, 12, 1, 3
2019/10/25, 20, 31, 12, 1, 3
2019/10/26, 29, 33, 11, 1, 3
2019/10/27, 28, 35, 13, 2, 4
2019/10/28, 31, 29, 13, 1, 4
2019/10/29, 33, 30, 11, 2, 4
2019/10/30, 29, 21, 9, 1, 4
2019/10/31, 20, 20, 4, 1, 4
2019/11/1, 11, 25, 2, 1, 4
2019/11/2, 23, 32, 3, 1, 4
2019/11/3, 9, 29, 3, 1, 4
2019/11/4, 8, 31, 6, 1, 4
2019/11/5, 11, 26, 8, 1, 4
2019/11/6, 14, 26, 10, 1, 4
2019/11/7, 13, 30, 9, 1, 5
2019/11/8, 11, 25, 9, 2, 5
2019/11/9, 18, 31, 4, 1, 5
2019/11/10, 10, 23, 8, 2, 5
2019/11/11, 9, 23, 12, 1, 5
2019/11/12, 23, 23, 6, 2, 4
2019/11/13, 14, 26, 6, , 5
2019/11/14, 10, 22, 10, , 5
2019/11/15, 15, 22, 12, , 6
2019/11/16, 22, 11, 10, , 6
2019/11/17, 17, 24, 12, , 7
2019/11/18, 10, 13, 14, , 7
2019/11/19, 23, 7, 13, 1, 6
2019/11/20, 22, 7, 15, 3, 7
2019/11/21, 22, 22, 10, 5, 6
2019/11/22, 13, 33, 6, 4, 3
2019/11/23, 12, 24, 10, 5, 5
2019/11/24, 14, 14, 16, 6, 5
2019/11/25, 13, 13, 11, , 1
2019/11/26, 9, 23, 8, 1, 
2019/11/27, 8, 14, 12, 2, 2
2019/11/28, 29, 17, 14, 2, 4
2019/11/29, 28, 22, 8, 2, 3
2019/11/30, 16, 22, 6, 2, 3
2019/12/1, 7, 24, 11, 1, 2
2019/12/2, 10, 20, 15, 2, 3
2019/12/3, 13, 18, 11, 2, 4
2019/12/4, 12, 20, 12, 2, 4
2019/12/5, 15, 24, 12, 1, 
2019/12/6, 18, 21, 10, 1, 5
2019/12/7, 29, 17, 10, 1, 5
2019/12/8, 30, 17, 11, 1, 4
2019/12/9, 27, 15, 13, 2, 5
2019/12/10, 20, 9, 14, 2, 5
2019/12/11, 29, 19, 11, 1, 4
2019/12/12, 15, 20, 9, 1, 3
2019/12/13, 10, 28, 10, 1, 4
2019/12/14, 11, 25, 8, 1, 4
2019/12/15, 15, 24, 8, 1, 4
2019/12/16, 13, 24, 9, 1, 4
2019/12/17, 11, 14, 12, 1, 5
2019/12/18, 17, 21, 11, 1, 4
2019/12/19, 13, 28, 3, 1, 3
2019/12/20, 10, 22, 2, 1, 2
2019/12/21, 11, 22, 4, 1, 2
2019/12/22, 23, 21, 10, 1, 2
2019/12/23, 23, 19, 11, 1, 2
2019/12/24, 17, 17, 7, 1, 2
2019/12/25, 18, 12, 11, 1, 2
2019/12/26, 26, 15, 14, 1, 
2019/12/27, 25, 15, 8, 1, 
2019/7/1, 28, 43, 3, 1, 4
2019/7/2, 23, 41, 2, 1, 5
2019/7/3, 24, 37, 2, 1, 5
2019/7/4, 23, 37, 3, , 5
2019/7/5, 16, 39, 4, 1, 5
2019/7/6, 21, 38, 2, , 4
2019/7/7, 20, 38, 2, 1, 12
2019/7/8, 16, 40, 3, 1, 3
2019/7/9, 18, 55, 5, 1, 2
2019/7/10, 27, 54, 5, 1, 2
2019/7/11, 29, 45, 3, 1, 3
2019/7/12, 32, 35, 1, 1, 2
2019/7/13, 21, 36, 1, 1, 2
2019/7/14, 23, 44, 2, 1, 2
2019/7/15, 23, 41, 3, 1, 1
2019/7/16, 21, 39, 2, 1, 1
2019/7/17, 21, 50, 4, 1, 
2019/7/18, 22, 56, 6, 2, 1
2019/7/19, 25, 49, 4, 2, 
2019/7/20, 25, 49, 2, 2, 1
2019/7/21, 27, 48, 4, 1, 
2019/7/22, 32, 51, 4, 1, 
2019/7/23, 39, 49, 5, 1, 
2019/7/24, 33, 53, 3, 2, 
2019/7/25, 30, 36, 2, 2, 
2019/7/26, 18, 25, 1, 2, 
2019/7/27, 16, 35, 1, 1, 
2019/7/28, 13, 41, 3, 2, 2
2019/7/29, 12, 43, 5, 2, 
2019/7/30, 12, 44, 8, 2, 1
2019/7/31, 17, 45, 3, 2, 1
2019/8/1, 24, 49, 7, 2, 
2019/8/2, 21, 47, 4, 2, 
2019/8/3, 16, 43, 2, 2, 
2019/8/4, 16, 44, 5, 2, 
2019/8/5, 15, 44, 6, 1, 
2019/8/6, 14, 34, 6, 1, 3
2019/8/7, 15, 43, 4, 1, 3
2019/8/8, 11, 26, 3, 1, 3
2019/8/9, 12, 32, 2, , 4
2019/8/10, 13, 38, 2, 1, 3
2019/8/11, 11, 44, 4, 1, 3
2019/8/12, 11, 49, 10, 1, 3
2019/8/13, 16, 48, 9, 1, 3
2019/8/14, 22, 46, 5, 1, 2
2019/8/15, 22, 46, 5, 1, 2
2019/8/16, 23, 46, 5, 1, 1
2019/8/17, 17, 40, 3, 1, 2
2019/8/18, 18, 31, 5, 1, 2
2019/8/19, 14, 46, 7, 1, 2
2019/8/20, 15, 36, 4, 1, 2
2019/8/21, 23, 39, 3, 1, 3
2019/8/22, 25, 45, 3, 1, 3
2019/8/23, 22, 47, 3, 1, 2
2019/8/24, 20, 39, 2, 1, 3
2019/8/25, 21, 32, 5, 1, 3
2019/8/26, 26, 38, 7, 1, 2
2019/8/27, 18, 56, 10, 1, 2
2019/8/28, 28, 51, 8, 1, 2
2019/8/29, 25, 49, 7, 1, 2
2019/8/30, 20, 45, 6, 1, 1
2019/8/31, 20, 40, 4, 1, 1
2019/9/1, 26, 43, 8, 1, 2
2019/9/2, 30, 46, 9, 1, 2
2019/9/3, 27, 43, 7, 1, 2
2019/9/4, 24, 47, 9, 1, 3
2019/9/5, 30, 43, 9, 1, 3
2019/9/6, 25, 39, 6, 1, 2
2019/9/7, 21, 36, 4, 1, 2
2019/9/8, 15, 41, 7, 1, 2
2019/9/9, 20, 28, 10, 1, 2
2019/9/10, 21, 31, 5, 1, 1
2019/9/11, 14, 31, 8, 1, 2
2019/9/12, 20, 34, 5, , 1
2019/9/13, 9, 18, 5, , 
2019/9/14, 12, 19, 5, , 
2019/9/17, 31, 35, 5, 1, 2
2019/9/18, 37, 40, 8, 1, 1
2019/9/19, 28, 33, 10, 1, 1
2019/9/20, 33, 29, 4, 1, 
2019/9/21, 24, 27, 5, 1, 
2019/9/22, 9, 32, 12, 1, 1
2019/9/23, 18, 41, 12, 1, 2
2019/9/24, 20, 13, 9, 2, 5
2019/9/25, 23, , , , 
2019/9/28, 27, 41, 10, 1, 2
2019/9/29, 25, 39, 14, 1, 3
2019/9/30, 33, 29, 13, 1, 2
2019/4/1, 9, 40, 7, 1, 1
2019/4/2, 14, 44, 8, 1, 1
2019/4/3, 16, 44, 7, 1, 1
2019/4/4, 10, 34, 5, 1, 
2019/4/5, 7, 32, 3, 1, 
2019/4/6, 7, 25, 6, , 
2019/4/8, 6, 33, 5, 1, 2
2019/4/9, 8, 37, 6, 1, 
