date, pm25, pm10
2020/1/2, 45, 9
2020/1/3, 35, 4
2020/1/4, 12, 4
2020/1/5, 13, 11
2020/1/6, 29, 12
2020/1/7, 40, 8
2020/1/8, 26, 10
2020/1/9, 24, 13
2020/1/10, 24, 15
2020/1/11, 24, 6
2020/1/12, 13, 4
2020/1/13, 14, 11
2020/1/14, 20, 7
2020/1/15, 16, 10
2020/1/16, 22, 
2019/10/1, 34, 22
2019/10/2, 54, 23
2019/10/3, 58, 26
2019/10/4, 54, 12
2019/10/5, 16, 13
2019/10/6, 19, 13
2019/10/7, 17, 8
2019/10/8, 19, 8
2019/10/9, 14, 6
2019/10/10, 13, 11
2019/10/11, 25, 21
2019/10/12, 44, 3
2019/10/13, 26, 9
2019/10/14, 21, 12
2019/10/15, 28, 6
2019/10/16, 26, 6
2019/10/17, 10, 12
2019/10/18, 15, 10
2019/10/19, 32, 3
2019/10/20, 11, 5
2019/10/21, 15, 7
2019/10/22, 21, 11
2019/10/23, 20, 11
2019/10/24, 29, 12
2019/10/25, 26, 12
2019/10/26, 28, 6
2019/10/27, 20, 11
2019/10/28, 22, 12
2019/10/29, 22, 10
2019/10/30, 25, 8
2019/10/31, 23, 6
2019/11/1, 18, 13
2019/11/2, 34, 8
2019/11/3, 27, 13
2019/11/4, 25, 15
2019/11/5, 40, 16
2019/11/6, 35, 14
2019/11/7, 34, 6
2019/11/8, 14, 8
2019/11/9, 20, 13
2019/11/10, 44, 14
2019/11/11, 43, 9
2019/11/12, 34, 5
2019/11/13, 14, 9
2019/11/14, 28, 7
2019/11/15, 21, 10
2019/11/16, 25, 6
2019/11/17, 14, 6
2019/11/18, 15, 11
2019/11/19, 30, 13
2019/11/20, 41, 13
2019/11/21, 39, 14
2019/11/22, 45, 15
2019/11/23, 51, 5
2019/11/24, 22, 10
2019/11/25, 34, 16
2019/11/26, 48, 14
2019/11/27, 45, 8
2019/11/28, 21, 7
2019/11/30, 46, 8
2019/12/2, 49, 4
2019/12/3, 15, 8
2019/12/4, 17, 14
2019/12/5, 31, 24
2019/12/6, 68, 13
2019/12/7, 43, 8
2019/12/8, 24, 6
2019/12/9, 21, 9
2019/12/10, 29, 4
2019/12/11, 13, 8
2019/12/12, 17, 7
2019/12/13, 20, 3
2019/12/14, 10, 8
2019/12/15, 22, 11
2019/12/16, 39, 7
2019/12/17, 14, 5
2019/12/18, 14, 10
2019/12/19, 24, 16
2019/12/20, 49, 15
2019/12/21, 47, 17
2019/12/22, 58, 9
2019/12/23, 33, 7
2019/12/24, 16, 14
2019/12/25, 38, 19
2019/12/26, 43, 14
2019/12/27, 31, 16
2019/12/28, 50, 
2019/7/1, 35, 19
2019/7/2, 50, 17
2019/7/3, 38, 17
2019/7/4, 47, 10
2019/7/5, 34, 11
2019/7/6, 32, 12
2019/7/7, 37, 16
2019/7/8, 40, 13
2019/7/9, 29, 13
2019/7/10, 26, 12
2019/7/11, 29, 13
2019/7/12, 32, 14
2019/7/13, 31, 11
2019/7/14, 27, 17
2019/7/15, 45, 23
2019/7/16, 59, 28
2019/7/17, 60, 18
2019/7/18, 43, 14
2019/7/19, 35, 10
2019/7/20, 28, 11
2019/7/21, 31, 13
2019/7/22, 31, 9
2019/7/23, 22, 11
2019/7/24, 29, 12
2019/7/25, 30, 12
2019/7/26, 34, 14
2019/7/27, 36, 14
2019/7/28, 36, 14
2019/7/29, 40, 12
2019/7/30, 30, 11
2019/7/31, 26, 17
