date, pm25, pm10, o3, so2, co
2019/7/10, 28, , 11, , 1
2019/7/11, 11, , 9, , 1
2019/7/12, 36, , 5, , 1
2019/7/13, 44, , 6, , 1
2019/7/14, 64, , 6, , 1
2019/7/15, 43, , 8, , 1
2019/7/16, 10, , 12, , 1
2019/7/17, 13, , 12, , 1
2019/7/18, 27, , 10, , 1
2019/7/19, 17, , 10, , 1
2019/7/20, 13, , 11, , 1
2019/7/21, 17, , 12, , 1
2019/7/22, 14, , 11, , 2
2019/7/23, 14, , 9, , 2
2019/7/24, 23, , 12, , 2
2019/7/25, 13, , 16, , 3
2019/7/26, 18, , 16, , 2
2019/7/27, 15, , 14, , 2
2019/7/28, 13, , 15, , 1
2019/7/29, 19, , 15, , 1
2019/7/30, 13, , 9, , 1
2019/7/31, 15, , 8, , 1
2019/8/1, 14, , 14, , 1
2019/8/2, 13, , 10, , 1
2019/8/3, 8, , 9, , 2
2019/8/4, 16, , 9, , 2
2019/8/5, 16, , 8, , 2
2019/8/6, 19, , 10, , 1
2019/8/7, 24, , 10, , 3
2019/8/8, 18, , 7, , 2
2019/8/9, 15, , 6, , 1
2019/8/10, 16, , 6, , 1
2019/8/11, 12, , 6, , 1
2019/8/12, 14, , 11, , 1
2019/8/13, 15, , 9, , 1
2019/8/14, 15, , 13, , 2
2019/8/15, 19, , 13, , 1
2019/8/16, 20, , 11, , 2
2019/8/17, 20, , 10, , 1
2019/8/18, 48, , 10, , 1
2019/8/19, 28, , 11, , 
2019/8/20, 13, , 12, , 1
2019/8/21, 14, , 10, , 1
2019/8/22, 9, , 10, , 1
2019/8/23, 8, , 10, , 1
2019/8/24, 10, , 10, , 1
2019/8/25, 9, , 8, , 2
2019/8/26, 13, , 9, , 1
2019/8/27, 10, , 10, , 1
2019/8/28, 10, , 15, , 1
2019/8/29, 13, , 11, , 1
2019/8/30, 9, , 7, , 
2019/9/5, 12, , 16, , 1
2019/9/6, 28, , 18, , 1
2019/9/7, 38, , 14, , 1
2019/9/8, 23, , 8, , 1
2019/9/9, 11, , 8, , 
2019/9/10, 14, , 15, , 1
2019/9/11, 25, , 13, , 1
2019/9/12, 15, , 10, , 1
2019/9/13, 13, , 11, , 1
2019/9/14, 13, , 10, , 
2019/9/15, 10, , 11, , 1
2019/9/16, 10, , 17, , 1
2019/9/17, 22, , 18, , 1
2019/9/18, 28, , 16, , 1
2019/9/19, 19, , 14, , 1
2019/9/20, 21, , 13, , 1
2019/9/21, 17, , 15, , 1
2019/9/22, 22, , 16, , 1
2019/9/23, 18, , 16, , 1
2019/9/24, 11, , 18, , 1
2019/9/25, 9, , 16, , 1
2019/9/26, 15, , 13, , 1
2019/9/27, 14, , 12, , 1
2019/9/28, 16, , 16, , 1
2019/9/29, 15, , 16, , 1
2019/9/30, 27, , 16, , 1
2019/4/1, 18, , 14, , 2
2019/4/2, 28, , 18, , 1
2019/4/3, 18, , 16, , 1
2019/4/4, 21, , 13, , 1
2019/4/5, 17, , 13, , 2
2019/4/6, 16, , 10, , 1
2019/4/7, 14, , 10, , 1
2019/4/8, 14, , 9, , 1
2019/4/9, 20, , 19, , 1
2019/4/10, 15, , 22, , 1
2019/4/11, 23, , 14, , 1
2019/4/12, 21, , 14, , 1
2019/4/13, 18, , 12, , 1
2019/4/14, 21, , 18, , 1
2019/4/15, 28, , 24, , 2
2019/4/16, 20, , 21, , 1
2019/4/17, 16, , 10, , 1
2019/4/18, 16, , 14, , 1
2019/4/19, 21, , 21, , 1
2019/4/20, 17, , 22, , 1
2019/4/21, 17, , 22, , 1
2019/4/22, 18, , 21, , 1
2019/4/23, 15, , 22, , 1
2019/4/24, 15, , 17, , 1
2019/4/25, 15, , 15, , 1
2019/4/26, 25, , 20, , 1
2019/4/27, 26, , 20, , 1
2019/4/28, 31, , 14, , 1
2019/4/29, 28, , 14, , 1
2019/4/30, 14, , 14, , 
2019/5/1, 16, , 13, , 1
2019/5/2, 10, , 11, , 2
2019/5/3, 14, , 10, , 1
2019/5/4, 6, , 11, , 1
2019/5/5, 10, , 11, , 2
2019/5/6, 9, , 14, , 2
2019/5/7, 20, , 12, , 1
2019/5/8, 17, , 10, , 
2019/5/9, 14, , 11, , 1
2019/5/10, 17, , 10, , 1
2019/5/11, 15, , 12, , 1
2019/5/12, 21, , 11, , 1
2019/5/13, 39, , 13, , 1
2019/5/14, 22, , 16, , 2
2019/5/15, 32, , 20, , 1
2019/5/16, 27, , 21, , 1
2019/5/17, 25, , 17, , 1
2019/5/18, 23, , 15, , 1
2019/5/19, 21, , 17, , 1
2019/5/20, 17, , 17, , 1
2019/5/21, 11, , 17, , 1
2019/5/22, 16, , 18, , 1
2019/5/23, 17, , 19, , 
2019/5/24, 29, , 21, , 1
2019/5/25, 45, , 18, , 1
2019/5/26, 43, , 17, , 1
2019/5/27, 32, , 20, , 1
2019/5/28, 22, , 16, , 1
2019/5/29, 27, , 13, , 1
2019/5/30, 18, , 9, , 1
2019/5/31, 12, , 17, , 1
2019/6/1, 20, , 13, , 1
2019/6/2, 17, , 13, , 1
2019/6/3, 13, , 12, , 1
2019/6/4, 22, , 10, , 1
2019/6/5, 15, , 11, , 1
2019/6/6, 14, , 8, , 1
2019/6/7, 10, , 8, , 2
2019/6/8, 24, , 7, , 3
2019/6/9, 22, , 10, , 2
2019/6/10, 23, , 14, , 2
2019/6/11, 24, , 10, , 2
2019/6/12, 17, , 10, , 2
2019/6/13, 16, , 12, , 1
2019/6/14, 11, , 10, , 2
2019/6/15, 12, , 8, , 1
2019/6/16, 13, , 9, , 1
2019/6/17, 11, , 12, , 1
2019/6/18, 15, , 11, , 2
2019/6/19, 18, , 11, , 2
2019/6/20, 39, , 14, , 1
2019/6/21, 50, , 14, , 1
2019/6/22, 54, , 12, , 1
2019/6/23, 55, , 14, , 1
2019/6/24, 54, , 18, , 1
2019/6/25, 63, , 18, , 2
2019/6/26, 71, , 6, , 1
2019/6/27, 43, , 8, , 1
2019/6/28, 34, , 7, , 1
2019/6/29, 7, , 10, , 1
2019/6/30, 13, , 11, , 1
2019/1/1, 52, , 10, , 1
2019/1/2, 10, , 11, , 1
2019/1/3, 18, , 13, , 2
2019/1/4, 26, , 16, , 1
2019/1/5, 35, , 16, , 1
2019/1/6, 19, , 16, , 2
2019/1/7, 13, , 17, , 2
2019/1/8, 18, , 16, , 2
2019/1/9, 29, , 18, , 1
2019/1/10, 43, , 17, , 1
2019/1/11, 14, , 16, , 1
2019/1/12, 15, , 14, , 1
2019/1/13, 17, , 20, , 1
2019/1/14, 40, , 18, , 1
2019/1/15, 46, , 17, , 1
2019/1/16, 31, , 18, , 2
2019/1/17, 26, , 19, , 2
2019/1/18, 37, , 16, , 3
2019/1/19, 32, , 13, , 1
2019/1/20, 14, , 16, , 1
2019/1/21, 14, , 16, , 1
2019/1/22, 13, , 16, , 
2019/1/23, 15, , 13, , 1
2019/1/24, 19, , 14, , 1
2019/1/25, 11, , 12, , 1
2019/1/26, 13, , 11, , 1
2019/1/27, 12, , 16, , 1
2019/1/28, 13, , 17, 1, 1
2019/1/29, 17, , 19, 1, 2
2019/1/30, 11, , 16, , 1
2019/1/31, 16, , 15, , 1
2019/2/1, 14, , 14, , 1
2019/2/2, 16, , 13, , 3
2019/2/3, 17, , 14, , 1
2019/2/4, 38, , 18, , 2
2019/2/5, 21, , 19, , 2
2019/2/6, 18, , 15, , 2
2019/2/7, 21, , 13, , 2
2019/2/8, 14, , 13, , 1
2019/2/9, 10, , 13, , 1
2019/2/10, 12, , 11, , 1
2019/2/11, 12, , 8, , 1
2019/2/12, 13, , 16, , 1
2019/2/13, 10, , 17, , 1
2019/2/14, 11, , 18, , 1
2019/2/15, 13, , 19, , 1
2019/2/16, 15, , 12, , 2
2019/2/17, 18, , 10, , 1
2019/2/18, 25, , 10, , 1
2019/2/19, 17, , 8, , 1
2019/2/20, 15, , 9, , 1
2019/2/21, 16, , 7, , 1
2019/2/22, 12, , 8, , 1
2019/2/23, 13, , 11, , 1
2019/2/24, 25, , 4, , 1
2019/2/25, 26, , 12, , 1
2019/2/26, 28, , 11, , 1
2019/2/27, 12, , 16, , 1
2019/2/28, 24, , 16, , 2
2019/3/1, 30, , 18, , 1
2019/3/2, 21, , 10, , 1
2019/3/3, 14, , 9, , 1
2019/3/4, 16, , 10, , 1
2019/3/5, 31, , 20, , 1
2019/3/6, 20, , 19, , 1
2019/3/7, 14, , 18, , 1
2019/3/8, 17, , 15, , 1
2019/3/9, 17, , 13, , 1
2019/3/10, 17, , 13, , 1
2019/3/11, 10, , 15, , 1
2019/3/12, 21, , 18, , 1
2019/3/13, 16, , 18, , 1
2019/3/14, 20, , 15, , 1
2019/3/15, 18, , 18, , 1
2019/3/16, 18, , 16, , 1
2019/3/17, 21, , 16, , 1
2019/3/18, 19, , 16, , 1
2019/3/19, 12, , 17, , 1
2019/3/20, 10, , 21, , 1
2019/3/21, 30, , 23, , 2
2019/3/22, 55, , 25, , 2
2019/3/23, 39, , 22, , 1
2019/3/24, 33, , 19, , 2
2019/3/25, 22, , 18, , 1
2019/3/26, 30, , 22, , 1
2019/3/27, 32, , 19, , 1
2019/3/28, 22, , 19, , 1
2019/3/29, 13, , 18, , 1
2019/3/30, 13, , 19, , 1
2019/3/31, 11, , 19, , 1
2018/10/1, 11, , 15, , 
2018/10/2, 19, , 15, , 1
2018/10/3, 16, , 10, , 
2018/10/4, 13, , 14, , 
2018/10/5, 18, , 13, , 1
2018/10/6, 25, , 14, , 
2018/10/7, 17, , , , 
2018/10/9, 19, , 9, , 1
2018/10/10, 14, , 5, , 2
2018/10/11, 19, , 6, , 2
2018/10/12, 20, , 12, , 2
2018/10/13, 22, , 9, , 2
2018/10/14, 19, , 7, , 1
2018/10/15, 10, , , , 
2018/10/17, 7, , 2, , 
2018/10/18, 10, , 8, , 
2018/10/19, 13, , , , 1
2018/10/21, 15, , 14, , 
2018/10/22, 18, , 12, , 
2018/10/23, 14, , 2, , 1
2018/10/24, 12, , 10, , 
2018/10/25, 5, , 11, , 1
2018/10/26, 14, , 15, , 1
2018/10/27, 14, , 17, , 1
2018/10/28, 11, , 20, , 1
2018/10/29, 21, , 8, , 2
2018/10/30, 25, , 17, , 1
2018/10/31, 12, , 15, , 1
2018/11/1, 6, , 10, , 1
2018/11/2, 7, , 12, , 1
2018/11/3, 7, , 10, , 
2018/11/4, 8, , 13, , 1
2018/11/5, 14, , 13, , 1
2018/11/6, 16, , 11, , 1
2018/11/7, 12, , 11, , 1
2018/11/8, 13, , 11, , 1
2018/11/9, 13, , 13, , 1
2018/11/10, 14, , 11, , 1
2018/11/11, 18, , 9, , 
2018/11/12, 16, , 2, , 1
2018/11/13, 6, , 8, , 1
2018/11/14, 13, , 6, , 1
2018/11/15, 8, , 15, , 1
2018/11/16, 11, , 16, , 1
2018/11/17, 14, , 16, , 1
2018/11/18, 18, , 15, , 1
2018/11/19, 16, , 6, , 1
2018/11/20, 17, , 16, , 1
2018/11/21, 19, , 16, , 1
2018/11/22, 22, , 16, , 1
2018/11/23, 17, , 13, , 1
2018/11/24, 22, , 13, , 1
2018/11/25, 20, , 11, , 1
2018/11/26, 36, , 12, , 1
2018/11/27, 45, , 17, , 1
2018/11/28, 28, , 16, , 1
2018/11/29, 19, , 16, , 1
2018/11/30, 17, , 15, , 1
2018/12/1, 13, , 12, , 1
2018/12/2, 24, , 11, , 1
2018/12/3, 28, , 9, , 1
2018/12/4, 20, , 16, , 1
2018/12/5, 27, , 16, , 2
2018/12/6, 14, , 15, , 2
2018/12/7, 24, , 13, , 1
2018/12/8, 15, , 10, , 1
2018/12/9, 22, , 12, , 1
2018/12/10, 14, , 14, , 1
2018/12/11, 16, , 16, , 1
2018/12/12, 13, , 14, , 2
2018/12/13, 13, , 12, , 1
2018/12/14, 13, , 9, , 1
2018/12/15, 18, , 14, , 1
2018/12/16, 16, , 12, , 1
2018/12/17, 20, , 17, , 2
2018/12/18, 33, , 14, , 2
2018/12/19, 23, , 12, , 1
2018/12/20, 25, , 17, , 1
2018/12/21, 21, , 15, , 1
2018/12/22, 25, , 17, , 2
2018/12/23, 27, , 18, , 1
2018/12/24, 18, , 16, , 1
2018/12/25, 17, , 17, , 1
2018/12/26, 14, , 15, , 1
2018/12/27, 18, , 12, , 1
2018/12/28, 23, , 10, , 1
2018/12/29, 24, , 14, , 2
2018/12/30, 15, , , , 
2018/7/1, 36, , 13, , 1
2018/7/2, 49, , 17, , 1
2018/7/3, 30, , 18, , 1
2018/7/4, 34, , 8, , 1
2018/7/5, 100, , 11, , 1
2018/7/6, 80, , 15, , 1
2018/7/7, 63, , 13, , 1
2018/7/8, 73, , 18, , 1
2018/7/9, 67, , 16, , 1
2018/7/10, 36, , 13, , 1
2018/7/11, 15, , 19, , 2
2018/7/12, 30, , 20, , 2
2018/7/13, 27, , 22, , 2
2018/7/14, 33, , 22, , 2
2018/7/15, 27, , 20, , 2
2018/7/16, 41, , 11, , 2
2018/7/17, 62, , 10, , 1
2018/7/18, 60, , 11, , 1
2018/7/19, 51, , 9, , 2
2018/7/20, 58, , 11, , 1
2018/7/21, 63, , 15, , 1
2018/7/22, 55, , 13, , 1
2018/7/23, 51, , 15, , 2
2018/7/24, 35, , 13, , 1
2018/7/25, 46, , 18, , 2
2018/7/26, 57, , 13, , 1
2018/7/27, 22, , 13, , 1
2018/7/28, 35, , 12, , 1
2018/7/29, 31, , 7, , 2
2018/7/30, 45, , 10, , 1
2018/7/31, 31, , 8, , 1
2018/8/1, 42, , 9, , 1
2018/8/2, 33, , 9, , 1
2018/8/3, 22, , 10, , 1
2018/8/4, 18, , 10, , 1
2018/8/5, 15, , 10, , 1
2018/8/6, 12, , 10, , 1
2018/8/7, 23, , 9, , 1
2018/8/8, 68, , 3, , 1
2018/8/9, 61, , 12, , 1
2018/8/10, 51, , 10, , 1
2018/8/11, 21, , 12, , 1
2018/8/12, 29, , 14, , 2
2018/8/13, 31, , 10, , 1
2018/8/14, 22, , 8, , 1
2018/8/15, 20, , 9, , 1
2018/8/16, 27, , 8, , 1
2018/8/17, 19, , 5, , 
2018/8/18, 19, , 9, , 1
2018/8/19, 10, , 9, , 2
2018/8/20, 12, , 9, , 1
2018/8/21, 17, , 14, , 1
2018/8/22, 15, , 13, , 1
2018/8/23, 16, , 11, , 1
2018/8/24, 19, , 8, , 1
2018/8/25, 17, , 8, , 1
2018/8/26, 13, , 9, , 1
2018/8/27, 17, , 9, , 1
2018/8/28, 13, , 8, , 1
2018/8/29, 14, , 9, , 1
2018/8/30, 10, , 6, 1, 1
2018/8/31, 25, , 8, , 1
2018/9/1, 25, , 8, , 
2018/9/2, 14, , 9, , 1
2018/9/3, 10, , 7, , 1
2018/9/4, 12, , 9, , 1
2018/9/5, 13, , 10, , 1
2018/9/6, 12, , 13, , 1
2018/9/7, 8, , 14, , 1
2018/9/8, 14, , 11, , 1
2018/9/9, 15, , 14, , 2
2018/9/10, 31, , 14, , 1
2018/9/11, 35, , 13, , 1
2018/9/12, 15, , 12, , 1
2018/9/13, 11, , 14, , 2
2018/9/14, 12, , 11, , 2
2018/9/15, 13, , 11, , 2
2018/9/16, 22, , 7, , 1
2018/9/17, 11, , 10, , 1
2018/9/18, 8, , 14, , 1
2018/9/19, 18, , 13, , 1
2018/9/20, 13, , 13, , 1
2018/9/21, 12, , 12, , 1
2018/9/22, 11, , 13, , 1
2018/9/23, 11, , 11, , 1
2018/9/24, 13, , 12, , 1
2018/9/25, 25, , 7, , 2
2018/9/26, 35, , 14, , 1
2018/9/27, 32, , 4, , 1
2018/9/28, 11, , 3, , 
2018/9/29, 13, , 6, , 1
2018/9/30, 11, , 10, , 1
2018/4/1, 38, , 13, , 
2018/4/2, 29, , 12, , 
2018/4/3, 27, , 12, , 
2018/4/4, 30, , 14, , 
2018/4/5, 41, , 16, , 
2018/4/6, 51, , 12, , 
2018/4/7, 45, , 12, , 
2018/4/8, 48, , 3, , 
2018/4/9, 47, , , , 
2018/4/10, 39, , , , 
2018/4/11, 33, , 20, , 
2018/4/12, 44, , 20, , 
2018/4/13, 51, , 15, , 
2018/4/14, 42, , 12, , 
2018/4/15, 44, , 22, , 
2018/4/16, 42, , 25, , 
2018/4/17, 47, , 21, , 
2018/4/18, 38, , 26, , 
2018/4/19, 51, , 28, , 
2018/4/20, 67, , 15, , 
2018/4/21, 53, , 10, , 
2018/4/22, 50, , 9, , 
2018/4/23, 38, , 11, , 
2018/4/24, 54, , 23, , 
2018/4/25, 51, , 19, , 
2018/4/26, 42, , 16, , 
2018/4/27, 46, , 23, , 
2018/5/1, 43, , 19, , 
2018/5/2, 46, , 17, , 
2018/5/3, 39, , 19, , 
2018/5/4, 41, , 14, , 
2018/5/5, 15, , 17, , 
2018/5/6, 15, , 18, , 
2018/5/7, 35, , 24, , 
2018/5/8, 34, , 22, , 
2018/5/9, 30, , 19, , 
2018/5/10, 32, , 21, , 
2018/5/11, 19, , 16, , 
2018/5/12, 17, , 10, , 
2018/5/13, 15, , 13, , 
2018/5/14, 14, , 13, , 2
2018/5/15, 19, , 12, , 2
2018/5/16, 20, , 8, , 2
2018/5/17, 16, , 15, , 1
2018/5/18, 11, , 11, , 2
2018/5/19, 16, , 11, , 1
2018/5/20, 24, , 12, , 
2018/5/21, 32, , 12, , 
2018/5/22, 43, , 10, , 
2018/5/23, 28, , 11, , 1
2018/5/24, 26, , 8, , 1
2018/5/25, 18, , 11, , 1
2018/5/26, 19, , 12, , 1
2018/5/27, 24, , 16, , 1
2018/5/28, 21, , 14, , 1
2018/5/29, 24, , 11, , 1
2018/5/30, 43, , 7, , 1
2018/5/31, 29, , 13, , 2
2018/6/1, 21, , 17, , 1
2018/6/2, 24, , 8, , 1
2018/6/3, 22, , 11, , 1
2018/6/4, 23, , 10, , 1
2018/6/5, 23, , 9, , 1
2018/6/6, 18, , 11, , 1
2018/6/7, 30, , 11, , 2
2018/6/8, 26, , 8, , 2
2018/6/9, 48, , 9, , 2
2018/6/10, 39, , 9, , 2
2018/6/11, 26, , 12, , 1
2018/6/12, 20, , 12, , 1
2018/6/13, 19, , 10, , 2
2018/6/14, 20, , 14, , 2
2018/6/15, 44, , 16, , 1
2018/6/16, 47, , 15, , 1
2018/6/17, 39, , 12, , 1
2018/6/18, 18, , 19, , 1
2018/6/19, 22, , 23, , 1
2018/6/20, 24, , 18, , 1
2018/6/21, 33, , 11, , 1
2018/6/22, 18, , 4, , 1
2018/6/23, 30, , 6, , 1
2018/6/24, 27, , 12, , 1
2018/6/25, 20, , 14, , 1
2018/6/26, 24, , 8, , 1
2018/6/27, 30, , 4, , 1
2018/6/28, 37, , 4, , 2
2018/6/29, 39, , 4, , 2
2018/6/30, 31, , 6, , 1
2018/1/1, 42, , 13, , 
2018/1/2, 10, , 14, , 
2018/1/3, 11, , 18, , 
2018/1/4, 32, , 16, , 
2018/1/5, 27, , 18, , 
2018/1/6, 25, , 17, , 
2018/1/7, 25, , 16, , 
2018/1/8, 24, , 9, , 
2018/1/9, 17, , 9, , 
2018/1/10, 21, , 11, , 
2018/1/11, 20, , 9, , 
2018/1/12, 21, , 15, , 
2018/1/13, 28, , 15, , 
2018/1/14, 28, , 16, , 
2018/1/15, 29, , 17, , 
2018/1/16, 20, , 17, , 
2018/1/17, 36, , 16, , 
2018/1/18, 33, , 15, , 
2018/1/19, 30, , 14, , 
2018/1/20, 37, , 15, , 
2018/1/21, 28, , 15, , 
2018/1/22, 26, , 13, , 
2018/1/23, 28, , 14, , 
2018/1/24, 34, , 17, , 
2018/1/25, 31, , 17, , 
2018/1/26, 32, , 16, , 
2018/1/27, 36, , 15, , 
2018/1/28, 38, , 12, , 
2018/1/29, 30, , 17, , 
2018/1/30, 26, , 18, , 
2018/1/31, 28, , 17, , 
2018/2/1, 32, , 16, , 
2018/2/2, 36, , 15, , 
2018/2/3, 30, , 14, , 
2018/2/4, 26, , 14, , 
2018/2/5, 31, , 11, , 
2018/2/6, 35, , 12, , 
2018/2/7, 27, , 9, , 
2018/2/8, 25, , 9, , 
2018/2/9, 22, , 11, , 
2018/2/10, 29, , 10, , 
2018/2/11, 35, , 11, , 
2018/2/12, 35, , 12, , 
2018/2/13, 40, , 13, , 
2018/2/14, 36, , 13, , 
2018/2/15, 29, , 17, , 
2018/2/16, 29, , 14, , 
2018/2/17, 26, , 14, , 
2018/2/18, 27, , 10, , 
2018/2/19, 27, , 9, , 
2018/2/20, 29, , 12, , 
2018/2/21, 34, , 13, , 
2018/2/22, 35, , 13, , 
2018/2/23, 30, , 12, , 
2018/2/24, 23, , 11, , 
2018/2/25, 24, , 9, , 
2018/2/26, 24, , 14, , 
2018/2/27, 30, , 15, , 
2018/2/28, 37, , 20, , 
2018/3/1, 48, , 15, , 
2018/3/2, 47, , 19, , 
2018/3/3, 41, , 19, , 
2018/3/4, 40, , 18, , 
2018/3/5, 37, , 19, , 
2018/3/6, 42, , 16, , 
2018/3/7, 47, , 19, , 
2018/3/8, 41, , 20, , 
2018/3/9, 46, , 17, , 
2018/3/10, 43, , 12, , 
2018/3/11, 33, , 15, , 
2018/3/12, 40, , 20, , 
2018/3/13, 43, , 24, , 
2018/3/14, 60, , 22, , 
2018/3/15, 48, , 23, , 
2018/3/16, 46, , 19, , 
2018/3/17, 41, , 15, , 
2018/3/18, 46, , 11, , 
2018/3/19, 52, , 10, , 
2018/3/20, 60, , 20, , 
2018/3/21, 56, , 22, , 
2018/3/22, 52, , 23, , 
2018/3/23, 42, , 21, , 
2018/3/24, 45, , 23, , 
2018/3/25, 47, , 20, , 
2018/3/26, 49, , 19, , 
2018/3/27, 40, , 17, , 
2018/3/28, 39, , 18, , 
2018/3/29, 46, , 17, , 
2018/3/30, 43, , 15, , 
2018/3/31, 49, , 11, , 
2017/10/1, 54, , 19, , 
2017/10/2, 41, , 17, , 
2017/10/3, 27, , 16, , 
2017/10/4, 29, , , , 
2017/10/5, 28, , 6, , 
2017/10/6, 46, , 8, , 
2017/10/7, 39, , 9, , 
2017/10/8, 29, , 8, , 
2017/10/9, 28, , 11, , 
2017/10/10, 28, , 12, , 
2017/10/11, 27, , 9, , 
2017/10/12, 26, , 11, , 
2017/10/13, 24, , 8, , 
2017/10/14, 24, , 11, , 
2017/10/15, 22, , 10, , 
2017/10/16, 27, , 11, , 
2017/10/17, 27, , 14, , 
2017/10/18, 25, , 11, , 
2017/10/19, 26, , 13, , 
2017/10/20, 24, , 13, , 
2017/10/21, 35, , 9, , 
2017/10/22, 76, , 9, , 
2017/10/23, 52, , 10, , 
2017/10/24, 38, , 19, , 
2017/10/25, 36, , 19, , 
2017/10/26, 30, , 18, , 
2017/10/27, 29, , 14, , 
2017/10/28, 28, , 16, , 
2017/10/29, 22, , 17, , 
2017/10/30, 33, , 18, , 
2017/10/31, 43, , 18, , 
2017/11/1, 61, , 15, , 
2017/11/2, 31, , 15, , 
2017/11/3, 23, , 15, , 
2017/11/4, 22, , 13, , 
2017/11/5, 28, , 12, , 
2017/11/6, 36, , 11, , 
2017/11/7, 45, , 11, , 
2017/11/8, 36, , 10, , 
2017/11/9, 36, , 11, , 
2017/11/10, 31, , 12, , 
2017/11/11, 28, , 11, , 
2017/11/12, 29, , 10, , 
2017/11/13, 22, , 15, , 
2017/11/14, 21, , 14, , 
2017/11/15, 23, , 16, , 
2017/11/16, 25, , 18, , 
2017/11/17, 31, , 19, , 
2017/11/18, 29, , 18, , 
