date, pm25, pm10, o3, no2, so2
2020/1/2, 43, , 30, , 
2020/1/3, 34, , 30, , 
2020/1/4, 36, , 32, , 
2020/1/5, 44, , 29, , 
2020/1/6, 20, , 21, , 
2020/1/7, 22, , 27, , 
2020/1/8, 28, , 30, , 
2020/1/9, 24, , 28, , 
2020/1/10, 22, , 31, , 
2020/1/11, 31, , 33, , 
2020/1/12, 30, , 31, , 
2020/1/13, 37, , 36, , 
2020/1/14, 42, , 41, , 
2020/1/15, 69, , , , 
2019/10/1, 19, , 40, 5, 
2019/10/2, 19, , 43, 6, 
2019/10/3, 19, , 42, 5, 
2019/10/4, 16, , 47, 4, 
2019/10/5, 18, , 53, 5, 
2019/10/6, 23, , 37, 9, 
2019/10/7, 21, , 33, 5, 
2019/10/8, 19, , 36, 5, 
2019/10/9, 15, , 35, 6, 
2019/10/10, 16, , 40, 6, 
2019/10/11, 11, , 36, 4, 
2019/10/12, 7, , 34, 2, 
2019/10/13, 11, , 34, 3, 
2019/10/14, 18, , 42, 6, 
2019/10/15, 20, , 37, 7, 
2019/10/16, 14, , 32, 4, 
2019/10/17, 12, , 36, 7, 
2019/10/18, 11, , 42, 5, 
2019/10/19, 11, , 40, 4, 
2019/10/20, 11, , 34, 17, 
2019/10/21, 15, , 47, 12, 
2019/10/22, 11, , 40, 14, 
2019/10/23, 13, , 37, 15, 
2019/10/24, 10, , 30, 15, 
2019/10/25, 8, , 39, 7, 
2019/10/26, 13, , 31, 4, 
2019/10/27, 10, , 36, 7, 
2019/10/28, 8, , 34, 7, 
2019/10/29, 11, , 34, 5, 
2019/10/30, 5, , 33, 8, 
2019/10/31, 9, , 26, 17, 
2019/11/1, 9, , 28, 15, 
2019/11/2, 14, , 43, 5, 
2019/11/3, 13, , 39, 10, 
2019/11/4, 13, , 35, 11, 
2019/11/7, 11, , 34, 11, 
2019/11/8, 6, , 32, 9, 
2019/11/9, 11, , 37, 5, 
2019/11/10, 8, , 36, 4, 
2019/11/11, 9, , 41, 6, 
2019/11/12, 11, , 36, 6, 
2019/11/13, 10, , 32, 6, 
2019/11/14, 9, , 28, 6, 
2019/11/15, 7, , 32, 7, 
2019/11/16, 10, , 32, 11, 
2019/11/17, 9, , 31, 8, 
2019/11/18, 6, , 29, 10, 
2019/11/19, 4, , 32, 4, 
2019/11/20, 4, , 28, 7, 
2019/11/21, 5, , 27, 6, 
2019/11/22, 4, , 31, 7, 
2019/11/23, 5, , 28, 8, 
2019/11/24, 8, , 30, 8, 
2019/11/25, 7, , 32, 9, 
2019/11/26, 5, , 30, 8, 
2019/11/27, 6, , 30, 2, 
2019/11/28, 4, , 31, 4, 
2019/11/29, 4, , 25, 3, 
2019/11/30, 7, , 28, 4, 
2019/12/1, 6, , 20, 12, 
2019/12/2, 6, , 13, 16, 
2019/12/3, 8, , 25, 7, 
2019/12/4, 8, , 25, 6, 
2019/12/5, 5, , 15, 9, 
2019/12/6, 6, , 14, 5, 
2019/12/7, 7, , 25, 5, 
2019/12/8, 5, , 26, 7, 
2019/12/9, 5, , 22, 8, 
2019/12/10, 5, , 18, 14, 
2019/12/11, 7, , 21, 12, 
2019/12/12, 30, , 36, 7, 
2019/12/13, 41, , 31, , 
2019/12/16, 21, , 30, , 
2019/12/17, 25, , 23, , 
2019/12/18, 15, , 22, , 
2019/12/19, 27, , 19, , 
2019/12/20, 26, , 21, , 
2019/12/21, 25, , 23, , 
2019/12/22, 28, , 18, , 
2019/12/23, 23, , 29, , 
2019/12/24, 18, , 30, , 
2019/12/25, 17, , 30, , 
2019/12/26, 10, , 22, , 
2019/12/27, 17, , 12, , 
2019/12/28, 27, , , , 
2019/7/1, 41, , 30, 2, 
2019/7/2, 53, , 26, 1, 
2019/7/3, 49, , 28, 2, 
2019/7/4, 44, , 31, 2, 
2019/7/5, 44, , 33, 1, 
2019/7/6, 37, , 31, 1, 
2019/7/7, 44, , 28, 1, 
2019/7/8, 40, , 30, 1, 
2019/7/9, 36, , 30, 2, 
2019/7/10, 41, , 28, 2, 
2019/7/11, 42, , 27, 1, 
2019/7/12, 44, , 29, 2, 
2019/7/13, 45, , 36, 1, 
2019/7/14, 46, , 33, 2, 
2019/7/15, 44, , 27, 5, 
2019/7/16, 41, , 21, 2, 
2019/7/17, 40, , 26, 1, 
2019/7/18, 37, , 26, 1, 
2019/7/19, 15, , 28, 1, 
2019/7/20, 20, , 29, 2, 
2019/7/21, 34, , 24, 1, 
2019/7/22, 29, , 27, 4, 
2019/7/23, 34, , 23, 4, 
2019/7/24, 37, , 23, 4, 
2019/7/25, 50, , 26, 3, 
2019/7/26, 51, , 27, 3, 
2019/7/27, 36, , 25, 1, 
2019/7/28, 32, , 28, 1, 
2019/7/29, 46, , 27, 2, 
2019/7/30, 49, , 33, 3, 
2019/7/31, 47, , 34, 1, 
2019/8/1, 40, , 32, 2, 
2019/8/2, 35, , 28, 3, 
2019/8/3, 30, , 27, 1, 
2019/8/4, 26, , 33, 2, 
2019/8/5, 28, , 31, 2, 
2019/8/6, 40, , 27, 1, 
2019/8/7, 30, , 33, 2, 
2019/8/8, 39, , 29, 4, 
2019/8/9, 41, , 26, 2, 
2019/8/10, 39, , 23, 1, 
2019/8/11, 24, , 28, 1, 
2019/8/12, 24, , 30, 3, 
2019/8/13, 37, , 37, 4, 
2019/8/14, 35, , 33, 3, 
2019/8/15, 34, , 32, 1, 
2019/8/16, 32, , 29, 1, 
2019/8/17, 33, , 25, 1, 
2019/8/18, 23, , 28, 2, 
2019/8/19, 18, , 29, 4, 
2019/8/20, 34, , 26, 6, 
2019/8/21, 35, , 30, 3, 
2019/8/22, 47, , 31, 2, 
2019/8/23, 48, , 30, 3, 
