date, pm25, o3, no2, so2
2020/1/2, 35, 18, , 
2020/1/3, 26, 20, , 
2020/1/4, 26, , , 
2020/1/5, 23, , , 
2020/1/6, 32, , , 
2020/1/7, 35, , , 
2020/1/8, 32, 20, , 
2020/1/9, 25, 22, , 
2020/1/10, 29, 18, , 
2020/1/11, 24, 20, , 
2020/1/12, 21, 19, , 
2020/1/13, 35, 20, , 
2020/1/14, 27, 12, , 
2020/1/15, 18, 13, , 
2019/10/1, 27, 34, , 
2019/10/2, 36, 38, , 
2019/10/3, 45, 54, , 
2019/10/4, 47, 40, , 
2019/10/5, 42, 39, , 
2019/10/6, 43, 33, , 
2019/10/7, 12, 38, , 
2019/10/8, 17, 40, , 
2019/10/9, 42, 31, , 
2019/10/10, 33, 16, , 
2019/10/11, 13, 26, , 
2019/10/12, 10, 37, , 
2019/10/13, 19, 21, , 
2019/10/14, 35, 15, , 
2019/10/15, 27, 28, , 
2019/10/16, 17, 27, , 
2019/10/17, 25, 34, , 
2019/10/18, 22, 40, , 
2019/10/19, 36, 36, , 
2019/10/20, 39, 26, , 
2019/10/21, 18, 17, , 
2019/10/22, 24, 38, , 
2019/10/23, 24, 26, , 
2019/10/24, 19, 23, , 
2019/10/25, 7, , , 
2019/10/26, 18, , , 
2019/10/27, 21, , , 
2019/10/28, 36, , , 
2019/10/29, 11, 14, , 
2019/10/30, 12, 22, , 
2019/10/31, 16, 25, , 
2019/11/1, 20, 26, , 
2019/11/2, 33, 38, , 
2019/11/3, 29, 35, , 
2019/11/4, 33, 15, , 
2019/11/5, 38, 28, , 
2019/11/6, 38, 26, , 
2019/11/7, 30, 13, , 
2019/11/8, 29, 24, , 
2019/11/9, 34, 33, , 
2019/11/10, 34, 22, , 
2019/11/11, 22, 21, , 
2019/11/12, 11, 21, , 
2019/11/13, 14, 21, , 
2019/11/14, 23, 19, , 
2019/11/15, 26, 29, , 
2019/11/16, 27, 38, , 
2019/11/17, 38, 29, , 
2019/11/18, 31, 37, , 
2019/11/19, 43, 31, , 
2019/11/20, 34, 25, , 
2019/11/21, 22, 7, , 
2019/11/22, 10, 16, , 
2019/11/23, 18, 31, , 
2019/11/24, 23, 29, , 
2019/11/25, 27, 19, , 
2019/11/26, 50, 21, , 
2019/11/27, 19, 19, , 
