date, pm25, pm10, no2, so2, co
2018/10/17, 117, 29, 13, 4, 4
2018/10/18, 68, 32, 17, 6, 5
2018/10/19, 61, 31, 18, 5, 5
2018/10/20, 71, 32, 19, 5, 5
2018/10/21, 73, 23, 18, 3, 5
2018/10/22, 71, 55, 14, 6, 9
2018/10/23, 141, 72, 30, 6, 9
2018/10/24, 138, 53, 21, 4, 6
2018/10/25, 88, 66, 11, 5, 8
2018/10/26, 140, 68, 22, 9, 8
2018/10/27, 88, 67, 29, 8, 9
2018/10/28, 117, 62, 33, 8, 8
2018/10/29, 114, 49, 19, 10, 7
2018/10/30, 89, 39, 14, 5, 4
2018/10/31, 71, 30, 15, 4, 3
2018/11/1, 67, 38, 24, 5, 5
2018/11/2, 84, 31, 21, 4, 5
2018/11/3, 69, 35, 22, 4, 5
2018/11/4, 84, 36, 13, 4, 5
2018/11/5, 95, 33, 19, 4, 6
2018/11/6, 77, 19, 15, 10, 8
2018/11/7, 97, 13, 11, 3, 7
2018/11/8, 37, 64, 26, 5, 17
2018/11/9, 82, 44, 27, 4, 6
2018/11/10, 111, 47, 14, 6, 5
2018/11/11, 108, 29, 7, 4, 4
2018/11/12, 59, 39, 15, 5, 4
2018/11/13, 78, 48, 21, 10, 5
2018/11/14, 103, 42, 26, 4, 4
2018/11/15, 93, 20, 10, 3, 6
2018/11/16, 74, 29, 9, 4, 4
2018/11/17, 58, 26, 12, 4, 5
2018/11/18, 77, 58, 20, 5, 11
2018/11/19, 154, 50, 30, 9, 11
2018/11/20, 131, 20, 15, 3, 5
2018/11/21, 61, 50, 17, 6, 8
2018/11/22, 105, 55, 27, 5, 6
2018/11/23, 126, 63, 30, 6, 8
2018/11/24, 143, 79, 35, 5, 11
2018/11/25, 178, 76, 31, 6, 10
2018/11/26, 166, 128, 53, 6, 20
2018/11/27, 224, 110, 31, 6, 15
2018/11/28, 201, 101, 48, 10, 15
2018/11/29, 192, 91, 40, 4, 10
2018/11/30, 158, 71, 36, 6, 8
2018/12/1, 127, 47, 23, 4, 7
2018/12/2, 127, 71, 35, 5, 12
2018/12/3, 174, 40, 16, 7, 9
2018/12/4, 89, 50, 15, 4, 4
2018/12/5, 67, 24, 11, 3, 4
2018/12/6, 46, 46, 15, 4, 6
2018/12/7, 66, , 16, 6, 8
2018/12/8, 70, 29, 20, 5, 9
2018/12/9, 72, 17, 12, 3, 4
2018/12/10, 40, 27, 14, 3, 6
2018/12/11, 61, 73, 26, 7, 12
2018/12/12, 136, 99, 38, 15, 16
2018/12/13, 152, 50, 28, 7, 8
2018/12/14, 119, 37, 24, 4, 4
2018/12/15, 59, 73, 27, 5, 8
2018/12/16, 125, 104, 43, 7, 10
2018/12/17, 151, 94, 39, 9, 13
2018/12/18, 151, 86, 44, 10, 9
2018/12/19, 129, 47, 29, 6, 7
2018/12/20, 82, 44, 32, 5, 7
2018/12/21, 85, , , , 
2018/12/27, 60, 39, 10, 5, 7
2018/12/28, 76, 48, 15, 7, 10
2018/12/29, 99, 42, 19, 7, 9
2018/12/30, 94, , , , 
2018/7/1, 56, 29, 13, 4, 7
2018/7/2, 46, 40, 20, 5, 8
2018/7/3, 70, 45, 17, 10, 8
2018/7/4, 94, 31, 20, 4, 8
2018/7/5, 69, 25, 16, 5, 7
2018/7/6, 54, 24, 11, 4, 6
2018/7/7, 48, 43, 13, 4, 7
2018/7/8, 76, 32, 9, 5, 6
2018/7/9, 64, 23, 7, 5, 5
2018/7/10, 45, 34, 6, 9, 5
2018/7/11, 48, 24, 6, 4, 4
2018/7/12, 41, 22, 7, 5, 4
2018/7/13, 42, 22, 8, 5, 4
2018/7/14, 46, 21, 7, 5, 4
2018/7/15, 41, 20, 7, 5, 4
2018/7/16, 39, 19, 8, 18, 7
2018/7/17, 36, 19, 7, 5, 4
2018/7/18, 39, 18, 8, 5, 4
2018/7/19, 36, 29, 9, 5, 4
2018/7/20, 66, 36, 9, 5, 4
2018/7/21, 82, 17, 5, 5, 4
2018/7/22, 40, 25, 9, 5, 5
2018/7/23, 52, 40, 13, 9, 6
2018/7/24, 77, 51, 15, 5, 6
2018/7/25, 111, 48, 20, 5, 7
2018/7/26, 95, 38, 16, 6, 6
2018/7/27, 80, 56, 17, 5, 7
2018/7/28, 121, 57, 13, 5, 6
2018/7/29, 112, 44, 10, 6, 7
2018/7/30, 99, 33, 9, 5, 5
2018/7/31, 71, 27, 7, 5, 4
2018/8/1, 58, 28, 8, 13, 7
2018/8/2, 63, 21, 8, 5, 6
2018/8/3, 51, 34, 9, 5, 5
2018/8/4, 68, 31, 7, 5, 5
2018/8/5, 67, 40, 12, 5, 5
2018/8/6, 77, 34, 12, 5, 5
2018/8/7, 67, 31, 9, 5, 5
2018/8/8, 68, 36, 13, 6, 6
2018/8/9, 77, 44, 11, 6, 7
2018/8/10, 89, 40, 9, 9, 6
2018/8/11, 81, 26, 8, 5, 5
2018/8/12, 54, 22, 5, , 4
2018/8/13, 41, 24, 7, , 4
2018/8/14, 37, 24, 7, 5, 4
2018/8/15, 44, 23, 6, 9, 7
2018/8/16, 51, 18, 7, , 4
2018/8/17, 35, 20, 6, 5, 4
2018/8/18, 38, 17, 5, 5, 3
2018/8/19, 32, 26, 8, 5, 6
2018/8/20, 54, 37, 12, 5, 7
2018/8/21, 85, 25, 8, 5, 4
2018/8/22, 51, 38, 9, 7, 7
2018/8/23, 70, 52, 13, 10, 10
2018/8/24, 100, 27, 3, 3, 5
2018/8/25, 59, 25, 5, 3, 6
2018/8/26, 58, 21, 2, 2, 4
2018/8/27, 38, 19, 2, 2, 4
2018/8/28, 35, 18, 4, 3, 4
2018/8/29, 33, 22, 3, 5, 4
2018/8/30, 47, 28, 5, 5, 5
2018/8/31, 60, 33, 12, 4, 6
2018/9/1, 84, 29, 7, 4, 6
2018/9/2, 71, 49, 6, 4, 7
2018/9/3, 101, 43, 6, 6, 8
2018/9/4, 92, 50, 17, 12, 8
2018/9/5, 98, 62, 8, 6, 9
2018/9/6, 133, 50, 10, 7, 9
2018/9/7, 115, 27, 6, 6, 5
2018/9/8, 48, 26, 8, 6, 5
2018/9/9, 57, 26, 7, 5, 5
2018/9/10, 59, 36, 13, 5, 6
2018/9/11, 63, 35, 3, 4, 12
2018/9/12, 67, 29, 6, 4, 6
2018/9/13, 57, 34, 16, 5, 6
2018/9/14, 61, 36, 19, 5, 6
2018/9/15, 68, 30, 13, 4, 6
2018/9/16, 59, 19, 12, 4, 5
2018/9/17, 40, 41, 19, 9, 7
2018/9/18, 72, 39, 16, 5, 7
2018/9/19, 76, 38, 21, 5, 8
2018/9/20, 78, 33, 12, 5, 10
2018/9/21, 76, 35, 17, 5, 8
2018/9/22, 66, 54, 15, 7, 9
2018/9/23, 99, 44, 8, 6, 7
2018/9/24, 91, 24, 8, 10, 5
2018/9/25, 47, 25, 8, 5, 3
2018/9/26, 47, 28, 10, 5, 3
2018/9/27, 58, 31, 14, 5, 4
2018/9/28, 61, 28, 9, 5, 4
2018/9/29, 61, 53, 14, 7, 7
2018/9/30, 107, 42, 11, 7, 5
2018/4/1, 103, 73, 33, 16, 8
2018/4/2, 123, 63, 16, 5, 6
2018/4/3, 96, 43, 12, 4, 4
2018/4/4, 82, 35, 11, 3, 5
2018/4/5, 82, 90, 11, 5, 7
2018/4/6, 101, 56, 15, 5, 5
2018/4/7, 63, 60, 26, 7, 6
2018/4/8, 82, 70, 28, 10, 7
2018/4/9, 107, 58, 20, 9, 6
2018/4/10, 93, 98, 30, 9, 9
2018/4/11, 144, 61, 24, 6, 5
2018/4/12, 85, 41, 19, 5, 5
2018/4/13, 71, 30, 16, 4, 6
2018/4/14, 82, 76, 16, 7, 7
2018/4/15, 106, 111, 30, 10, 8
2018/4/16, 82, 68, 26, 7, 6
2018/4/17, 96, 59, 18, 6, 5
2018/4/18, 101, 57, 22, 6, 6
2018/4/19, 91, 54, 12, 4, 4
2018/4/20, 72, 50, 12, 4, 5
2018/4/21, 92, 50, 18, 4, 7
2018/4/22, 102, 34, 12, 3, 6
2018/4/23, 83, 35, 13, 4, 8
2018/4/24, 79, 52, 24, 12, 8
2018/4/25, 103, 53, 27, 7, 7
2018/4/26, 99, 65, 23, 9, 10
2018/4/27, 132, 93, 30, 8, 10
2018/4/28, 147, 71, 19, 7, 9
2018/4/29, 150, 72, 18, 7, 11
2018/4/30, 151, 41, 13, 5, 8
2018/5/1, 91, 44, 9, 13, 9
2018/5/2, 100, 40, 19, 6, 6
2018/5/3, 68, 54, 23, 7, 7
2018/5/4, 88, 39, 16, 5, 6
2018/5/5, 85, 49, 20, 5, 9
2018/5/6, 105, 28, 9, 4, 7
2018/5/7, 69, 44, 13, 10, 6
2018/5/8, 79, 54, 17, 6, 5
2018/5/9, 94, 47, 13, 4, 4
2018/5/10, 65, 41, 11, 5, 4
2018/5/11, 70, 66, 24, 7, 11
2018/5/12, 137, 68, 17, 6, 12
2018/5/13, 142, 52, 13, 5, 8
2018/5/14, 103, 56, 14, 9, 7
2018/5/15, 115, 53, 16, 6, 6
2018/5/16, 106, 49, 16, 7, 7
2018/5/17, 96, 48, 11, 6, 7
2018/5/18, 113, 29, 11, 4, 6
2018/5/19, 78, 23, 9, 4, 4
2018/5/20, 41, 36, 16, 4, 5
2018/5/21, 71, 30, 11, 4, 6
2018/5/22, 67, 67, 13, 10, 8
2018/5/23, 80, 76, 16, 6, 4
2018/5/24, 90, 44, 21, 4, 6
2018/5/25, 90, 34, 9, 4, 6
2018/5/26, 77, 43, 9, 5, 7
2018/5/27, 95, 63, 15, 6, 9
2018/5/28, 126, 79, 22, 7, 10
2018/5/29, 162, 69, 26, 11, 10
2018/5/30, 144, 66, 24, 6, 8
2018/5/31, 108, 44, 22, 6, 6
2018/6/1, 84, 41, 18, 6, 6
2018/6/2, 79, 37, 16, 5, 5
2018/6/3, 76, 53, 19, 6, 7
2018/6/4, 115, 65, 30, 7, 9
2018/6/5, 123, 46, 17, 6, 7
2018/6/6, 101, 39, 17, 9, 7
2018/6/7, 77, 40, 20, 7, 7
2018/6/8, 75, 34, 16, 6, 5
2018/6/9, 81, 46, 14, 5, 7
2018/6/10, 107, 50, 16, 6, 8
2018/6/11, 105, 54, 18, 7, 7
2018/6/12, 108, 53, 16, 7, 7
2018/6/13, 105, 35, 11, 8, 
2018/6/14, 77, 30, 14, 5, 
2018/6/15, 58, 38, 10, 5, 
2018/6/16, 74, 34, 9, 5, 
2018/6/17, 68, 35, 8, 4, 
2018/6/18, 67, 31, 10, 4, 
2018/6/19, 74, 15, 10, 4, 
2018/6/20, 49, 32, 17, 10, 9
2018/6/21, 62, 30, 19, 5, 6
2018/6/25, 64, 49, 12, 6, 8
2018/6/26, 90, 47, 27, 12, 8
2018/6/27, 76, 44, 20, 6, 8
2018/6/28, 69, 38, 18, 5, 10
2018/6/29, 91, 28, 18, 4, 8
2018/6/30, 60, 24, 17, 4, 8
2018/1/1, 140, 57, 28, 5, 7
2018/1/2, 90, 37, 10, 2, 5
2018/1/3, 62, 16, 11, 6, 5
2018/1/4, 29, 27, 18, 6, 8
