date, pm25, o3, so2, co
2017/8/10, 39, 28, , 
2017/8/11, 21, 27, , 
2017/8/12, 31, 27, , 
2017/8/13, 35, 28, , 
2017/8/14, 34, 21, , 
2017/8/15, 39, 27, , 
2017/8/16, 44, 24, , 
2017/8/17, 14, 30, , 
2017/8/18, 35, 35, 4, 
2017/8/19, 53, 32, , 
2017/8/20, 44, 25, , 
2017/8/21, 29, 26, , 
2017/8/22, 15, 25, , 
2017/8/23, 26, 27, 1, 
2017/8/24, 25, 28, 1, 
2017/8/25, 29, 30, , 
2017/8/26, 24, 27, , 
2017/8/27, 27, 20, , 
2017/8/28, 15, 31, , 
2017/8/29, 20, 34, , 
2017/8/30, 27, 24, , 
2017/8/31, 67, 26, , 
2017/9/1, 42, 27, , 
2017/9/2, 32, 36, , 
2017/9/3, 47, 27, , 
2017/9/4, 42, 25, , 
2017/9/5, 19, , , 
2017/9/10, 21, 37, 5, 
2017/9/11, 33, 40, , 
2017/9/12, 38, 46, , 
2017/9/13, 43, 45, 1, 
2017/9/14, 52, 42, 2, 
2017/9/15, 42, 37, 1, 
2017/9/16, 54, 18, , 
2017/9/17, 17, 30, 1, 
2017/9/18, 13, 32, , 
2017/9/19, 29, 30, , 
2017/9/20, 27, 30, 2, 
2017/9/21, 16, 26, 1, 
2017/9/22, 30, 32, 1, 
2017/9/23, 30, 39, 1, 
2017/9/24, 49, 40, , 
2017/9/25, 41, 19, , 
2017/9/26, 10, 22, , 
2017/9/27, 12, 28, , 
2017/9/28, 19, 26, , 
2017/9/29, 21, 27, , 
2017/9/30, 34, 33, 5, 
2017/4/1, 32, 27, , 
2017/4/2, 40, 24, , 
2017/4/3, 43, 30, , 
2017/4/4, 18, 31, , 
2017/4/5, 16, 34, , 
2017/4/6, 12, 37, 1, 
2017/4/7, 24, 45, 2, 
2017/4/8, 35, 38, 2, 
2017/4/9, 43, 35, , 
2017/4/10, 38, 25, , 
2017/4/11, 19, 34, 5, 
2017/4/12, 45, 37, 1, 
2017/4/13, 54, 25, , 
2017/4/14, 60, 37, , 
2017/4/15, 38, 37, , 
2017/4/16, 19, 42, , 
2017/4/17, 26, 37, 2, 
2017/4/18, 29, 29, , 
2017/4/19, 32, 28, , 
2017/4/20, 24, 34, , 
2017/4/21, 23, 38, , 
2017/4/22, 40, 45, 1, 
2017/4/23, 68, 47, 1, 
2017/4/24, 35, 43, 2, 
2017/4/25, 39, 16, , 
2017/4/26, 25, 22, , 
2017/4/27, 16, 29, , 
2017/4/28, 19, 34, , 
2017/4/29, 16, 30, , 
2017/4/30, 11, 31, , 
2017/5/1, 10, 42, , 
2017/5/2, 11, 37, 2, 
2017/5/3, 26, 40, , 
2017/5/4, 24, 41, , 
2017/5/5, 30, 38, , 
2017/5/6, 27, 39, , 
2017/5/7, 35, 38, 2, 
2017/5/8, 38, 39, , 
2017/5/9, 53, 30, , 
2017/5/10, 72, 42, , 
2017/5/11, 38, 42, , 
2017/5/12, 24, 49, , 
2017/5/13, 43, 46, 1, 
2017/5/14, 39, 47, 3, 
2017/5/15, 40, 44, 2, 
2017/5/16, 44, 37, 3, 
2017/5/17, 28, 27, , 
2017/5/18, 16, 20, , 
2017/5/19, 11, 20, , 
2017/5/20, 23, 29, , 
2017/5/21, 13, 31, , 
2017/5/22, 19, 32, 9, 
2017/5/23, 20, 23, , 
2017/5/24, 17, 42, 2, 
2017/5/25, 23, 31, , 
2017/5/26, 38, 34, , 
2017/5/27, 42, 36, , 
2017/5/28, 28, 33, , 
2017/5/29, 19, 36, , 
2017/5/30, 18, 38, , 
2017/5/31, 22, 45, , 
2017/6/1, 28, 47, 1, 
2017/6/2, 48, 42, , 
2017/6/3, 45, 56, , 
2017/6/4, 30, 44, , 
2017/6/5, 30, 37, , 
2017/6/6, 24, 38, 3, 
2017/6/7, 31, 44, , 
2017/6/8, 35, 48, , 
2017/6/9, 36, 46, , 
2017/6/10, 43, 42, 2, 
2017/6/11, 51, 40, 1, 
2017/6/12, 41, 34, 2, 
2017/6/13, 36, 41, 1, 
2017/6/14, 20, 45, , 
2017/6/15, 21, 48, , 
2017/6/16, 18, 37, , 
2017/6/17, 24, 32, , 
2017/6/18, 16, 37, , 
2017/6/19, 18, 44, , 
2017/6/20, 26, 30, , 
2017/6/21, 26, 32, , 
2017/6/22, 38, 32, , 
2017/6/23, 27, 32, , 
2017/6/24, 20, 25, , 
2017/6/25, 21, 31, , 
2017/6/26, 14, 34, 1, 
2017/6/27, 21, 33, , 
2017/6/28, 36, 37, , 
2017/6/29, 23, 37, , 
2017/6/30, 22, 30, , 
2017/1/2, 61, , , 
2017/1/3, 38, , , 
2017/1/4, 14, , , 
2017/1/5, 25, , , 
2017/1/30, 18, , , 
2017/1/31, 15, , , 
2017/2/1, 17, , , 
2017/2/2, 20, , , 
2017/2/3, 21, , 3, 
2017/2/4, 29, , , 
2017/2/5, 45, , 2, 
2017/2/6, 63, , , 
2017/2/7, 40, , , 
2017/2/8, 22, , , 
2017/2/9, 17, , 1, 
2017/2/10, 43, , , 
2017/2/11, 41, , , 
2017/2/12, 16, , , 
2017/2/13, 19, , , 
2017/2/14, 17, 31, , 
2017/2/15, 14, 21, 2, 
2017/2/16, 37, 35, , 
2017/2/17, 35, 32, , 
2017/2/18, 32, 39, 2, 
2017/2/19, 57, 20, , 
2017/2/20, 58, 24, 2, 
2017/2/21, 31, 35, , 
2017/2/22, 28, 20, , 
2017/2/23, 18, 28, , 
2017/2/24, 11, 30, , 
2017/2/25, 18, 33, , 
2017/2/26, 20, 32, 2, 
2017/2/27, 41, 24, , 
2017/2/28, 43, 30, , 
2017/3/1, 30, 31, , 
2017/3/2, 25, 29, 3, 
2017/3/3, 20, 31, 2, 
2017/3/4, 35, 33, 1, 
2017/3/5, 39, 28, , 
2017/3/6, 23, 34, , 
2017/3/7, 12, 33, , 
2017/3/8, 9, 32, , 
2017/3/9, 12, 31, , 
2017/3/10, 19, 33, , 
2017/3/11, 14, 30, 2, 
2017/3/12, 23, 34, , 
2017/3/13, 29, 35, , 
2017/3/14, 16, 38, 1, 
2017/3/15, 43, 33, 2, 
2017/3/16, 54, 31, 1, 
2017/3/17, 43, 28, , 
2017/3/18, 19, 31, , 
2017/3/19, 33, 34, , 
2017/3/20, 36, 33, , 
2017/3/21, 22, 33, 6, 
2017/3/22, 22, 26, 2, 
2017/3/23, 29, 27, 1, 
2017/3/24, 56, 19, , 
2017/3/25, 28, 13, , 
2017/3/26, 26, 14, , 
2017/3/27, 22, 21, , 
2017/3/28, 20, 27, , 
2017/3/29, 31, 25, , 
2017/3/30, 14, 31, , 
2017/3/31, 15, 34, , 
2018/6/18, , 26, 2, 
2017/9/9, , 30, , 
2017/1/1, , , 1, 
2017/1/8, , , 8, 
2017/1/9, , , 1, 
2017/1/10, , , 1, 
2017/1/14, , , 4, 
2017/1/15, , , 1, 
2018/12/31, , , , 
2017/1/6, , , , 
2017/1/7, , , , 
2017/1/11, , , , 
2017/1/12, , , , 
2017/1/13, , , , 
2017/1/16, , , , 
2017/1/17, , , , 
2017/1/18, , , , 
2017/1/19, , , , 
2017/1/20, , , , 
2017/1/21, , , , 
2017/1/22, , , , 
2017/1/23, , , , 
2017/1/24, , , , 
2017/1/25, , , , 
2017/1/26, , , , 
2017/1/27, , , , 
2017/1/28, , , , 
2017/1/29, , , , 
