date, pm25, pm10, o3, no2, so2
2020/1/2, 108, 25, 18, 14, 
2020/1/3, 77, 9, 27, 4, 
2020/1/4, 31, 8, 23, 11, 
2020/1/5, 28, 14, 4, 15, 
2020/1/6, 55, 21, 6, 20, 
2020/1/7, 68, 19, 1, 21, 
2020/1/8, 61, 18, 12, 19, 
2020/1/9, 55, 9, 28, 8, 
2020/1/10, 26, 7, 18, 14, 
2020/1/11, 23, 18, 9, 16, 
2020/1/12, 59, 17, 6, 18, 
2020/1/13, 58, 17, 11, 22, 
2020/1/14, 55, 18, 15, 22, 
2020/1/15, 51, , , , 
2019/10/1, 20, 6, 21, 8, 
2019/10/2, 13, 5, 23, 6, 
2019/10/3, 13, 8, 15, 11, 
2019/10/4, 24, 6, 16, 6, 
2019/10/5, 17, 6, 10, 8, 
2019/10/6, 21, 8, 17, 9, 
2019/10/7, 28, 9, 16, 9, 
2019/10/8, 24, 7, 19, 9, 
2019/10/9, 14, 6, 20, 9, 
2019/10/10, 13, 7, 22, 13, 
2019/10/11, 17, 11, 21, 14, 
2019/10/12, 26, 13, 23, 9, 
2019/10/13, 34, 18, 24, 14, 
2019/10/14, 41, 22, 19, 14, 
2019/10/15, 47, 10, 24, 8, 
2019/10/16, 20, 9, 25, 13, 
2019/10/17, 22, 9, 17, 13, 
2019/10/18, 23, 8, 17, 11, 
2019/10/19, 19, 10, 11, 9, 
2019/10/20, 32, 16, 9, 12, 
2019/10/21, 47, 14, 11, 11, 
2019/10/22, 39, 20, 5, 9, 
2019/10/23, 56, 19, 6, 13, 
2019/10/24, 53, 18, 19, 15, 
2019/10/25, 41, 17, 12, 13, 
2019/10/26, 38, 16, 22, 9, 
2019/10/27, 41, 11, 20, 7, 
2019/10/28, 30, 14, 10, 9, 
2019/10/29, 41, 19, 18, 7, 
2019/10/30, 57, 18, 14, 10, 
2019/10/31, 59, 16, 10, 9, 
2019/11/1, 54, 6, 23, 5, 
2019/11/2, 17, 4, 19, 7, 
2019/11/3, 10, 4, 22, 8, 
2019/11/4, 9, 7, 20, 15, 
2019/11/5, 15, 11, 17, 14, 
2019/11/6, 27, 9, 16, 11, 
2019/11/7, 21, 8, 17, 13, 
2019/11/8, 21, 5, 21, 11, 
2019/11/9, 17, 12, 6, 11, 
2019/11/10, 43, 15, 6, 12, 
2019/11/11, 55, 14, 22, 14, 
2019/11/12, 41, 10, 24, 12, 
2019/11/13, 25, 11, 13, 16, 
2019/11/14, 30, 18, 2, 15, 
2019/11/15, 55, 25, 2, 15, 
2019/11/16, 72, 21, 3, 12, 
2019/11/17, 70, 11, 18, 9, 
2019/11/18, 40, 9, 13, 16, 
2019/11/19, 23, 14, 6, 13, 
2019/11/20, 47, 21, 5, 14, 
2019/11/21, 62, 28, 2, 13, 
2019/11/22, 77, 20, 1, 15, 
