date, pm25, pm10, o3, no2
2020/1/2, 50, 30, 16, 12
2020/1/3, 53, 22, 27, 8
2020/1/4, 32, 9, 14, 5
2020/1/5, 34, 18, 22, 5
2020/1/6, 30, 19, 25, 10
2020/1/7, 38, 30, 16, 13
2020/1/8, 57, 19, 30, 6
2020/1/9, 25, 38, 35, 5
2020/1/10, 39, 16, 23, 11
2020/1/11, 31, 18, 23, 10
2020/1/12, 34, 23, 20, 12
2020/1/13, 35, 9, 27, 4
2020/1/14, 18, 23, 29, 10
2020/1/15, 34, 8, 25, 4
2020/1/16, 18, , , 
2019/10/1, 23, 19, 31, 2
2019/10/2, 14, 17, 31, 6
2019/10/3, 10, 14, 23, 8
2019/10/4, 12, 15, 29, 4
2019/10/5, 12, 18, 29, 3
2019/10/6, 14, 25, 26, 7
2019/10/7, 13, 37, 31, 8
2019/10/8, 26, 20, 28, 5
2019/10/9, 13, 32, 30, 6
2019/10/10, 17, 49, 29, 10
2019/10/11, 33, 23, 31, 4
2019/10/12, 17, 20, 33, 2
2019/10/13, 20, 24, 36, 3
2019/10/14, 25, 17, 30, 8
2019/10/15, 16, 24, 26, 4
2019/10/16, 9, 13, 28, 6
2019/10/17, 13, 18, 21, 10
2019/10/18, 15, 18, 25, 7
2019/10/19, 19, 11, 32, 3
2019/10/20, 16, 7, 29, 8
2019/10/21, 13, 3, 8, 14
2019/10/22, 5, 8, 20, 7
2019/10/23, 16, 11, 29, 5
2019/10/24, 12, 6, 18, 8
2019/10/25, 12, 5, 26, 4
2019/10/26, 8, 7, 29, 5
2019/10/27, 15, 14, 21, 12
2019/10/28, 22, 21, 21, 13
2019/10/29, 40, 18, 14, 12
2019/10/30, 38, 15, 27, 9
2019/10/31, 18, 20, 16, 5
2019/11/1, 16, 40, 30, 5
2019/11/2, 9, 89, 32, 2
2019/11/3, 39, , 30, 4
2019/11/4, 36, , 29, 2
2019/11/5, 25, 18, 26, 6
2019/11/6, 25, 18, 32, 2
2019/11/7, 19, 20, 30, 2
2019/11/8, 15, 22, 33, 2
2019/11/9, 17, 18, 29, 3
2019/11/10, 27, 15, 32, 2
2019/11/11, 19, 23, 31, 7
2019/11/12, 24, 16, 20, 11
2019/11/13, 19, 12, 34, 7
2019/11/14, 20, 14, 30, 6
2019/11/15, 34, 16, 29, 3
2019/11/16, 21, 12, 32, 3
2019/11/17, 15, 13, 25, 9
2019/11/18, 27, 10, 20, 8
2019/11/19, 23, 12, 23, 8
2019/11/20, 29, 8, 25, 8
2019/11/21, 17, 6, 27, 3
2019/11/22, 15, 23, 35, 1
2019/11/23, 30, 18, 30, 4
2019/11/24, 23, 16, 23, 14
2019/11/25, 30, 8, 24, 4
2019/11/26, 15, 43, 28, 7
2019/11/27, 39, 22, 26, 7
2019/11/28, 24, 15, 26, 9
2019/11/29, 19, 6, 28, 6
2019/11/30, 18, 12, 24, 10
2019/12/1, 35, 15, 11, 7
2019/12/2, 43, 13, 11, 8
2019/12/3, 41, , 4, 9
2019/12/4, 40, 35, 12, 12
2019/12/5, 62, 30, 13, 12
2019/12/6, 50, 29, 18, 12
2019/12/7, 40, 16, 28, 6
2019/12/8, 34, 41, 35, 1
2019/12/9, 44, 27, 30, 12
2019/12/10, 33, 22, 32, 3
2019/12/11, 25, 22, 30, 4
2019/12/12, 16, 39, 34, 1
2019/12/13, 48, 50, 30, 5
2019/12/14, 52, 5, 30, 2
2019/12/15, 19, 7, 29, 3
2019/12/16, 14, 29, 30, 4
2019/12/17, 28, 7, 27, 6
2019/12/18, 16, 10, 28, 2
2019/12/19, 12, 16, 30, 11
2019/12/20, 21, 22, 31, 6
2019/12/21, 24, 43, 35, 1
2019/12/22, 48, 41, 36, 10
2019/12/23, 45, 19, 22, 8
2019/12/24, 26, 12, 14, 6
2019/12/25, 25, 33, 31, 9
2019/12/26, 42, 19, 23, 9
2019/12/27, 34, 13, 20, 4
2019/12/28, 28, , , 
2019/7/1, 14, 14, 26, 4
2019/7/2, 19, 17, 29, 3
2019/7/3, 26, 20, 55, 5
2019/7/4, 37, 24, 41, 4
2019/7/5, 51, 18, 43, 2
2019/7/6, 33, 15, 41, 1
2019/7/7, 29, 12, 40, 3
2019/7/8, 29, 18, 40, 2
2019/7/9, 28, 19, 43, 3
2019/7/10, 31, 13, 40, 4
2019/7/11, 23, 13, 45, 4
2019/7/12, 18, 13, 29, 4
2019/7/13, 19, 15, 37, 1
2019/7/14, 22, 15, 38, 3
2019/7/15, 22, 14, 36, 3
2019/7/16, 18, 16, 37, 4
2019/7/17, 24, 11, 29, 2
2019/7/18, 14, 13, 40, 4
2019/7/19, 19, 9, 21, 2
2019/7/20, 14, 8, 22, 1
2019/7/21, 12, 19, 43, 5
2019/7/22, 25, 22, 50, 5
2019/7/23, 37, 28, 43, 3
2019/7/24, 48, 21, 30, 2
2019/7/25, 43, 13, 26, 4
2019/7/26, 17, 6, 26, 3
2019/7/27, 8, 8, 26, 2
2019/7/28, 12, 9, 29, 4
2019/7/29, 13, 32, 28, 2
2019/7/30, 27, 18, 28, 4
2019/7/31, 17, 13, 32, 4
2019/8/1, 23, 10, 30, 3
2019/8/2, 18, 11, 41, 5
2019/8/3, 26, 7, 31, 1
2019/8/4, 17, 7, 27, 2
2019/8/5, 17, 11, 27, 2
2019/8/6, 24, 7, 28, 3
2019/8/7, 17, 7, 34, 6
2019/8/8, 16, 13, 29, 3
2019/8/9, 21, 18, 26, 3
2019/8/10, 25, 13, 29, 1
2019/8/11, 18, 11, 31, 2
2019/8/12, 14, 10, 30, 4
2019/8/13, 15, 8, 36, 6
2019/8/14, 18, 9, 26, 2
2019/8/15, 11, 9, 31, 6
2019/8/16, 18, 11, 35, 4
2019/8/17, 18, 11, 26, 3
2019/8/18, 21, 9, 26, 4
2019/8/19, 19, 7, 28, 3
2019/8/20, 17, 9, 36, 4
2019/8/21, 17, 14, 40, 5
2019/8/22, 23, 11, 41, 8
2019/8/23, 23, 16, 45, 7
2019/8/24, 39, 16, 38, 2
2019/8/25, 32, 16, 35, 3
2019/8/26, 36, 11, 32, 4
2019/8/27, 29, 12, 32, 3
2019/8/28, 37, 12, 31, 2
2019/8/29, 19, 14, 28, 3
2019/8/30, 18, 12, 31, 3
2019/8/31, 21, 8, 29, 2
2019/9/1, 13, 15, 32, 5
2019/9/2, 15, 17, 37, 6
2019/9/3, 25, 17, 33, 6
2019/9/4, 20, 12, 29, 2
2019/9/5, 17, 14, 34, 4
