date, pm25, pm10, no2
2017/9/19, 29, 27, 19
2017/9/20, 37, 18, 11
2017/9/21, 19, 28, 17
2017/9/22, 31, 16, 14
2017/9/23, 31, 18, 15
2017/9/24, 34, 35, 22
2017/9/25, 45, 32, 18
2017/9/26, 44, 29, 18
2017/9/27, 47, 32, 20
2017/9/28, 49, 36, 19
2017/9/29, 37, 31, 21
2017/9/30, 45, 29, 20
2017/4/1, 19, 15, 12
2017/4/2, 20, 16, 11
2017/4/3, 13, 10, 12
2017/4/4, 18, 11, 19
2017/4/5, 27, 12, 17
2017/4/6, 26, 9, 15
2017/4/7, 22, 23, 9
2017/4/8, 19, 34, 12
2017/4/9, 24, 8, 19
2017/4/10, 22, 10, 14
2017/4/11, 30, 80, 13
2017/4/12, 31, 61, 2
2017/4/13, 29, 42, 3
2017/4/14, 24, 48, 5
2017/4/15, 30, 34, 8
2017/4/16, 26, 63, 11
2017/4/17, 31, 62, 12
2017/4/18, 24, 9, 15
2017/4/19, 20, 11, 13
2017/4/20, 15, 43, 17
2017/4/21, 26, 12, 9
2017/4/22, 24, 34, 8
2017/4/23, 36, 42, 14
2017/4/24, 34, 34, 18
2017/4/25, 35, 30, 16
2017/4/26, 30, 26, 13
2017/4/27, 35, 41, 20
2017/4/28, 40, 34, 15
2017/4/29, 32, 32, 10
2017/4/30, 22, 8, 13
2017/5/1, 24, 13, 17
2017/5/2, 30, 35, 16
2017/5/3, 29, 13, 11
2017/5/4, 16, 8, 9
2017/5/5, 20, 20, 7
2017/5/6, 23, 22, 4
2017/5/7, 22, 29, 7
2017/5/8, 23, 32, 11
2017/5/9, 24, 43, 11
2017/5/10, 20, 52, 10
2017/5/11, 20, 36, 10
2017/5/12, 23, 26, 7
2017/5/13, 27, 23, 7
2017/5/14, 29, 41, 15
2017/5/15, 35, 36, 13
2017/5/16, 27, 24, 13
2017/5/17, 29, 31, 11
2017/5/18, 25, 22, 14
2017/5/24, 30, 9, 4
2017/5/25, 18, 21, 8
2017/5/26, 22, 14, 5
2017/5/27, 18, 15, 5
2017/5/28, 17, 13, 8
2017/5/29, 20, 7, 12
2017/5/30, 18, 21, 10
2017/5/31, 27, 34, 7
2017/6/1, 30, 23, 5
2017/6/2, 24, 15, 
2017/6/3, 19, 11, 
2017/6/4, 18, 9, 
2017/6/5, 16, 29, 
2017/6/6, 35, 40, 
2017/6/7, 36, 39, 
2017/6/8, 38, 46, 
2017/6/9, 42, 30, 
2017/6/10, 44, 22, 
2017/6/11, 35, 41, 
2017/6/12, 33, 35, 
2017/6/13, 35, 32, 
2017/6/14, 33, 9, 
2017/6/15, 22, 24, 
2017/6/16, 23, 11, 
2017/6/17, 18, 12, 
2017/6/18, 24, 20, 
2017/6/19, 28, 19, 
2017/6/20, 22, 23, 
2017/6/21, 22, 23, 
2017/6/22, 21, 19, 7
2017/6/23, 22, 12, 6
2017/6/24, 21, 12, 10
2017/6/25, 28, 20, 11
2017/6/26, 32, 25, 10
2017/6/27, 38, 14, 10
2017/6/28, 22, 16, 11
2017/6/29, 23, 20, 7
2017/6/30, 24, 14, 
2017/1/2, 24, 11, 28
2017/1/3, 24, 14, 25
2017/1/4, 34, 10, 9
2017/1/5, 14, 5, 8
2017/1/6, 9, 11, 14
2017/1/7, 27, 7, 8
2017/1/8, 22, 12, 19
2017/1/9, 27, 11, 32
2017/1/10, 29, 8, 30
2017/1/11, 27, 12, 26
2017/1/12, 40, 11, 12
2017/1/13, 39, 10, 13
2017/1/14, 29, 12, 22
2017/1/15, 37, 7, 12
2017/1/16, 16, 11, 13
2017/1/17, 22, 10, 15
2017/1/18, 20, 14, 13
2017/1/19, 29, 12, 11
2017/1/20, 24, 12, 17
2017/1/21, 27, 11, 26
2017/1/22, 28, 14, 34
2017/1/23, 40, 8, 18
2017/1/24, 17, 6, 11
2017/1/25, 17, , 17
2017/1/26, 25, , 7
2017/1/27, 34, , 11
2017/1/28, 23, , 13
2017/1/29, 15, 17, 13
2017/1/30, 28, 14, 12
2017/1/31, 19, 8, 14
2017/2/1, 15, 8, 15
2017/2/2, 18, 8, 21
2017/2/3, 23, 14, 31
2017/2/4, 39, 14, 15
2017/2/5, 23, 19, 13
2017/2/6, 21, 14, 28
2017/2/7, 36, 21, 44
2017/2/8, 51, 22, 43
2017/2/9, 49, 14, 38
2017/2/10, 37, 17, 12
2017/2/11, 17, 17, 4
2017/2/12, 29, 18, 9
2017/2/13, 36, 24, 25
2017/2/14, 37, 6, 15
2017/2/15, 13, 7, 14
2017/2/16, 15, 7, 16
2017/2/17, 17, 8, 15
2017/2/18, 24, 6, 14
2017/2/19, 14, 7, 20
2017/2/20, 22, 7, 21
2017/2/21, 22, 10, 25
2017/2/22, 23, 11, 27
2017/2/23, 28, 12, 20
2017/2/24, 32, 10, 26
2017/2/25, 33, 9, 21
2017/2/26, 28, 10, 32
2017/2/27, 30, 11, 23
2017/2/28, 32, 12, 35
2017/3/1, 36, 16, 34
2017/3/2, 39, 12, 27
2017/3/3, 35, 11, 16
2017/3/4, 32, 11, 12
2017/3/5, 34, 12, 28
2017/3/6, 35, 12, 32
2017/3/7, 33, 14, 34
2017/3/8, 30, 8, 14
2017/3/9, 23, 8, 14
2017/3/10, 23, 8, 14
2017/3/11, 18, 12, 15
2017/3/12, 26, 13, 32
2017/3/13, 31, 7, 13
2017/3/14, 11, 10, 20
2017/3/15, 26, 10, 15
2017/3/16, 19, 8, 16
2017/3/17, 19, 9, 9
2017/3/18, 26, 6, 11
2017/3/19, 18, 9, 19
2017/3/20, 19, 10, 14
2017/3/21, 20, 14, 19
2017/3/22, 26, 13, 12
2017/3/23, 30, 11, 14
2017/3/24, 21, 9, 6
2017/3/25, 18, 19, 4
2017/3/26, 33, 11, 18
2017/3/27, 25, 8, 14
2017/3/28, 21, 7, 17
2017/3/29, 21, 7, 14
2017/3/30, 18, 7, 15
2017/3/31, 14, 9, 13
2020/1/1, , 9, 16
2019/11/30, , 11, 6
2019/12/1, , 10, 9
2019/12/2, , 6, 11
2019/7/1, , 12, 9
2019/7/2, , 18, 9
2019/7/3, , 9, 12
2019/7/4, , 16, 10
2019/7/5, , 8, 8
2019/7/6, , 13, 7
2019/7/7, , 13, 7
2019/7/8, , 22, 13
2019/7/9, , 29, 11
2019/7/10, , 24, 9
2019/7/11, , 25, 8
2019/7/12, , 17, 7
2019/7/13, , 14, 6
2019/7/14, , 7, 3
2019/7/15, , 14, 8
2019/7/16, , 14, 7
2019/7/17, , 11, 8
2019/7/18, , 18, 11
2019/7/19, , 20, 12
2019/7/20, , 14, 7
2019/7/21, , 15, 13
2019/6/26, , 15, 8
2019/6/27, , 13, 7
2019/6/28, , 7, 5
2019/6/29, , 8, 5
2019/6/30, , 13, 15
2018/12/31, , 18, 7
2017/12/31, , 14, 16
2018/1/14, , 54, 12
2017/11/22, , 27, 9
2017/9/10, , 23, 16
2017/5/19, , 15, 7
2017/5/20, , 10, 6
2017/5/21, , 8, 11
2017/5/22, , 29, 10
2017/5/23, , 29, 13
2017/1/1, , 7, 25
2018/1/12, , , 7
2018/1/13, , , 5
