date, pm25, pm10
2020/1/2, 9, 37
2020/1/3, 33, 28
2020/1/4, 40, 6
2020/1/5, 9, 9
2020/1/6, 9, 34
2020/1/7, 25, 41
2020/1/8, 44, 17
2020/1/9, 14, 11
2020/1/10, 16, 22
2020/1/11, 41, 19
2020/1/12, 24, 28
2020/1/13, 26, 30
2020/1/14, 29, 19
2020/1/15, 14, 
2019/10/1, 12, 8
2019/10/2, 20, 18
2019/10/3, 23, 36
2019/10/4, 43, 24
2019/10/5, 15, 15
2019/10/6, 15, 40
2019/10/7, 35, 48
2019/10/8, 49, 48
2019/10/9, 39, 8
2019/10/10, 16, 10
2019/10/11, 25, 25
2019/10/12, 45, 26
2019/10/13, 46, 25
2019/10/14, 32, 35
2019/10/15, 35, 55
2019/10/16, 57, 67
2019/10/17, 61, 31
2019/10/18, 24, 19
2019/10/19, 20, 18
2019/10/20, 13, 5
2019/10/21, 5, 25
2019/10/22, 18, 10
2019/10/23, 9, 9
2019/10/24, 13, 46
2019/10/25, 44, 32
2019/10/26, 37, 4
2019/10/27, 12, 6
2019/10/28, 21, 8
2019/10/29, 22, 8
2019/10/30, 26, 39
2019/10/31, 74, 10
2019/11/1, 30, 36
2019/11/2, 78, 30
2019/11/3, 70, 9
2019/11/4, 17, 
2019/11/6, 26, 14
2019/11/7, 40, 35
2019/11/8, 60, 33
2019/11/9, 47, 26
2019/11/10, 28, 6
2019/11/11, 20, 37
2019/11/12, 60, 17
2019/11/13, 25, 17
2019/11/14, 33, 46
2019/11/15, 70, 20
2019/11/16, 38, 16
2019/11/17, 29, 24
2019/11/18, 26, 51
2019/11/19, 44, 17
2019/11/20, 25, 4
2019/11/21, 13, 9
2019/11/22, 31, 20
2019/11/23, 48, 19
2019/11/24, 44, 6
2019/11/25, 13, 3
2019/11/26, 16, 18
2019/11/27, 58, 23
2019/11/28, 68, 28
2019/11/29, 73, 8
2019/11/30, 25, 13
2019/12/1, 36, 27
2019/12/2, 68, 22
2019/12/3, 60, 34
2019/12/4, 79, 11
2019/12/5, 35, 26
2019/12/6, 72, 26
2019/12/7, 68, 11
2019/12/8, 33, 9
2019/12/9, 30, 19
2019/12/10, 52, 35
2019/12/11, 78, 38
2019/12/12, 68, 6
2019/12/13, 20, 6
2019/12/14, 17, 12
2019/12/15, 27, 13
2019/12/16, 23, 36
2019/12/17, 46, 47
2019/12/18, 67, 39
2019/12/19, 59, 48
2019/12/20, 76, 59
2019/12/21, 104, 32
2019/12/22, 65, 44
2019/12/23, 55, 29
2019/12/24, 41, 15
2019/12/25, 35, 12
2019/12/26, 33, 18
2019/12/27, 55, 8
2019/12/28, 31, 
2019/7/7, 24, 13
2019/7/8, 21, 19
2019/7/9, 21, 24
2019/7/10, 24, 37
2019/7/11, 30, 34
2019/7/12, 25, 37
2019/7/13, 31, 23
2019/7/14, 24, 20
2019/7/15, 23, 31
2019/7/16, 32, 42
2019/7/17, 31, 35
2019/7/18, 26, 58
2019/7/19, 40, 23
2019/7/20, 29, 20
2019/7/21, 32, 22
2019/7/22, 33, 38
2019/7/23, 36, 36
2019/7/24, 37, 30
2019/7/25, 32, 30
2019/7/26, 29, 34
2019/7/27, 28, 15
2019/7/28, 24, 41
2019/7/29, 40, 36
2019/7/30, 40, 43
2019/7/31, 41, 23
2019/8/1, 33, 24
2019/8/2, 35, 38
2019/8/3, 43, 33
2019/8/4, 33, 15
2019/8/5, 19, 21
2019/8/6, 25, 29
2019/8/7, 30, 20
2019/8/8, 40, 19
