date, pm25, pm10, o3, no2
2020/1/10, 75, 19, 17, 4
2020/1/11, 63, 9, 17, 3
2020/1/12, 36, 21, 12, 7
2020/1/13, 68, 15, 14, 5
2020/1/14, 56, 17, 14, 6
2020/1/15, 59, , , 
2019/12/12, 55, 6, 24, 3
2019/12/13, 24, 13, 24, 5
2019/12/14, 47, 14, 16, 5
2019/12/15, 48, 10, 19, 5
2019/12/16, 36, 11, 18, 5
2019/12/17, 46, 14, 19, 9
2019/12/18, 49, 18, 16, 10
2019/12/19, 57, 14, 23, 3
2019/12/20, 36, 12, 25, 1
2019/12/21, 30, 11, 25, 2
2019/12/22, 27, 8, 22, 4
2019/12/23, 39, 8, 22, 2
2019/12/24, 32, 10, 20, 5
2019/12/25, 38, 7, 20, 3
2019/12/26, 28, , , 
2020/1/9, , 24, 13, 5
2019/12/11, , 15, 13, 7
