date, pm10, o3, no2, so2
2020/1/2, 21, 23, 8, 2
2020/1/3, 12, 20, 8, 6
2020/1/4, 13, 21, 8, 2
2020/1/5, 15, 21, 16, 2
2020/1/6, 13, 15, 15, 2
2020/1/7, 16, 15, 17, 2
2020/1/8, 14, 18, 15, 2
2020/1/9, 8, 22, 15, 2
2020/1/10, 8, 20, 16, 
2020/1/11, 13, 22, 10, 
2020/1/12, 11, 19, 16, 
2020/1/13, 11, 23, 10, 
2020/1/14, 7, 26, 11, 
2020/1/15, 10, 12, 13, 
2020/1/16, 10, , , 
2019/10/1, 8, 24, 9, 2
2019/10/2, 9, 17, 9, 3
2019/10/3, 10, 17, 13, 5
2019/10/4, 11, 10, 11, 2
2019/10/5, 11, 16, 8, 2
2019/10/6, 7, 13, 13, 2
2019/10/7, 10, 17, 12, 3
2019/10/8, 8, 21, 6, 4
2019/10/9, 11, 22, 8, 8
2019/10/10, 9, 21, 10, 2
2019/10/11, 11, 26, 10, 2
2019/10/12, 8, 24, 9, 2
2019/10/13, 12, 25, 13, 2
2019/10/14, 13, 22, 14, 2
2019/10/15, 19, 16, 12, 2
2019/10/16, 12, 19, 11, 2
2019/10/17, 7, 27, 12, 2
2019/10/21, 5, 18, 13, 3
2019/10/22, 10, 4, 16, 2
2019/10/23, 14, 17, 11, 2
2019/10/24, 15, 21, 12, 2
2019/10/25, 9, 23, 9, 2
2019/10/26, 6, 25, 10, 5
2019/10/28, 12, 20, 19, 2
2019/10/29, 18, 8, 18, 
2019/10/30, 15, 15, 21, 2
2019/10/31, 18, 11, 8, 2
2019/11/1, 16, 23, 7, 2
2019/11/2, 9, 19, 7, 2
2019/11/5, 10, 10, 18, 2
2019/11/6, 11, 14, 11, 2
2019/11/7, 8, 7, 18, 2
2019/11/8, 11, 13, 16, 2
2019/11/9, 16, 8, 16, 2
2019/11/10, 15, 13, 13, 2
2019/11/11, 14, 19, 15, 2
2019/11/12, 7, 15, 14, 
2019/11/13, 10, 11, 15, 2
2019/11/14, 8, 5, 16, 2
2019/11/15, 15, 13, 21, 2
2019/11/16, 18, 4, 17, 3
2019/11/17, 17, 21, 14, 3
2019/11/18, 14, 17, 19, 3
2019/11/19, 9, 2, 23, 2
2019/11/20, 15, 2, 18, 2
2019/11/21, 18, 7, 18, 2
2019/11/22, 14, 2, 16, 
2019/11/23, 14, 2, 16, 2
2019/11/24, 17, , 17, 2
2019/11/25, 21, 7, 16, 2
2019/11/26, 16, 22, 11, 2
2019/11/27, 9, 23, 5, 7
2019/11/29, 11, 4, 24, 2
2019/11/30, 18, 4, 21, 
2019/12/1, 20, 3, 23, 2
2019/12/2, 19, 5, 22, 2
2019/12/3, 17, 4, 23, 2
2019/12/4, 19, 3, 21, 2
2019/12/5, 19, 18, 18, 2
2019/12/6, 21, 19, 9, 13
