date, pm25, pm10, o3
2020/1/2, 29, 13, 13
2020/1/3, 31, 12, 12
2020/1/4, 29, 11, 14
2020/1/5, 26, 12, 14
2020/1/6, 29, 10, 14
2020/1/7, 26, 14, 16
2020/1/8, 31, 17, 17
2020/1/9, 27, 33, 16
2020/1/10, 49, 31, 13
2020/1/11, 51, 30, 10
2020/1/12, 53, 27, 14
2020/1/13, 46, 25, 10
2020/1/14, 44, 18, 16
2020/1/15, 36, , 
2019/10/1, 34, 13, 17
2019/10/2, 21, 11, 15
2019/10/3, 19, 11, 14
2019/10/4, 20, 10, 9
2019/10/5, 20, 26, 9
2019/10/6, 45, 27, 16
2019/10/7, 44, 16, 13
2019/10/8, 28, 14, 13
2019/10/9, 26, 19, 14
2019/10/10, 30, 14, 16
2019/10/11, 21, 13, 17
2019/10/12, 21, 11, 17
2019/10/13, 17, 13, 15
2019/10/14, 22, 11, 14
2019/10/15, 20, 11, 11
2019/10/16, 23, 16, 18
2019/10/17, 36, 15, 18
2019/10/18, 35, 12, 16
2019/10/19, 24, 12, 11
2019/10/20, 24, 15, 9
2019/10/21, 31, 14, 9
2019/10/22, 34, 18, 18
2019/10/23, 23, 15, 16
2019/10/24, 25, 21, 14
2019/10/25, 35, 15, 13
2019/10/26, 26, 12, 12
2019/10/27, 24, 12, 11
2019/10/28, 27, 12, 8
2019/10/29, 25, 11, 8
2019/10/30, 23, 10, 13
2019/10/31, 23, 15, 12
2019/11/1, 27, 16, 14
2019/11/2, 29, 15, 17
2019/11/3, 28, 19, 17
2019/11/4, 30, 16, 12
2019/11/5, 26, 14, 14
2019/11/6, 24, 14, 12
2019/11/7, 23, 14, 14
2019/11/8, 26, 16, 17
2019/11/9, 29, 15, 17
2019/11/10, 33, 12, 18
2019/11/11, 22, 10, 17
2019/11/12, 24, 17, 17
2019/11/13, 29, 21, 16
2019/11/14, 35, 10, 13
2019/11/15, 22, 6, 9
2019/11/16, 15, 16, 10
2019/11/17, 48, 14, 13
2019/11/18, 38, 16, 16
2019/11/19, 50, 21, 18
2019/11/20, 55, 16, 16
2019/11/21, 41, 17, 14
2019/11/22, 36, 17, 19
2019/11/23, 43, 10, 13
2019/11/24, 27, 15, 12
2019/11/25, 40, 15, 14
2019/11/26, 39, 17, 17
2019/11/27, 44, 15, 14
2019/11/28, 38, 15, 16
2019/11/29, 31, 14, 16
2019/11/30, 30, 14, 13
2019/12/1, 30, 13, 14
2019/12/2, 21, 12, 12
2019/12/3, 33, 17, 16
2019/12/4, 46, 20, 16
