date, pm25, pm10, o3, no2, so2
2020/1/3, 2, 5, 20, , 
2020/1/4, 1, 12, 27, 11, 
2020/1/5, 2, 18, 19, 14, 
2020/1/6, 3, 17, 7, 16, 
2020/1/7, 4, 17, 8, 14, 1
2020/1/8, 3, 21, 5, 18, 1
2020/1/9, 3, 5, 8, 9, 1
2020/1/10, 2, 11, 28, 7, 
2020/1/11, 2, 15, 18, 8, 
2020/1/12, 2, 21, 16, 16, 
2020/1/13, 3, 23, 6, 19, 1
2020/1/14, 4, 17, 8, 20, 1
2020/1/15, 3, 13, 9, 17, 1
2020/1/16, 3, , 7, , 2
2019/10/1, 1, 3, 25, 2, 
2019/10/2, 1, 8, 24, 7, 
2019/10/3, 1, 8, 24, 7, 
2019/10/4, 2, 5, 24, 2, 
2019/10/5, 1, 10, 18, 5, 
2019/10/6, 1, 6, 23, 4, 
2019/10/7, 1, 9, 14, 10, 1
2019/10/8, 2, 3, 27, 1, 
2019/10/9, 1, 5, 26, 2, 
2019/10/10, 1, 10, 19, 10, 
2019/10/11, 2, 11, 24, 7, 
2019/10/12, 2, 13, 25, 6, 
2019/10/13, 2, 20, 22, 8, 
2019/10/14, 2, 9, 28, 5, 
2019/10/15, 1, 7, 24, 8, 
2019/10/16, 1, 13, 20, 11, 
2019/10/17, 2, 8, 25, 6, 
2019/10/18, 1, 7, 20, 7, 
2019/10/19, 2, 13, 14, 6, 
2019/10/20, 2, 9, 16, 10, 
2019/10/21, 2, 14, 11, 9, 
2019/10/22, 2, 23, 9, 9, 
2019/10/23, 2, 16, 21, 8, 
2019/10/24, 2, 12, 24, 8, 
2019/10/25, 2, 16, 14, 9, 
2019/10/26, 2, 18, 24, 7, 
2019/10/27, 2, 11, 12, 8, 
2019/10/28, 1, 10, 3, 12, 
2019/10/29, 2, 10, 12, 10, 
2019/10/30, 1, 9, 8, 8, 
2019/10/31, 1, 12, 2, 10, 
2019/11/1, 3, 6, 22, 8, 
2019/11/2, 1, 3, 28, 3, 
2019/11/3, 1, 2, 28, 4, 
2019/11/4, 1, 7, 22, 12, 
2019/11/5, 2, 5, 23, 6, 
2019/11/6, 1, 8, 21, 11, 
2019/11/7, 2, 9, 18, 12, 
2019/11/8, 2, 10, 18, 8, 
2019/11/9, 2, 14, 12, 9, 
2019/11/10, 3, 17, 12, 11, 
2019/11/11, 3, 6, 27, 6, 
2019/11/12, 1, 8, 20, 10, 
2019/11/13, 2, 15, 12, 14, 
2019/11/14, 2, 22, 5, 16, 
2019/11/15, 4, 16, 12, 12, 
2019/11/16, 4, 15, 3, 11, 
2019/11/17, 4, 3, 27, 4, 
2019/11/18, 1, 15, 10, 16, 1
2019/11/19, 3, 21, 5, 13, 
2019/11/20, 3, 23, 6, 13, 
2019/11/21, 3, 23, 9, 11, 
2019/11/22, 2, 23, 3, 12, 
2019/11/23, 5, 21, 5, 11, 1
2019/11/24, 6, 23, 7, 14, 1
2019/11/25, 5, 30, 2, 14, 1
2019/11/26, 4, 9, 27, 7, 
2019/11/27, 2, 1, 30, 1, 
2019/11/28, 1, 2, 26, 3, 
2019/11/29, 1, 8, 22, 7, 
2019/11/30, 1, 15, 19, 10, 
2019/12/1, 3, 22, 6, 14, 
2019/12/2, 3, 23, 8, 19, 1
2019/12/3, 5, 25, 8, 18, 
2019/12/4, 4, 28, 5, 17, 1
2019/12/5, 3, 26, 4, 19, 1
2019/12/6, 4, 7, 28, 6, 
2019/12/7, 2, 3, 29, 6, 
2019/12/8, 1, 3, 32, 1, 
2019/12/9, 1, 11, 23, 12, 
2019/12/10, 2, 16, 7, 19, 1
2019/12/11, 3, 6, 27, 13, 
2019/12/12, 2, 4, 32, 3, 
2019/12/13, 1, 4, 35, 2, 
2019/12/14, 1, 2, 32, 3, 
2019/12/15, 1, 11, 13, 13, 
2019/12/16, 2, 17, 7, 17, 1
2019/12/17, 4, 23, 3, 19, 1
2019/12/18, 5, 25, 2, 16, 
2019/12/19, 4, 13, 24, 15, 
2019/12/20, 4, 8, 19, 12, 
2019/12/21, 2, 3, 30, 2, 
2019/12/22, 1, 3, 29, 1, 
2019/12/23, 1, 5, 26, 6, 
2019/12/24, 1, 5, 29, 1, 
2019/12/25, 1, 11, 17, 10, 
2019/12/26, 2, 7, 23, 13, 
2019/12/27, 2, 18, 13, 10, 
2019/12/28, 2, , , , 
2019/7/1, 1, 16, 57, 4, 
2019/7/2, 1, 20, 60, 6, 
2019/7/3, 1, 19, 68, 6, 
2019/7/4, 1, 15, 53, 4, 
2019/7/5, 1, 12, 52, 4, 1
2019/7/6, 1, 10, 48, 3, 
2019/7/7, 1, 11, 30, 5, 
2019/7/8, 1, 15, 46, 5, 
2019/7/9, 1, 11, 46, 5, 
2019/7/10, 1, 15, 30, 11, 1
2019/7/11, 2, 15, 43, 6, 1
2019/7/12, 2, 7, 38, 2, 
2019/7/13, 1, 11, 36, 3, 
2019/7/14, 1, 11, 38, 4, 
2019/7/15, 1, 17, 49, 5, 
2019/7/16, 1, 13, 48, 5, 
2019/7/17, 1, 16, 58, 6, 
2019/7/18, 2, 16, 40, 2, 
2019/7/19, 1, 15, 42, 4, 
2019/7/20, 1, 10, 33, 2, 
2019/7/21, 1, 11, 49, 4, 
2019/7/22, 1, 15, 60, 6, 
2019/7/23, 1, 21, 68, 7, 
2019/7/24, 2, 23, 83, 7, 
2019/7/25, 2, 21, 64, 6, 
2019/7/26, 1, 7, 44, 2, 
2019/7/27, 1, 5, 26, 1, 
2019/7/28, 1, 9, 39, 2, 
2019/7/29, 1, 9, 40, 2, 
2019/7/30, 1, 10, 31, 2, 
2019/7/31, 1, 14, 42, 3, 
2019/8/1, 1, 13, 42, 4, 
2019/8/2, 1, 10, 44, 4, 
2019/8/3, 1, 9, 51, 3, 
2019/8/4, 1, 13, 49, 5, 1
2019/8/5, 1, 12, 35, 5, 
2019/8/6, 1, 10, 24, 6, 
2019/8/7, 1, 6, 35, 3, 
