date, pm25, pm10, no2
2019/8/20, 43, 15, 15
2019/8/21, 51, 17, 9
2019/8/22, 52, 17, 25
2019/8/23, 50, 19, 34
2019/8/24, 59, 23, 21
2019/8/25, 71, 20, 21
2019/8/26, 66, 28, 30
2019/8/27, 80, 20, 18
2019/8/28, 60, 10, 14
2019/8/29, 31, 14, 16
2019/8/30, 41, 10, 18
2019/8/31, 32, 8, 8
2019/9/1, 30, 10, 11
2019/9/2, 33, 10, 9
2019/9/3, 35, 9, 8
2019/9/4, 27, 9, 11
2019/9/5, 34, 13, 11
2019/9/6, 37, 12, 10
2019/9/7, 35, 11, 6
2019/9/8, 31, 13, 19
2019/9/9, 44, 11, 16
2019/9/10, 44, 14, 10
2019/9/11, 41, 11, 10
2019/9/12, 37, 7, 19
2019/9/13, 32, 14, 21
2019/9/14, 43, 10, 7
2019/9/15, 37, 9, 12
2019/9/16, 30, 11, 12
2019/9/17, 41, 11, 5
2019/9/18, 34, , 
2019/4/1, 32, 11, 9
2019/4/2, 19, 24, 23
2019/4/3, 39, 14, 22
2019/4/4, 25, 27, 24
2019/4/5, 41, 16, 19
2019/4/6, 34, 25, 10
2019/4/7, 55, 29, 20
2019/4/8, 69, 24, 15
2019/4/9, 40, 18, 20
2019/4/10, 25, 13, 21
2019/4/11, 20, 20, 13
2019/4/12, 36, 14, 1
2019/4/13, 34, 15, 1
2019/4/14, 29, 22, 
2019/4/15, 46, 27, 
2019/4/16, 47, 34, 
2019/4/17, 51, 18, 24
2019/4/18, 42, 27, 21
2019/4/19, 53, 25, 29
2019/4/20, 50, 21, 17
2019/4/21, 52, 32, 21
2019/4/22, 72, 26, 26
2019/4/23, 29, 31, 25
2019/4/24, 41, 11, 18
2019/4/25, 15, 10, 19
2019/4/26, 9, 18, 13
2019/4/27, 23, 11, 7
2019/4/28, 18, 14, 21
2019/4/29, 21, 12, 27
2019/4/30, 23, 17, 33
2019/5/1, 27, 12, 19
2019/5/2, 24, 8, 9
2019/5/3, 9, 16, 17
2019/5/4, 32, 16, 7
2019/5/5, 22, 15, 19
2019/5/6, 26, 17, 23
2019/5/7, 26, 13, 26
2019/5/8, 18, 14, 15
2019/5/9, 22, 19, 21
2019/5/10, 26, 10, 21
2019/5/11, 18, 13, 15
2019/5/12, 28, 10, 21
2019/5/13, 17, 10, 33
2019/5/14, 17, 12, 30
2019/5/15, 23, 16, 26
2019/5/16, 24, 19, 28
2019/5/17, 27, 21, 24
2019/5/18, 41, 12, 17
2019/5/19, 20, 7, 13
2019/5/20, 13, 17, 22
2019/5/21, 32, 10, 14
2019/5/22, 18, 13, 20
2019/5/23, 19, 11, 13
2019/5/24, 26, , 
2019/5/29, 10, 13, 11
2019/5/30, 44, 7, 6
2019/5/31, 8, , 
2019/6/4, 36, 16, 9
2019/6/5, 30, 11, 4
2019/6/6, 22, 25, 15
2019/6/7, 35, 11, 8
2019/6/8, 20, 12, 6
2019/6/9, 16, 15, 12
2019/6/10, 26, 15, 13
2019/6/11, 27, 10, 10
2019/6/12, 17, 9, 8
2019/6/13, 24, 15, 10
2019/6/14, 37, 18, 13
2019/6/15, 26, 10, 6
2019/6/16, 42, 16, 10
2019/6/17, 20, 16, 12
2019/6/18, 25, 17, 6
2019/6/19, 26, 10, 5
2019/6/20, 27, 17, 6
2019/6/21, 22, 14, 10
2019/6/22, 26, 20, 10
2019/6/23, 33, 32, 11
2019/6/24, 58, 22, 10
2019/6/25, 53, 11, 9
2019/6/26, 17, 17, 11
2019/6/27, 21, 19, 10
2019/6/28, 28, 29, 10
2019/6/29, 44, 17, 5
2019/6/30, 37, 16, 3
2019/1/1, 48, 19, 15
2019/1/2, 47, 16, 13
2019/1/3, 42, 23, 13
2019/1/4, 60, 18, 10
2019/1/5, 52, 21, 11
2019/1/6, 59, 18, 14
2019/1/7, 54, 13, 1
2019/1/8, 36, 22, 28
2019/1/9, 54, 15, 9
2019/1/10, 49, 18, 10
2019/1/11, 50, 12, 9
2019/1/12, 41, 10, 3
2019/1/13, 15, 16, 12
2019/1/14, 38, 17, 15
2019/1/15, 27, 7, 7
2019/1/16, 9, 14, 7
2019/1/17, 25, 21, 27
2019/1/18, 43, 24, 26
2019/1/19, 42, 29, 25
2019/1/20, 70, 28, 26
2019/1/21, 73, 14, 21
2019/1/22, 24, 12, 12
2019/1/23, 29, 22, 20
2019/1/24, 51, 13, 16
2019/1/25, 32, 7, 14
2019/1/26, 11, 11, 6
2019/1/27, 20, 14, 5
2019/1/28, 29, 19, 21
2019/1/29, 32, 15, 14
2019/1/30, 58, 22, 28
2019/1/31, 58, 19, 24
2019/2/1, 38, 16, 13
2019/2/2, 43, 15, 8
2019/2/3, 29, 16, 16
2019/2/4, 31, 16, 22
2019/2/5, 42, 18, 24
2019/2/6, 28, 9, 13
2019/2/7, 14, 11, 16
2019/2/8, 16, 29, 35
2019/2/9, 52, 9, 11
2019/2/10, 10, 26, 25
2019/2/11, 54, 20, 25
2019/2/12, 46, 24, 26
2019/2/13, 36, 22, 29
2019/2/14, 41, 28, 29
2019/2/15, 56, 23, 23
2019/2/16, 56, 25, 18
2019/2/17, 56, 20, 21
2019/2/18, 45, 22, 18
2019/2/19, 29, 23, 22
2019/2/20, 31, 23, 21
2019/2/21, 37, 29, 32
2019/2/22, 57, 21, 21
2019/2/23, 46, 30, 20
2019/2/24, 65, 30, 31
2019/2/25, 55, 37, 35
2019/2/26, 62, 36, 34
2019/2/27, 60, 40, 22
2019/2/28, 81, 25, 21
2019/3/1, 37, 29, 18
2019/3/2, 40, 12, 9
2019/3/3, 12, 10, 14
2019/3/4, 20, 17, 22
2019/3/5, 29, 14, 14
2019/3/6, 16, 9, 10
2019/3/7, 18, 17, 13
2019/3/8, 28, 13, 8
2019/3/9, 24, 11, 8
2019/3/10, 20, 15, 10
2019/3/11, 26, 14, 12
2019/3/12, 28, 18, 5
2019/3/13, 25, 12, 6
2019/3/14, 22, 16, 6
2019/3/15, 28, 16, 15
2019/3/16, 17, 8, 6
2019/3/17, 16, 19, 14
2019/3/18, 38, 23, 19
2019/3/19, 49, 21, 24
2019/3/20, 37, 20, 16
2019/3/21, 31, 12, 10
2019/3/22, 18, 19, 16
2019/3/23, 39, 19, 9
2019/3/24, 28, 17, 7
2019/3/25, 25, 21, 10
2019/3/26, 31, 16, 8
2019/3/27, 29, 19, 17
2019/3/28, 34, 24, 18
2019/3/29, 42, 27, 25
2019/3/30, 52, 15, 14
2019/3/31, 25, 23, 47
2018/10/1, 47, 16, 5
2018/10/2, 42, 22, 11
2018/10/3, 53, 20, 18
2018/10/4, 53, 24, 18
2018/10/5, 57, 22, 22
2018/10/6, 60, 15, 9
2018/10/7, 44, 14, 14
2018/10/8, 45, 21, 22
2018/10/9, 51, 14, 14
2018/10/10, 48, 24, 36
2018/10/11, 57, 22, 16
2018/10/12, 55, 20, 15
2018/10/13, 55, 13, 9
2018/10/14, 45, 13, 16
2018/10/15, 38, 19, 22
2018/10/16, 48, 15, 12
2018/10/17, 48, 20, 21
2018/10/18, 50, 15, 16
2018/10/19, 49, 27, 25
2018/10/20, 65, 17, 10
2018/10/21, 58, 13, 8
2018/10/22, 37, 18, 6
2018/10/23, 47, 21, 22
2018/10/24, 59, 16, 12
2018/10/25, 48, 9, 4
2018/10/26, 36, 14, 18
2018/10/27, 44, 12, 15
2018/10/28, 39, 11, 16
2018/10/29, 40, 13, 8
2018/10/30, 40, 28, 28
2018/10/31, 63, 14, 13
2018/11/1, 51, 24, 27
2018/11/2, 60, 23, 29
2018/11/3, 56, 22, 16
2018/11/4, 55, 24, 22
2018/11/5, 61, 23, 24
2018/11/6, 63, 17, 16
2018/11/7, 42, 18, 27
2018/11/8, 53, 16, 23
2018/11/9, 45, 10, 4
2018/11/10, 35, 14, 16
2018/11/11, 49, 17, 18
2018/11/12, 51, 20, 22
2018/11/13, 52, 21, 20
2018/11/14, 51, 22, 18
2018/11/15, 56, 17, 23
2018/11/16, 56, 27, 28
2018/11/17, 68, 24, 16
2018/11/18, 59, 13, 20
2018/11/19, 36, 18, 20
2018/11/20, 48, 25, 28
2018/11/21, 70, 32, 31
2018/11/22, 76, 31, 26
2018/11/23, 74, 20, 24
2018/11/24, 58, 14, 15
2018/11/25, 47, 16, 19
2018/11/26, 49, 17, 20
2018/11/27, 48, 13, 16
2018/11/28, 42, 14, 18
2018/11/29, 34, 17, 21
2018/11/30, 40, 14, 9
2018/12/1, 42, 14, 10
2018/12/2, 40, 12, 6
2018/12/3, 38, 21, 20
2018/12/4, 57, 19, 23
2018/12/5, 56, 15, 12
2018/12/6, 45, 10, 12
2018/12/7, 28, 9, 19
2018/12/8, 39, 17, 3
2018/12/9, 48, 18, 12
2018/12/10, 52, 15, 27
2018/12/11, 55, 27, 39
2018/12/12, 56, 24, 40
2018/12/13, 47, 25, 37
2018/12/14, 49, 20, 21
2018/12/15, 48, 19, 16
2018/12/16, 51, 17, 17
2018/12/17, 42, 21, 20
2018/12/18, 42, 16, 24
2018/12/19, 42, 16, 20
2018/12/20, 36, 13, 19
2018/12/21, 37, 13, 14
2018/12/22, 42, 12, 26
2018/12/23, 49, 27, 27
2018/12/24, 67, 15, 9
2018/12/25, 47, 14, 13
2018/12/26, 49, 27, 35
2018/12/27, 62, 26, 32
2018/12/28, 65, 15, 11
2018/12/29, 44, 18, 15
2018/12/30, 51, , 
2018/7/1, 60, 23, 33
2018/7/2, 59, 18, 9
2018/7/3, 50, 30, 88
2018/7/4, 39, 23, 41
2018/7/5, 43, 27, 40
2018/7/6, 59, 25, 12
2018/7/7, 54, 37, 21
2018/7/8, 51, 28, 20
2018/7/9, 47, 17, 10
2018/7/10, 40, 23, 17
2018/7/11, 52, 18, 17
2018/7/12, 53, 16, 22
2018/7/13, 45, 14, 24
2018/7/14, 44, 18, 16
2018/7/15, 50, 24, 44
2018/7/16, 61, 18, 18
2018/7/17, 58, 22, 27
2018/7/18, 52, 19, 22
2018/7/19, 52, 25, 37
2018/7/20, 54, 24, 32
2018/7/21, 59, 22, 16
2018/7/22, 56, 26, 30
2018/7/23, 60, 21, 10
2018/7/24, 51, 23, 67
2018/7/25, 56, 26, 28
2018/7/26, 63, , 
2018/8/2, 54, 23, 10
2018/8/3, 55, , 
2018/8/8, 40, 16, 10
2018/8/9, 47, 14, 
2018/8/10, 42, 15, 
2018/8/11, 45, 14, 
2018/8/12, 41, 18, 
2018/8/13, 54, 13, 
2018/8/14, 37, 16, 
2018/8/15, 46, , 
2018/8/21, 21, 13, 21
2018/8/22, 42, 13, 15
2018/8/23, 41, 15, 14
2018/8/24, 33, 13, 24
2018/8/25, 38, 14, 17
2018/8/26, 47, 12, 8
2018/8/27, 45, 14, 23
2018/8/28, 45, 16, 20
2018/8/29, 49, 17, 18
2018/8/30, 45, 17, 27
2018/8/31, 49, 21, 25
2018/9/1, 56, 18, 24
2018/9/2, 51, 21, 38
2018/9/3, 54, 16, 15
2018/9/4, 49, 15, 17
2018/9/5, 47, 23, 20
2018/9/6, 46, 10, 8
2018/9/7, 34, 16, 15
2018/9/8, 48, 13, 9
2018/9/9, 43, 17, 11
2018/9/10, 46, 15, 13
2018/9/11, 48, 11, 10
2018/9/12, 28, 17, 17
2018/9/13, 52, 15, 16
2018/9/14, 46, 13, 16
2018/9/15, 46, 21, 14
2018/9/16, 57, 19, 20
2018/9/17, 51, 20, 13
2018/9/18, 47, 23, 16
2018/9/19, 51, 15, 16
2018/9/20, 46, 11, 8
2018/9/21, 28, 15, 14
2018/9/22, 48, 13, 7
2018/9/23, 46, 16, 10
2018/9/24, 45, 19, 29
2018/9/25, 52, 18, 17
2018/9/26, 47, 21, 24
2018/9/27, 52, 19, 21
2018/9/28, 42, 18, 22
2018/9/29, 52, 19, 11
2018/9/30, 52, 16, 9
2018/4/1, 56, 14, 16
2018/4/2, 42, 14, 17
2018/4/3, 50, 20, 19
2018/4/4, 53, 13, 21
2018/4/5, 49, 23, 25
2018/4/6, 56, 26, 24
2018/4/7, 67, 19, 12
2018/4/8, 61, 13, 35
2018/4/9, 39, 25, 36
2018/4/10, 54, 25, 25
2018/4/11, 64, 30, 34
2018/4/12, 64, 30, 20
2018/4/13, 73, 28, 30
2018/4/14, 73, 16, 22
2018/4/15, 55, 20, 29
2018/4/16, 54, 26, 18
2018/4/17, 59, 20, 18
2018/4/18, 58, 37, 49
2018/4/19, 74, 35, 43
2018/4/20, 81, 22, 23
2018/4/21, 58, 27, 17
2018/4/22, 63, 13, 18
2018/4/23, 38, 15, 19
2018/4/24, 41, 12, 13
2018/4/25, 37, 16, 15
2018/4/26, 44, 19, 43
2018/4/27, 54, 16, 22
2018/4/28, 51, 13, 11
2018/4/29, 40, 17, 7
2018/4/30, 43, 19, 21
2018/5/1, 54, 12, 13
2018/5/2, 46, 18, 18
2018/5/3, 56, 25, 29
2018/5/4, 53, 27, 37
2018/5/5, 68, 29, 29
2018/5/6, 72, 39, 34
2018/5/7, 94, 29, 18
2018/5/8, 70, , 
2018/5/11, 63, 24, 32
2018/5/12, 56, 10, 4
2018/5/13, 36, 15, 36
2018/5/14, 50, 17, 21
2018/5/15, 55, 18, 14
2018/5/16, 49, 26, 15
2018/5/17, 56, 24, 19
2018/5/18, 61, 26, 29
2018/5/19, 63, 13, 14
2018/5/20, 46, 23, 32
2018/5/21, 62, 24, 13
2018/5/22, 62, 21, 17
2018/5/23, 60, 34, 27
2018/5/24, 76, 27, 43
2018/5/25, 67, 19, 24
2018/5/26, 51, 28, 17
2018/5/27, 65, 23, 16
2018/5/28, 61, 16, 17
2018/5/29, 53, 22, 19
2018/5/30, 60, 19, 28
2018/5/31, 41, 20, 23
2018/6/1, 54, 22, 29
2018/6/2, 60, 15, 15
2018/6/3, 52, 12, 17
2018/6/4, 28, 20, 19
2018/6/5, 45, 23, 17
2018/6/6, 57, 21, 19
2018/6/7, 52, 25, 27
2018/6/8, 57, 17, 21
2018/6/9, 49, 18, 22
2018/6/10, 48, 22, 24
2018/6/11, 54, 16, 18
2018/6/12, 52, 19, 17
2018/6/13, 47, 16, 18
2018/6/14, 47, 28, 48
2018/6/15, 76, 22, 25
2018/6/16, 60, 18, 10
2018/6/17, 42, 14, 18
2018/6/18, 52, 16, 17
2018/6/19, 43, 18, 15
2018/6/20, 32, 19, 17
2018/6/21, 47, 18, 20
2018/6/22, 54, 20, 27
2018/6/23, 57, 25, 18
2018/6/24, 60, 23, 41
2018/6/25, 60, 23, 30
2018/6/26, 53, 24, 42
2018/6/27, 58, 24, 29
2018/6/28, 60, 23, 28
2018/6/29, 55, 25, 10
2018/6/30, 58, 29, 40
2018/1/1, 29, 16, 41
2018/1/2, 32, 14, 30
2018/1/3, 26, 10, 50
2018/1/4, 9, 13, 16
2018/1/5, 23, 20, 28
2018/1/6, 46, 20, 15
2018/1/7, 25, 24, 22
2018/1/8, 39, 26, 33
2018/1/9, 52, 20, 14
2018/1/10, 47, 16, 20
2018/1/11, 39, 17, 19
2018/1/12, 41, 21, 32
2018/1/13, 48, 24, 33
2018/1/14, 64, 15, 5
2018/1/15, 50, 16, 15
2018/2/6, 61, 16, 23
2018/2/7, 49, 19, 30
2018/2/8, 55, 12, 7
2018/2/9, 38, , 49
2018/2/11, 49, 24, 23
2018/2/12, 83, 18, 17
2018/2/13, 44, 16, 18
2018/2/14, 52, 22, 16
2018/2/15, 50, 30, 25
2018/2/16, 59, 36, 49
2018/2/17, 68, 26, 21
2018/2/18, 64, 19, 16
2018/2/19, 63, 18, 27
2018/2/20, 59, 27, 24
2018/2/21, 68, 39, 47
2018/2/22, 75, 27, 56
2018/2/23, 58, 33, 39
2018/2/24, 67, 21, 16
2018/2/25, 54, 17, 27
2018/2/26, 43, 15, 25
2018/2/27, 42, 17, 7
2018/2/28, 51, 37, 22
2018/3/1, 73, 38, 16
2018/3/2, 86, 41, 22
2018/3/3, 113, 28, 25
2018/3/4, 91, 15, 19
2018/3/5, 50, 16, 17
2018/3/6, 51, 12, 16
2018/3/7, 40, 12, 21
2018/3/8, 43, 20, 33
2018/3/9, 59, 15, 19
2018/3/10, 55, 17, 21
2018/3/11, 61, 18, 22
2018/3/12, 55, 17, 13
2018/3/13, 52, 24, 23
2018/3/14, 61, 23, 25
2018/3/15, 60, 26, 19
2018/3/16, 66, 26, 19
2018/3/17, 61, 32, 16
2018/3/18, 65, 31, 22
2018/3/19, 63, 26, 21
2018/3/20, 65, 19, 12
2018/3/21, 55, 20, 18
2018/3/22, 55, 24, 50
2018/3/23, 56, 29, 29
2018/3/24, 65, 18, 20
2018/3/25, 61, 27, 27
2018/3/26, 66, 18, 23
2018/3/27, 55, 11, 15
2018/3/28, 41, 17, 25
2018/3/29, 52, 15, 30
2018/3/30, 50, 10, 21
2018/3/31, 44, 16, 19
2017/10/1, 15, 16, 11
2017/10/2, 28, 19, 11
2017/10/3, 29, 17, 15
2017/10/4, 26, 17, 13
2017/10/5, 29, 21, 21
2017/10/6, 36, 18, 8
2017/10/7, 31, 16, 8
2017/10/8, 31, 17, 7
2017/10/9, 30, 14, 18
2017/10/10, 23, 14, 15
2017/10/11, 24, 19, 18
2017/10/12, 31, 21, 19
2017/10/13, 39, 20, 26
2017/10/14, 39, 26, 21
2017/10/15, 55, 30, 21
2017/10/16, 57, 28, 20
2017/10/17, 45, 25, 29
2017/10/18, 44, 31, 46
2017/10/19, 62, 12, 13
2017/10/20, 19, 22, 17
2017/10/21, 33, 15, 4
2017/10/22, 26, 18, 15
2017/10/23, 27, 13, 13
2017/10/24, 27, 13, 16
2017/10/25, 27, 26, 30
2017/10/26, 51, 19, 13
2017/10/27, 35, 11, 9
2017/10/28, 11, 14, 7
2017/10/29, 27, 17, 14
2017/10/30, 25, 21, 18
2017/10/31, 38, 15, 15
2017/11/1, 55, 22, 18
2017/11/2, 39, 20, 25
2017/11/3, 36, 30, 18
2017/11/4, 66, 29, 10
2017/11/5, 70, 38, 31
2017/11/6, 74, 20, 24
2017/11/7, 31, 16, 14
2017/11/8, 26, 19, 24
2017/11/9, 29, 21, 17
2017/11/10, 33, 14, 6
2017/11/11, 21, 15, 4
2017/11/12, 24, 17, 11
2017/11/13, 27, 22, 21
2017/11/14, 36, 21, 12
2017/11/15, 43, 17, 19
2017/11/16, 33, 24, 20
2017/11/17, 39, 18, 11
2017/11/18, 30, 18, 15
2017/11/19, 35, 16, 16
2017/11/20, 29, 13, 18
2017/11/21, 21, , 
2017/11/24, 30, 19, 19
2017/11/25, 38, 14, 10
2017/11/26, 21, 11, 9
2017/11/27, 14, 15, 12
2017/11/28, 26, 14, 8
2017/11/29, 19, 14, 8
2017/11/30, 19, 20, 20
2017/12/1, 32, 27, 22
2017/12/2, 53, 16, 14
2017/12/3, 31, 23, 36
2017/12/4, 53, 14, 17
2017/12/5, 21, 22, 29
2017/12/6, 22, 20, 25
2017/12/7, 28, 13, 11
2017/12/8, 17, 14, 15
2017/12/9, 23, 16, 20
2017/12/10, 33, 18, 30
2017/12/11, 38, 16, 22
2017/12/12, 34, 11, 13
2017/12/13, 10, 14, 27
2017/12/14, 26, 17, 14
2017/12/15, 26, 16, 11
2017/12/16, 25, 14, 29
2017/12/17, 22, 23, 17
2017/12/18, 36, 19, 32
2017/12/19, 38, 19, 23
2017/12/20, 42, 16, 20
2017/12/21, 33, 16, 19
2017/12/22, 35, 14, 20
2017/12/23, 23, 9, 12
2017/12/24, 5, 13, 4
2017/12/25, 13, 13, 12
2017/12/26, 17, 15, 14
2017/12/27, 26, 17, 17
2017/12/28, 40, 12, 31
2017/12/29, 38, 18, 13
2017/12/30, 24, , 
2017/7/1, 57, 18, 11
2017/7/2, 54, 17, 8
2017/7/3, 54, 23, 32
2017/7/4, 62, 20, 33
2017/7/5, 60, 23, 51
2017/7/6, 65, 24, 26
2017/7/7, 67, 17, 7
2017/7/8, 53, 22, 19
2017/7/9, 57, 23, 26
2017/7/10, 62, 17, 18
2017/7/11, 55, 13, 7
2017/7/12, 48, 21, 65
2017/7/13, 64, 13, 10
2017/7/14, 57, 13, 8
2017/7/15, 56, 11, 8
2017/7/16, 52, 18, 35
2017/7/17, 59, 16, 8
2017/7/18, 57, 15, 24
2017/7/19, 60, 13, 11
2017/7/20, 57, 20, 24
2017/7/21, 61, 22, 35
2017/7/22, 66, 12, 11
2017/7/23, 55, 12, 8
2017/7/24, 53, 15, 28
2017/7/25, 60, 12, 18
2017/7/26, 52, 15, 14
2017/7/27, 57, 15, 20
2017/7/28, 58, 15, 23
2017/7/29, 60, 14, 10
2017/7/30, 56, 18, 28
2017/7/31, 61, 19, 13
2017/8/1, 61, 16, 23
2017/8/2, 59, 15, 12
2017/8/3, 55, 13, 8
2017/8/4, 53, 11, 11
2017/8/5, 55, 14, 2
2017/8/6, 59, 17, 10
2017/8/7, 61, 17, 24
2017/8/8, 64, 12, 22
2017/8/9, 58, 16, 18
2017/8/10, 55, 18, 24
2017/8/11, 60, 14, 10
2017/8/12, 55, 13, 10
2017/8/13, 54, 18, 20
2017/8/14, 60, 20, 18
2017/8/15, 64, 18, 21
2017/8/16, 63, 15, 9
2017/8/17, 53, 18, 11
2017/8/18, 61, 20, 20
2017/8/19, 63, 12, 7
2017/8/20, 55, 18, 20
2017/8/21, 62, 21, 30
2017/8/22, 68, 22, 15
2017/8/23, 66, , 
2017/8/28, 64, 16, 8
2017/8/29, 60, 15, 10
2017/8/30, 54, 14, 23
2017/8/31, 59, 17, 23
2017/9/1, 61, 16, 36
2017/9/2, 60, 17, 24
2017/9/3, 64, 20, 15
2017/9/4, 63, 13, 13
2017/9/5, 54, 12, 8
2017/9/6, 55, , 
2017/9/11, 20, 12, 14
2017/9/12, 21, 11, 11
2017/9/13, 17, 21, 7
2017/9/14, 24, 17, 13
2017/9/15, 21, 15, 11
2017/9/16, 23, 14, 19
2017/9/17, 25, 13, 9
2017/9/18, 20, 14, 12
2017/9/19, 22, 17, 26
2017/9/20, 30, 21, 28
2017/9/21, 38, 17, 18
2017/9/22, 28, 25, 45
2017/9/23, 51, 24, 32
2017/9/24, 53, 26, 35
2017/9/25, 56, 26, 33
2017/9/26, 58, 27, 29
2017/9/27, 57, 11, 23
2017/9/28, 25, 22, 35
2017/9/29, 39, 23, 31
2017/9/30, 40, 17, 8
2017/4/1, 67, 19, 16
2017/4/2, 63, 12, 11
2017/4/3, 47, 19, 16
2017/4/4, 63, 15, 11
2017/4/5, 52, 20, 13
2017/4/6, 60, 18, 16
2017/4/7, 57, 15, 19
2017/4/8, 59, 23, 25
2017/4/9, 69, 12, 16
2017/4/10, 39, 14, 12
2017/4/11, 50, 15, 10
2017/4/12, 51, 11, 8
2017/4/13, 43, , 
2017/5/1, 68, , 
2017/5/3, 63, , 
2017/5/8, 72, , 
2017/5/12, 66, 12, 12
2017/5/13, 48, 21, 15
2017/5/14, 67, 17, 16
2017/5/15, 56, 19, 25
2017/5/16, 59, 15, 12
2017/5/17, 48, 15, 41
2017/5/18, 49, 13, 17
2017/5/19, 49, 12, 35
2017/5/20, 51, 19, 11
2017/5/21, 60, 20, 33
2017/5/22, 60, 17, 33
2017/5/23, 53, 21, 29
2017/5/24, 60, 16, 51
2017/5/25, 52, 25, 50
2017/5/26, 70, 17, 38
2017/5/27, 52, 14, 11
2017/5/28, 54, 16, 15
2017/5/29, 61, 14, 15
2017/5/30, 57, 18, 42
2017/5/31, 58, 18, 41
2017/6/1, 61, 16, 16
2017/6/2, 60, 12, 17
2017/6/3, 50, 12, 8
2017/6/4, 48, 13, 17
2017/6/5, 48, 8, 10
2017/6/6, 40, 12, 10
2017/6/7, 52, 17, 22
2017/6/8, 53, 5, 14
2017/6/9, 30, 13, 12
2017/6/10, 53, 15, 10
2017/6/11, 52, 11, 11
2017/6/12, 48, 14, 26
2017/6/13, 54, 13, 27
2017/6/14, 53, 17, 16
2017/6/15, 58, 21, 16
2017/6/16, 64, 25, 20
2017/6/17, 70, 20, 15
2017/6/18, 62, , 
2017/6/26, 66, 31, 31
2017/6/27, 66, 15, 12
2017/6/28, 38, 21, 51
2017/6/29, 58, 22, 27
2017/6/30, 62, 20, 12
2017/1/5, 42, 12, 19
2017/1/6, 34, 7, 12
2017/1/7, 25, 11, 12
2017/1/8, 50, 14, 13
2017/1/9, 50, 12, 23
2017/1/10, 38, 7, 6
2017/1/11, 17, 13, 25
2017/1/12, 36, 10, 21
2017/1/13, 29, 10, 14
2017/1/14, 38, 9, 9
2017/1/15, 36, 19, 41
2017/1/16, 59, 28, 47
2017/1/17, 54, 20, 43
2017/1/18, 68, 55, 49
2017/1/19, 93, 36, 42
2017/1/20, 67, 9, 16
2017/1/21, 25, 32, 29
2017/1/22, 95, 33, 31
2017/1/23, 93, 28, 46
2017/1/24, 85, 1, 30
2017/2/1, 57, 12, 32
2017/2/2, 34, 2, 44
2017/2/3, 55, , 5
2017/2/4, 13, , 14
