date, pm10, o3, no2, so2, co
2020/1/2, 44, 13, 31, 6, 
2020/1/3, 51, 16, 19, 2, 
2020/1/4, 43, 20, 20, 2, 
2020/1/5, 35, 18, 28, 5, 2
2020/1/6, 36, 14, 36, 4, 3
2020/1/7, 45, 17, 42, 6, 3
2020/1/8, 49, 14, 34, 4, 3
2020/1/9, 41, 24, 26, 3, 2
2020/1/10, 33, 26, 25, 2, 3
2020/1/11, 24, 24, 24, 2, 2
2020/1/12, 29, 20, 34, 3, 3
2020/1/13, 37, 13, 36, 2, 
2020/1/14, 53, 15, 32, 4, 
2019/10/7, 21, 33, , , 2
2019/10/8, 28, 35, 29, 4, 10
2019/10/9, 31, 33, 29, 3, 9
2019/10/10, 33, 29, 25, 3, 9
2019/10/11, 31, 34, 17, 1, 8
2019/10/12, 29, 28, 17, 1, 8
2019/10/13, 29, 27, 14, , 8
2019/10/14, 24, 23, 16, 1, 8
2019/10/15, 16, 24, 27, 1, 9
2019/10/16, 20, 27, 33, , 9
2019/10/17, 27, 29, 28, 3, 10
2019/10/18, 31, 22, 12, 1, 8
2019/10/19, 27, 31, 8, , 8
2019/10/20, 9, 25, 19, , 9
2019/10/21, 14, 27, 16, 1, 6
2019/10/22, 18, 26, 18, 1, 3
2019/10/23, 15, 26, 18, 1, 4
2019/10/24, 16, 20, 33, 2, 7
2019/10/25, 26, 22, 31, 2, 7
2019/10/26, 30, 28, 24, 1, 5
2019/10/27, 22, 16, 32, 2, 6
2019/10/28, 27, 21, 24, 2, 5
2019/10/29, 33, 19, 27, 2, 6
2019/10/30, 29, 20, 24, 1, 6
2019/10/31, 25, 18, 15, 1, 5
2019/11/1, 23, 24, 11, 1, 4
2019/11/2, 20, 29, 9, 1, 4
2019/11/3, 13, 30, 10, 1, 4
2019/11/4, 10, 31, 59, 1, 3
2019/11/5, 11, 26, 82, 1, 4
2019/11/6, 15, 12, 66, 1, 6
2019/11/7, 21, 26, 24, 1, 4
2019/11/8, 13, 18, 26, 1, 5
2019/11/9, 18, 24, 11, 1, 4
2019/11/10, 12, 23, 18, 1, 5
2019/11/11, 10, 20, 21, 2, 7
2019/11/12, 5, 16, 25, 1, 12
2019/11/13, 28, 22, 20, 1, 17
2019/11/14, 12, 27, 16, 1, 18
2019/11/15, 17, 23, 20, 1, 13
2019/11/16, 20, 18, 22, 1, 20
2019/11/17, 24, 27, 18, 1, 8
2019/11/18, 11, 14, 29, 2, 27
2019/11/19, 27, 10, 34, 2, 
2019/11/20, 31, 13, 30, 1, 13
2019/11/21, 17, 21, 22, 1, 
2019/11/22, 12, 30, 13, 1, 1
2019/11/23, 15, 23, 20, 1, 
2019/11/24, 17, 13, 33, 2, 2
2019/11/25, 43, 4, 27, 2, 
2019/11/26, 30, 31, 21, 2, 
2019/11/27, 10, 18, 26, 2, 
2019/11/28, 25, 12, 35, 4, 
2019/11/29, 44, 11, 27, 2, 
2019/11/30, 31, 31, 12, 1, 
2019/12/1, 16, 17, 23, 1, 
2019/12/2, 17, 23, 15, 1, 19
2019/12/3, 14, 14, 24, 2, 7
2019/12/4, 19, 11, 26, 2, 1
2019/12/5, 27, 15, 25, 3, 
2019/12/6, 36, 20, 26, 2, 2
2019/12/7, 32, 18, 24, 2, 3
2019/12/8, 38, 12, 26, 3, 3
2019/12/9, 34, 14, 40, 4, 3
2019/12/10, 33, 13, 34, 3, 3
2019/12/11, 32, , 20, 1, 
2019/12/12, 15, 21, 25, 1, 2
2019/12/13, 20, 18, 21, 1, 2
2019/12/14, 20, 16, 21, 1, 3
2019/12/15, 31, 25, 26, 2, 4
2019/12/16, 12, 28, 22, 1, 
2019/12/19, 9, 26, 16, 1, 1
2019/12/20, 10, 25, 9, 1, 1
2019/12/21, 9, 28, 15, 1, 2
2019/12/22, 25, 12, 31, 3, 3
2019/12/23, 35, 10, 32, 2, 4
2019/12/24, 38, 17, 26, 2, 5
2019/12/25, 41, 8, 36, 4, 5
2019/12/26, 46, 5, 31, 3, 
2019/12/27, 56, 10, 24, 4, 
2019/7/1, 36, 45, 15, 3, 5
2019/7/2, 40, 40, 12, 2, 3
2019/7/3, 36, 41, 11, 2, 3
2019/7/4, 32, 39, 15, 3, 3
2019/7/5, 36, 30, 13, 1, 3
2019/7/6, 40, 34, 6, 1, 2
2019/7/7, 33, 39, 8, 1, 3
2019/7/8, 20, 34, 13, 2, 3
2019/7/9, 18, 48, 20, 2, 3
2019/7/10, 23, 50, 23, 3, 4
2019/7/11, 28, 25, 29, 3, 5
2019/7/12, 36, 38, 11, 1, 4
2019/7/13, 28, 41, 5, 1, 3
2019/7/14, 19, 46, 14, 2, 4
2019/7/15, 24, 41, 19, 2, 4
2019/7/16, 30, 39, 13, 2, 4
2019/7/17, 31, 52, 15, 3, 4
2019/7/18, 27, 49, 20, 3, 5
2019/7/19, 27, 45, 14, 3, 4
2019/7/20, 30, 50, 8, 1, 5
2019/7/21, 38, 45, 17, 3, 5
2019/7/22, 41, 43, 21, 2, 5
2019/7/23, 40, 41, 18, 2, 5
2019/7/24, 29, 45, 18, 2, 5
2019/7/25, 32, 31, 12, 2, 5
2019/7/26, 13, , 7, 2, 5
2019/7/27, 17, , 5, , 5
2019/7/28, 16, , 12, 1, 6
2019/7/29, 19, , 20, 2, 6
2019/7/30, 22, , 14, 2, 4
2019/7/31, 26, , 15, 5, 3
2019/8/1, 26, , 17, 2, 3
2019/8/2, 35, , 13, 2, 2
2019/8/3, 32, , 8, 1, 2
2019/8/4, 27, , 17, 1, 3
2019/8/5, 32, , 19, 2, 3
2019/8/6, 27, 29, 21, 4, 2
2019/8/7, 21, 37, 22, 3, 3
2019/8/8, 22, 35, 17, 3, 2
2019/8/9, 19, 32, 11, 2, 3
2019/8/10, 17, 43, 6, 1, 2
2019/8/11, 15, 35, 17, 3, 3
2019/8/12, 17, 44, 16, 4, 3
2019/8/13, 22, 43, 13, 2, 3
2019/8/14, 27, 44, 13, 2, 3
2019/8/15, 20, 43, 18, 2, 3
2019/8/16, 21, 44, 17, 1, 3
2019/8/17, 20, 47, 11, 1, 3
2019/8/18, 20, 34, 15, 2, 4
2019/8/19, 24, 36, 15, 3, 4
2019/8/20, 22, 36, 9, 2, 4
2019/8/21, 29, 40, 9, 2, 5
2019/8/22, 19, 44, 14, 2, 4
2019/8/23, 24, 47, 10, 1, 4
2019/8/24, 20, 41, 6, 1, 4
2019/8/25, 27, 40, 11, 2, 5
2019/8/26, 25, 38, 10, 2, 5
2019/8/27, 25, 43, 16, 2, 4
2019/8/28, 17, 39, 20, 2, 5
2019/8/29, 24, 44, 17, 1, 5
2019/8/30, 20, 48, 13, 1, 5
2019/8/31, 21, 53, 14, 1, 5
2019/9/1, 20, 42, 19, 1, 6
2019/9/2, 22, 42, 21, 2, 6
2019/9/3, 21, 36, 19, 2, 6
2019/9/4, 26, 41, 22, 3, 7
2019/9/5, 27, 40, 15, 2, 6
2019/9/6, 27, 34, 11, 1, 6
2019/9/7, 19, 28, 9, , 6
2019/9/8, 23, 35, 19, 1, 6
2019/9/9, 21, 35, 15, 1, 6
2019/9/10, 16, 32, 7, 1, 5
2019/9/11, 8, 31, 13, 2, 6
2019/9/12, 13, 36, 14, , 
2019/9/17, 35, 34, 19, 2, 7
2019/9/18, 38, 33, 22, 2, 7
2019/9/19, 36, 32, 18, 2, 
2019/9/20, 38, 26, 11, 2, 
2019/9/21, 34, 25, 9, 1, 
2019/9/22, 22, 29, 23, 4, 
2019/9/23, 18, 21, 26, 2, 
2019/9/24, 22, , 32, 2, 
2019/9/25, 27, , , , 
2019/4/1, 14, 33, 18, 1, 9
2019/4/2, 23, 40, 20, 1, 9
2019/4/3, 28, 38, 17, 1, 5
2019/4/4, 18, 40, 17, 1, 3
2019/4/5, 12, 34, 10, 1, 3
2019/4/6, 10, 38, 10, 1, 3
2019/4/7, 11, 26, 16, 1, 4
2019/4/8, 12, 36, 14, 1, 4
2019/4/9, 14, 37, 15, 1, 4
2019/4/10, 15, 43, 16, 2, 4
2019/4/11, 16, 43, 19, 2, 4
2019/4/12, 14, 51, 21, 2, 4
2019/4/13, 19, 44, 18, 1, 4
2019/4/14, 19, 36, 20, 2, 5
2019/4/15, 32, 43, 16, 2, 4
2019/4/16, 20, 33, 16, 1, 5
2019/4/17, 37, 42, 11, 1, 4
2019/4/18, 23, 39, 9, 1, 5
2019/4/19, 20, 36, 10, 1, 5
2019/4/20, 12, 42, 7, 1, 5
2019/4/21, 13, 38, 18, 1, 6
2019/4/22, 18, 36, 18, 1, 5
2019/4/23, 18, 36, 14, 1, 5
2019/4/24, 9, 36, 13, 1, 6
2019/4/25, 12, 34, 18, 3, 6
2019/4/26, 17, 41, 18, 2, 6
2019/4/27, 16, 44, 14, 1, 6
2019/4/28, 18, 37, 22, 3, 7
2019/4/29, 17, 44, 26, 1, 8
2019/4/30, 25, 46, 18, 2, 7
2019/5/1, 19, 38, 22, 1, 7
2019/5/2, 20, 39, 19, 3, 7
2019/5/3, 24, 31, 12, 1, 7
2019/5/4, 24, 47, 12, 1, 7
2019/5/5, 29, 47, 18, 2, 8
2019/5/6, 23, 44, 19, 1, 8
2019/5/7, 25, 29, 12, 1, 8
2019/5/8, 21, 26, 11, 1, 8
2019/5/9, 16, 29, 18, 3, 9
2019/5/10, 21, 49, 17, 4, 8
2019/5/11, 19, 28, 11, 1, 8
2019/5/12, 18, 29, 17, 2, 9
2019/5/13, 22, 42, 18, 2, 9
2019/5/14, 23, 45, 23, 1, 6
2019/5/15, 26, 33, 20, 1, 3
2019/5/16, 30, 37, 10, 1, 2
2019/5/17, 18, 40, 10, 1, 2
2019/5/18, 17, 40, 8, , 2
2019/5/19, 13, 36, 12, 1, 3
2019/5/20, 16, 37, 17, 2, 3
2019/5/21, 21, 39, 16, 1, 4
2019/5/22, 24, 41, 20, 1, 4
2019/5/23, 23, 39, 21, 1, 4
2019/5/24, 24, 40, 10, 1, 3
2019/5/25, 27, 38, 9, , 3
2019/5/26, 17, 37, 19, 1, 4
2019/5/27, 23, 37, 19, 1, 4
2019/5/28, 64, 41, 17, 2, 4
2019/5/29, 24, 38, 15, 2, 4
2019/5/30, 28, 38, 19, 4, 4
2019/5/31, 24, 43, 15, 2, 4
2019/6/1, 20, 47, 12, 1, 4
2019/6/2, 19, 42, 22, 3, 5
2019/6/3, 20, 41, 18, 1, 5
2019/6/4, 23, 36, 9, , 4
2019/6/5, 24, 44, 16, 1, 5
2019/6/6, 20, 36, 15, 2, 5
2019/6/7, 24, 44, 15, 2, 5
2019/6/8, 23, 45, 6, 1, 5
2019/6/9, 31, 40, 14, 2, 5
2019/6/10, 19, 45, 15, 2, 5
2019/6/11, 19, 42, 14, 2, 5
2019/6/12, 22, 46, 13, 1, 6
2019/6/13, 28, 42, 12, 2, 5
2019/6/14, 24, 47, 11, 1, 5
2019/6/15, 11, 46, 14, , 5
2019/6/16, 21, 42, 19, 2, 6
2019/6/17, 27, 47, 21, 1, 6
2019/6/18, 28, 41, 13, 3, 6
2019/6/19, 20, 40, 13, 3, 6
2019/6/20, 23, 37, 15, 2, 6
2019/6/21, 20, 44, 15, 1, 6
2019/6/22, 25, 45, 11, 1, 7
2019/6/23, 31, 45, 15, 2, 7
2019/6/24, 30, 46, 18, 3, 7
2019/6/25, 30, 42, 15, 2, 8
2019/6/26, 37, 38, 12, 1, 8
2019/6/27, 37, 47, 21, 4, 8
2019/6/28, 40, 55, 18, 2, 8
2019/6/29, 35, 58, 9, 1, 7
2019/6/30, 26, 47, 14, 2, 8
2019/1/1, 37, 21, 25, 1, 
2019/1/3, 38, 16, 31, 5, 7
2019/1/4, 34, 14, 36, 7, 8
2019/1/5, 41, 21, 29, 4, 8
2019/1/6, 37, 17, 32, 6, 7
2019/1/7, 32, 16, 39, 6, 9
2019/1/8, 45, 12, 39, 6, 10
2019/1/9, 45, 20, 31, 4, 7
2019/1/10, 28, 19, 32, 4, 7
2019/1/11, 36, 25, 31, 3, 8
2019/1/12, 38, 17, 31, 3, 10
2019/1/13, 48, 18, 40, 7, 10
2019/1/14, 44, 13, 39, 5, 10
2019/1/15, 48, 12, 36, 3, 11
2019/1/16, 57, 12, 27, 3, 9
2019/1/17, 43, 12, 26, 3, 8
2019/1/18, 38, 13, 22, 2, 7
2019/1/19, 33, 21, 12, 2, 7
2019/1/20, 13, 26, 20, 2, 8
2019/1/21, 14, 16, 22, 2, 8
2019/1/22, 22, 18, 21, 2, 8
2019/1/23, 14, 20, 19, 2, 8
2019/1/24, 15, 23, 19, 2, 9
2019/1/25, 23, 11, 27, 2, 9
2019/1/26, 21, 25, 15, 2, 8
2019/1/27, 25, 22, 18, 2, 8
2019/1/28, 18, 21, 18, 2, 8
2019/1/29, 19, 26, 17, 2, 8
2019/1/30, 13, 24, 15, 2, 5
2019/1/31, 10, 28, 12, 2, 2
2019/2/1, 8, 34, 10, 2, 2
2019/2/2, 10, 32, 13, 2, 2
2019/2/3, 11, 23, 30, 4, 5
2019/2/4, 21, 16, 39, 5, 7
2019/2/5, 35, 15, 37, 4, 7
2019/2/6, 37, 15, 35, 4, 6
2019/2/7, 37, 16, 36, 4, 6
2019/2/8, 36, 32, 29, 3, 5
2019/2/9, 38, 29, 22, 2, 5
2019/2/10, 37, 30, 22, 3, 4
2019/2/11, 22, 30, 24, 3, 5
2019/2/12, 33, 25, 28, 3, 5
2019/2/13, 31, 26, 28, 3, 5
2019/2/14, 31, 20, 30, 3, 6
2019/2/15, 41, 26, 27, 3, 5
2019/2/16, 31, 33, 21, 2, 4
2019/2/17, 27, 24, 27, 3, 6
2019/2/18, 39, 31, 25, 4, 5
2019/2/19, 49, 30, 27, 3, 5
2019/2/20, 54, 28, 26, 3, 4
2019/2/21, 47, 26, 28, 3, 5
2019/2/22, 53, 19, 30, 4, 4
2019/2/23, 59, 37, 19, 3, 3
2019/2/24, 40, 32, 27, 3, 4
2019/2/25, 32, 33, 28, 4, 5
2019/2/26, 32, 36, 27, 4, 5
2019/2/27, 23, 33, 24, 4, 4
2019/2/28, 28, 32, 25, 4, 5
2019/3/1, 36, 31, 21, 3, 5
2019/3/2, 37, 38, 19, 3, 5
