date, pm10, o3, no2
2020/1/2, 23, 9, 
2020/1/3, 34, 7, 
2020/1/4, 25, 2, 
2020/1/5, 23, 7, 
2020/1/6, 39, 7, 
2020/1/7, 41, 14, 
2020/1/8, 29, 23, 
2020/1/9, 41, 38, 
2020/1/10, 39, 54, 
2020/1/11, 38, 68, 
2020/1/12, 38, , 
2020/1/14, 49, 6, 7
2020/1/15, 34, , 
2019/10/1, 52, 10, 5
2019/10/2, 30, 6, 5
2019/10/3, 27, 5, 5
2019/10/4, 32, 2, 6
2019/10/5, 42, 9, 4
2019/10/6, 32, 9, 4
2019/10/7, 32, 3, 5
2019/10/8, 39, 11, 6
2019/10/9, 36, 10, 6
2019/10/10, 35, 9, 7
2019/10/11, 38, 2, 6
2019/10/12, 43, , 7
2019/10/13, 46, 7, 5
2019/10/14, 34, 3, 6
2019/10/15, 33, 8, 5
2019/10/16, 40, 7, 3
2019/10/17, 34, 9, 4
2019/10/18, 32, 10, 7
2019/10/19, 29, 12, 7
2019/10/20, 22, 11, 6
2019/10/21, 34, 10, 5
2019/10/22, 31, 12, 5
2019/10/23, 33, 10, 4
2019/10/24, 28, 8, 4
2019/10/25, 44, , 
2019/10/27, 46, , 
2019/10/29, 46, , 
2019/10/31, 46, 1, 5
2019/11/1, 46, 1, 5
2019/11/2, 46, 1, 5
2019/11/3, 46, 1, 5
2019/11/4, 46, 1, 5
2019/11/5, 46, 1, 5
2019/11/6, 46, 1, 5
2019/11/7, 46, 1, 5
2019/11/8, 46, , 
2019/11/14, 33, 12, 2
2019/11/15, 28, 12, 2
2019/11/16, 36, 13, 2
2019/11/17, 28, 11, 3
2019/11/18, 25, 12, 4
2019/11/19, 26, 13, 2
2019/11/20, 28, 11, 2
2019/11/21, 32, 12, 3
2019/11/22, 31, 8, 3
2019/11/23, 35, 11, 3
2019/11/26, 74, 14, 4
2019/11/27, 55, 21, 3
2019/11/28, 36, 28, 3
2019/11/29, 38, 34, 3
2019/11/30, 44, , 3
2019/12/1, 41, , 
2019/12/3, 41, , 3
2019/12/4, 41, , 3
2019/12/9, 25, , 
2019/12/10, 17, , 
2019/12/11, 26, , 
2019/12/12, 42, , 
2019/12/13, 31, , 
2019/12/14, 25, , 
2019/12/15, 22, , 
2019/12/16, 25, , 
2019/12/17, 32, 8, 
2019/12/18, 35, 9, 
2019/12/19, 28, 3, 
2019/12/20, 41, 6, 
2019/12/21, 40, 6, 
2019/12/22, 29, 7, 
2019/12/23, 20, 9, 
2019/12/24, 26, 8, 
2019/12/25, 34, 7, 
2019/12/26, 38, 9, 
2019/12/27, 30, 8, 
2019/12/28, 25, , 
2019/7/1, 62, 5, 6
2019/7/2, 77, 5, 7
2019/7/3, 100, 5, 6
2019/7/4, 67, 6, 6
2019/7/5, 80, 2, 4
2019/7/6, 71, 6, 8
2019/7/7, 67, 7, 7
2019/7/8, 84, , 8
2019/7/9, 90, 7, 11
2019/7/10, 101, 7, 10
2019/7/11, 104, 6, 9
2019/7/12, 88, , 
2019/7/15, 66, 6, 5
2019/7/16, 54, 5, 5
2019/7/17, 56, 9, 7
2019/7/18, 55, 9, 7
2019/7/19, 47, 7, 5
2019/7/20, 55, , 
2019/7/23, 59, , 
2019/7/26, 45, 13, 6
2019/7/27, 59, 26, 6
2019/7/28, 68, 40, 5
2019/7/29, 73, 42, 7
2019/7/30, 84, 45, 8
2019/7/31, 71, 45, 7
2019/8/1, 70, 52, 6
2019/8/2, 74, 45, 5
2019/8/3, 55, 51, 6
2019/8/4, 48, 127, 5
2019/8/5, 54, 19, 7
2019/8/6, 81, 108, 7
2019/8/7, 75, 101, 7
2019/8/8, 66, 74, 6
2019/8/9, 61, 125, 7
2019/8/10, 61, 126, 5
2019/8/11, 51, 66, 5
2019/8/12, 53, 31, 6
2019/8/13, 50, 14, 5
2019/8/14, 41, 33, 7
2019/8/15, 46, 125, 9
2019/8/16, 62, 23, 9
2019/8/17, 69, 110, 8
2019/8/18, 65, 92, 5
2019/8/19, 55, 81, 6
2019/8/20, 54, 92, 8
2019/8/21, 53, 118, 7
2019/8/22, 53, 32, 7
2019/8/23, 46, 95, 10
2019/8/24, 52, 123, 7
2019/8/25, 59, 131, 7
2019/8/26, 57, 125, 8
2019/8/27, 51, , 7
2019/8/28, 56, , 8
2019/8/29, 59, 6, 6
2019/8/30, 59, 6, 7
2019/8/31, 59, 10, 5
2019/9/1, 43, 1, 5
2019/9/2, 44, 7, 5
2019/9/3, 56, 7, 4
2019/9/4, 47, 8, 6
2019/9/5, 37, 4, 7
2019/9/6, 36, 7, 7
2019/9/7, 34, 9, 7
2019/9/8, 28, 8, 6
2019/9/9, 36, 7, 5
2019/9/10, 44, 6, 5
2019/9/11, 36, 7, 6
2019/9/12, 33, 8, 6
2019/9/13, 27, 10, 8
2019/9/14, 42, 11, 8
2019/9/15, 51, 3, 7
2019/9/16, 52, , 
2019/9/17, 52, , 
2019/9/20, 52, 9, 9
2019/9/21, 52, 10, 8
2019/9/22, 51, 12, 6
2019/9/23, 48, , 
2019/9/26, 34, 9, 5
2019/9/27, 29, 11, 10
2019/9/28, 46, 14, 7
2019/9/29, 43, 13, 8
2019/9/30, 47, 11, 9
2019/4/1, 26, 3, 5
2019/4/2, 35, 2, 4
2019/4/3, 29, 4, 5
2019/4/4, 47, 5, 5
2019/4/5, 52, 7, 5
2019/4/6, 32, 10, 6
2019/4/7, 23, 7, 5
2019/4/8, 26, 7, 6
2019/4/9, 34, 6, 8
2019/4/10, 38, 6, 6
2019/4/11, 30, 5, 2
2019/4/12, 28, 7, 1
2019/4/13, 49, 8, 1
2019/4/14, 47, 5, 1
2019/4/15, 32, , 
2019/4/24, 560, 6, 5
2019/4/25, 32, 4, 4
2019/4/26, 46, 5, 5
2019/4/27, 43, 7, 6
2019/4/28, 46, 6, 8
2019/4/29, 57, , 8
2019/4/30, 57, , 
2019/5/2, 45, 6, 6
2019/5/3, 56, 4, 10
2019/5/4, 63, 5, 6
2019/5/5, 55, 6, 6
2019/5/6, 58, 5, 5
2019/5/7, 47, 5, 7
2019/5/8, 51, 4, 7
2019/5/9, 55, 5, 6
2019/5/10, 56, 3, 6
2019/5/11, 52, 1, 5
2019/5/12, 41, 3, 6
2019/5/13, 53, 4, 6
2019/5/14, 39, 5, 7
2019/5/15, 43, 5, 7
2019/5/16, 52, 4, 8
2019/5/17, 61, 4, 9
2019/5/18, 78, 7, 8
2019/5/19, 77, 2, 7
2019/5/20, 64, 4, 8
2019/5/21, 69, 2, 7
2019/5/22, 74, 2, 6
2019/5/23, 73, 4, 6
2019/5/24, 64, 4, 7
2019/5/25, 58, 6, 7
2019/5/26, 63, , 6
2019/5/27, 59, 4, 5
2019/5/28, 63, 4, 8
2019/5/29, 62, 1, 8
2019/5/30, 65, 5, 8
2019/5/31, 73, 1, 9
2019/6/1, 71, 6, 8
2019/6/2, 70, 4, 6
2019/6/3, 59, 5, 7
2019/6/4, 63, 7, 8
2019/6/5, 74, 5, 7
2019/6/6, 75, 6, 8
2019/6/7, 83, 1, 9
2019/6/8, 79, , 
2019/6/10, 72, 7, 7
2019/6/11, 74, 5, 6
2019/6/12, 69, 5, 7
