date, pm25, pm10, o3
2020/1/2, 14, , 
2020/1/3, 14, , 
2020/1/4, 12, , 
2020/1/5, 11, , 
2020/1/6, 11, , 
2020/1/7, 9, , 
2020/1/8, 10, , 
2020/1/9, 22, , 
2020/1/10, 14, , 
2020/1/11, 11, , 
2020/1/12, 8, , 
2020/1/13, 8, , 
2020/1/14, 14, , 
2020/1/15, 28, , 
2019/10/1, 21, , 17
2019/10/2, 30, , 21
2019/10/3, 17, , 
2019/10/4, 20, , 
2019/10/5, 34, , 
2019/10/6, 36, , 
2019/10/7, 35, , 
2019/10/8, 11, , 
2019/10/9, 20, , 
2019/10/10, 16, , 
2019/10/11, 32, , 
2019/10/12, 59, , 
2019/10/13, 43, , 
2019/10/14, 29, , 
2019/10/15, 50, , 
2019/10/16, 43, , 
2019/10/17, 15, , 
2019/10/18, 18, , 
2019/10/19, 14, , 
2019/10/20, 14, , 
2019/10/21, 13, , 
2019/10/22, 21, , 
2019/10/23, 34, , 
2019/10/24, 41, , 
2019/10/25, 35, , 
2019/10/26, 25, , 
2019/10/27, 17, , 
2019/10/28, 40, , 
2019/10/29, 15, , 
2019/10/30, 28, , 
2019/10/31, 55, , 
2019/11/1, 45, , 
2019/11/2, 56, , 
2019/11/3, 66, , 
2019/11/4, 67, , 
2019/11/5, 57, , 
2019/11/6, 54, , 
2019/11/7, 65, , 
2019/11/8, 54, , 
2019/11/9, 52, , 
2019/11/10, 53, , 
2019/11/11, 44, , 
2019/11/12, 55, , 
2019/11/13, 51, , 
2019/11/14, 54, , 
2019/11/15, 34, , 
2019/11/16, 31, , 
2019/11/17, 32, , 
2019/11/18, 31, , 
2019/11/19, 14, , 
2019/11/20, 22, , 
2019/11/21, 44, , 
2019/11/22, 67, , 
2019/11/23, 82, , 
2019/11/24, 59, , 
2019/11/25, 25, , 
2019/11/26, 19, , 
2019/11/27, 14, , 
2019/11/28, 16, , 
2019/11/29, 36, , 
2019/11/30, 56, , 
2019/12/1, 23, , 
2019/12/2, 50, , 
2019/12/3, 49, , 
2019/12/4, 59, , 
2019/12/5, 60, , 
2019/12/6, 63, , 
2019/12/7, 55, , 
2019/12/8, 56, , 
2019/12/9, 32, , 
2019/12/10, 33, , 
2019/12/11, 39, , 
2019/12/12, 20, , 
2019/12/13, 33, , 
2019/12/14, 31, , 
2019/12/15, 55, , 
2019/12/16, 45, , 
2019/12/17, 56, , 
2019/12/18, 47, , 
2019/12/19, 14, , 
2019/12/20, 10, , 
2019/12/21, 13, , 
2019/12/22, 25, , 
2019/12/23, 17, , 
2019/12/24, 20, , 
2019/12/25, 20, , 
2019/12/26, 39, , 
2019/12/27, 25, , 
2019/12/28, 39, , 
2019/7/1, 19, , 
2019/7/2, 12, , 
2019/7/3, 13, , 
2019/7/4, 23, , 
2019/7/5, 19, , 
2019/7/6, 12, , 
2019/7/7, 15, , 
2019/7/8, 18, , 
2019/7/9, 20, , 
2019/7/10, 14, , 
2019/7/11, 10, , 
2019/7/12, 11, , 
2019/7/13, 12, , 
2019/7/14, 12, , 
2019/7/15, 12, , 
2019/7/16, 10, , 
2019/7/17, 12, , 25
2019/7/18, 11, , 28
2019/7/19, 15, , 37
2019/7/20, 16, , 36
2019/7/21, 19, , 33
2019/7/22, 14, , 3
2019/7/23, 12, , 28
2019/7/24, 14, , 45
2019/7/25, 16, , 36
2019/7/26, 17, , 29
2019/7/27, 12, , 34
2019/7/28, 13, , 23
2019/7/29, 16, , 29
2019/7/30, 16, , 31
2019/7/31, 16, , 25
2019/8/1, 10, , 16
2019/8/2, 8, , 36
2019/8/3, 16, , 41
2019/8/4, 31, , 42
2019/8/5, 33, , 35
2019/8/6, 30, , 26
2019/8/7, 21, , 19
2019/8/8, 11, , 27
2019/8/9, 13, , 19
2019/8/10, 19, , 30
2019/8/11, 16, , 35
2019/8/12, 18, , 38
2019/8/13, 20, , 36
2019/8/14, 16, , 32
2019/8/15, 12, , 32
2019/8/16, 19, , 25
2019/8/17, 16, , 30
2019/8/18, 11, , 34
2019/8/19, 14, , 31
2019/8/20, 18, , 19
2019/8/21, 18, , 35
2019/8/22, 17, , 34
2019/8/23, 21, , 31
2019/8/24, 17, , 33
2019/8/25, 14, , 38
2019/8/26, 32, , 44
2019/8/27, 20, , 57
2019/8/28, 23, , 26
2019/8/29, 23, , 27
2019/8/30, 18, , 24
2019/8/31, 16, , 28
2019/9/1, 11, , 31
2019/9/2, 16, , 28
2019/9/3, 16, , 34
2019/9/4, 16, , 33
2019/9/5, 22, , 30
2019/9/6, 17, , 16
2019/9/7, 13, , 21
2019/9/8, 9, , 22
2019/9/9, 11, , 24
2019/9/10, 11, , 28
2019/9/11, 18, , 27
2019/9/12, 18, , 28
2019/9/13, 14, , 25
2019/9/14, 14, , 25
2019/9/15, 12, , 23
2019/9/16, 11, , 20
2019/9/17, 8, , 25
2019/9/18, 12, , 25
2019/9/19, 16, , 21
2019/9/20, 16, , 22
2019/9/21, 24, , 14
2019/9/22, 20, , 30
2019/9/23, 16, , 22
2019/9/24, 18, , 27
2019/9/25, 24, , 19
2019/9/26, 23, , 28
2019/9/27, 13, , 26
2019/9/28, 11, , 18
2019/9/29, 15, , 21
2019/9/30, 11, , 23
2019/4/1, 31, , 
2019/4/2, 20, , 
2019/4/3, 9, , 
2019/4/4, 15, , 
2019/4/5, 13, , 
2019/4/6, 12, , 
2019/4/7, 8, , 
2019/4/8, 11, , 
