date, pm25, pm10, o3, no2, co
2020/1/2, 18, 9, 16, 8, 
2020/1/3, 40, 4, 24, 2, 3
2020/1/4, 24, 4, 26, 2, 
2020/1/5, 14, 6, 25, 2, 
2020/1/6, 24, , 21, , 
2020/1/7, 28, , 27, , 
2020/1/8, 12, , 24, , 
2020/1/9, 16, , 23, , 
2020/1/10, 19, 5, 24, 3, 
2020/1/11, 13, 5, 23, 2, 
2020/1/12, 9, 9, 15, 5, 
2020/1/13, 30, 13, 17, 7, 1
2020/1/14, 45, 11, 19, 4, 
2020/1/15, 54, , , , 
2019/10/1, 43, 15, 23, 3, 
2019/10/2, 24, 7, 11, 2, 
2019/10/3, 15, 5, 22, 3, 
2019/10/4, 9, 6, 26, 4, 1
2019/10/5, 15, 13, 29, 1, 
2019/10/6, 24, 10, 22, 4, 
2019/10/7, 21, 9, 27, 2, 
2019/10/8, 20, 8, 25, 3, 
2019/10/9, 17, 10, 28, 7, 1
2019/10/10, 23, 7, 34, 1, 
2019/10/11, 17, 9, 28, 2, 1
2019/10/12, 18, 7, 32, 1, 1
2019/10/13, 15, 13, 23, 5, 1
2019/10/14, 18, 9, 31, 5, 1
2019/10/15, 22, 6, 29, 3, 
2019/10/16, 14, 4, 23, , 
2019/10/17, 4, 7, 23, 8, 1
2019/10/18, 11, 8, 27, 5, 2
2019/10/19, 26, 15, 32, 6, 2
2019/10/20, 38, 12, 34, 4, 1
2019/10/21, 27, 8, 27, 2, 
2019/10/22, 16, 15, 27, 2, 1
2019/10/23, 17, 12, 27, 5, 1
2019/10/24, 17, 9, 19, 7, 1
2019/10/25, 25, 9, 23, 2, 
2019/10/26, 43, 7, 25, 2, 
2019/10/27, 13, 11, 29, 7, 2
2019/10/28, 33, 11, 27, 3, 
2019/10/29, 27, 12, 13, 6, 
2019/10/30, 42, 4, 15, 4, 1
2019/10/31, 12, 9, 20, 3, 1
2019/11/1, 23, 9, 22, 3, 1
2019/11/2, 32, 6, 20, 3, 1
2019/11/3, 25, 10, 27, 1, 1
2019/11/4, 21, 9, 25, 3, 1
2019/11/5, 27, 10, 24, 4, 2
2019/11/6, 28, 6, 26, 3, 1
2019/11/7, 21, 5, 24, 5, 2
2019/11/8, 11, 9, 21, 4, 4
2019/11/9, 22, 14, 20, 4, 2
2019/11/10, 46, 2, 21, 2, 1
2019/11/11, 11, 4, 28, 1, 3
2019/11/12, 8, 6, 27, 2, 5
2019/11/13, 13, 12, 21, 7, 4
2019/11/14, 37, 11, 23, 7, 3
2019/11/15, 61, 5, 27, 6, 4
2019/11/16, 13, 7, 26, 4, 4
2019/11/17, 16, 12, 21, 8, 4
2019/11/18, 36, 18, 14, 13, 4
2019/11/19, 67, 14, 18, 12, 3
2019/11/20, 70, 11, 18, 5, 2
2019/11/21, 46, 4, 23, 2, 2
2019/11/22, 12, 10, 17, 8, 4
2019/11/23, 41, 12, 15, 6, 2
2019/11/24, 57, 11, 21, 4, 2
2019/11/25, 45, 19, 21, 11, 2
2019/11/26, 49, 7, 26, 2, 1
2019/11/27, 19, 5, 20, 1, 1
2019/11/28, 13, 7, 21, 3, 3
2019/11/29, 29, 5, 18, 3, 3
