date, pm25, pm10, o3, no2
2020/1/2, 24, 13, 11, 
2020/1/3, 28, 12, 15, 
2020/1/4, 30, 7, 15, 
2020/1/5, 26, 8, 15, 
2020/1/6, 33, 11, 15, 
2020/1/7, 34, 10, 19, 
2020/1/8, 32, 17, 18, 
2020/1/9, 45, 18, 16, 
2020/1/10, 67, 23, 12, 
2020/1/11, 83, 21, 11, 
2020/1/12, 71, 18, 14, 
2020/1/13, 78, 20, 14, 
2020/1/14, 70, 21, 16, 
2020/1/15, 64, , , 
2018/4/1, 31, 16, 15, 
2018/4/2, 24, 16, 14, 1
2018/3/27, 28, 23, 20, 
2018/3/28, 30, 19, 21, 1
2018/3/29, 32, 21, 19, 1
2018/3/30, 33, 23, 15, 1
2018/3/31, 35, 14, 16, 1
2020/1/1, , 11, 16, 
2019/10/1, , 17, 14, 
2019/10/2, , 15, 14, 
2019/10/3, , 14, 15, 
2019/10/4, , 14, 9, 
2019/10/5, , 8, 13, 
2019/10/6, , 13, 13, 
2019/10/7, , 10, 11, 
2019/10/8, , 8, 10, 
2019/10/9, , 8, 15, 
2019/10/10, , 10, 16, 
2019/10/11, , 12, 15, 
2019/10/12, , 11, 15, 
2019/10/13, , 10, 15, 
2019/10/14, , 14, 17, 
2019/10/15, , 17, 11, 
2019/10/16, , 20, 15, 
2019/10/17, , 11, 10, 
2019/10/18, , 15, 9, 
2019/10/19, , 13, 13, 
2019/10/20, , 13, 9, 
2019/10/21, , 17, 8, 
2019/10/22, , 18, 19, 
2019/10/23, , 16, 11, 
2019/10/24, , 15, 8, 
2019/10/25, , 12, 10, 
2019/10/26, , 13, 9, 
2019/10/27, , 13, 9, 
2019/10/28, , 13, 11, 
2019/10/29, , 12, 10, 
2019/10/30, , 12, 8, 
2019/10/31, , 12, 14, 
2019/11/1, , 16, 16, 
2019/11/2, , 16, 16, 
2019/11/3, , 14, 14, 
2019/11/4, , 17, 14, 
2019/11/5, , 14, 12, 
2019/11/6, , 11, 14, 
2019/11/7, , 15, 15, 
2019/11/8, , 15, 16, 
2019/11/9, , 9, 16, 
2019/11/10, , 13, 16, 
2019/11/11, , 14, 17, 
2019/11/12, , 14, 14, 
2019/11/13, , 11, 14, 
2019/11/14, , 15, 11, 
2019/11/15, , 8, 13, 
2019/11/16, , 10, 10, 
2019/11/17, , 9, 15, 
2019/11/18, , 18, 19, 
2019/11/19, , 21, 21, 
2019/11/20, , 27, 18, 
2019/11/21, , 16, 18, 
2019/11/22, , 17, 19, 
2019/11/23, , 18, 13, 
2019/11/24, , 12, 13, 
2019/11/25, , 9, 8, 
2019/11/27, , 7, 13, 
2019/11/28, , 11, 17, 
2019/11/29, , 11, 16, 
2019/11/30, , 16, 14, 
2019/12/1, , 18, 14, 
2019/12/2, , 17, 13, 
2019/12/3, , 9, 15, 
2019/12/4, , 16, 18, 
2019/12/5, , 21, 20, 
2019/12/6, , 24, 18, 
2019/12/7, , 24, 19, 
2019/12/8, , 20, 16, 
2019/12/9, , 14, 11, 
2019/12/10, , 16, 10, 
2019/12/11, , 12, 11, 
2019/12/12, , 9, 10, 
2019/12/13, , 9, 14, 
2019/12/14, , 14, 15, 
2019/12/15, , 8, 15, 
2019/12/16, , 14, 9, 
2019/12/17, , 17, 9, 
2019/12/18, , 6, 16, 
2019/12/19, , 11, 15, 
2019/12/20, , 14, 14, 
2019/12/21, , 9, 12, 
2019/12/22, , 7, 16, 
2019/12/23, , 9, 13, 
2019/12/24, , 9, 13, 
2019/12/25, , 17, 13, 
2019/12/26, , 17, 12, 
2019/12/27, , 11, 11, 
2019/12/28, , 6, , 
2019/7/1, , 15, 12, 
2019/7/2, , 19, 17, 
2019/7/3, , 21, 17, 
2019/7/4, , 20, 16, 
2019/7/5, , 24, 11, 
2019/7/6, , 7, 12, 
2019/7/7, , 9, 15, 
2019/7/8, , 18, 16, 
2019/7/9, , 20, 10, 
2019/7/10, , 19, 10, 
2019/7/11, , 13, 10, 
2019/7/12, , 21, 8, 
2019/7/13, , 28, 8, 
2019/7/14, , 41, 10, 
2019/7/15, , 40, 12, 
2019/7/16, , 20, 11, 
2019/7/17, , 13, 12, 
2019/7/18, , 14, 16, 
2019/7/19, , 20, 12, 
2019/7/20, , 13, 12, 
2019/7/21, , 15, 11, 
2019/7/22, , 14, 10, 
2019/7/23, , 15, 10, 
2019/7/24, , 14, 8, 
2019/7/25, , 15, 9, 
2019/7/26, , 14, 14, 
2019/7/27, , 13, 17, 
2019/7/28, , 14, 16, 
2019/7/29, , 12, 18, 
2019/7/30, , 13, 18, 
2019/7/31, , 12, 11, 
2019/8/1, , 12, 12, 
2019/8/2, , 11, 13, 
2019/8/3, , 10, 10, 
2019/8/4, , 12, 9, 
2019/8/5, , 11, 9, 
2019/8/6, , 10, 8, 
2019/8/7, , 12, 8, 
2019/8/8, , 18, 8, 
2019/8/9, , 17, 8, 
2019/8/10, , 16, 12, 
2019/8/11, , 18, 12, 
2019/8/12, , 17, 11, 
2019/8/13, , 15, 6, 
2019/8/14, , 14, 6, 
2019/8/15, , 11, 10, 
2019/8/16, , 14, 11, 
2019/8/17, , 17, 9, 
2019/8/18, , 23, 11, 
2019/8/19, , 27, 9, 
2019/8/20, , 16, 12, 
2019/8/21, , 14, 11, 
2019/8/22, , 10, 11, 
2019/8/23, , 10, 14, 
2019/8/24, , 10, 12, 
2019/8/25, , 9, 11, 
2019/8/26, , 10, 7, 
2019/8/27, , 11, 11, 
2019/8/28, , 13, 17, 
2019/8/29, , 15, 11, 
2019/8/30, , 13, 7, 
2019/8/31, , 19, 7, 
2019/9/1, , 15, 10, 
2019/9/2, , 14, 12, 
2019/9/3, , 14, 10, 
2019/9/4, , 19, 19, 
2019/9/5, , 23, 20, 
2019/9/6, , 26, 22, 
2019/9/7, , 22, 22, 
2019/9/8, , 25, 15, 
2019/9/9, , 15, 11, 
2019/9/10, , 10, 15, 
2019/9/11, , 14, 14, 
2019/9/12, , 16, 12, 
2019/9/13, , 15, 11, 
2019/9/14, , 15, 13, 
2019/9/15, , 13, 13, 
2019/9/16, , 13, 17, 
2019/9/17, , 17, 16, 
2019/9/18, , 18, 16, 
2019/9/19, , 17, 13, 
2019/9/20, , 13, 13, 
2019/9/21, , 17, 14, 
2019/9/22, , 15, 17, 
2019/9/23, , 15, 20, 
2019/9/24, , 15, 21, 
2019/9/25, , 16, 18, 
2019/9/26, , 15, 15, 
2019/9/27, , 13, 15, 
2019/9/28, , 18, 14, 
2019/9/29, , 11, 16, 
2019/9/30, , 18, 16, 
2019/4/1, , 19, 17, 1
2019/4/2, , 11, 20, 1
2019/4/3, , 12, 19, 
2019/4/4, , 19, 12, 1
2019/4/5, , 14, 15, 1
2019/4/6, , 14, 12, 1
2019/4/7, , 15, 11, 1
2019/4/8, , 15, 15, 
2019/4/9, , 13, 19, 
2019/4/10, , 11, 19, 1
2019/4/11, , 13, 19, 1
2019/4/12, , 17, 12, 1
2019/4/13, , 13, 13, 
2019/4/14, , 16, 19, 
2019/4/15, , 14, 24, 1
2019/4/16, , 13, 22, 1
2019/4/17, , 15, 16, 1
2019/4/18, , 15, 20, 
2019/4/19, , 17, 20, 
2019/4/20, , 16, 21, 1
2019/4/21, , 12, 26, 1
2019/4/22, , 13, 26, 1
2019/4/23, , 14, 22, 1
2019/4/24, , 13, 17, 1
2019/4/25, , 14, 16, 
2019/4/26, , 16, 26, 
2019/4/27, , 16, 21, 
2019/4/28, , 24, 21, 1
2019/4/29, , 19, 15, 
2019/4/30, , 16, 14, 
2019/5/1, , 16, 13, 1
2019/5/2, , 11, 11, 1
2019/5/3, , 10, 9, 
2019/5/4, , 18, 19, 
2019/5/5, , 17, 16, 1
2019/5/6, , 15, 23, 1
2019/5/7, , 16, 16, 
2019/5/8, , 17, 13, 1
2019/5/9, , 14, 14, 
2019/5/10, , 11, 10, 
2019/5/11, , 13, 10, 
2019/5/12, , 18, 12, 
2019/5/13, , 15, 16, 1
2019/5/14, , 18, 20, 1
2019/5/15, , 17, 21, 1
2019/5/16, , 16, 22, 1
2019/5/17, , 15, 21, 
2019/5/18, , 13, 18, 
2019/5/19, , 17, 23, 1
2019/5/20, , 15, 17, 1
2019/5/21, , 19, 19, 1
2019/5/22, , 14, 18, 
2019/5/23, , 15, 20, 
2019/5/24, , 22, 18, 
2019/5/25, , 18, 18, 
2019/5/26, , 22, 19, 
2019/5/27, , 26, 21, 1
2019/5/28, , 21, 20, 1
2019/5/29, , 21, 15, 1
2019/5/30, , 16, 11, 1
2019/5/31, , 10, 6, 1
2019/6/1, , 12, 6, 
2019/6/2, , 15, 5, 
2019/6/3, , 15, 14, 1
2019/6/4, , 15, 10, 
2019/6/5, , 17, 9, 1
2019/6/6, , 15, 8, 1
2019/6/7, , 21, 8, 1
2019/6/8, , 21, 8, 
2019/6/9, , 20, 12, 1
2019/6/10, , 15, 6, 1
2019/6/11, , 35, 8, 
2019/6/12, , 25, 9, 
2019/6/13, , 19, 12, 1
2019/6/14, , 13, 14, 
2019/6/15, , 13, 10, 
2019/6/16, , 10, 11, 
2019/6/17, , 13, 9, 1
2019/6/18, , 17, 10, 1
2019/6/19, , 18, 9, 
2019/6/20, , 30, 8, 1
2019/6/21, , 46, 10, 
2019/6/22, , 47, 11, 
2019/6/23, , 46, 8, 1
2019/6/24, , 41, 9, 1
2019/6/25, , 51, 22, 
2019/6/26, , 37, 25, 
2019/6/27, , 33, 14, 
2019/6/28, , 20, 10, 
2019/6/29, , 12, 10, 
2019/6/30, , 14, 9, 
2019/1/1, , 18, 10, 2
2019/1/2, , 13, 11, 1
2019/1/3, , 15, 11, 
2019/1/4, , 11, 17, 
2019/1/5, , 15, 17, 1
2019/1/6, , 10, 14, 2
2019/1/7, , 11, 17, 2
2019/1/8, , 17, 17, 1
2019/1/9, , 13, 17, 2
2019/1/10, , 11, 17, 2
2019/1/11, , 19, 16, 1
2019/1/12, , 17, 14, 1
2019/1/13, , 19, 14, 1
2019/1/14, , 12, 12, 2
2019/1/15, , 13, 11, 3
2019/1/16, , 19, 16, 3
2019/1/17, , 22, 18, 3
2019/1/18, , 20, 17, 2
2019/1/19, , 16, 14, 
2019/1/20, , 16, 16, 1
2019/1/21, , 10, 17, 1
2019/1/22, , 15, 16, 
2019/1/23, , 17, 15, 
2019/1/24, , 16, 14, 1
2019/1/25, , 9, 15, 1
2019/1/26, , 10, 15, 1
2019/1/27, , 6, 18, 1
2019/1/28, , 7, 19, 1
2019/1/29, , 11, 15, 1
2019/1/30, , 12, 16, 1
2019/1/31, , 14, 17, 1
2019/2/1, , 14, 14, 1
2019/2/2, , 14, 12, 
2019/2/3, , 9, 16, 1
2019/2/4, , 12, 20, 2
2019/2/5, , 16, 20, 2
2019/2/6, , 15, 19, 2
2019/2/7, , 15, 18, 2
2019/2/8, , 19, 18, 1
2019/2/9, , 18, 16, 
2019/2/10, , 13, 14, 1
2019/2/11, , 17, 9, 1
2019/2/12, , 16, 16, 1
2019/2/13, , 8, 18, 2
2019/2/14, , 12, 20, 2
2019/2/15, , 15, 17, 1
2019/2/16, , 13, 12, 
2019/2/17, , 13, 9, 1
2019/2/18, , 24, 12, 1
2019/2/19, , 20, 9, 
2019/2/20, , 16, 9, 1
2019/2/21, , 17, 12, 1
2019/2/22, , 19, 9, 1
2019/2/23, , 15, 9, 
2019/2/24, , 24, 18, 
2019/2/25, , 19, 16, 
2019/2/26, , 20, 13, 1
2019/2/27, , 10, 16, 1
2019/2/28, , 7, 19, 1
2019/3/1, , 14, 14, 1
2019/3/2, , 14, 11, 
2019/3/3, , 13, 10, 
2019/3/4, , 16, 15, 
2019/3/5, , 10, 19, 1
2019/3/6, , 11, 21, 1
2019/3/7, , 15, 19, 1
2019/3/8, , 18, 18, 1
2019/3/9, , 22, , 
2019/3/17, , 17, 19, 1
2019/3/18, , 14, 17, 1
2019/3/19, , 10, 22, 1
2019/3/20, , 17, 26, 1
2019/3/21, , 24, 23, 1
