date, pm25, o3, so2, co
2017/7/1, 37, 32, , 1
2017/7/2, 36, 28, , 2
2017/7/3, 31, 32, 2, 1
2017/7/4, 39, 50, 1, 2
2017/7/5, 49, 54, 2, 2
2017/7/6, 52, 44, 1, 1
2017/7/7, 27, 22, , 1
2017/7/8, 21, 36, , 1
2017/7/9, 32, 35, , 2
2017/7/10, 31, 51, 2, 2
2017/7/11, 33, 38, 1, 2
2017/7/12, 34, 33, , 2
2017/7/13, 37, 18, , 1
2017/7/14, 18, 29, 1, 1
2017/7/15, 26, 29, , 2
2017/7/16, 37, 34, , 1
2017/7/17, 34, 45, , 2
2017/7/18, 40, 43, , 2
2017/7/19, 48, 42, , 1
2017/7/20, 32, 50, , 2
2017/7/21, 41, 33, , 2
2017/7/22, 39, 36, , 2
2017/7/23, 32, 24, , 1
2017/7/24, 25, 36, , 2
2017/7/25, 27, 41, , 2
2017/7/26, 39, 33, , 2
2017/7/27, 39, 23, , 2
2017/7/28, 24, 23, , 2
2017/7/29, 28, 28, , 2
2017/7/30, 39, 38, 2, 3
2017/7/31, 58, 47, 1, 3
2017/8/1, 54, 40, , 2
2017/8/2, 49, 34, , 2
2017/8/3, 38, 24, , 1
2017/8/4, 17, 23, , 2
2017/8/5, 29, 31, 1, 2
2017/8/6, 43, 25, , 2
2017/8/7, 36, 28, 1, 2
2017/8/8, 39, 34, 1, 2
2017/8/9, 39, 44, , 3
2017/8/10, 46, 34, 2, 2
2017/8/11, 31, 25, , 1
2017/8/12, 25, 31, 5, 2
2017/8/13, 32, 37, 1, 2
2017/8/14, 38, 39, 1, 3
2017/8/15, 39, 47, , 2
2017/8/16, 42, 35, , 1
2017/8/17, 35, 26, , 2
2017/8/18, 20, 29, , 2
2017/8/19, 41, 42, , 3
2017/8/20, 56, 40, , 3
2017/8/21, 55, 29, , 1
2017/8/22, 24, 20, , 2
2017/8/23, 24, 21, , 2
2017/8/24, 25, 30, , 2
2017/8/25, 29, 37, , 2
2017/8/26, 40, 35, , 2
2017/8/27, 40, 29, , 2
2017/8/28, 48, 38, , 2
2017/8/29, 46, 40, , 3
2017/8/30, 51, 24, , 2
2017/8/31, 44, 24, , 2
2017/9/1, 21, 36, , 1
2017/9/2, 25, 30, , 2
2017/9/3, 40, 33, , 2
2017/9/4, 51, 23, , 2
2017/9/5, 39, , , 
2017/9/10, 36, 31, , 3
2017/9/11, 34, 37, 13, 3
2017/9/12, 35, 34, 1, 3
2017/9/13, 44, 29, 3, 3
2017/9/14, 37, 37, , 3
2017/9/15, 38, 41, , 2
2017/9/16, 47, 43, 3, 2
2017/9/17, 55, 30, , 2
2017/9/18, 28, 25, , 2
2017/9/19, 28, 40, , 2
2017/9/20, 41, 44, , 2
2017/9/21, 53, 42, 1, 3
2017/9/22, 52, 47, , 3
2017/9/23, 54, 44, , 3
2017/9/24, 44, 46, 1, 3
2017/9/25, 47, 49, , 4
2017/9/26, 53, 26, , 1
2017/9/27, 17, 25, , 2
2017/9/28, 25, 23, , 2
2017/9/29, 24, 27, , 2
2017/9/30, 22, 31, , 2
2017/4/1, 34, 36, 1, 3
2017/4/2, 53, 25, , 2
2017/4/3, 48, 31, , 2
2017/4/4, 29, 27, , 3
2017/4/5, 23, 29, , 1
2017/4/6, 15, 34, , 1
2017/4/7, 15, 41, , 3
2017/4/8, 29, 46, , 1
2017/4/9, 43, 41, , 1
2017/4/10, 42, 25, , 1
2017/4/11, 18, 34, , 1
2017/4/12, 16, 24, , 2
2017/4/13, 26, 41, , 1
2017/4/14, 27, 47, , 1
2017/4/15, 47, 37, , 1
2017/4/16, 21, 35, , 2
2017/4/17, 24, 42, , 1
2017/4/18, 24, 32, , 1
2017/4/19, 34, 23, , 1
2017/4/20, 24, 26, , 1
2017/4/21, 15, 34, , 2
2017/4/22, 23, 42, , 3
2017/4/23, 41, 48, , 1
2017/4/24, 24, 38, , 1
2017/4/25, 30, 47, , 1
2017/4/26, 37, 27, , 2
2017/4/27, 26, 27, , 1
2017/4/28, 32, 33, , 1
2017/4/29, 23, 31, , 1
2017/4/30, 10, 27, 1, 1
2017/5/1, 16, 28, , 1
2017/5/2, 17, 34, , 2
2017/5/3, 28, 37, 1, 2
2017/5/4, 27, 35, , 2
2017/5/5, 22, 30, , 1
2017/5/6, 21, 36, 2, 1
2017/5/7, 20, 36, , 1
2017/5/8, 28, 43, 1, 1
2017/5/9, 31, 47, , 2
2017/5/10, 44, 39, , 1
2017/5/11, 27, 41, , 1
2017/5/12, 28, 43, 2, 2
2017/5/13, 43, 33, , 1
2017/5/14, 32, 38, , 1
2017/5/15, 29, 48, , 2
2017/5/16, 45, 45, , 1
2017/5/17, 48, 39, , 1
2017/5/18, 31, 25, , 1
2017/5/19, 18, 29, , 1
2017/5/20, 28, 29, , 1
2017/5/21, 24, 42, , 1
2017/5/22, 21, 34, , 2
2017/5/23, 26, 36, , 2
2017/5/24, 35, 32, , 2
2017/5/25, 33, 34, , 2
2017/5/26, 29, 41, , 2
2017/5/27, 35, 42, , 2
2017/5/28, 48, 38, , 1
2017/5/29, 29, 32, , 1
2017/5/30, 20, 48, , 1
2017/5/31, 23, 34, , 1
2017/6/1, 23, 46, 2, 2
2017/6/2, 39, 50, , 3
2017/6/3, 53, 53, 2, 2
2017/6/4, 39, 30, , 2
2017/6/5, 29, 28, , 1
2017/6/6, 20, 33, , 1
2017/6/7, 22, 40, , 1
2017/6/8, 29, 57, 2, 2
2017/6/9, 42, 55, , 2
2017/6/10, 45, 51, , 2
2017/6/11, 53, 51, , 2
2017/6/12, 52, 47, , 2
2017/6/13, 41, 45, , 1
2017/6/14, 37, 51, 2, 1
2017/6/15, 30, 51, 1, 2
2017/6/16, 33, 50, , 2
2017/6/17, 40, 34, 2, 1
2017/6/18, 18, 27, 1, 1
2017/6/19, 19, 32, , 1
2017/6/20, 17, 35, , 2
2017/6/21, 29, 42, , 2
2017/6/22, 41, 36, , 1
2017/6/23, 20, 29, 2, 1
2017/6/24, 24, 25, 2, 1
2017/6/25, 19, 22, 2, 1
2017/6/26, 15, 25, , 1
2017/6/27, 20, 37, , 1
2017/6/28, 31, 51, , 1
2017/6/29, 35, 42, , 2
2017/6/30, 36, 33, 1, 2
2017/1/2, 51, 16, , 2
2017/1/3, 29, 28, , 1
2017/1/4, 22, 26, , 
2017/1/5, 27, 26, , 1
2017/1/6, 29, 26, , 1
2017/1/7, 37, 28, , 1
2017/1/8, 25, 17, , 1
2017/1/9, 38, 18, 3, 1
2017/1/10, 33, 21, , 1
2017/1/11, 42, 27, , 1
2017/1/12, 33, 27, , 1
2017/1/13, 34, 21, 1, 2
2017/1/14, 48, 22, 2, 6
2017/1/15, 59, 13, 2, 7
2017/1/16, 53, 13, , 2
2017/1/17, 18, 22, , 1
2017/1/18, 35, 18, , 1
2017/1/19, 43, 8, , 2
2017/1/20, 37, 20, 1, 2
2017/1/21, 42, 17, 1, 4
2017/1/22, 41, 15, , 2
2017/1/23, 33, 13, , 1
2017/1/24, 24, 8, , 1
2017/1/25, 27, 18, , 1
2017/1/26, 19, 24, , 
2017/1/27, 20, 27, , 
2017/1/28, 28, 30, , 1
2017/1/29, 21, 27, , 1
2017/1/30, 23, 24, , 1
2017/1/31, 34, 26, 1, 2
2017/2/1, 27, 29, , 1
2017/2/2, 26, 30, , 1
2017/2/3, 26, 27, 2, 3
2017/2/4, 33, 24, 1, 1
2017/2/5, 39, 20, 2, 4
2017/2/6, 58, 17, , 2
2017/2/7, 42, 26, , 1
2017/2/8, 22, 29, , 1
2017/2/9, 30, 24, 1, 2
2017/2/10, 36, 19, 1, 2
2017/2/11, 53, 33, , 1
2017/2/12, 38, 33, 2, 1
2017/2/13, 21, 30, 1, 1
2017/2/14, 19, 30, , 1
2017/2/15, 26, 31, , 1
2017/2/16, 24, 21, 2, 3
2017/2/17, 51, 30, 1, 2
2017/2/18, 41, 31, , 4
2017/2/19, 47, 30, , 2
2017/2/20, 40, 23, , 1
2017/2/21, 49, 28, , 2
2017/2/22, 59, 21, , 1
2017/2/23, 29, 20, , 1
2017/2/24, 18, 27, , 1
2017/2/25, 21, 29, , 1
2017/2/26, 31, 29, 2, 3
2017/2/27, 43, 19, , 2
2017/2/28, 43, 27, , 1
2017/3/1, 18, 32, , 1
2017/3/2, 22, 32, , 2
2017/3/3, 28, 32, , 2
2017/3/4, 27, 28, 2, 2
2017/3/5, 30, 25, 60, 2
2017/3/6, 41, 31, , 1
2017/3/7, 35, 32, , 1
2017/3/8, 24, 31, , 2
2017/3/9, 24, 30, , 2
2017/3/10, 24, 31, , 1
2017/3/11, 24, 31, , 2
2017/3/12, 26, 28, , 2
2017/3/13, 33, 30, 1, 2
2017/3/14, 29, 32, , 2
2017/3/15, 30, 33, , 3
2017/3/16, 41, 24, , 3
2017/3/17, 45, 14, , 2
2017/3/18, 30, 33, , 2
2017/3/19, 29, 27, , 2
2017/3/20, 42, 33, , 2
2017/3/21, 31, 33, , 2
2017/3/22, 30, 32, , 2
2017/3/23, 30, 33, 1, 3
2017/3/24, 52, 24, , 1
2017/3/25, 20, 19, , 2
2017/3/26, 41, 20, 2, 2
2017/3/27, 24, 21, , 2
2017/3/28, 34, 29, 1, 3
2017/3/29, 35, 24, , 1
2017/3/30, 37, 26, , 2
2017/3/31, 34, 35, 1, 2
2020/1/1, , 22, 1, 4
2019/10/15, , 20, , 2
2019/12/13, , 14, , 5
2019/12/14, , 23, , 3
2019/12/15, , 18, , 4
2019/12/16, , 23, , 4
2019/8/11, , 44, , 9
2019/5/19, , 19, , 1
2018/12/31, , 19, , 5
2019/2/24, , 29, , 1
2018/5/28, , 66, , 2
2018/5/29, , 31, 1, 2
2018/5/30, , 61, , 2
2018/5/31, , 35, , 2
2018/6/1, , 23, , 1
2018/6/2, , 27, , 1
2018/6/3, , 37, , 1
2018/6/5, , 38, , 2
2017/12/13, , 23, , 2
2017/12/20, , 13, , 2
2017/9/9, , 15, , 3
2017/1/1, , 18, , 3
