date, pm25, pm10, o3, no2
2020/1/2, 84, 17, 10, 15
2020/1/3, 63, 11, 21, 8
2020/1/4, 43, 7, 21, 11
2020/1/5, 28, 13, 9, 11
2020/1/6, 50, 16, 7, 16
2020/1/7, 60, 16, 4, 15
2020/1/8, 60, 20, 5, 18
2020/1/9, 65, 18, 20, 17
2020/1/10, 56, 7, 20, 12
2020/1/11, 25, 14, 12, 12
2020/1/12, 52, 23, 3, 16
2020/1/13, 74, 26, 2, 21
2020/1/14, 77, 23, 6, 22
2020/1/15, 69, 20, , 21
2020/1/16, 61, , , 
2019/10/1, 15, 5, 25, 5
2019/10/2, 14, 4, 28, 5
2019/10/3, 10, 5, 22, 7
2019/10/4, 16, 4, 23, 4
2019/10/5, 14, 6, 11, 6
2019/10/6, 22, 6, 26, 8
2019/10/7, 22, 7, 15, 10
2019/10/8, 20, 6, 24, 7
2019/10/9, 16, 3, 24, 9
2019/10/10, 7, 7, 16, 11
2019/10/11, 16, 11, 15, 12
2019/10/12, 29, 11, 18, 10
2019/10/13, 28, 13, 14, 11
2019/10/14, 35, 16, 22, 13
2019/10/15, 41, 5, 30, 8
2019/10/16, 12, 9, 16, 13
2019/10/17, 19, 11, 11, 14
2019/10/18, 28, 10, 13, 9
2019/10/19, 29, 10, 12, 9
2019/10/20, 36, 12, 5, 10
2019/10/21, 40, 16, 13, 11
2019/10/22, 50, 21, 8, 8
2019/10/23, 64, 16, 3, 11
2019/10/24, 51, 15, 24, 12
2019/10/25, 41, 15, 7, 10
2019/10/26, 44, 17, 12, 11
2019/10/27, 57, 14, 12, 8
2019/10/28, 49, 10, 12, 7
2019/10/29, 38, 10, 12, 7
2019/10/30, 40, 9, 8, 7
2019/10/31, 39, 13, 3, 8
2019/11/1, 52, 10, 14, 10
2019/11/2, 38, 6, 24, 5
2019/11/3, 17, 2, 23, 7
2019/11/4, 5, 4, 23, 11
2019/11/5, 8, 6, 18, 8
2019/11/6, 18, 5, 14, 11
2019/11/7, 14, 8, 16, 9
2019/11/8, 22, 7, 15, 9
2019/11/9, 29, 12, 8, 7
2019/11/10, 49, 13, 9, 10
2019/11/11, 51, 11, 20, 11
2019/11/12, 42, 10, 18, 13
2019/11/13, 34, 9, 9, 13
2019/11/14, 28, 12, 9, 15
2019/11/15, 39, 13, 14, 9
2019/11/16, 48, 16, 9, 8
2019/11/17, 59, 9, 21, 10
2019/11/18, 36, 8, 11, 15
2019/11/19, 28, 19, 8, 12
2019/11/20, 60, 21, 9, 12
2019/11/21, 68, 23, 5, 12
2019/11/22, 72, 13, 4, 13
2019/11/23, 49, 11, 3, 13
2019/11/24, 39, 20, 2, 11
2019/11/25, 64, 25, 2, 13
2019/11/26, 76, 19, 12, 15
2019/11/27, 63, 6, 26, 5
2019/11/28, 19, 2, 25, 7
2019/11/29, 4, 6, 22, 8
2019/11/30, 20, 11, 12, 9
2019/12/1, 43, 19, 14, 11
2019/12/2, 62, 19, 14, 14
2019/12/3, 61, 16, 8, 16
2019/12/4, 56, 26, 7, 15
2019/12/5, 78, 19, 7, 17
2019/12/6, 66, 16, 23, 10
2019/12/7, 55, 6, 25, 8
2019/12/8, 21, 4, 28, 5
2019/12/9, 13, 5, 25, 10
2019/12/10, 13, 12, 11, 20
2019/12/11, 32, 9, 22, 12
2019/12/12, 26, 6, 29, 9
2019/12/13, 19, 4, 33, 3
2019/12/14, 12, 4, 24, 12
2019/12/15, 12, 10, 2, 16
2019/12/16, 30, 19, , 17
2019/12/17, 49, 25, 1, 18
2019/12/18, 59, 27, 2, 16
2019/12/19, 61, 18, 25, 15
2019/12/20, 51, 4, 21, 11
2019/12/21, 13, 7, 26, 8
2019/12/22, 29, 3, 26, 4
2019/12/23, 10, 3, 24, 7
2019/12/24, 10, 3, 28, 6
2019/12/25, 12, 7, 15, 9
2019/12/26, 29, 6, 20, 9
2019/12/27, 25, 8, 16, 7
2019/12/28, 36, , , 
2019/7/1, 56, 19, 50, 3
2019/7/2, 48, 14, 48, 4
2019/7/3, 38, 12, 59, 4
2019/7/4, 30, 14, 61, 7
2019/7/5, 35, 15, 54, 6
2019/7/6, 40, 10, 43, 3
2019/7/7, 26, 8, 28, 3
2019/7/8, 27, 11, 43, 4
2019/7/9, 38, 9, 43, 5
2019/7/10, 23, 11, 29, 9
2019/7/11, 24, 11, 21, 9
2019/7/12, 32, 7, 32, 4
2019/7/13, 21, 8, 36, 3
2019/7/14, 26, 9, 39, 3
2019/7/15, 25, 12, 45, 6
2019/7/16, 35, 13, 56, 7
2019/7/17, 37, 16, 52, 7
2019/7/18, 44, 17, 61, 7
2019/7/19, 43, 20, 53, 6
2019/7/20, 52, 16, 39, 3
2019/7/21, 48, 12, 42, 7
2019/7/22, 39, 14, 55, 7
2019/7/23, 43, 16, 41, 8
2019/7/24, 45, , 66, 8
2019/7/26, 57, 15, 48, 2
2019/7/27, 39, 7, 26, 2
2019/7/28, 23, 5, 36, 4
2019/7/29, 14, 9, 44, 4
2019/7/30, 29, 8, 33, 3
2019/7/31, 25, 9, 39, 4
2019/8/1, 27, 11, 38, 5
2019/8/2, 30, 10, 41, 3
2019/8/3, 29, 10, 43, 3
2019/8/4, 31, 9, 46, 7
2019/8/5, 29, 11, 33, 5
2019/8/6, 35, 9, 29, 6
2019/8/7, 25, 7, 35, 5
2019/8/8, 19, 8, 40, 8
2019/8/9, 24, 9, 29, 3
2019/8/10, 25, 6, 32, 2
2019/8/11, 16, 5, 21, 3
2019/8/12, 15, 5, 31, 3
2019/8/13, 13, 5, 36, 3
2019/8/14, 14, 7, 25, 6
2019/8/15, 19, 6, 33, 5
2019/8/16, 16, 7, 27, 5
2019/8/17, 21, 10, 42, 4
2019/8/18, 28, 7, 33, 3
2019/8/19, 20, 5, 16, 5
2019/8/20, 14, 6, 31, 5
2019/8/21, 17, 7, 21, 6
2019/8/22, 20, 11, 28, 5
2019/8/23, 37, 15, 32, 6
2019/8/24, 53, 19, 40, 7
2019/8/25, 62, 17, 43, 8
2019/8/26, 56, 19, 44, 11
2019/8/27, 58, 21, 47, 11
2019/8/28, 59, 15, 36, 8
2019/8/29, 45, 11, 37, 8
2019/8/30, 35, 15, 44, 6
2019/8/31, 47, 13, 35, 5
2019/9/1, 42, 9, 22, 7
2019/9/2, 26, 11, 36, 8
2019/9/3, 32, 11, 36, 11
2019/9/4, 36, 14, 15, 12
2019/9/5, 43, 10, 15, 8
2019/9/6, 32, 13, 24, 7
2019/9/7, 48, 7, 26, 4
2019/9/8, 25, 3, 29, 8
2019/9/9, 11, 6, 27, 5
2019/9/10, 18, 12, 29, 8
2019/9/11, 40, 12, 40, 9
2019/9/12, 40, 12, 40, 11
2019/9/13, 34, 12, 29, 6
2019/9/14, 37, 15, 28, 10
2019/9/15, 50, 18, 36, 10
2019/9/16, 58, 15, 36, 8
2019/9/17, 45, 11, 28, 5
2019/9/18, 32, 10, 30, 5
2019/9/19, 22, 9, 24, 7
2019/9/20, 20, 12, 24, 10
2019/9/21, 32, 16, 20, 13
2019/9/22, 50, 12, 27, 7
2019/9/23, 38, 5, 9, 9
2019/9/24, 12, 7, 20, 8
2019/9/25, 19, 4, 16, 9
2019/9/26, 11, 7, 22, 8
2019/9/27, 16, 5, 29, 4
2019/9/28, 13, 5, 28, 7
2019/9/29, 13, 6, 27, 6
2019/9/30, 14, 7, 22, 9
2019/4/1, 73, 40, 38, 13
2019/4/2, 103, 27, 42, 11
2019/4/3, 70, 9, 30, 10
2019/4/4, 20, 5, 29, 8
2019/4/5, 22, 12, 21, 13
2019/4/6, 44, 22, 33, 11
2019/4/7, 70, 11, 35, 9
2019/4/8, 42, 12, 25, 12
2019/4/9, 46, 23, 14, 12
2019/4/10, 73, 34, 21, 7
2019/4/11, 95, 33, 27, 8
2019/4/12, 91, 30, 28, 6
2019/4/13, 85, 28, 22, 7
2019/4/14, 84, 23, 32, 8
2019/4/15, 74, 24, 34, 13
2019/4/16, 73, 16, 45, 8
2019/4/17, 54, 16, 43, 8
2019/4/18, 49, 16, 54, 7
2019/4/19, 47, 11, 48, 7
2019/4/20, 36, 13, 44, 6
2019/4/21, 37, 11, 41, 6
2019/4/22, 31, 19, 39, 7
2019/4/23, 39, 13, 40, 6
2019/4/24, 19, 11, 40, 6
2019/4/25, 11, 5, 31, 11
2019/4/26, 9, 4, 33, 7
2019/4/27, 12, 3, 36, 4
2019/4/28, 9, 5, 27, 7
2019/4/29, 16, 10, 23, 9
2019/4/30, 40, 12, 45, 7
2019/5/1, 45, 14, 37, 11
2019/5/2, 44, 8, 29, 9
2019/5/3, 25, 7, 30, 6
2019/5/4, 26, 6, 30, 5
2019/5/5, 23, 8, 33, 8
2019/5/6, 26, 9, 41, 8
2019/5/7, 27, 10, 30, 12
2019/5/8, 33, 5, 33, 6
2019/5/9, 14, 3, 32, 7
2019/5/10, 7, 5, 29, 7
2019/5/11, 13, 4, 30, 4
2019/5/12, 11, 7, 31, 6
2019/5/13, 24, 8, 38, 5
2019/5/14, 23, 8, 29, 5
2019/5/15, 21, 12, 24, 5
2019/5/16, 37, 17, 37, 8
2019/5/17, 58, 12, 42, 7
2019/5/18, 41, 8, 42, 5
2019/5/19, 29, 6, 26, 10
2019/5/20, 20, 5, 24, 18
2019/5/21, 18, 8, 37, 9
2019/5/22, 32, 12, 45, 7
2019/5/23, 43, 12, 47, 7
2019/5/24, 40, 12, 44, 7
2019/5/25, 41, 12, 47, 5
2019/5/26, 44, 11, 37, 8
2019/5/27, 39, 10, 26, 6
2019/5/28, 36, 6, 22, 8
2019/5/29, 17, 9, 41, 7
2019/5/30, 35, 6, 36, 5
2019/5/31, 22, 7, 38, 5
2019/6/1, 20, 8, 43, 6
2019/6/2, 24, 10, 47, 8
2019/6/3, 30, 14, 48, 5
2019/6/4, 36, 14, 56, 6
2019/6/5, 38, 13, 34, 5
2019/6/6, 31, 11, 39, 6
2019/6/7, 31, 10, 41, 3
2019/6/8, 25, 7, 32, 5
2019/6/9, 18, 8, 27, 4
2019/6/10, 25, 7, 33, 9
2019/6/11, 19, 9, 34, 7
2019/6/12, 26, 6, 44, 6
2019/6/13, 15, 8, 45, 7
2019/6/14, 21, 12, 41, 3
2019/6/15, 29, 5, 38, 2
2019/6/16, 11, 7, 46, 3
2019/6/17, 22, 13, 47, 7
2019/6/18, 43, 12, 51, 7
2019/6/19, 37, 10, 39, 3
2019/6/20, 28, 9, 31, 5
2019/6/21, 28, 9, 30, 3
2019/6/22, 31, 8, 37, 4
2019/6/23, 28, 9, 43, 5
2019/6/24, 30, 14, 55, 8
2019/6/25, 45, 24, 72, 10
2019/6/26, 58, 40, 72, 8
2019/6/27, 73, 28, 55, 4
2019/6/28, 59, 11, 60, 4
2019/6/29, 21, 13, 66, 6
2019/6/30, 33, 21, 55, 7
2019/1/1, 80, 8, 27, 6
2019/1/2, 29, 9, 22, 13
2019/1/3, 28, 10, 21, 14
2019/1/4, 34, 14, 21, 8
2019/1/5, 54, 7, 14, 7
2019/1/6, 33, 7, 14, 10
2019/1/7, 31, 8, 18, 10
2019/1/8, 34, 4, 25, 7
2019/1/9, 16, 5, 17, 12
2019/1/10, 20, 9, 15, 14
2019/1/11, 40, 12, 22, 8
2019/1/12, 49, 4, 24, 4
2019/1/13, 19, 2, 23, 13
2019/1/14, 6, 5, 18, 15
2019/1/15, 19, 12, 7, 21
2019/1/16, 44, 16, 26, 12
2019/1/17, 54, 5, 27, 13
2019/1/18, 16, 12, 15, 15
2019/1/19, 44, 27, 8, 17
2019/1/20, 83, 36, 5, 17
2019/1/21, 105, 38, 11, 18
2019/1/22, 111, 34, 16, 16
2019/1/23, 97, 34, 10, 16
2019/1/24, 98, 25, 19, 14
2019/1/25, 79, 18, 26, 14
2019/1/26, 60, 9, 27, 9
2019/1/27, 34, 3, 28, 5
2019/1/28, 12, 6, 24, 12
2019/1/29, 20, 8, 29, 9
2019/1/30, 27, 7, 21, 16
2019/1/31, 19, 10, 14, 20
2019/2/1, 31, 18, 11, 15
2019/2/2, 61, 16, 19, 9
2019/2/3, 61, 14, 18, 14
2019/2/4, 55, 20, 12, 19
2019/2/5, 69, 29, 8, 19
2019/2/6, 89, 31, 11, 22
2019/2/7, 94, 19, 20, 22
2019/2/8, 67, 13, 30, 11
2019/2/9, 48, 5, 33, 10
2019/2/10, 17, 3, 30, 12
2019/2/11, 11, 8, 22, 12
2019/2/12, 30, 13, 19, 20
2019/2/13, 44, 22, 12, 23
2019/2/14, 61, 27, 10, 25
2019/2/15, 74, 29, 9, 22
2019/2/16, 79, 30, 12, 21
2019/2/17, 85, 27, 14, 24
